label,user,collection_datetime,device_timestamp,accel_x,accel_y,accel_z
1,ugur,2018-03-20 20:47:44,83978662144422,-0.18722534,1.6162262,9.552307
1,ugur,2018-03-20 20:47:44,83978609203276,-0.059143066,1.6144257,9.536743
1,ugur,2018-03-20 20:47:44,83978556319109,-0.14173889,1.5683441,9.732468
1,ugur,2018-03-20 20:47:44,83978501201349,-0.1519165,1.6844635,9.516998
1,ugur,2018-03-20 20:47:44,83978447207339,-0.2829895,1.6802673,9.710327
1,ugur,2018-03-20 20:47:44,83978393585516,-0.26982117,1.706604,9.466721
1,ugur,2018-03-20 20:47:44,83978339065307,-0.2500763,1.6886444,9.596008
1,ugur,2018-03-20 20:47:44,83978285870724,-0.25247192,1.7095947,9.556503
1,ugur,2018-03-20 20:47:44,83978233684474,-0.15730286,1.5342255,9.706741
1,ugur,2018-03-20 20:47:44,83978180384682,-0.19081116,1.7646637,9.490067
1,ugur,2018-03-20 20:47:44,83978125425672,-0.26264954,1.7736359,9.585236
1,ugur,2018-03-20 20:47:44,83978070686401,-0.2494812,1.7574768,9.587631
1,ugur,2018-03-20 20:47:44,83978016936870,-0.28479004,1.6814575,9.575058
1,ugur,2018-03-20 20:47:44,83977963221610,-0.27700806,1.7562866,9.412247
1,ugur,2018-03-20 20:47:44,83977909024058,-0.22492981,1.6976318,9.658859
1,ugur,2018-03-20 20:47:44,83977855775203,-0.13336182,1.698822,9.673813
1,ugur,2018-03-20 20:47:44,83977801607078,-0.24468994,1.6676941,9.722305
1,ugur,2018-03-20 20:47:44,83977746991714,-0.16088867,1.7036133,9.54274
1,ugur,2018-03-20 20:47:44,83977694173901,-0.1237793,1.7568817,9.539139
1,ugur,2018-03-20 20:47:44,83977641483485,-0.19381714,1.6389618,9.697754
1,ugur,2018-03-20 20:47:44,83977588079162,-0.16867065,1.667099,9.476288
1,ugur,2018-03-20 20:47:44,83977534732026,-0.174057,1.635376,9.5576935
1,ugur,2018-03-20 20:47:44,83977480247912,-0.104034424,1.6162262,9.565475
1,ugur,2018-03-20 20:47:44,83977425449631,-0.21835327,1.5294342,9.546326
1,ugur,2018-03-20 20:47:44,83977369872287,-0.07948303,1.6611176,9.679794
1,ugur,2018-03-20 20:47:44,83977316950308,-0.31950378,1.6240082,9.651077
1,ugur,2018-03-20 20:47:44,83977265075985,-0.16687012,1.6216125,9.612762
1,ugur,2018-03-20 20:47:44,83977211605829,-0.3230896,1.6030579,9.773773
1,ugur,2018-03-20 20:47:44,83977155562652,-0.16986084,1.516861,9.336227
1,ugur,2018-03-20 20:47:44,83977101699422,-0.45716858,1.45401,9.312897
1,ugur,2018-03-20 20:47:44,83977047712547,-0.37576294,1.6682892,9.398483
1,ugur,2018-03-20 20:47:44,83976994207652,-0.08068848,1.6796722,9.7552185
1,ugur,2018-03-20 20:47:44,83976939597860,-0.36080933,1.346878,10.134705
1,ugur,2018-03-20 20:47:44,83976886224423,0.40953064,1.6958313,9.627136
1,ugur,2018-03-20 20:47:44,83976834425620,0.12042236,1.6629028,9.610367
1,ugur,2018-03-20 20:47:44,83976781511975,0.09289551,1.6712952,9.486465
1,ugur,2018-03-20 20:47:44,83976727693641,0.17131042,1.7335358,9.776764
1,ugur,2018-03-20 20:47:44,83976675676141,0.36463928,1.8077545,9.558899
1,ugur,2018-03-20 20:47:44,83976623784058,0.21200562,1.6802673,9.840805
1,ugur,2018-03-20 20:47:44,83976570577756,0.40115356,1.7479095,9.68219
1,ugur,2018-03-20 20:47:44,83976517511089,0.39097595,1.8891602,9.694168
1,ugur,2018-03-20 20:47:44,83976465010985,0.25450134,1.892746,9.451752
1,ugur,2018-03-20 20:47:44,83976411772704,0.14915466,1.6730804,9.501434
1,ugur,2018-03-20 20:47:44,83976358796194,0.018081665,1.6970215,9.36795
1,ugur,2018-03-20 20:47:44,83976304340725,-0.15071106,1.5503845,9.776169
1,ugur,2018-03-20 20:47:44,83976249887287,-0.0663147,1.6790771,9.443375
1,ugur,2018-03-20 20:47:44,83976196583954,-0.033996582,1.627594,9.519989
1,ugur,2018-03-20 20:47:44,83976142855048,0.10127258,1.5078888,9.056717
1,ugur,2018-03-20 20:47:44,83976088173173,0.5023041,1.5084839,9.298523
1,ugur,2018-03-20 20:47:44,83976034474319,1.1391602,1.7688599,9.416443
1,ugur,2018-03-20 20:47:44,83975981407131,1.1870422,2.0244293,8.714935
1,ugur,2018-03-20 20:47:44,83975927854267,1.332489,1.0924835,11.357544
1,ugur,2018-03-20 20:47:44,83975873533954,0.10606384,0.76986694,9.988052
1,ugur,2018-03-20 20:47:44,83975817716402,-0.43502808,0.5795288,9.789932
1,ugur,2018-03-20 20:47:44,83975764464996,-0.174057,1.0392151,9.472702
1,ugur,2018-03-20 20:47:44,83975711759683,0.11026001,0.9296875,10.011398
1,ugur,2018-03-20 20:47:44,83975654878902,-0.43322754,0.48495483,9.459534
1,ugur,2018-03-20 20:47:44,83975599532496,-0.2722168,0.21740723,8.977097
1,ugur,2018-03-20 20:47:44,83975545662756,0.40893555,0.70402527,7.9015045
1,ugur,2018-03-20 20:47:44,83975492513798,0.4550171,1.2840271,7.6327515
1,ugur,2018-03-20 20:47:44,83975438354319,0.73394775,-0.38772583,14.495132
1,ugur,2018-03-20 20:47:44,83975385125048,1.0811005,1.9340515,9.856369
1,ugur,2018-03-20 20:47:44,83975332911819,-0.07170105,1.848465,11.710678
1,ugur,2018-03-20 20:47:44,83975279216559,-0.6930084,2.453598,10.7673645
1,ugur,2018-03-20 20:47:44,83975226344736,-0.45417786,2.6253815,10.323242
1,ugur,2018-03-20 20:47:44,83975172872965,-0.67803955,2.6912231,9.222504
1,ugur,2018-03-20 20:47:44,83975119668798,-0.52301025,2.726532,8.178635
1,ugur,2018-03-20 20:47:44,83975067762079,-0.3470459,2.2812042,8.515015
1,ugur,2018-03-20 20:47:44,83975014343069,-0.24108887,2.0238342,8.037384
1,ugur,2018-03-20 20:47:44,83974960246663,-0.11419678,1.8676147,7.973938
1,ugur,2018-03-20 20:47:44,83974906841975,-0.19920349,0.8716278,9.120163
1,ugur,2018-03-20 20:47:44,83974852636611,-0.22373962,1.0984802,8.388123
1,ugur,2018-03-20 20:47:44,83974798411194,-1.126358,0.88119507,8.134949
1,ugur,2018-03-20 20:47:44,83974745266402,-1.1514893,0.43289185,9.720505
1,ugur,2018-03-20 20:47:44,83974690875830,-0.23750305,1.1242065,12.127869
1,ugur,2018-03-20 20:47:44,83974637186871,0.632782,2.1728668,13.20108
1,ugur,2018-03-20 20:47:44,83974582921246,-0.12736511,2.576889,11.495804
1,ugur,2018-03-20 20:47:44,83974530907496,-0.32070923,3.2885742,9.758804
1,ugur,2018-03-20 20:47:44,83974478223173,-0.16088867,3.0928497,9.130936
1,ugur,2018-03-20 20:47:44,83974424328694,-0.34883118,2.6181946,8.817886
1,ugur,2018-03-20 20:47:44,83974370730830,-0.42245483,2.311142,8.382736
1,ugur,2018-03-20 20:47:44,83974316421767,-0.4416046,1.9573975,8.03978
1,ugur,2018-03-20 20:47:44,83974262721767,-0.30215454,1.8951416,7.5052643
1,ugur,2018-03-20 20:47:44,83974210479840,-0.2829895,1.6419525,7.855423
1,ugur,2018-03-20 20:47:44,83974157294007,0.0043029785,1.3013916,8.078674
1,ugur,2018-03-20 20:47:44,83974104636090,1.312149,0.6555481,9.865356
1,ugur,2018-03-20 20:47:44,83974052453330,0.3095703,0.2144165,10.934357
1,ugur,2018-03-20 20:47:44,83973999563174,0.08570862,0.9111328,11.982422
1,ugur,2018-03-20 20:47:44,83973946077549,0.47416687,1.6359711,12.633041
1,ugur,2018-03-20 20:47:44,83973892355153,0.039031982,3.0048523,9.879715
1,ugur,2018-03-20 20:47:44,83973837005049,0.058181763,2.1273804,11.476654
1,ugur,2018-03-20 20:47:44,83973784943903,-0.09863281,2.5625305,9.54512
1,ugur,2018-03-20 20:47:44,83973732691403,-0.29615784,2.1231995,8.878342
1,ugur,2018-03-20 20:47:44,83973679741767,0.15933228,2.160904,7.7895813
1,ugur,2018-03-20 20:47:44,83973624957288,-0.15849304,1.8442688,7.5974426
1,ugur,2018-03-20 20:47:44,83973570667497,-0.3224945,1.6970215,6.7193756
1,ugur,2018-03-20 20:47:44,83973517849320,-0.260849,1.0015106,9.090225
1,ugur,2018-03-20 20:47:44,83973464684997,-0.53079224,0.7088165,8.958542
1,ugur,2018-03-20 20:47:44,83973412162757,-0.6558838,0.85665894,9.045929
1,ugur,2018-03-20 20:47:44,83973358374424,-0.9300232,0.3694458,10.76857
1,ugur,2018-03-20 20:47:44,83973304942184,-0.4092865,0.97875977,12.169174
1,ugur,2018-03-20 20:47:44,83973251469528,0.10366821,2.40271,12.554642
1,ugur,2018-03-20 20:47:44,83973198671038,-0.05734253,2.4571838,12.054855
1,ugur,2018-03-20 20:47:44,83973145988070,-0.25187683,2.6972046,10.854752
1,ugur,2018-03-20 20:47:44,83973093344007,0.00491333,2.726532,9.344009
1,ugur,2018-03-20 20:47:44,83973040398747,-0.12916565,2.294983,8.604797
1,ugur,2018-03-20 20:47:44,83972985593643,-0.33148193,1.7928009,7.792572
1,ugur,2018-03-20 20:47:44,83972932752393,0.056381226,1.8748016,7.1820526
1,ugur,2018-03-20 20:47:44,83972880193487,-0.1519165,1.5964661,7.693817
1,ugur,2018-03-20 20:47:44,83972826446768,-0.2099762,1.1954346,7.8841553
1,ugur,2018-03-20 20:47:44,83972772042914,-0.082473755,0.9811554,8.273804
1,ugur,2018-03-20 20:47:44,83972719063539,1.2319336,0.852478,9.373947
1,ugur,2018-03-20 20:47:44,83972664406560,-0.22193909,0.57055664,10.21431
1,ugur,2018-03-20 20:47:44,83972609901612,0.45561218,0.67111206,13.733185
1,ugur,2018-03-20 20:47:44,83972556165466,0.32933044,1.4486237,13.228607
1,ugur,2018-03-20 20:47:44,83972502983330,-0.77978516,2.4278564,10.416611
1,ugur,2018-03-20 20:47:44,83972448639580,-0.3290863,2.2357178,10.495621
1,ugur,2018-03-20 20:47:44,83972396345518,-0.6217804,2.3955383,8.781982
1,ugur,2018-03-20 20:47:44,83972344352393,-0.046569824,2.3386688,7.7907715
1,ugur,2018-03-20 20:47:44,83972289562341,-0.13754272,2.0256348,7.3670044
1,ugur,2018-03-20 20:47:44,83972236400726,-0.10522461,2.0154572,6.9168854
1,ugur,2018-03-20 20:47:44,83972183882028,-0.14053345,1.3187408,7.978119
1,ugur,2018-03-20 20:47:44,83972129867810,-0.010055542,1.0098877,9.078262
1,ugur,2018-03-20 20:47:44,83972076009997,-0.3332672,1.0769348,9.081253
1,ugur,2018-03-20 20:47:44,83972022472289,-1.0772705,0.6274109,9.00943
1,ugur,2018-03-20 20:47:44,83971968339997,-0.5834656,0.615448,11.244415
1,ugur,2018-03-20 20:47:44,83971915165414,-0.02861023,0.77586365,14.384415
1,ugur,2018-03-20 20:47:44,83971861925049,0.50349426,1.9921112,11.423386
1,ugur,2018-03-20 20:47:44,83971807679008,-0.69659424,2.2937775,10.952316
1,ugur,2018-03-20 20:47:44,83971754142602,-0.5954437,2.3805695,10.082626
1,ugur,2018-03-20 20:47:44,83971700830310,-0.5637207,2.2052002,9.019608
1,ugur,2018-03-20 20:47:44,83971647809789,-0.36679077,2.0364075,8.273209
1,ugur,2018-03-20 20:47:44,83971594798747,-0.23391724,1.8257141,7.733322
1,ugur,2018-03-20 20:47:44,83971542550050,-0.2931671,1.401947,7.5190277
1,ugur,2018-03-20 20:47:44,83971486800206,0.14437866,0.951828,8.274399
1,ugur,2018-03-20 20:47:44,83971433242029,0.3975525,0.6292114,7.697998
1,ugur,2018-03-20 20:47:44,83971377852706,1.0553589,0.41194153,9.00882
1,ugur,2018-03-20 20:47:44,83971324826612,-0.23570251,-0.033981323,11.780121
1,ugur,2018-03-20 20:47:44,83971273229060,-0.1124115,0.54122925,12.145233
1,ugur,2018-03-20 20:47:44,83971219022654,-0.2722168,1.1403809,11.832794
1,ugur,2018-03-20 20:47:44,83971166550518,-0.6229706,2.0519714,10.732056
1,ugur,2018-03-20 20:47:44,83971112392289,-0.7989502,1.5892944,11.327606
1,ugur,2018-03-20 20:47:44,83971058993383,-0.9587555,1.983139,9.393097
1,ugur,2018-03-20 20:47:44,83971005904477,-0.68940735,1.9711609,8.401901
1,ugur,2018-03-20 20:47:44,83970953381821,-0.25306702,1.8891602,8.195389
1,ugur,2018-03-20 20:47:44,83970900166352,-0.12797546,1.446228,8.615585
1,ugur,2018-03-20 20:47:44,83970846814633,-0.039382935,1.315155,7.7668304
1,ugur,2018-03-20 20:47:44,83970793507029,0.10845947,0.8470917,8.425232
1,ugur,2018-03-20 20:47:44,83970740954633,0.46998596,0.7423401,8.741272
1,ugur,2018-03-20 20:47:44,83970688760883,0.09648132,-0.18122864,10.158646
1,ugur,2018-03-20 20:47:44,83970635471925,-0.4200592,0.09111023,9.440979
1,ugur,2018-03-20 20:47:44,83970581181612,-0.4158783,-0.063308716,12.223648
1,ugur,2018-03-20 20:47:44,83970528576821,0.3855896,0.39279175,13.387817
1,ugur,2018-03-20 20:47:44,83970474816873,0.10067749,1.9741516,10.249619
1,ugur,2018-03-20 20:47:44,83970421485102,-0.45178223,1.9238739,10.53154
1,ugur,2018-03-20 20:47:44,83970368312550,0.22937012,2.63974,9.461929
1,ugur,2018-03-20 20:47:44,83970315715415,0.19345093,2.5074615,9.040543
1,ugur,2018-03-20 20:47:44,83970261438331,0.21321106,2.327896,8.147507
1,ugur,2018-03-20 20:47:44,83970208684165,0.2999878,2.1208038,8.131348
1,ugur,2018-03-20 20:47:44,83970156894894,0.19883728,1.6754761,8.476715
1,ugur,2018-03-20 20:47:44,83970105013592,-0.13694763,1.3241272,8.462357
1,ugur,2018-03-20 20:47:44,83970052473227,0.18626404,1.0200653,8.516815
1,ugur,2018-03-20 20:47:44,83970000340779,0.5998688,0.6962433,8.207962
1,ugur,2018-03-20 20:47:44,83969947873436,0.73394775,0.9620056,8.109802
1,ugur,2018-03-20 20:47:44,83969894316196,0.6106415,0.6405792,10.796097
1,ugur,2018-03-20 20:47:44,83969841301561,0.89315796,1.0063019,12.397812
1,ugur,2018-03-20 20:47:44,83969788671352,0.9865265,1.6629028,12.344543
1,ugur,2018-03-20 20:47:44,83969734670363,0.46220398,2.0800934,10.766174
1,ugur,2018-03-20 20:47:44,83969681404425,0.46998596,2.1429443,10.653641
1,ugur,2018-03-20 20:47:44,83969628996925,0.375412,2.2075958,9.727081
1,ugur,2018-03-20 20:47:44,83969576184686,0.21141052,1.7921906,9.215332
1,ugur,2018-03-20 20:47:44,83969523834165,0.15873718,1.9843292,8.308517
1,ugur,2018-03-20 20:47:44,83969469625207,0.23535156,1.801178,8.128952
1,ugur,2018-03-20 20:47:44,83969415828071,0.6495514,1.8586426,8.780777
1,ugur,2018-03-20 20:47:44,83969362745988,0.08930969,1.3486633,8.762817
1,ugur,2018-03-20 20:47:44,83969308030207,0.043807983,0.5466156,10.413025
1,ugur,2018-03-20 20:47:44,83969255328488,-0.6265564,0.64297485,9.059708
1,ugur,2018-03-20 20:47:44,83969202625623,-1.2526398,0.72198486,7.9140778
1,ugur,2018-03-20 20:47:44,83969149378748,-1.2520447,-0.24707031,9.9760895
1,ugur,2018-03-20 20:47:44,83969097234165,-0.48410034,0.33651733,10.954117
1,ugur,2018-03-20 20:47:44,83969045367863,-0.4559784,1.0206604,13.514114
1,ugur,2018-03-20 20:47:44,83968993600780,-0.6229706,1.816742,10.738037
1,ugur,2018-03-20 20:47:44,83968941837811,-0.93182373,2.138153,10.183182
1,ugur,2018-03-20 20:47:44,83968889221926,-1.5309753,2.1525269,9.796524
1,ugur,2018-03-20 20:47:44,83968837338488,-1.4986572,2.4907074,7.969742
1,ugur,2018-03-20 20:47:44,83968784798853,-1.0641022,2.255478,8.011642
1,ugur,2018-03-20 20:47:44,83968732856874,-0.8899231,2.0675354,8.309128
1,ugur,2018-03-20 20:47:44,83968680588384,-0.5828705,1.8819733,7.5693054
1,ugur,2018-03-20 20:47:44,83968629002446,-0.7348938,1.3684235,8.813705
1,ugur,2018-03-20 20:47:44,83968577155832,-0.27401733,1.2427216,7.8338776
1,ugur,2018-03-20 20:47:44,83968525541613,0.79678345,1.0206604,9.100998
1,ugur,2018-03-20 20:47:44,83968473179634,0.9470215,0.9219055,9.275177
1,ugur,2018-03-20 20:47:44,83968421356822,-0.16748047,0.4131317,11.8064575
1,ugur,2018-03-20 20:47:44,83968369307238,0.40653992,0.9213104,12.648605
1,ugur,2018-03-20 20:47:44,83968317583801,0.37721252,2.215973,11.491013
1,ugur,2018-03-20 20:47:44,83968265472863,-0.34524536,2.0322113,11.043304
1,ugur,2018-03-20 20:47:44,83968213180572,-0.24528503,1.9298553,10.542313
1,ugur,2018-03-20 20:47:44,83968159333436,-0.30215454,2.390152,8.621567
1,ugur,2018-03-20 20:47:44,83968106430780,-0.19560242,2.0124664,7.516037
1,ugur,2018-03-20 20:47:44,83968052404895,-0.42425537,1.5940704,7.6638794
1,ugur,2018-03-20 20:47:44,83967997648436,-0.25605774,1.4037323,7.091675
1,ugur,2018-03-20 20:47:44,83967934838488,-0.20458984,0.575943,9.792923
1,ugur,2018-03-20 20:47:44,83967881259843,0.0821228,1.1942444,8.860382
1,ugur,2018-03-20 20:47:44,83967827375832,-1.3101044,0.44725037,8.664658
1,ugur,2018-03-20 20:47:44,83967774963124,-1.2562408,0.24255371,9.376938
1,ugur,2018-03-20 20:47:44,83967721876770,0.040222168,0.49693298,12.3559265
1,ugur,2018-03-20 20:47:44,83967669414061,0.45202637,1.1116486,12.303253
1,ugur,2018-03-20 20:47:44,83967615879843,0.80337524,1.5904846,11.799271
1,ugur,2018-03-20 20:47:44,83967561637030,-0.10762024,2.0358124,10.419006
1,ugur,2018-03-20 20:47:44,83967507742030,-0.113601685,1.9334564,10.614731
1,ugur,2018-03-20 20:47:44,83967453875103,0.26109314,2.374588,9.487061
1,ugur,2018-03-20 20:47:44,83967399624582,0.022262573,2.2776184,9.012421
1,ugur,2018-03-20 20:47:44,83967346157343,0.18386841,2.5080566,9.218918
1,ugur,2018-03-20 20:47:44,83967292497551,-0.22373962,2.5242157,8.906479
1,ugur,2018-03-20 20:47:44,83967238284426,0.010894775,2.4727478,9.538544
1,ugur,2018-03-20 20:47:44,83967183225885,0.4185028,2.074707,10.164627
1,ugur,2018-03-20 20:47:44,83967130902187,0.10067749,2.0094757,8.656876
1,ugur,2018-03-20 20:47:44,83967077070103,0.06715393,1.3965607,9.20694
1,ugur,2018-03-20 20:47:44,83967023119687,-0.29914856,1.4881287,8.689804
1,ugur,2018-03-20 20:47:44,83966969649062,-0.2434845,1.1984406,9.413452
1,ugur,2018-03-20 20:47:44,83966915907760,-0.13874817,1.2331543,9.460739
1,ugur,2018-03-20 20:47:44,83966861910103,0.2191925,1.3444824,10.53273
1,ugur,2018-03-20 20:47:44,83966808829635,0.60046387,1.5282288,10.651245
1,ugur,2018-03-20 20:47:44,83966754764739,0.19404602,1.243927,10.262192
1,ugur,2018-03-20 20:47:44,83966701334322,-0.011856079,1.3139496,9.200363
1,ugur,2018-03-20 20:47:44,83966649386562,0.21440125,0.93507385,9.873138
1,ugur,2018-03-20 20:47:44,83966596037239,0.77345276,1.2929993,8.553925
1,ugur,2018-03-20 20:47:44,83966542509374,1.3127441,0.77586365,9.145294
1,ugur,2018-03-20 20:47:44,83966489273906,2.3667908,0.5274658,9.590012
1,ugur,2018-03-20 20:47:44,83966436577604,1.7161713,-0.24168396,9.681595
1,ugur,2018-03-20 20:47:44,83966383661406,1.3702087,-0.56848145,9.951538
1,ugur,2018-03-20 20:47:44,83966329759479,0.9278717,-0.5660858,10.083817
1,ugur,2018-03-20 20:47:44,83966275905781,0.25450134,-0.68281555,10.219101
1,ugur,2018-03-20 20:47:44,83966222870208,-0.4158783,-0.60679626,10.278351
1,ugur,2018-03-20 20:47:44,83966168802604,-1.4010925,-0.64749146,9.847992
1,ugur,2018-03-20 20:47:44,83966113384114,-1.92482,-0.2985382,9.658249
1,ugur,2018-03-20 20:47:44,83966059505052,-2.0702667,0.70162964,7.7871857
1,ugur,2018-03-20 20:47:44,83966005279322,-1.7883453,0.9087372,7.1700745
1,ugur,2018-03-20 20:47:44,83965951886250,-0.8905182,0.5543976,8.706558
1,ugur,2018-03-20 20:47:44,83965898094791,0.32154846,0.18748474,12.051254
1,ugur,2018-03-20 20:47:44,83965844872552,-0.57388306,0.8901825,10.80986
1,ugur,2018-03-20 20:47:44,83965791794114,-0.6145935,0.8045807,13.740372
1,ugur,2018-03-20 20:47:44,83965737737135,-0.33207703,2.1489258,12.180542
1,ugur,2018-03-20 20:47:44,83965684365521,-1.0275879,3.4866943,9.14769
1,ugur,2018-03-20 20:47:44,83965631716927,-1.0766754,2.54039,11.558655
1,ugur,2018-03-20 20:47:44,83965577129635,-0.7043762,3.4519806,7.730316
1,ugur,2018-03-20 20:47:44,83965524449687,-0.6247711,2.8073425,8.746063
1,ugur,2018-03-20 20:47:44,83965472336719,-0.24169922,2.442215,7.282608
1,ugur,2018-03-20 20:47:44,83965417716562,-0.46974182,2.382965,6.293808
1,ugur,2018-03-20 20:47:44,83965364674375,-0.45358276,1.7353363,7.1784515
1,ugur,2018-03-20 20:47:44,83965310555208,-0.32728577,0.8937683,9.876129
1,ugur,2018-03-20 20:47:44,83965256601979,-0.43263245,1.3103638,9.0477295
1,ugur,2018-03-20 20:47:44,83965203001823,-0.5080414,1.1379852,8.932816
1,ugur,2018-03-20 20:47:44,83965149691250,-0.42245483,0.9608154,10.429184
1,ugur,2018-03-20 20:47:44,83965095254792,-0.35661316,1.0667572,13.5781555
1,ugur,2018-03-20 20:47:44,83965043337031,0.572937,2.60083,12.067413
1,ugur,2018-03-20 20:47:44,83964991220833,-0.01902771,2.6960144,12.235611
1,ugur,2018-03-20 20:47:44,83964939221198,-0.4703369,3.2502594,9.991043
1,ugur,2018-03-20 20:47:44,83964886305729,-0.61997986,2.928238,9.277573
1,ugur,2018-03-20 20:47:44,83964832601406,-0.67144775,2.4589844,8.235504
1,ugur,2018-03-20 20:47:44,83964779027083,-0.6337433,2.157318,7.6531067
1,ugur,2018-03-20 20:47:44,83964724502604,-0.300354,2.1890411,6.7786255
1,ugur,2018-03-20 20:47:44,83964672247135,-0.3625946,1.7598724,7.368805
1,ugur,2018-03-20 20:47:44,83964620518750,-0.26623535,1.3133545,7.7836
1,ugur,2018-03-20 20:47:44,83964567955677,0.57592773,0.6064606,9.713913
1,ugur,2018-03-20 20:47:44,83964515443021,0.7147827,1.0452118,8.957947
1,ugur,2018-03-20 20:47:44,83964462125938,0.0043029785,0.93865967,11.611923
1,ugur,2018-03-20 20:47:44,83964408354844,0.24612427,0.89974976,13.3172
1,ugur,2018-03-20 20:47:44,83964353923594,-0.033996582,2.7834015,10.328629
1,ugur,2018-03-20 20:47:44,83964299661979,-0.39970398,2.3853607,11.97464
1,ugur,2018-03-20 20:47:44,83964245753594,-0.80493164,2.8971252,10.420212
1,ugur,2018-03-20 20:47:44,83964191565469,-0.8582001,3.1718597,8.49707
1,ugur,2018-03-20 20:47:44,83964128974063,-0.5834656,2.3811646,8.073883
1,ugur,2018-03-20 20:47:44,83964076998386,-0.6295471,2.0944672,7.0120544
1,ugur,2018-03-20 20:47:44,83964025085104,-0.69659424,1.5198517,7.6399384
1,ugur,2018-03-20 20:47:44,83963968876250,-0.40689087,1.0015106,8.811905
1,ugur,2018-03-20 20:47:44,83963915404688,-0.6439209,1.0182648,8.707748
1,ugur,2018-03-20 20:47:44,83963861182188,-1.2035675,1.2343445,8.209763
