83697849177758,1.0,0.0,0.0,0.0,0.0,-93.0
83698166463904,1.0,0.0,0.0,0.0,0.0,-83.0
83698637079685,1.0,0.0,0.0,0.0,-79.0,0.0
83698662372758,1.0,0.0,0.0,0.0,0.0,-84.0
83698840566247,1.0,0.0,0.0,0.0,0.0,-92.0
83700965157965,1.0,0.0,0.0,0.0,0.0,-89.0
83701132806715,1.0,0.0,0.0,0.0,0.0,-90.0
83701245739944,1.0,-78.0,0.0,0.0,0.0,0.0
83701249779319,1.0,-88.0,0.0,0.0,0.0,0.0
83701300904684,1.0,0.0,0.0,0.0,0.0,-87.0
83701368063746,1.0,0.0,0.0,0.0,-94.0,0.0
83701464096975,1.0,0.0,0.0,0.0,0.0,-85.0
83701485325153,1.0,0.0,0.0,-80.0,0.0,0.0
83701795304319,1.0,0.0,0.0,0.0,0.0,-86.0
83701957272444,1.0,0.0,0.0,0.0,0.0,-96.0
83702029336090,1.0,0.0,0.0,-80.0,0.0,0.0
83702116902392,1.0,0.0,0.0,0.0,0.0,-97.0
83702353437600,1.0,-86.0,0.0,0.0,0.0,0.0
83702447228798,1.0,0.0,0.0,0.0,0.0,-90.0
83702469303694,1.0,0.0,0.0,0.0,-89.0,0.0
83702614562340,1.0,0.0,0.0,0.0,0.0,-92.0
83702773817235,1.0,0.0,0.0,0.0,0.0,-85.0
83702947582444,1.0,0.0,0.0,0.0,0.0,-85.0
83703021511402,1.0,0.0,0.0,0.0,-79.0,0.0
83703115453850,1.0,0.0,0.0,0.0,0.0,-89.0
83703134439735,1.0,0.0,0.0,-90.0,0.0,0.0
83703580339839,1.0,0.0,0.0,0.0,-79.0,0.0
83703611311714,1.0,0.0,0.0,0.0,0.0,-87.0
83703687189995,1.0,0.0,0.0,-92.0,0.0,0.0
83704006043433,1.0,-90.0,0.0,0.0,0.0,0.0
83704114913485,1.0,0.0,0.0,0.0,0.0,-90.0
83704133855881,1.0,0.0,0.0,0.0,-75.0,0.0
83704275895881,1.0,0.0,0.0,0.0,0.0,-80.0
83704439953016,1.0,0.0,0.0,0.0,0.0,-80.0
83704686558016,1.0,0.0,0.0,0.0,-75.0,0.0
83704776633172,1.0,0.0,0.0,0.0,0.0,-83.0
83704788426297,1.0,0.0,0.0,-95.0,0.0,0.0
83705243829839,1.0,0.0,0.0,0.0,-70.0,0.0
83705264321453,1.0,0.0,0.0,0.0,0.0,-90.0
83705345797026,1.0,0.0,0.0,-75.0,0.0,0.0
83706255662911,1.0,0.0,0.0,0.0,0.0,-90.0
83706432340203,1.0,0.0,0.0,0.0,0.0,-90.0
83706439448797,1.0,0.0,0.0,-84.0,0.0,0.0
83706757273432,1.0,0.0,0.0,0.0,0.0,-95.0
83706761044421,1.0,-94.0,0.0,0.0,0.0,0.0
83706893763328,1.0,0.0,0.0,0.0,-64.0,0.0
83706989094786,1.0,0.0,0.0,-85.0,0.0,0.0
83707097820880,1.0,0.0,0.0,0.0,0.0,-94.0
83707445989942,1.0,0.0,0.0,0.0,-75.0,0.0
83707596442911,1.0,0.0,0.0,0.0,0.0,-93.0
83707754864942,1.0,0.0,0.0,0.0,0.0,-92.0
83708091215254,1.0,0.0,0.0,-93.0,0.0,0.0
83708097099890,1.0,0.0,0.0,0.0,0.0,-94.0
83708411286869,1.0,-95.0,0.0,0.0,0.0,0.0
83708415376504,1.0,0.0,0.0,0.0,0.0,-95.0
83709188837077,1.0,0.0,0.0,-96.0,0.0,0.0
83711377799211,1.0,0.0,0.0,0.0,0.0,-94.0
83711393693378,1.0,0.0,0.0,-94.0,0.0,0.0
83711716578847,1.0,-98.0,0.0,0.0,0.0,0.0
83711875814628,1.0,0.0,0.0,0.0,-79.0,0.0
83712121499003,1.0,0.0,0.0,0.0,0.0,-93.0
83712518090096,1.0,0.0,0.0,0.0,0.0,-96.0
83712851968950,1.0,0.0,0.0,0.0,0.0,-84.0
83713176563638,1.0,0.0,0.0,0.0,0.0,-88.0
83714087445929,1.0,0.0,0.0,0.0,-93.0,0.0
83714323075043,1.0,0.0,0.0,0.0,0.0,-83.0
83714493545668,1.0,0.0,0.0,0.0,0.0,-88.0
83714644578898,1.0,0.0,0.0,0.0,-95.0,0.0
83714659678429,1.0,0.0,0.0,0.0,0.0,-82.0
83714826541866,1.0,0.0,0.0,0.0,0.0,-92.0
83714986984522,1.0,0.0,0.0,0.0,0.0,-84.0
83715039547439,1.0,-90.0,0.0,0.0,0.0,0.0
83715308082595,1.0,0.0,0.0,0.0,0.0,-83.0
83715471871085,1.0,0.0,0.0,0.0,0.0,-86.0
83715598016293,1.0,-84.0,0.0,0.0,0.0,0.0
83716151512282,1.0,-78.0,0.0,0.0,0.0,0.0
83716304670668,1.0,0.0,0.0,0.0,0.0,-82.0
83716642180043,1.0,0.0,0.0,0.0,0.0,-93.0
83718140887802,1.0,0.0,0.0,0.0,0.0,-79.0
83718648181813,1.0,0.0,0.0,0.0,0.0,-87.0
83718979926708,1.0,0.0,0.0,0.0,0.0,-75.0
83720945317541,1.0,0.0,0.0,0.0,0.0,-56.0
83721443532124,1.0,0.0,0.0,0.0,0.0,-68.0
83721658849259,1.0,-79.0,0.0,0.0,0.0,0.0
83721769008686,1.0,0.0,0.0,0.0,0.0,-74.0
83721882055926,1.0,0.0,0.0,-94.0,0.0,0.0
83722926008217,1.0,0.0,0.0,0.0,0.0,-70.0
83722963871238,1.0,0.0,0.0,-93.0,0.0,0.0
83723509213113,1.0,0.0,0.0,-90.0,0.0,0.0
83723926195769,1.0,0.0,0.0,0.0,0.0,-81.0
83724261260613,1.0,0.0,0.0,0.0,0.0,-76.0
83726071023372,1.0,0.0,0.0,0.0,0.0,-77.0
83726823784830,1.0,0.0,0.0,-82.0,0.0,0.0
83727242292070,1.0,0.0,0.0,0.0,0.0,-73.0
83727373112382,1.0,0.0,0.0,-75.0,0.0,0.0
83727396013528,1.0,0.0,0.0,0.0,0.0,-77.0
83727735369674,1.0,0.0,0.0,0.0,0.0,-76.0
83727876383736,1.0,0.0,0.0,0.0,-90.0,0.0
83727888551445,1.0,0.0,0.0,0.0,0.0,-80.0
83727922752538,1.0,0.0,0.0,-89.0,0.0,0.0
83728223035455,1.0,0.0,0.0,0.0,0.0,-78.0
83731680112693,1.0,0.0,0.0,0.0,0.0,-87.0
83731846425610,1.0,0.0,0.0,0.0,0.0,-82.0
83732176773735,1.0,0.0,0.0,0.0,0.0,-97.0
83732844804099,1.0,0.0,0.0,0.0,0.0,-87.0
83732888388786,1.0,0.0,0.0,-84.0,0.0,0.0
83733013923370,1.0,0.0,0.0,0.0,0.0,-93.0
