83697731288019,1.0,0.0,-49.0,0.0,-72.0,-80.0,-76.0,0.0,-68.0,0.0,0.0,-69.0,0.0,0.0,-77.0,0.0,0.0,0.0,-51.0,-67.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-67.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-50.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-91.0,0.0,0.0,0.0,0.0,0.0,-51.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-76.0,0.0,-49.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83700911441090,1.0,0.0,-50.0,0.0,-86.0,-81.0,-76.0,-46.0,-68.0,0.0,0.0,-69.0,0.0,0.0,-77.0,0.0,0.0,0.0,-46.0,-68.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-69.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-51.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83701217532757,1.0,0.0,-50.0,0.0,-86.0,-81.0,-76.0,-46.0,-68.0,0.0,0.0,-69.0,0.0,0.0,-77.0,0.0,0.0,0.0,-46.0,-68.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-69.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-51.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83701720496819,1.0,0.0,-50.0,0.0,-86.0,-81.0,-76.0,-46.0,-68.0,0.0,0.0,-69.0,0.0,0.0,-77.0,0.0,0.0,0.0,-46.0,-68.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-69.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-51.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83702223178225,1.0,0.0,-50.0,0.0,-86.0,-81.0,-76.0,-46.0,-68.0,0.0,0.0,-69.0,0.0,0.0,-77.0,0.0,0.0,0.0,-46.0,-68.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-69.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-51.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83702718216246,1.0,0.0,-50.0,0.0,-86.0,-81.0,-76.0,-46.0,-68.0,0.0,0.0,-69.0,0.0,0.0,-77.0,0.0,0.0,0.0,-46.0,-68.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-69.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-51.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83705789320151,1.0,0.0,-53.0,0.0,-86.0,-81.0,-76.0,-46.0,-64.0,0.0,0.0,-69.0,-90.0,0.0,-77.0,0.0,0.0,0.0,-48.0,-64.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-65.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-53.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,-80.0,-81.0,0.0,-81.0
83706228314942,1.0,0.0,-53.0,0.0,-86.0,-81.0,-76.0,-46.0,-64.0,0.0,0.0,-69.0,-90.0,0.0,-77.0,0.0,0.0,0.0,-48.0,-64.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-65.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-53.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,-80.0,-79.0,0.0,-81.0
83706738999213,1.0,0.0,-53.0,0.0,-86.0,-81.0,-76.0,-46.0,-64.0,0.0,0.0,-69.0,-90.0,0.0,-77.0,0.0,0.0,0.0,-48.0,-64.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-65.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-53.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,-80.0,-79.0,0.0,-81.0
83707224016036,1.0,0.0,-53.0,0.0,-86.0,-81.0,-76.0,-46.0,-64.0,0.0,0.0,-69.0,-90.0,0.0,-77.0,0.0,0.0,0.0,-48.0,-64.0,-67.0,0.0,-72.0,0.0,0.0,0.0,-65.0,0.0,0.0,-50.0,0.0,-77.0,0.0,-53.0,0.0,0.0,0.0,-79.0,-73.0,-72.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,-80.0,0.0,-71.0,-76.0,0.0,0.0,0.0,0.0,0.0,-80.0,-73.0,0.0,-80.0,-73.0,-73.0,0.0,-50.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,-80.0,-79.0,0.0,-81.0
