label,user,collection_datetime,device_timestamp,gyro_x,gyro_y,gyro_z
1,ugur,2018-03-20 20:47:44,83981298983587,-0.06954956,0.0423584,0.0077209473
1,ugur,2018-03-20 20:47:44,83981241734265,0.12753296,0.0050811768,0.0236969
1,ugur,2018-03-20 20:47:44,83981188684629,-0.22401428,-0.02368164,-0.03276062
1,ugur,2018-03-20 20:47:44,83981134920567,-0.024810791,0.031707764,-0.0008087158
1,ugur,2018-03-20 20:47:44,83981080738744,-0.014144897,-0.034332275,0.008773804
1,ugur,2018-03-20 20:47:44,83981027531296,0.06361389,-0.141922,0.0077209473
1,ugur,2018-03-20 20:47:44,83980975645983,0.013549805,-0.014099121,-0.001876831
1,ugur,2018-03-20 20:47:44,83980921152546,0.00076293945,-0.015167236,0.0013275146
1,ugur,2018-03-20 20:47:44,83980866024421,0.04975891,-0.014099121,0.020492554
1,ugur,2018-03-20 20:47:44,83980809556192,0.015670776,-0.013031006,0.013046265
1,ugur,2018-03-20 20:47:44,83980756307338,0.01461792,-0.03540039,0.011978149
1,ugur,2018-03-20 20:47:44,83980703631817,0.018875122,0.0072021484,0.024765015
1,ugur,2018-03-20 20:47:44,83980651440098,0.025268555,0.001876831,0.018371582
1,ugur,2018-03-20 20:47:44,83980597294109,-0.023742676,-0.0077056885,0.005584717
1,ugur,2018-03-20 20:47:44,83980543901348,-0.012023926,-0.013031006,0.013046265
1,ugur,2018-03-20 20:47:44,83980490994317,-0.047180176,-0.017288208,0.006652832
1,ugur,2018-03-20 20:47:44,83980437818171,0.008224487,-0.014099121,0.025817871
1,ugur,2018-03-20 20:47:44,83980383010515,-0.005630493,-0.021560669,0.0034484863
1,ugur,2018-03-20 20:47:44,83980328097911,-0.007751465,-0.02368164,0.008773804
1,ugur,2018-03-20 20:47:44,83980274285880,-0.0024261475,-0.015167236,0.013046265
1,ugur,2018-03-20 20:47:44,83980217259525,-0.00030517578,-0.010894775,0.020492554
1,ugur,2018-03-20 20:47:44,83980163720359,0.00076293945,-0.03326416,-0.005065918
1,ugur,2018-03-20 20:47:44,83980109142598,-0.04185486,-0.0013122559,0.008773804
1,ugur,2018-03-20 20:47:44,83980057070359,-0.026931763,-0.010894775,0.015167236
1,ugur,2018-03-20 20:47:44,83980002735046,-0.016281128,-0.0045166016,0.021560669
1,ugur,2018-03-20 20:47:44,83979949338276,-0.02053833,-0.030075073,0.0034484863
1,ugur,2018-03-20 20:47:44,83979894677442,-0.015213013,-0.00024414063,0.008773804
1,ugur,2018-03-20 20:47:44,83979840923223,-0.021606445,-0.040725708,0.01411438
1,ugur,2018-03-20 20:47:44,83979787604682,-0.027999878,0.0029449463,0.010910034
1,ugur,2018-03-20 20:47:44,83979733383901,-0.00881958,-0.081207275,0.08229065
1,ugur,2018-03-20 20:47:44,83979680618744,-0.031188965,-0.031143188,0.005584717
1,ugur,2018-03-20 20:47:44,83979626488484,0.022064209,-0.017288208,0.019439697
1,ugur,2018-03-20 20:47:44,83979572785619,0.02633667,-0.020492554,0.03541565
1,ugur,2018-03-20 20:47:44,83979520125619,-0.02053833,-0.03326416,0.005584717
1,ugur,2018-03-20 20:47:44,83979466474005,0.020996094,-0.022613525,0.040740967
1,ugur,2018-03-20 20:47:44,83979413063588,0.015670776,-0.03326416,0.03327942
1,ugur,2018-03-20 20:47:44,83979358040307,-0.040786743,-0.011962891,0.005584717
1,ugur,2018-03-20 20:47:44,83979304219265,0.008224487,-0.03540039,0.024765015
1,ugur,2018-03-20 20:47:44,83979252183745,-0.0024261475,-0.026885986,0.031158447
1,ugur,2018-03-20 20:47:44,83979199348172,-0.019470215,0.026382446,0.022628784
1,ugur,2018-03-20 20:47:44,83979145658953,0.010345459,-0.0077056885,0.016235352
1,ugur,2018-03-20 20:47:44,83979092498432,-0.015213013,0.025314331,0.008773804
1,ugur,2018-03-20 20:47:44,83979040398745,0.015670776,-0.015167236,0.0023956299
1,ugur,2018-03-20 20:47:44,83978982695463,-0.004562378,-0.005569458,-0.010391235
1,ugur,2018-03-20 20:47:44,83978929085047,0.025268555,-0.0013122559,-0.013595581
1,ugur,2018-03-20 20:47:44,83978873214526,-0.02053833,-0.005569458,-0.038085938
1,ugur,2018-03-20 20:47:44,83978819399422,-0.00881958,0.008270264,-0.0146484375
1,ugur,2018-03-20 20:47:44,83978765873588,0.023132324,-0.018356323,0.005584717
1,ugur,2018-03-20 20:47:44,83978713894838,-0.04611206,-0.016220093,-0.015716553
1,ugur,2018-03-20 20:47:44,83978662009891,-0.026931763,-0.020492554,-0.001876831
1,ugur,2018-03-20 20:47:44,83978609051349,-0.0066986084,0.010406494,0.0023956299
1,ugur,2018-03-20 20:47:44,83978557032026,-0.018417358,-0.031143188,0.013046265
1,ugur,2018-03-20 20:47:44,83978500792443,-0.013092041,0.0029449463,0.027954102
1,ugur,2018-03-20 20:47:44,83978446906661,-0.033325195,0.0050811768,0.020492554
1,ugur,2018-03-20 20:47:44,83978393182912,-0.00030517578,0.008270264,0.0236969
1,ugur,2018-03-20 20:47:44,83978338791870,-0.009887695,-0.008773804,0.015167236
1,ugur,2018-03-20 20:47:44,83978285672130,-0.007751465,-0.0066375732,0.009841919
1,ugur,2018-03-20 20:47:44,83978233451766,-0.016281128,-0.0077056885,-0.0008087158
1,ugur,2018-03-20 20:47:44,83978179734839,0.023132324,-0.0034484863,-0.016784668
1,ugur,2018-03-20 20:47:44,83978125150620,-0.009887695,-0.015167236,-0.031692505
1,ugur,2018-03-20 20:47:44,83978070393172,0.015670776,0.025314331,-0.02104187
1,ugur,2018-03-20 20:47:44,83978016665724,-0.012023926,-0.018356323,-0.039154053
1,ugur,2018-03-20 20:47:44,83977962881922,0.0039520264,0.008270264,-0.03489685
1,ugur,2018-03-20 20:47:44,83977908738745,0.039108276,-0.009841919,-0.045547485
1,ugur,2018-03-20 20:47:44,83977855456610,-0.02053833,-0.009841919,-0.040222168
1,ugur,2018-03-20 20:47:44,83977799926193,0.010345459,-0.002380371,-0.03703308
1,ugur,2018-03-20 20:47:44,83977746831089,0.022064209,-0.011962891,-0.03489685
1,ugur,2018-03-20 20:47:44,83977694982964,-0.015213013,0.03703308,-0.016784668
1,ugur,2018-03-20 20:47:44,83977641332599,0.007156372,-0.027938843,-0.0072021484
1,ugur,2018-03-20 20:47:44,83977587803172,-0.009887695,0.025314331,0.026885986
1,ugur,2018-03-20 20:47:44,83977534442079,0.013549805,0.028518677,0.026885986
1,ugur,2018-03-20 20:47:44,83977479815672,-0.005630493,0.0008239746,0.038604736
1,ugur,2018-03-20 20:47:44,83977425176141,0.05189514,0.008270264,0.06629944
1,ugur,2018-03-20 20:47:44,83977369598329,0.029525757,0.008270264,0.04499817
1,ugur,2018-03-20 20:47:44,83977316787704,0.010345459,-0.024749756,0.081222534
1,ugur,2018-03-20 20:47:44,83977264777860,-0.021606445,0.059402466,0.07589722
1,ugur,2018-03-20 20:47:44,83977211421870,0.008224487,-0.05883789,0.09613037
1,ugur,2018-03-20 20:47:44,83977154550829,0.043380737,0.012542725,0.03967285
1,ugur,2018-03-20 20:47:44,83977101067704,-0.10256958,0.03491211,-0.019989014
1,ugur,2018-03-20 20:47:44,83977047440933,0.03378296,0.11160278,-0.010391235
1,ugur,2018-03-20 20:47:44,83976993918485,0.020996094,0.07644653,-0.0423584
1,ugur,2018-03-20 20:47:44,83976939317131,-0.02267456,0.19470215,-0.13290405
1,ugur,2018-03-20 20:47:44,83976886080152,-0.049301147,0.15208435,-0.115859985
1,ugur,2018-03-20 20:47:44,83976834259006,-0.04397583,0.06793213,-0.08282471
1,ugur,2018-03-20 20:47:44,83976781235048,-0.042907715,0.05088806,-0.09454346
1,ugur,2018-03-20 20:47:44,83976727526245,0.019943237,-0.031143188,-0.111587524
1,ugur,2018-03-20 20:47:44,83976675523693,-0.029067993,0.019989014,-0.09988403
1,ugur,2018-03-20 20:47:44,83976623632548,-0.054626465,-0.04711914,-0.13183594
1,ugur,2018-03-20 20:47:44,83976570408798,-0.052505493,0.02319336,-0.07537842
1,ugur,2018-03-20 20:47:44,83976517364943,-0.047180176,-0.046051025,-0.038085938
1,ugur,2018-03-20 20:47:44,83976464719058,-0.0652771,0.030639648,0.010910034
1,ugur,2018-03-20 20:47:44,83976411546558,-0.07913208,0.041290283,0.013046265
1,ugur,2018-03-20 20:47:44,83976358516714,-0.056762695,0.02319336,0.05458069
1,ugur,2018-03-20 20:47:44,83976303977339,-0.056762695,-0.005569458,0.05885315
1,ugur,2018-03-20 20:47:44,83976249570204,-0.005630493,0.014663696,0.06417847
1,ugur,2018-03-20 20:47:44,83976196427027,-0.047180176,0.082839966,0.05458069
1,ugur,2018-03-20 20:47:44,83976141819839,-0.040786743,0.09562683,-0.001876831
1,ugur,2018-03-20 20:47:44,83976087877600,0.05935669,0.08604431,0.0748291
1,ugur,2018-03-20 20:47:44,83976034201662,-0.10256958,0.071121216,0.04499817
1,ugur,2018-03-20 20:47:44,83975980933902,0.43432617,-0.11529541,0.33581543
1,ugur,2018-03-20 20:47:44,83975927543277,0.19570923,-0.10038757,0.29426575
1,ugur,2018-03-20 20:47:44,83975873199110,0.107284546,-0.20265198,0.56910706
1,ugur,2018-03-20 20:47:44,83975817351819,-0.19418335,0.06260681,0.21543884
1,ugur,2018-03-20 20:47:44,83975764315569,0.044433594,-0.07481384,0.095062256
1,ugur,2018-03-20 20:47:44,83975710892652,-0.30070496,0.049819946,0.1451416
1,ugur,2018-03-20 20:47:44,83975654576923,-0.3070984,0.015731812,-0.13609314
1,ugur,2018-03-20 20:47:44,83975599258538,-0.22613525,-0.051376343,-0.33210754
1,ugur,2018-03-20 20:47:44,83975545372079,0.21807861,-0.2633667,-0.28630066
1,ugur,2018-03-20 20:47:44,83975492167548,0.62713623,0.041290283,0.12489319
1,ugur,2018-03-20 20:47:44,83975438074579,-0.69911194,0.17126465,-0.46525574
1,ugur,2018-03-20 20:47:44,83975384959215,-0.22080994,-0.33154297,-0.092422485
1,ugur,2018-03-20 20:47:44,83975332631975,-0.1078949,-0.27615356,-0.12225342
1,ugur,2018-03-20 20:47:44,83975278938746,0.32885742,-0.13233948,-0.06578064
1,ugur,2018-03-20 20:47:44,83975226076871,0.10195923,-0.2899933,-0.12757874
1,ugur,2018-03-20 20:47:44,83975172604215,-0.14730835,-0.1930542,-0.24581909
1,ugur,2018-03-20 20:47:44,83975119532652,-0.14198303,-0.069488525,-0.18936157
1,ugur,2018-03-20 20:47:44,83975067610621,-0.15689087,-0.092926025,-0.14248657
1,ugur,2018-03-20 20:47:44,83975013970621,-0.14091492,-0.07055664,-0.045547485
1,ugur,2018-03-20 20:47:44,83974959853694,-0.047180176,0.008270264,0.025817871
1,ugur,2018-03-20 20:47:44,83974906556246,-0.07487488,-0.020492554,0.10038757
1,ugur,2018-03-20 20:47:44,83974852364007,0.058288574,-0.059906006,0.27722168
1,ugur,2018-03-20 20:47:44,83974798006663,0.32141113,-0.13980103,0.41145325
1,ugur,2018-03-20 20:47:44,83974745122340,0.29264832,0.48124695,0.282547
1,ugur,2018-03-20 20:47:44,83974690280100,-0.11747742,0.2064209,-0.028503418
1,ugur,2018-03-20 20:47:44,83974636877965,-0.21548462,-0.00024414063,0.031158447
1,ugur,2018-03-20 20:47:44,83974582765882,0.18612671,-0.024749756,0.24845886
1,ugur,2018-03-20 20:47:44,83974530730309,0.095565796,0.10734558,0.30812073
1,ugur,2018-03-20 20:47:44,83974477830361,0.048706055,0.1595459,0.24208069
1,ugur,2018-03-20 20:47:44,83974424059736,-0.016281128,0.16699219,0.14086914
1,ugur,2018-03-20 20:47:44,83974370402028,-0.062088013,0.10948181,-0.00932312
1,ugur,2018-03-20 20:47:44,83974316067705,0.0018310547,0.08709717,-0.14248657
1,ugur,2018-03-20 20:47:44,83974262537340,0.15309143,0.049819946,-0.15739441
1,ugur,2018-03-20 20:47:44,83974210323226,0.21061707,-0.03326416,-0.23728943
1,ugur,2018-03-20 20:47:44,83974157969111,0.146698,0.32359314,-0.26605225
1,ugur,2018-03-20 20:47:44,83974104459111,0.287323,-0.039657593,-0.2468872
1,ugur,2018-03-20 20:47:44,83974052291142,0.2723999,-0.031143188,-0.059402466
1,ugur,2018-03-20 20:47:44,83973999279267,-0.09831238,0.03491211,-0.22770691
1,ugur,2018-03-20 20:47:44,83973945806247,-0.493515,-0.07374573,-0.47485352
1,ugur,2018-03-20 20:47:44,83973892037028,-0.017349243,-0.025817871,-0.07324219
1,ugur,2018-03-20 20:47:44,83973837527392,0.081726074,-0.17814636,-0.04447937
1,ugur,2018-03-20 20:47:44,83973784790413,-0.018417358,-0.23460388,-0.09561157
1,ugur,2018-03-20 20:47:44,83973732530361,-0.14730835,-0.040725708,-0.038085938
1,ugur,2018-03-20 20:47:44,83973679428174,-0.103637695,-0.15151978,0.08015442
1,ugur,2018-03-20 20:47:44,83973624369007,-0.023742676,-0.21437073,0.1259613
1,ugur,2018-03-20 20:47:44,83973570499580,0.09770203,0.20535278,0.3059845
1,ugur,2018-03-20 20:47:44,83973517577132,0.05935669,0.12545776,0.28575134
1,ugur,2018-03-20 20:47:44,83973464461143,0.052963257,-0.116363525,0.27616882
1,ugur,2018-03-20 20:47:44,83973411882445,0.21061707,-0.06629944,0.43382263
1,ugur,2018-03-20 20:47:44,83973358104059,0.240448,0.115859985,0.18988037
1,ugur,2018-03-20 20:47:44,83973304652080,0.015670776,0.09562683,0.104660034
1,ugur,2018-03-20 20:47:44,83973251221976,-0.29963684,0.12438965,0.11424255
1,ugur,2018-03-20 20:47:44,83973198509684,0.022064209,0.14250183,0.21543884
1,ugur,2018-03-20 20:47:44,83973145822132,0.02420044,-0.017288208,0.24526978
1,ugur,2018-03-20 20:47:44,83973093051455,-0.05355835,0.05088806,0.24313354
1,ugur,2018-03-20 20:47:44,83973039859580,-0.22827148,0.05407715,0.07269287
1,ugur,2018-03-20 20:47:44,83972985253122,-0.17926025,0.09562683,-0.066848755
1,ugur,2018-03-20 20:47:44,83972932607705,-0.010955811,0.080718994,-0.2000122
1,ugur,2018-03-20 20:47:44,83972879731351,0.22021484,0.16699219,-0.15739441
1,ugur,2018-03-20 20:47:44,83972826148747,0.193573,-0.0013122559,-0.26605225
1,ugur,2018-03-20 20:47:44,83972771771768,0.08918762,0.13929749,-0.23835754
1,ugur,2018-03-20 20:47:44,83972718698851,0.35017395,-0.26869202,-0.008270264
1,ugur,2018-03-20 20:47:44,83972664109320,0.48120117,0.1318512,0.20585632
1,ugur,2018-03-20 20:47:44,83972609574789,-0.37420654,0.106277466,-0.19787598
1,ugur,2018-03-20 20:47:44,83972555839997,-0.62561035,-0.491333,-0.2980194
1,ugur,2018-03-20 20:47:44,83972502703435,-0.03439331,0.03491211,-0.061523438
1,ugur,2018-03-20 20:47:44,83972448453695,-0.07487488,-0.25271606,-0.2234497
1,ugur,2018-03-20 20:47:44,83972396200205,0.01461792,-0.13873291,-0.22451782
1,ugur,2018-03-20 20:47:44,83972342832445,-0.09724426,-0.13554382,-0.20747375
1,ugur,2018-03-20 20:47:44,83972289285831,0.09237671,-0.15577698,0.0013275146
1,ugur,2018-03-20 20:47:44,83972236249997,0.093444824,-0.10038757,0.019439697
1,ugur,2018-03-20 20:47:44,83972183511039,0.09024048,0.29589844,0.07589722
1,ugur,2018-03-20 20:47:44,83972129563539,0.04017639,-0.04498291,0.13235474
1,ugur,2018-03-20 20:47:44,83972075691976,0.28944397,-0.2122345,0.3059845
1,ugur,2018-03-20 20:47:44,83972021936612,0.44604492,0.06047058,0.33901978
1,ugur,2018-03-20 20:47:44,83971968155674,0.25216675,0.39390564,0.22503662
1,ugur,2018-03-20 20:47:44,83971914889841,-0.47434998,-0.016220093,-0.13929749
1,ugur,2018-03-20 20:47:44,83971861619529,-0.113220215,-0.21755981,0.083343506
1,ugur,2018-03-20 20:47:44,83971807400622,0.26707458,0.092422485,0.23994446
1,ugur,2018-03-20 20:47:44,83971753867810,-0.048233032,-0.00024414063,-0.0146484375
1,ugur,2018-03-20 20:47:44,83971700664216,-0.059951782,0.04663086,-0.18936157
1,ugur,2018-03-20 20:47:44,83971647513227,-0.16009521,-0.0045166016,-0.43330383
1,ugur,2018-03-20 20:47:44,83971594644737,-0.05355835,-0.05670166,-0.55581665
1,ugur,2018-03-20 20:47:44,83971541180050,0.13285828,0.017868042,-0.5813751
1,ugur,2018-03-20 20:47:44,83971486448643,0.022064209,-0.05670166,-0.8487549
1,ugur,2018-03-20 20:47:44,83971432917341,0.21914673,0.033843994,-0.7337036
1,ugur,2018-03-20 20:47:44,83971377550883,0.798645,-0.3880005,-0.43437195
1,ugur,2018-03-20 20:47:44,83971324671873,0.1850586,-0.050308228,-0.49189758
1,ugur,2018-03-20 20:47:44,83971273062498,-0.3262787,-0.42422485,-0.90734863
1,ugur,2018-03-20 20:47:44,83971218879060,-0.5308075,-0.29426575,-1.152359
1,ugur,2018-03-20 20:47:44,83971166276821,0.17546082,-0.2314148,-0.9201355
1,ugur,2018-03-20 20:47:44,83971112107862,0.19570923,-0.4668274,-1.0010834
1,ugur,2018-03-20 20:47:44,83971058708383,-0.0066986084,-0.35284424,-1.1108093
1,ugur,2018-03-20 20:47:44,83971005720414,-0.113220215,-0.28573608,-1.152359
1,ugur,2018-03-20 20:47:44,83970953196664,-0.10256958,-0.31237793,-1.135315
1,ugur,2018-03-20 20:47:44,83970899660310,-0.11961365,-0.32621765,-1.1001587
1,ugur,2018-03-20 20:47:44,83970846543071,0.0050201416,-0.16642761,-1.0000305
1,ugur,2018-03-20 20:47:44,83970793353904,-0.00030517578,-0.017288208,-0.9510193
1,ugur,2018-03-20 20:47:44,83970740811612,0.14031982,-0.043930054,-0.7518158
1,ugur,2018-03-20 20:47:44,83970688462185,0.16481018,-0.071624756,-0.5483551
1,ugur,2018-03-20 20:47:44,83970634818279,0.11260986,-0.024749756,-0.54089355
1,ugur,2018-03-20 20:47:44,83970581019477,-0.02053833,0.27885437,-0.5302429
1,ugur,2018-03-20 20:47:44,83970528306717,-0.4573059,-0.15258789,-0.7028198
1,ugur,2018-03-20 20:47:44,83970474525883,0.008224487,0.07218933,-0.2830963
1,ugur,2018-03-20 20:47:44,83970421227706,0.18612671,0.35342407,-0.28842163
1,ugur,2018-03-20 20:47:44,83970368150727,-0.0887146,0.22026062,-0.36299133
1,ugur,2018-03-20 20:47:44,83970315418592,-0.1164093,0.06260681,-0.36938477
1,ugur,2018-03-20 20:47:44,83970261199633,-0.1164093,0.195755,-0.43330383
1,ugur,2018-03-20 20:47:44,83970208540623,0.030593872,0.19789124,-0.33850098
1,ugur,2018-03-20 20:47:44,83970156759165,0.06893921,0.038101196,-0.33636475
1,ugur,2018-03-20 20:47:44,83970104852133,0.09237671,0.15527344,-0.25860596
1,ugur,2018-03-20 20:47:44,83970052300936,0.054031372,0.014663696,-0.46313477
1,ugur,2018-03-20 20:47:44,83970000184321,0.09663391,0.27565002,-0.40774536
1,ugur,2018-03-20 20:47:44,83969947539165,0.5248718,0.09776306,-0.18722534
1,ugur,2018-03-20 20:47:44,83969894048852,0.25642395,0.4929657,-0.040222168
1,ugur,2018-03-20 20:47:44,83969841152238,-0.16648865,0.011474609,-0.15527344
1,ugur,2018-03-20 20:47:44,83969788385936,-0.30177307,-0.07481384,-0.16271973
1,ugur,2018-03-20 20:47:44,83969734377342,0.22659302,0.13397217,0.23887634
1,ugur,2018-03-20 20:47:44,83969681257811,0.13604736,-0.16429138,0.28149414
1,ugur,2018-03-20 20:47:44,83969628823644,-0.02267456,0.07218933,0.4466095
1,ugur,2018-03-20 20:47:44,83969575921613,-0.15795898,0.015731812,0.5669861
1,ugur,2018-03-20 20:47:44,83969523553175,-0.27514648,0.21386719,0.5904083
1,ugur,2018-03-20 20:47:44,83969469353696,-0.091918945,0.4152069,0.81518555
1,ugur,2018-03-20 20:47:44,83969415557967,-0.03439331,0.26287842,1.0325012
1,ugur,2018-03-20 20:47:44,83969362400050,0.09451294,0.4844513,1.3829651
1,ugur,2018-03-20 20:47:44,83969307791248,0.030593872,0.033843994,1.492691
1,ugur,2018-03-20 20:47:44,83969255183748,0.12327576,-0.0034484863,1.8921661
1,ugur,2018-03-20 20:47:44,83969202199425,0.081726074,0.07432556,1.9645996
1,ugur,2018-03-20 20:47:44,83969149230415,0.11048889,0.60375977,1.8335724
1,ugur,2018-03-20 20:47:44,83969097071978,-0.18032837,0.3171997,1.5661926
1,ugur,2018-03-20 20:47:44,83969045226561,-0.2836609,0.07537842,1.2913513
1,ugur,2018-03-20 20:47:44,83968993458644,-0.1270752,0.08709717,1.3968201
1,ugur,2018-03-20 20:47:44,83968941637030,0.060424805,-0.031143188,1.3456879
1,ugur,2018-03-20 20:47:44,83968889085155,-0.18458557,0.13822937,1.0420837
1,ugur,2018-03-20 20:47:44,83968837199634,0.015670776,0.1595459,0.8364868
1,ugur,2018-03-20 20:47:44,83968784643071,0.114746094,0.27246094,0.61065674
1,ugur,2018-03-20 20:47:44,83968732692915,0.15415955,0.0892334,0.29107666
1,ugur,2018-03-20 20:47:44,83968680453228,0.35336304,0.1723175,0.2974701
1,ugur,2018-03-20 20:47:44,83968628641926,0.29264832,0.022125244,0.026885986
1,ugur,2018-03-20 20:47:44,83968577008072,0.3107605,0.17445374,-0.12757874
1,ugur,2018-03-20 20:47:44,83968525395624,0.30862427,0.22239685,-0.15206909
1,ugur,2018-03-20 20:47:44,83968473030155,0.62394714,-0.188797,0.22183228
1,ugur,2018-03-20 20:47:44,83968421211092,0.14350891,0.25860596,0.083343506
1,ugur,2018-03-20 20:47:44,83968369166249,-0.5116272,-0.102508545,-0.15420532
1,ugur,2018-03-20 20:47:44,83968317423020,-0.19418335,-0.47109985,-0.1254425
1,ugur,2018-03-20 20:47:44,83968265258801,0.17333984,0.071121216,0.03753662
1,ugur,2018-03-20 20:47:44,83968213034165,0.15415955,-0.34007263,-0.011459351
1,ugur,2018-03-20 20:47:44,83968160083436,-0.16542053,-0.18772888,-0.07537842
1,ugur,2018-03-20 20:47:44,83968106006249,0.020996094,-0.057769775,0.0513916
1,ugur,2018-03-20 20:47:44,83968052135520,0.018875122,0.0029449463,0.038604736
1,ugur,2018-03-20 20:47:44,83967997368540,0.28625488,0.1403656,0.1493988
1,ugur,2018-03-20 20:47:44,83967934549947,0.18292236,0.013595581,0.053527832
1,ugur,2018-03-20 20:47:44,83967881530832,0.4396515,-0.29959106,0.41677856
1,ugur,2018-03-20 20:47:44,83967827215884,0.5738678,-0.22288513,0.5509949
1,ugur,2018-03-20 20:47:44,83967774684738,0.23405457,0.4695282,0.3219757
1,ugur,2018-03-20 20:47:44,83967721731770,-0.22187805,0.25328064,-0.15634155
1,ugur,2018-03-20 20:47:44,83967669141770,-0.25810242,0.3448944,-0.026367188
1,ugur,2018-03-20 20:47:44,83967615608020,-0.111083984,-0.10571289,0.10891724
1,ugur,2018-03-20 20:47:44,83967561241041,0.24258423,0.1914978,0.3219757
1,ugur,2018-03-20 20:47:44,83967507460416,0.093444824,0.07965088,0.20159912
1,ugur,2018-03-20 20:47:44,83967453606509,-0.08552551,0.055145264,0.07589722
1,ugur,2018-03-20 20:47:44,83967399268437,0.009292603,0.024246216,0.106781006
1,ugur,2018-03-20 20:47:44,83967345882499,-0.040786743,-0.104644775,0.04925537
1,ugur,2018-03-20 20:47:44,83967292209739,-0.124938965,-0.031143188,0.06524658
1,ugur,2018-03-20 20:47:44,83967236987291,-0.31988525,0.024246216,-0.07537842
1,ugur,2018-03-20 20:47:44,83967183070051,-0.32414246,-0.25271606,-0.16378784
1,ugur,2018-03-20 20:47:44,83967130622239,-0.038650513,-0.114227295,-0.07749939
1,ugur,2018-03-20 20:47:44,83967076750989,-0.09298706,-0.08227539,-0.06578064
1,ugur,2018-03-20 20:47:44,83967022673853,0.12753296,-0.19093323,0.016235352
1,ugur,2018-03-20 20:47:44,83966969373280,-0.00030517578,0.2149353,-0.001876831
1,ugur,2018-03-20 20:47:44,83966915585885,0.093444824,0.057281494,0.0023956299
1,ugur,2018-03-20 20:47:44,83966862576458,0.05189514,0.18191528,0.055648804
1,ugur,2018-03-20 20:47:44,83966808554947,-0.0066986084,0.049819946,0.3017273
1,ugur,2018-03-20 20:47:44,83966754469478,-0.13345337,-0.0034484863,0.5275574
1,ugur,2018-03-20 20:47:44,83966701190676,-0.14305115,0.2468872,0.8407593
1,ugur,2018-03-20 20:47:44,83966649240364,-0.20802307,0.17019653,0.8641815
1,ugur,2018-03-20 20:47:44,83966595767291,-0.17393494,0.289505,1.1667175
1,ugur,2018-03-20 20:47:44,83966542224010,-0.019470215,0.41627502,1.5044098
1,ugur,2018-03-20 20:47:44,83966489005104,-0.18778992,0.34596252,1.8932343
1,ugur,2018-03-20 20:47:44,83966436435104,-0.042907715,0.52493286,2.2010956
1,ugur,2018-03-20 20:47:44,83966383233593,0.0050201416,0.67832947,2.3108215
1,ugur,2018-03-20 20:47:44,83966329490260,0.07319641,0.6708679,2.4695435
1,ugur,2018-03-20 20:47:44,83966275615156,0.12007141,0.60588074,2.52919
1,ugur,2018-03-20 20:47:44,83966222602187,0.028457642,0.54837036,2.3939056
1,ugur,2018-03-20 20:47:44,83966168518750,0.14883423,0.42585754,2.2426453
1,ugur,2018-03-20 20:47:44,83966113105364,-0.0024261475,0.23944092,1.7686005
1,ugur,2018-03-20 20:47:44,83966059205416,0.22340393,0.1446228,1.5044098
1,ugur,2018-03-20 20:47:44,83966005117708,0.22979736,0.28311157,1.0900269
1,ugur,2018-03-20 20:47:44,83965951616250,0.42367554,0.6112213,0.9099884
1,ugur,2018-03-20 20:47:44,83965897823333,0.21382141,-0.12701416,0.61065674
1,ugur,2018-03-20 20:47:44,83965844538489,0.25003052,-0.22288513,0.56910706
1,ugur,2018-03-20 20:47:44,83965791486823,-0.6469116,0.2383728,0.1568451
1,ugur,2018-03-20 20:47:44,83965737435208,-0.57447815,-0.7342224,-0.18615723
1,ugur,2018-03-20 20:47:44,83965684212031,0.12432861,0.14250183,0.16004944
1,ugur,2018-03-20 20:47:44,83965631444479,-0.001373291,-0.36669922,-0.2596588
1,ugur,2018-03-20 20:47:44,83965577852448,0.09983826,-0.14512634,-0.16911316
1,ugur,2018-03-20 20:47:44,83965524305885,-0.05355835,-0.16323853,-0.31292725
1,ugur,2018-03-20 20:47:44,83965472049531,0.03591919,-0.26657104,-0.104141235
1,ugur,2018-03-20 20:47:44,83965417432187,0.12753296,-0.2037201,-0.06791687
1,ugur,2018-03-20 20:47:44,83965364282135,0.28199768,0.22239685,0.07801819
1,ugur,2018-03-20 20:47:44,83965310265312,0.034851074,-0.11955261,-0.06472778
1,ugur,2018-03-20 20:47:44,83965255955312,0.15948486,-0.2633667,0.0045166016
1,ugur,2018-03-20 20:47:44,83965202813542,0.34057617,-0.04498291,0.17922974
1,ugur,2018-03-20 20:47:44,83965149410885,0.29264832,0.1872406,0.2037201
