label,user,collection_datetime,device_timestamp,rotvecall_x,rotvecall_y,rotvecall_z
1,ugur,2018-03-20 20:47:44,83981299586712,0.044745337,0.06434606,0.89165664
1,ugur,2018-03-20 20:47:44,83981240573015,0.043507773,0.06300933,0.89109784
1,ugur,2018-03-20 20:47:44,83981189538640,0.047131736,0.06427775,0.8905629
1,ugur,2018-03-20 20:47:44,83981135642077,0.04794458,0.06615871,0.8903098
1,ugur,2018-03-20 20:47:44,83981081467390,0.048141137,0.06671047,0.8894537
1,ugur,2018-03-20 20:47:44,83981027834004,0.045720506,0.06682017,0.889525
1,ugur,2018-03-20 20:47:44,83980973052702,0.044192538,0.067131735,0.8901234
1,ugur,2018-03-20 20:47:44,83980921754890,0.04379806,0.06696387,0.89001536
1,ugur,2018-03-20 20:47:44,83980861031817,0.042426564,0.06660059,0.8910291
1,ugur,2018-03-20 20:47:44,83980807390567,0.0415228,0.066600636,0.8913056
1,ugur,2018-03-20 20:47:44,83980756615046,0.040859282,0.066750705,0.8918322
1,ugur,2018-03-20 20:47:44,83980704068744,0.040484313,0.066536434,0.8921907
1,ugur,2018-03-20 20:47:44,83980651743275,0.040077467,0.066067904,0.89254314
1,ugur,2018-03-20 20:47:44,83980598081973,0.03973473,0.06663386,0.8928664
1,ugur,2018-03-20 20:47:44,83980544459525,0.04012992,0.066864625,0.89259946
1,ugur,2018-03-20 20:47:44,83980489633692,0.039880306,0.06772206,0.8921617
1,ugur,2018-03-20 20:47:44,83980438642390,0.03975804,0.06846862,0.891649
1,ugur,2018-03-20 20:47:44,83980383564630,0.039605424,0.068585835,0.8914504
1,ugur,2018-03-20 20:47:44,83980325861088,0.03938284,0.069400735,0.89085245
1,ugur,2018-03-20 20:47:44,83980268999109,0.038213454,0.06962953,0.89174074
1,ugur,2018-03-20 20:47:44,83980217861713,0.03795024,0.06995751,0.8912386
1,ugur,2018-03-20 20:47:44,83980164378119,0.037701372,0.07029179,0.89134824
1,ugur,2018-03-20 20:47:44,83980109427390,0.037390213,0.07098201,0.8909824
1,ugur,2018-03-20 20:47:44,83980054693900,0.036615364,0.07173169,0.89114386
1,ugur,2018-03-20 20:47:44,83980003273380,0.036857475,0.07235517,0.89058954
1,ugur,2018-03-20 20:47:44,83979949929838,0.037284076,0.073176466,0.8897061
1,ugur,2018-03-20 20:47:44,83979895452807,0.03760403,0.07370304,0.8893789
1,ugur,2018-03-20 20:47:44,83979841496921,0.037139427,0.07417181,0.8891651
1,ugur,2018-03-20 20:47:44,83979785135359,0.037319653,0.07550124,0.88911766
1,ugur,2018-03-20 20:47:44,83979733949109,0.03556964,0.07576137,0.8894087
1,ugur,2018-03-20 20:47:44,83979680162234,0.03491921,0.077066116,0.8884163
1,ugur,2018-03-20 20:47:44,83979627083744,0.03418046,0.07737843,0.88883644
1,ugur,2018-03-20 20:47:44,83979571561244,0.032953203,0.07700993,0.88983226
1,ugur,2018-03-20 20:47:44,83979520781140,0.03240425,0.07743348,0.89004236
1,ugur,2018-03-20 20:47:44,83979466750203,0.031736806,0.0777297,0.89016044
1,ugur,2018-03-20 20:47:44,83979413531765,0.030795168,0.077264845,0.89001274
1,ugur,2018-03-20 20:47:44,83979358580203,0.030736553,0.07761649,0.8891934
