label,user,collection_datetime,device_timestamp,orient_x,orient_y,orient_z
1,ugur,2018-03-20 20:47:44,83979572634838,233.45197,-9.591479,-0.5980288
1,ugur,2018-03-20 20:47:44,83979519740619,233.38867,-9.607,-0.6710054
1,ugur,2018-03-20 20:47:44,83979466165724,233.35135,-9.603241,-0.75174433
1,ugur,2018-03-20 20:47:44,83979409647599,233.40813,-9.501714,-0.83794767
1,ugur,2018-03-20 20:47:44,83979357796349,233.59802,-9.53819,-0.869225
1,ugur,2018-03-20 20:47:44,83979304057963,233.60553,-9.588402,-0.91918004
1,ugur,2018-03-20 20:47:44,83979252040828,233.32248,-9.543261,-1.0426449
1,ugur,2018-03-20 20:47:44,83979197308432,233.41202,-9.584275,-1.0875195
1,ugur,2018-03-20 20:47:44,83979143489682,233.54485,-9.610635,-1.051597
1,ugur,2018-03-20 20:47:44,83979092354786,233.63824,-9.635468,-1.0320098
1,ugur,2018-03-20 20:47:44,83979039577026,233.59926,-9.596237,-1.005346
1,ugur,2018-03-20 20:47:44,83978980922234,233.55194,-9.591848,-1.0153556
1,ugur,2018-03-20 20:47:44,83978926477390,233.5887,-9.601667,-1.0025215
1,ugur,2018-03-20 20:47:44,83978872871974,233.68326,-9.598826,-0.97743565
1,ugur,2018-03-20 20:47:44,83978818788849,233.66513,-9.577262,-1.0031669
1,ugur,2018-03-20 20:47:44,83978765729682,233.72372,-9.543451,-1.0072064
1,ugur,2018-03-20 20:47:44,83978713761505,233.75632,-9.583511,-1.0672157
1,ugur,2018-03-20 20:47:44,83978660578068,234.046,-9.703974,-1.079791
1,ugur,2018-03-20 20:47:44,83978608897078,233.91043,-9.737865,-1.1375462
1,ugur,2018-03-20 20:47:44,83978556041245,233.99352,-9.80503,-1.2299454
1,ugur,2018-03-20 20:47:44,83978498616922,233.95514,-9.868738,-1.3105184
1,ugur,2018-03-20 20:47:44,83978446626453,233.96979,-9.897735,-1.3434896
1,ugur,2018-03-20 20:47:44,83978392072130,234.19792,-9.986332,-1.2810805
1,ugur,2018-03-20 20:47:44,83978338492755,234.33557,-9.998017,-1.2734823
1,ugur,2018-03-20 20:47:44,83978285515568,234.50407,-10.021092,-1.2724947
1,ugur,2018-03-20 20:47:44,83978233287078,234.702,-10.009762,-1.2367922
1,ugur,2018-03-20 20:47:44,83978179416870,234.57971,-10.018808,-1.2955159
1,ugur,2018-03-20 20:47:44,83978124739787,234.6197,-9.975931,-1.2815998
1,ugur,2018-03-20 20:47:44,83978068072130,234.48822,-9.903902,-1.2436528
1,ugur,2018-03-20 20:47:44,83978014734318,234.47307,-9.846461,-1.2239913
1,ugur,2018-03-20 20:47:44,83977962539110,234.34866,-9.815659,-1.1473815
1,ugur,2018-03-20 20:47:44,83977908441453,234.25385,-9.74292,-1.0787493
1,ugur,2018-03-20 20:47:44,83977855140776,234.0339,-9.718922,-1.0652571
1,ugur,2018-03-20 20:47:44,83977799628433,233.8219,-9.621279,-1.1226774
1,ugur,2018-03-20 20:47:44,83977745777495,233.68631,-9.65109,-1.1017902
1,ugur,2018-03-20 20:47:44,83977692444474,233.58105,-9.585257,-1.0334197
1,ugur,2018-03-20 20:47:44,83977641142339,233.50974,-9.563808,-1.0193918
1,ugur,2018-03-20 20:47:44,83977587534110,233.69199,-9.556891,-0.9973626
1,ugur,2018-03-20 20:47:44,83977532470256,233.68736,-9.523939,-0.91632116
1,ugur,2018-03-20 20:47:44,83977479456974,233.9349,-9.503562,-0.87941396
1,ugur,2018-03-20 20:47:44,83977424885256,234.10742,-9.3918295,-0.92426264
1,ugur,2018-03-20 20:47:44,83977367750829,234.47546,-9.351237,-0.84551716
1,ugur,2018-03-20 20:47:44,83977316639995,234.68651,-9.250122,-0.96231025
1,ugur,2018-03-20 20:47:44,83977264507079,235.01044,-9.245915,-0.8255508
1,ugur,2018-03-20 20:47:44,83977209453016,235.36948,-9.205414,-0.93471575
1,ugur,2018-03-20 20:47:44,83977154192547,235.63231,-9.282905,-0.8997505
1,ugur,2018-03-20 20:47:44,83977099065412,235.68935,-9.343987,-0.978582
1,ugur,2018-03-20 20:47:44,83977045863277,235.71904,-9.434709,-0.6298902
1,ugur,2018-03-20 20:47:44,83976993645568,235.86337,-9.375203,-0.23927799
1,ugur,2018-03-20 20:47:44,83976937066454,235.77625,-9.249823,0.08623886
1,ugur,2018-03-20 20:47:44,83976885936298,235.42384,-9.417702,0.63137704
1,ugur,2018-03-20 20:47:44,83976834062704,235.06435,-9.523058,0.877799
1,ugur,2018-03-20 20:47:44,83976778891923,234.93983,-9.591724,1.0384744
1,ugur,2018-03-20 20:47:44,83976727340360,234.64496,-9.554792,1.1657137
1,ugur,2018-03-20 20:47:44,83976675375568,234.43036,-9.615674,1.3400124
1,ugur,2018-03-20 20:47:44,83976623460725,233.99281,-9.442791,1.1925557
1,ugur,2018-03-20 20:47:44,83976570254266,233.45374,-9.518617,1.12115
1,ugur,2018-03-20 20:47:44,83976517210100,233.2279,-9.705856,1.0718087
1,ugur,2018-03-20 20:47:44,83976464356402,233.04791,-9.779169,0.99619573
1,ugur,2018-03-20 20:47:44,83976411360777,233.12476,-9.903044,1.0935187
1,ugur,2018-03-20 20:47:44,83976358229579,233.33977,-10.174551,1.1787971
1,ugur,2018-03-20 20:47:44,83976302074891,233.83926,-10.237636,1.2374512
1,ugur,2018-03-20 20:47:44,83976249291766,234.32068,-10.437805,1.2428498
1,ugur,2018-03-20 20:47:44,83976196275569,234.72833,-10.458386,1.3860562
1,ugur,2018-03-20 20:47:44,83976139715933,234.9878,-10.758449,1.7205178
1,ugur,2018-03-20 20:47:44,83976087564787,235.21143,-10.574097,1.9696133
1,ugur,2018-03-20 20:47:44,83976033930152,235.54877,-10.743542,2.3347123
1,ugur,2018-03-20 20:47:44,83975979102235,235.91086,-10.35366,2.0755522
1,ugur,2018-03-20 20:47:44,83975927076142,236.89055,-8.934366,1.9792113
1,ugur,2018-03-20 20:47:44,83975872925465,238.34735,-8.647555,1.1080976
1,ugur,2018-03-20 20:47:44,83975817048902,240.14188,-8.918998,0.8251543
1,ugur,2018-03-20 20:47:44,83975763306819,240.71924,-9.267669,0.76676756
1,ugur,2018-03-20 20:47:44,83975709827965,241.38693,-9.417662,0.7162438
1,ugur,2018-03-20 20:47:44,83975653628798,241.8519,-10.598292,0.9511629
1,ugur,2018-03-20 20:47:44,83975598983746,241.59155,-11.627047,1.1212736
1,ugur,2018-03-20 20:47:44,83975545101558,240.82901,-11.848366,0.95370203
1,ugur,2018-03-20 20:47:44,83975491896923,240.43246,-10.520853,0.2024088
1,ugur,2018-03-20 20:47:44,83975436249944,241.19104,-10.238686,1.850609
1,ugur,2018-03-20 20:47:44,83975384817236,239.99214,-12.3270855,0.6342464
1,ugur,2018-03-20 20:47:44,83975332339631,239.96327,-12.804907,0.43636197
1,ugur,2018-03-20 20:47:44,83975278655413,239.63318,-12.419599,-0.33509353
1,ugur,2018-03-20 20:47:44,83975225810465,239.29745,-11.874273,-0.8593669
1,ugur,2018-03-20 20:47:44,83975170998954,238.71716,-11.919568,-1.4721899
1,ugur,2018-03-20 20:47:44,83975119387236,237.97104,-12.319156,-1.878947
1,ugur,2018-03-20 20:47:44,83975067451871,237.56207,-12.782474,-1.8915243
1,ugur,2018-03-20 20:47:44,83975012206663,237.2255,-13.22281,-2.2648358
1,ugur,2018-03-20 20:47:44,83974959555048,237.23944,-13.503067,-2.3297389
1,ugur,2018-03-20 20:47:44,83974904721142,237.77756,-13.693641,-2.1543782
1,ugur,2018-03-20 20:47:44,83974852091038,238.40543,-13.878115,-2.5933666
1,ugur,2018-03-20 20:47:44,83974797692965,239.75085,-13.361129,-3.2655385
1,ugur,2018-03-20 20:47:44,83974744968590,241.33652,-12.327101,-2.959056
1,ugur,2018-03-20 20:47:44,83974689766090,242.41304,-12.129278,-1.8420792
1,ugur,2018-03-20 20:47:44,83974634897965,242.79065,-12.920836,-1.1904194
1,ugur,2018-03-20 20:47:44,83974581867028,243.49033,-12.969274,-1.7491008
1,ugur,2018-03-20 20:47:44,83974530451142,244.22882,-12.536035,-1.9435877
1,ugur,2018-03-20 20:47:44,83974477520621,245.14987,-12.162942,-1.5373477
1,ugur,2018-03-20 20:47:44,83974423789528,245.74403,-12.017191,-1.1573827
1,ugur,2018-03-20 20:47:44,83974370101194,245.99995,-12.1086,-0.84626687
1,ugur,2018-03-20 20:47:44,83974315693017,245.95224,-12.2210245,-0.38661596
1,ugur,2018-03-20 20:47:44,83974262353278,245.64932,-12.004898,-0.14337564
1,ugur,2018-03-20 20:47:44,83974210135049,245.17754,-11.368921,0.11026792
1,ugur,2018-03-20 20:47:44,83974155447392,244.55103,-10.79416,0.6210343
1,ugur,2018-03-20 20:47:44,83974103201976,244.02313,-10.30398,1.36722
1,ugur,2018-03-20 20:47:44,83974051272601,244.01779,-9.394206,1.0775703
1,ugur,2018-03-20 20:47:44,83973997928486,243.90466,-9.031422,0.97900885
1,ugur,2018-03-20 20:47:44,83973945536507,243.26886,-10.187464,1.402135
1,ugur,2018-03-20 20:47:44,83973888618486,242.26706,-11.074894,0.690358
1,ugur,2018-03-20 20:47:44,83973836029632,242.24384,-10.713635,0.73369044
1,ugur,2018-03-20 20:47:44,83973784646195,241.88011,-10.632839,0.21866433
1,ugur,2018-03-20 20:47:44,83973732373590,241.76689,-10.703194,-0.047030125
1,ugur,2018-03-20 20:47:44,83973679114945,241.72766,-11.115211,-0.47604486
1,ugur,2018-03-20 20:47:44,83973624096195,242.02983,-11.25946,-0.9328482
1,ugur,2018-03-20 20:47:44,83973569306976,242.56396,-11.141944,-1.3146105
1,ugur,2018-03-20 20:47:44,83973515976299,243.74649,-10.804912,-0.8181791
1,ugur,2018-03-20 20:47:44,83973464176872,244.82251,-10.8043,-1.0326384
1,ugur,2018-03-20 20:47:44,83973410246247,245.91864,-10.398995,-1.5156156
1,ugur,2018-03-20 20:47:44,83973357835518,247.45154,-9.560475,-1.4577407
1,ugur,2018-03-20 20:47:44,83973304380413,248.23474,-9.261474,-1.1352022
1,ugur,2018-03-20 20:47:44,83973250964736,248.85129,-9.800916,-0.93142533
1,ugur,2018-03-20 20:47:44,83973198289216,249.38498,-10.288899,-0.7145763
1,ugur,2018-03-20 20:47:44,83973144981403,250.25589,-10.223557,-0.78891766
1,ugur,2018-03-20 20:47:44,83973091260986,250.88687,-10.127912,-0.93595773
1,ugur,2018-03-20 20:47:44,83973039550361,251.42949,-10.471423,-0.8544388
1,ugur,2018-03-20 20:47:44,83972984980361,251.70912,-11.029063,-0.69288707
1,ugur,2018-03-20 20:47:44,83972931953174,251.43715,-11.411006,-0.22064553
1,ugur,2018-03-20 20:47:44,83972877774059,251.04778,-10.877558,0.22427538
1,ugur,2018-03-20 20:47:44,83972823319528,250.57518,-10.335661,0.7258077
1,ugur,2018-03-20 20:47:44,83972771446872,249.93344,-9.825419,0.8632729
1,ugur,2018-03-20 20:47:44,83972718176143,249.53934,-9.443955,1.1509861
1,ugur,2018-03-20 20:47:44,83972663810362,250.1221,-7.8905315,0.57241184
1,ugur,2018-03-20 20:47:44,83972609308903,250.56735,-7.807261,1.1978042
1,ugur,2018-03-20 20:47:44,83972555569893,250.11789,-9.760308,0.9752884
1,ugur,2018-03-20 20:47:44,83972501417862,249.6372,-10.862811,0.04680302
1,ugur,2018-03-20 20:47:44,83972448259372,249.34961,-10.963826,-0.18854001
1,ugur,2018-03-20 20:47:44,83972395586455,248.85585,-10.96903,-0.7076982
1,ugur,2018-03-20 20:47:44,83972342531664,248.27486,-11.169933,-0.8830785
1,ugur,2018-03-20 20:47:44,83972288983799,247.94273,-11.062177,-1.3301959
1,ugur,2018-03-20 20:47:44,83972236076924,247.85272,-10.679494,-1.8093693
1,ugur,2018-03-20 20:47:44,83972181713956,248.27953,-10.305105,-1.4630852
1,ugur,2018-03-20 20:47:44,83972129294528,248.74573,-10.250647,-1.1381644
1,ugur,2018-03-20 20:47:44,83972075398956,249.60161,-9.791494,-1.6537642
1,ugur,2018-03-20 20:47:44,83972021420518,250.84492,-8.733904,-2.1390393
1,ugur,2018-03-20 20:47:44,83971967996872,252.12521,-7.603632,-1.5760176
1,ugur,2018-03-20 20:47:44,83971913669529,252.9162,-7.9009824,-0.7055727
1,ugur,2018-03-20 20:47:44,83971859861664,252.81958,-9.172228,-1.2584401
1,ugur,2018-03-20 20:47:44,83971806814945,253.58716,-8.521152,-1.4025816
1,ugur,2018-03-20 20:47:44,83971753599841,254.13345,-8.0927515,-1.2919385
1,ugur,2018-03-20 20:47:44,83971700494477,254.0581,-8.168042,-1.0929719
1,ugur,2018-03-20 20:47:44,83971647237758,253.21997,-8.570715,-0.91493565
1,ugur,2018-03-20 20:47:44,83971594023852,251.95384,-8.850164,-0.72689384
1,ugur,2018-03-20 20:47:44,83971539407966,250.24858,-8.626794,-0.5831447
1,ugur,2018-03-20 20:47:44,83971485238539,248.22498,-8.484161,-0.07851732
1,ugur,2018-03-20 20:47:44,83971432594893,246.09494,-8.130009,-0.20358065
1,ugur,2018-03-20 20:47:44,83971377279320,244.34268,-6.844252,-0.17447768
1,ugur,2018-03-20 20:47:44,83971324494477,243.33862,-4.9591064,-0.90275776
1,ugur,2018-03-20 20:47:44,83971270497498,241.3426,-5.4828267,-1.5514988
1,ugur,2018-03-20 20:47:44,83971218282237,238.54523,-7.1923394,-1.9049572
1,ugur,2018-03-20 20:47:44,83971165703071,235.23798,-7.9583755,-2.828812
1,ugur,2018-03-20 20:47:44,83971110270206,232.41238,-7.4397817,-3.618948
1,ugur,2018-03-20 20:47:44,83971058416925,229.28262,-7.4889154,-4.481389
1,ugur,2018-03-20 20:47:44,83971005525518,226.00597,-7.865981,-5.0098987
1,ugur,2018-03-20 20:47:44,83970952819529,222.80106,-8.473971,-5.339128
1,ugur,2018-03-20 20:47:44,83970899387654,219.1285,-9.023621,-5.7739906
1,ugur,2018-03-20 20:47:44,83970846272654,215.67514,-9.67392,-6.1890755
1,ugur,2018-03-20 20:47:44,83970792215779,212.91953,-9.951749,-6.0113254
1,ugur,2018-03-20 20:47:44,83970739763279,210.40408,-10.159627,-5.7372174
1,ugur,2018-03-20 20:47:44,83970688148696,208.54979,-9.794954,-5.606904
1,ugur,2018-03-20 20:47:44,83970634239894,207.0367,-9.788782,-5.714627
1,ugur,2018-03-20 20:47:44,83970580851404,205.82619,-9.576408,-4.793664
1,ugur,2018-03-20 20:47:44,83970528029060,204.20897,-10.655843,-4.217507
1,ugur,2018-03-20 20:47:44,83970474237915,202.51826,-11.876278,-4.4464135
1,ugur,2018-03-20 20:47:44,83970420963540,202.19394,-11.386985,-3.5808508
1,ugur,2018-03-20 20:47:44,83970368002602,201.42941,-11.350371,-2.5604928
1,ugur,2018-03-20 20:47:44,83970315036977,200.47264,-11.490657,-1.9117862
1,ugur,2018-03-20 20:47:44,83970260896196,199.41455,-11.928634,-1.2216015
1,ugur,2018-03-20 20:47:44,83970207932446,198.49771,-11.971493,-0.60988545
1,ugur,2018-03-20 20:47:44,83970155686300,197.81668,-11.938149,0.079677396
1,ugur,2018-03-20 20:47:44,83970104673852,197.00822,-11.516363,0.3190474
1,ugur,2018-03-20 20:47:44,83970051676040,196.1155,-11.395993,0.8208416
1,ugur,2018-03-20 20:47:44,83969999955883,195.0161,-11.268308,1.4929202
1,ugur,2018-03-20 20:47:44,83969945738488,193.92282,-10.343145,2.0355113
1,ugur,2018-03-20 20:47:44,83969893780050,193.7833,-9.002714,3.160832
1,ugur,2018-03-20 20:47:44,83969841007550,193.41217,-8.992166,3.738113
1,ugur,2018-03-20 20:47:44,83969788111144,192.98187,-10.035057,3.9806037
1,ugur,2018-03-20 20:47:44,83969734078696,192.9428,-10.079723,3.5689113
1,ugur,2018-03-20 20:47:44,83969680963644,193.58366,-9.565045,3.380798
1,ugur,2018-03-20 20:47:44,83969628046040,194.61066,-9.318091,3.0447466
1,ugur,2018-03-20 20:47:44,83969574832082,196.06445,-9.638111,2.9705462
1,ugur,2018-03-20 20:47:44,83969523267602,197.86038,-10.426629,3.0138466
1,ugur,2018-03-20 20:47:44,83969469077602,199.94943,-11.041009,3.6023574
1,ugur,2018-03-20 20:47:44,83969415290102,202.86638,-11.455128,4.294477
1,ugur,2018-03-20 20:47:44,83969362104477,206.369,-11.613748,4.560039
1,ugur,2018-03-20 20:47:44,83969307553488,211.285,-11.874993,4.7406526
1,ugur,2018-03-20 20:47:44,83969254555727,216.14139,-12.174854,3.744575
1,ugur,2018-03-20 20:47:44,83969200442030,222.32486,-12.181338,2.4476342
1,ugur,2018-03-20 20:47:44,83969149084738,228.59792,-12.182173,2.9092386
1,ugur,2018-03-20 20:47:44,83969096933905,233.836,-12.725696,3.0141504
1,ugur,2018-03-20 20:47:44,83969045045936,238.59325,-13.711745,3.2321014
1,ugur,2018-03-20 20:47:44,83968993313592,242.7298,-14.98992,2.0484307
1,ugur,2018-03-20 20:47:44,83968941396196,246.4648,-15.157321,1.1867306
1,ugur,2018-03-20 20:47:44,83968888946248,250.02481,-15.303807,0.6083831
1,ugur,2018-03-20 20:47:44,83968835956196,252.6762,-15.626462,0.277644
1,ugur,2018-03-20 20:47:44,83968783733592,254.61792,-15.463995,0.5337862
1,ugur,2018-03-20 20:47:44,83968732544165,255.741,-15.132157,0.8407684
1,ugur,2018-03-20 20:47:44,83968680316509,256.304,-14.445742,0.8904394
1,ugur,2018-03-20 20:47:44,83968628507707,256.50235,-13.447512,1.2622099
1,ugur,2018-03-20 20:47:44,83968576847603,256.0048,-12.547637,1.4223111
1,ugur,2018-03-20 20:47:44,83968525252134,255.49673,-11.847052,2.3799312
1,ugur,2018-03-20 20:47:44,83968472872499,255.00955,-10.511731,2.0238552
1,ugur,2018-03-20 20:47:44,83968420313124,255.6095,-9.167078,2.2385037
1,ugur,2018-03-20 20:47:44,83968369024165,255.13313,-10.1132555,2.3400617
1,ugur,2018-03-20 20:47:44,83968317280520,254.07874,-11.303235,1.752323
1,ugur,2018-03-20 20:47:44,83968265037186,253.613,-11.289872,1.2670141
1,ugur,2018-03-20 20:47:44,83968211982186,253.38913,-10.786429,0.59581584
1,ugur,2018-03-20 20:47:44,83968159065468,253.08286,-10.843358,-0.0716662
1,ugur,2018-03-20 20:47:44,83968105565415,252.88593,-11.108886,-0.40922746
1,ugur,2018-03-20 20:47:44,83968051864061,253.13019,-10.9739275,-0.54999274
1,ugur,2018-03-20 20:47:44,83967997081561,253.4646,-10.604027,-0.47810942
1,ugur,2018-03-20 20:47:44,83967934241197,254.43712,-9.659653,0.17451033
1,ugur,2018-03-20 20:47:44,83967880982082,255.21863,-8.847393,-0.568179
1,ugur,2018-03-20 20:47:44,83967826421353,257.15912,-7.1389956,-1.6634542
1,ugur,2018-03-20 20:47:44,83967773157395,258.77448,-5.784133,-1.6194812
1,ugur,2018-03-20 20:47:44,83967721088072,259.61246,-5.8117304,-0.075832196
1,ugur,2018-03-20 20:47:44,83967667351457,259.71692,-6.6877327,0.6063908
1,ugur,2018-03-20 20:47:44,83967613163332,260.04593,-7.409735,0.9759626
1,ugur,2018-03-20 20:47:44,83967559765155,260.9952,-7.110481,0.8353712
1,ugur,2018-03-20 20:47:44,83967505511718,262.18536,-6.3593955,1.297389
1,ugur,2018-03-20 20:47:44,83967452355103,262.48645,-6.3174515,1.525412
1,ugur,2018-03-20 20:47:44,83967398894582,262.67374,-6.286525,1.5303441
1,ugur,2018-03-20 20:47:44,83967345607134,262.87695,-6.2852244,1.520914
1,ugur,2018-03-20 20:47:44,83967291577447,263.03894,-6.4281273,1.2157798
1,ugur,2018-03-20 20:47:44,83967236293020,262.8043,-7.034771,1.1683147
1,ugur,2018-03-20 20:47:44,83967182900937,262.55032,-7.90314,0.96710616
1,ugur,2018-03-20 20:47:44,83967128438020,262.08734,-8.430172,0.4125923
1,ugur,2018-03-20 20:47:44,83967076484843,262.09326,-8.562276,0.21576875
1,ugur,2018-03-20 20:47:44,83967022407083,262.31653,-8.582577,-0.22818142
1,ugur,2018-03-20 20:47:44,83966969106405,262.66663,-8.276675,-0.13646603
1,ugur,2018-03-20 20:47:44,83966913685103,262.81372,-8.192265,0.16057669
1,ugur,2018-03-20 20:47:44,83966861630312,263.1643,-7.935368,0.77153844
1,ugur,2018-03-20 20:47:44,83966808262499,263.75537,-7.8587127,1.0627421
1,ugur,2018-03-20 20:47:44,83966754175624,265.31577,-8.091173,0.9638969
1,ugur,2018-03-20 20:47:44,83966701035416,267.3761,-8.527862,0.86388695
1,ugur,2018-03-20 20:47:44,83966648902656,270.45175,-9.222127,1.381256
1,ugur,2018-03-20 20:47:44,83966595497656,273.55945,-9.887076,1.3491776
1,ugur,2018-03-20 20:47:44,83966540410156,278.18802,-10.402301,1.6944625
1,ugur,2018-03-20 20:47:44,83966488737499,284.07126,-11.017327,1.7315216
1,ugur,2018-03-20 20:47:44,83966435633385,290.96112,-11.615296,1.6172142
1,ugur,2018-03-20 20:47:44,83966380762864,299.34976,-12.17853,1.9756843
1,ugur,2018-03-20 20:47:44,83966329220937,307.15857,-12.51046,2.1917078
1,ugur,2018-03-20 20:47:44,83966274325208,315.9869,-12.832201,2.436972
1,ugur,2018-03-20 20:47:44,83966222330156,323.67136,-13.006776,2.49071
1,ugur,2018-03-20 20:47:44,83966168226927,331.50375,-13.398264,2.5152636
1,ugur,2018-03-20 20:47:44,83966112726718,337.36237,-13.591708,2.213483
1,ugur,2018-03-20 20:47:44,83966058893541,342.60175,-13.678674,1.5700265
1,ugur,2018-03-20 20:47:44,83966004969687,345.95886,-13.250045,1.3558711
1,ugur,2018-03-20 20:47:44,83965951342031,348.82056,-12.464443,2.1269026
1,ugur,2018-03-20 20:47:44,83965897490677,351.10297,-11.637985,2.7181027
1,ugur,2018-03-20 20:47:44,83965844259739,352.63586,-11.158297,1.6623001
1,ugur,2018-03-20 20:47:44,83965791186875,353.63303,-11.699442,1.7590549
1,ugur,2018-03-20 20:47:44,83965735478646,352.97092,-14.268015,1.0905015
1,ugur,2018-03-20 20:47:44,83965684040260,352.38422,-14.90835,0.20818949
1,ugur,2018-03-20 20:47:44,83965631166146,351.86752,-14.365408,0.1632792
1,ugur,2018-03-20 20:47:44,83965576857343,350.42456,-14.446733,-0.7052074
1,ugur,2018-03-20 20:47:44,83965524162135,349.5554,-14.227361,-0.67502284
1,ugur,2018-03-20 20:47:44,83965471489114,348.32297,-14.324035,-1.4536912
1,ugur,2018-03-20 20:47:44,83965417137864,347.53162,-14.096487,-2.165357
1,ugur,2018-03-20 20:47:44,83965363947396,347.50378,-13.414784,-2.0204442
1,ugur,2018-03-20 20:47:44,83965309836354,347.53455,-12.834305,-1.5538578
1,ugur,2018-03-20 20:47:44,83965255684167,347.13474,-12.72917,-2.1681416
1,ugur,2018-03-20 20:47:44,83965202652187,347.33795,-12.072092,-2.7664113
1,ugur,2018-03-20 20:47:44,83965149097239,347.81958,-10.956854,-3.033818
1,ugur,2018-03-20 20:47:44,83965094974896,347.89423,-10.731401,-2.410576
1,ugur,2018-03-20 20:47:44,83965042612865,347.50372,-11.6279745,-2.4729326
1,ugur,2018-03-20 20:47:44,83964990158073,348.22934,-11.509391,-2.515662
1,ugur,2018-03-20 20:47:44,83964938900937,348.52585,-11.504576,-2.800041
1,ugur,2018-03-20 20:47:44,83964885769740,348.83957,-11.690878,-2.6913192
1,ugur,2018-03-20 20:47:44,83964829828073,348.66644,-12.39899,-2.4666078
1,ugur,2018-03-20 20:47:44,83964778462031,348.12402,-13.094713,-2.2727852
1,ugur,2018-03-20 20:47:44,83964724119948,347.1562,-13.424843,-2.022118
1,ugur,2018-03-20 20:47:44,83964671978385,346.58435,-12.991796,-1.8035182
1,ugur,2018-03-20 20:47:44,83964619452240,345.71402,-12.600275,-1.3153884
1,ugur,2018-03-20 20:47:44,83964566805000,344.87354,-12.325711,-0.39978412
1,ugur,2018-03-20 20:47:44,83964514875938,344.30234,-11.842738,-0.6361227
1,ugur,2018-03-20 20:47:44,83964460616511,344.662,-10.376815,-0.489259
1,ugur,2018-03-20 20:47:44,83964407522188,344.66043,-10.667443,-0.1632711
1,ugur,2018-03-20 20:47:44,83964353228021,343.93842,-11.687003,-0.7441501
1,ugur,2018-03-20 20:47:44,83964299087761,343.7443,-11.023816,-0.91980207
1,ugur,2018-03-20 20:47:44,83964244784063,343.25592,-10.807922,-1.4720093
1,ugur,2018-03-20 20:47:44,83964181883125,342.62622,-11.024586,-1.9927557
1,ugur,2018-03-20 20:47:44,83964128157188,342.39615,-11.357322,-2.1605995
1,ugur,2018-03-20 20:47:44,83964075858698,342.10794,-11.640262,-2.7158124
1,ugur,2018-03-20 20:47:44,83964024433229,342.14954,-11.5661,-2.7013037
1,ugur,2018-03-20 20:47:44,83963968071927,342.5195,-11.715875,-2.4629498
1,ugur,2018-03-20 20:47:44,83963914075625,342.87762,-11.667442,-2.9765384
1,ugur,2018-03-20 20:47:44,83963858320000,343.40598,-11.26146,-3.608344
1,ugur,2018-03-20 20:47:44,83963806795782,344.33243,-10.653575,-2.7682383
