label,user,collection_datetime,device_timestamp,linaccel_x,linaccel_y,linaccel_z
1,ugur,2018-03-20 20:47:44,83975816679162,-0.5751939,-0.92929184,0.175663
1,ugur,2018-03-20 20:47:44,83975763944735,-0.2614118,-0.52405345,-0.08195591
1,ugur,2018-03-20 20:47:44,83975709548798,-0.011423662,-0.6630142,0.40903854
1,ugur,2018-03-20 20:47:44,83975653036246,-0.59484524,-1.3054472,-0.10897255
1,ugur,2018-03-20 20:47:44,83975598306298,-0.46288937,-1.7459794,-0.5649071
1,ugur,2018-03-20 20:47:44,83975544482131,0.2464376,-1.3002341,-1.6520481
1,ugur,2018-03-20 20:47:44,83975491625256,0.4204317,-0.5035672,-1.992692
1,ugur,2018-03-20 20:47:44,83975437790100,0.41808996,-2.1253514,4.8750877
1,ugur,2018-03-20 20:47:44,83975384672808,0.97321796,-0.14650655,0.33569336
1,ugur,2018-03-20 20:47:44,83975332063642,-0.14578025,-0.30727315,2.2259216
1,ugur,2018-03-20 20:47:44,83975278024892,-0.6361973,0.36447692,1.2809696
1,ugur,2018-03-20 20:47:44,83975225540934,-0.30877644,0.63080406,0.83718586
1,ugur,2018-03-20 20:47:44,83975172122548,-0.42918548,0.6913215,-0.2516718
1,ugur,2018-03-20 20:47:44,83975119200204,-0.20512033,0.6590767,-1.2883635
1,ugur,2018-03-20 20:47:44,83975067294996,-0.009841472,0.10815692,-0.92448044
1,ugur,2018-03-20 20:47:44,83975013186454,0.15391937,-0.243325,-1.4802246
1,ugur,2018-03-20 20:47:44,83974959266402,0.28185397,-0.4054346,-1.4917622
1,ugur,2018-03-20 20:47:44,83974905559840,0.16770405,-1.437279,-0.35592365
1,ugur,2018-03-20 20:47:44,83974851440048,0.21845502,-1.2432044,-1.0897093
1,ugur,2018-03-20 20:47:44,83974797376298,-0.5686476,-1.3776329,-1.3752327
1,ugur,2018-03-20 20:47:44,83974744823694,-0.6452644,-1.6578922,0.15304756
1,ugur,2018-03-20 20:47:44,83974689489423,0.15068933,-0.8656981,2.602397
1,ugur,2018-03-20 20:47:44,83974636606975,0.8353061,-0.006434679,3.7016258
1,ugur,2018-03-20 20:47:44,83974582437080,0.084064275,0.5832188,2.0850992
1,ugur,2018-03-20 20:47:44,83974529864111,-0.0003440678,1.2200072,0.20359802
1,ugur,2018-03-20 20:47:44,83974476424059,0.09910303,1.0517924,-0.33897686
1,ugur,2018-03-20 20:47:44,83974423516455,-0.15298173,0.59982634,-0.6637993
1,ugur,2018-03-20 20:47:44,83974369413017,-0.27911645,0.27560186,-1.1052628
1,ugur,2018-03-20 20:47:44,83974315048069,-0.37600133,-0.100620985,-1.4620514
1,ugur,2018-03-20 20:47:44,83974262166507,-0.27777168,-0.13153386,-2.025487
1,ugur,2018-03-20 20:47:44,83974209701976,-0.30179083,-0.2838168,-1.7221375
1,ugur,2018-03-20 20:47:44,83974156674528,-0.08350468,-0.53938794,-1.5386019
1,ugur,2018-03-20 20:47:44,83974104260674,1.0771824,-1.1102179,0.22628212
1,ugur,2018-03-20 20:47:44,83974051897080,0.12534091,-1.384312,1.2711563
1,ugur,2018-03-20 20:47:44,83973998976767,-0.08733769,-0.67980266,2.1237192
1,ugur,2018-03-20 20:47:44,83973944774163,0.23579778,-0.086487174,3.047989
1,ugur,2018-03-20 20:47:44,83973891614892,-0.078466885,1.1384157,0.34690666
1,ugur,2018-03-20 20:47:44,83973836775778,-0.06594258,0.32551062,1.9529514
1,ugur,2018-03-20 20:47:44,83973784498070,-0.13556594,0.7769046,0.03386593
1,ugur,2018-03-20 20:47:44,83973731947236,-0.28820997,0.32491326,-0.6359129
1,ugur,2018-03-20 20:47:44,83973678430778,0.23989871,0.29157197,-1.725112
1,ugur,2018-03-20 20:47:44,83973623607809,-0.0002580583,-0.053187847,-1.9334917
1,ugur,2018-03-20 20:47:44,83973569749059,-0.09871043,-0.18739188,-2.8484793
1,ugur,2018-03-20 20:47:44,83973517308018,-0.12121776,-0.8314309,-0.513916
1,ugur,2018-03-20 20:47:44,83973463622080,-0.3675959,-1.1085694,-0.76384544
1,ugur,2018-03-20 20:47:44,83973411250726,-0.3967771,-0.91097605,-0.5861082
1,ugur,2018-03-20 20:47:44,83973357216663,-0.6807263,-1.2576207,1.1082525
1,ugur,2018-03-20 20:47:44,83973303746247,-0.2155141,-0.59503853,2.5178738
1,ugur,2018-03-20 20:47:44,83973250723434,0.26202202,0.74469364,2.956665
1,ugur,2018-03-20 20:47:44,83973197190726,0.0637473,0.72310424,2.5023117
1,ugur,2018-03-20 20:47:44,83973145622341,-0.118597195,0.9792973,1.3294964
1,ugur,2018-03-20 20:47:44,83973092039372,0.16284801,1.0265722,-0.1726532
1,ugur,2018-03-20 20:47:44,83973038440153,0.023309305,0.47375095,-1.0552912
1,ugur,2018-03-20 20:47:44,83972984640309,-0.21429417,-0.0609529,-1.7184048
1,ugur,2018-03-20 20:47:44,83972932291976,0.09379652,-0.04740846,-2.3416052
1,ugur,2018-03-20 20:47:44,83972878982289,-0.1900788,-0.24332392,-1.8802719
1,ugur,2018-03-20 20:47:44,83972825393018,-0.33377784,-0.5578878,-1.7297382
1,ugur,2018-03-20 20:47:44,83972770494528,-0.23002991,-0.6899235,-1.375186
1,ugur,2018-03-20 20:47:44,83972717875518,0.998472,-0.8057642,-0.43682098
1,ugur,2018-03-20 20:47:44,83972663107497,-0.37802282,-0.85238373,0.49842072
1,ugur,2018-03-20 20:47:44,83972608703903,0.2511092,-0.6575197,4.04307
1,ugur,2018-03-20 20:47:44,83972555296924,0.16377789,-0.20000148,3.6445065
1,ugur,2018-03-20 20:47:44,83972502079580,-0.7877112,0.5992414,0.88744164
1,ugur,2018-03-20 20:47:44,83972448027497,-0.29723322,0.39471805,0.99246883
1,ugur,2018-03-20 20:47:44,83972396045362,-0.5022485,0.55423164,-0.71813107
1,ugur,2018-03-20 20:47:44,83972341898435,0.13332435,0.49563026,-1.7654276
1,ugur,2018-03-20 20:47:44,83972288684320,0.087986454,0.16205478,-2.1650457
1,ugur,2018-03-20 20:47:44,83972235928331,0.20245919,0.21050382,-2.654335
1,ugur,2018-03-20 20:47:44,83972182878643,0.10911019,-0.42975688,-1.6383724
1,ugur,2018-03-20 20:47:44,83972128594060,0.18442214,-0.7320782,-0.55431557
1,ugur,2018-03-20 20:47:44,83972074523539,-0.063378304,-0.5905906,-0.5123005
1,ugur,2018-03-20 20:47:44,83972020101351,-0.71109116,-0.8612591,-0.6807194
1,ugur,2018-03-20 20:47:44,83971967420518,-0.35782057,-0.73783123,1.8693504
1,ugur,2018-03-20 20:47:44,83971914271664,0.09162925,-0.5662441,4.713584
1,ugur,2018-03-20 20:47:44,83971861082289,0.7550174,0.43461668,1.8291798
1,ugur,2018-03-20 20:47:44,83971806545310,-0.4592576,0.85747445,1.3659983
1,ugur,2018-03-20 20:47:44,83971752949320,-0.37722835,1.0184312,0.5030556
1,ugur,2018-03-20 20:47:44,83971700306820,-0.37906542,0.83006346,-0.56103134
1,ugur,2018-03-20 20:47:44,83971646952914,-0.21207106,0.5925834,-1.3067474
1,ugur,2018-03-20 20:47:44,83971594318539,-0.11077216,0.33241737,-1.8572407
1,ugur,2018-03-20 20:47:44,83971540455466,-0.23657313,-0.14515257,-2.0363226
1,ugur,2018-03-20 20:47:44,83971486161560,0.15775244,-0.4879943,-1.3779287
1,ugur,2018-03-20 20:47:44,83971430944112,0.43230906,-0.75413585,-1.9855461
1,ugur,2018-03-20 20:47:44,83971377004008,1.0852119,-0.75631523,-0.7245302
1,ugur,2018-03-20 20:47:44,83971324187810,-0.08132149,-0.8809119,2.0194283
1,ugur,2018-03-20 20:47:44,83971272561925,0.13521278,-0.3738866,2.421812
1,ugur,2018-03-20 20:47:44,83971218572810,0.051455975,-0.07801926,2.177784
1,ugur,2018-03-20 20:47:44,83971165396925,-0.14344421,0.70833313,1.1209145
1,ugur,2018-03-20 20:47:44,83971111456821,-0.25479245,0.36133194,1.6714115
1,ugur,2018-03-20 20:47:44,83971058125831,-0.20258546,0.7256576,-0.17272282
1,ugur,2018-03-20 20:47:44,83971005342237,0.15613496,0.651126,-1.1527443
1,ugur,2018-03-20 20:47:44,83970952651300,0.73891866,0.41498685,-1.3844814
1,ugur,2018-03-20 20:47:44,83970899110623,0.849148,-0.06936884,-0.9280491
1,ugur,2018-03-20 20:47:44,83970845998956,1.0100503,-0.31103885,-1.7729397
1,ugur,2018-03-20 20:47:44,83970792818904,1.1301093,-0.82957923,-1.1306925
1,ugur,2018-03-20 20:47:44,83970740667237,1.4468343,-0.9726851,-0.82912445
1,ugur,2018-03-20 20:47:44,83970687863383,1.0520465,-1.8371234,0.56700134
1,ugur,2018-03-20 20:47:44,83970633430727,0.5271836,-1.5349845,-0.2119255
1,ugur,2018-03-20 20:47:44,83970580373852,0.40114188,-1.684107,2.6168594
1,ugur,2018-03-20 20:47:44,83970527373592,1.1680269,-1.3162236,3.6477766
1,ugur,2018-03-20 20:47:44,83970473964217,0.85312504,-0.017252326,0.7803011
1,ugur,2018-03-20 20:47:44,83970420313748,0.09527266,0.1073643,1.0436726
1,ugur,2018-03-20 20:47:44,83970367667758,0.66206706,0.7354338,-0.024778366
1,ugur,2018-03-20 20:47:44,83970314621352,0.51664436,0.5786419,-0.44782925
1,ugur,2018-03-20 20:47:44,83970260659946,0.41999972,0.32351565,-1.340457
1,ugur,2018-03-20 20:47:44,83970208395779,0.40341362,0.1054647,-1.3733292
1,ugur,2018-03-20 20:47:44,83970156461873,0.1853062,-0.33726335,-1.0430002
1,ugur,2018-03-20 20:47:44,83970104537186,-0.19121951,-0.6216916,-1.0876865
1,ugur,2018-03-20 20:47:44,83970052104477,0.046436787,-0.9082924,-1.0502272
1,ugur,2018-03-20 20:47:44,83969999799633,0.34509534,-1.2139385,-1.379159
1,ugur,2018-03-20 20:47:44,83969947243852,0.38588804,-0.79627717,-1.5564785
1,ugur,2018-03-20 20:47:44,83969893504686,0.06978899,-0.89199495,1.1227703
1,ugur,2018-03-20 20:47:44,83969840864477,0.25562513,-0.51885056,2.7598486
1,ugur,2018-03-20 20:47:44,83969787179581,0.30782473,-0.015969157,2.7717295
1,ugur,2018-03-20 20:47:44,83969733493331,-0.14272624,0.38257873,1.2168083
1,ugur,2018-03-20 20:47:44,83969680495832,-0.10180819,0.5345814,1.1090212
1,ugur,2018-03-20 20:47:44,83969627513071,-0.14764273,0.6078067,0.12990093
1,ugur,2018-03-20 20:47:44,83969575754217,-0.29053515,0.17272103,-0.32096672
1,ugur,2018-03-20 20:47:44,83969522914009,-0.33917332,0.28824174,-1.3783407
1,ugur,2018-03-20 20:47:44,83969468416873,-0.37511778,-0.055864334,-1.3883295
1,ugur,2018-03-20 20:47:44,83969414283488,-0.07894331,-0.06801534,-0.72715855
1,ugur,2018-03-20 20:47:44,83969361707082,-0.6851745,-0.6062163,-0.7490263
1,ugur,2018-03-20 20:47:44,83969307014686,-0.7612259,-1.4509593,0.91330624
1,ugur,2018-03-20 20:47:44,83969254845936,-1.2627878,-1.4071681,-0.44276905
1,ugur,2018-03-20 20:47:44,83969201943228,-1.6687511,-1.3769319,-1.6123123
1,ugur,2018-03-20 20:47:44,83969148550936,-1.7484835,-2.3084629,0.42738914
1,ugur,2018-03-20 20:47:44,83969096480675,-0.9979362,-1.8131115,1.4353676
1,ugur,2018-03-20 20:47:44,83969044732603,-1.0055311,-1.2861011,4.059821
1,ugur,2018-03-20 20:47:44,83968993164946,-0.96999705,-0.6927726,1.3658075
1,ugur,2018-03-20 20:47:44,83968941067655,-1.1325825,-0.3958404,0.82900333
1,ugur,2018-03-20 20:47:44,83968888589634,-1.633829,-0.40399528,0.4538908
1,ugur,2018-03-20 20:47:44,83968837028071,-1.5472298,-0.12153816,-1.3663673
1,ugur,2018-03-20 20:47:44,83968784322551,-1.154624,-0.33518243,-1.3528233
1,ugur,2018-03-20 20:47:44,83968732087655,-1.0327237,-0.47263312,-1.0841894
1,ugur,2018-03-20 20:47:44,83968679748384,-0.7344199,-0.5504775,-1.8731632
1,ugur,2018-03-20 20:47:44,83968628208644,-0.9500954,-0.9029639,-0.68563175
1,ugur,2018-03-20 20:47:44,83968576464999,-0.5170573,-0.88384414,-1.7208385
1,ugur,2018-03-20 20:47:44,83968524912030,0.60617673,-0.9708915,-0.3775692
1,ugur,2018-03-20 20:47:44,83968472517915,0.60056096,-0.86675906,-0.3645773
1,ugur,2018-03-20 20:47:44,83968421064322,-0.5376753,-1.1531112,2.1327257
1,ugur,2018-03-20 20:47:44,83968368875103,0.007851332,-0.7918515,3.0438395
1,ugur,2018-03-20 20:47:44,83968317135311,0.07962808,0.3094473,1.9525881
1,ugur,2018-03-20 20:47:44,83968264846926,-0.56014144,0.13003337,1.515068
1,ugur,2018-03-20 20:47:44,83968212868905,-0.36197585,0.1075263,1.0171385
1,ugur,2018-03-20 20:47:44,83968158485207,-0.29002908,0.56645787,-0.8994236
1,ugur,2018-03-20 20:47:44,83968104927915,-0.121418394,0.104029775,-1.9557428
1,ugur,2018-03-20 20:47:44,83968051572551,-0.3307736,-0.25971758,-1.8962584
1,ugur,2018-03-20 20:47:44,83967996741665,-0.17452675,-0.39420342,-2.511777
1,ugur,2018-03-20 20:47:44,83967933540988,-0.23441057,-1.0669082,0.14092731
1,ugur,2018-03-20 20:47:44,83967880708593,0.1792675,-0.31238997,-0.8189192
1,ugur,2018-03-20 20:47:44,83967827044634,-1.0253485,-0.7713256,-1.064662
1,ugur,2018-03-20 20:47:44,83967774384895,-0.978668,-0.7468777,-0.39073658
1,ugur,2018-03-20 20:47:44,83967721420780,0.053204965,-0.496355,2.5970612
1,ugur,2018-03-20 20:47:44,83967668856353,0.3485427,-0.02701509,2.592328
1,ugur,2018-03-20 20:47:44,83967614913697,0.6374254,0.33418524,2.1391525
1,ugur,2018-03-20 20:47:44,83967560965832,-0.24940623,0.83214426,0.7697735
1,ugur,2018-03-20 20:47:44,83967507190624,-0.3334849,0.8580531,0.96556854
1,ugur,2018-03-20 20:47:44,83967453010259,0.0050494373,1.3097817,-0.15537262
1,ugur,2018-03-20 20:47:44,83967398618801,-0.2370674,1.2147018,-0.63616276
1,ugur,2018-03-20 20:47:44,83967344895780,-0.073988885,1.4448389,-0.43441105
1,ugur,2018-03-20 20:47:44,83967291306926,-0.4299863,1.4361886,-0.7507019
1,ugur,2018-03-20 20:47:44,83967235622499,-0.1585887,1.2099746,-0.1561966
1,ugur,2018-03-20 20:47:44,83967182749739,0.21683851,0.6961173,0.31183815
1,ugur,2018-03-20 20:47:44,83967130181405,0.030690491,0.58466494,-0.9568901
1,ugur,2018-03-20 20:47:44,83967075872812,0.030526403,-0.051503778,-0.4107647
1,ugur,2018-03-20 20:47:44,83967021825833,-0.26038468,0.035560727,-0.9346485
1,ugur,2018-03-20 20:47:44,83966968531718,-0.22027719,-0.2041943,-0.22873878
1,ugur,2018-03-20 20:47:44,83966915195103,-0.16305526,-0.15977085,-0.18334675
1,ugur,2018-03-20 20:47:44,83966861326718,0.08800042,-0.00045359135,0.8840513
1,ugur,2018-03-20 20:47:44,83966807806562,0.4199775,0.19791067,1.0131493
1,ugur,2018-03-20 20:47:44,83966753274791,0.030558094,-0.12374234,0.64182186
1,ugur,2018-03-20 20:47:44,83966700699114,-0.24165663,-0.26289845,-0.31496334
1,ugur,2018-03-20 20:47:44,83966648760312,-0.019861802,-0.6219659,0.28315067
1,ugur,2018-03-20 20:47:44,83966595203697,0.54452527,-0.37601066,-1.0218239
1,ugur,2018-03-20 20:47:44,83966541940104,1.0248308,-0.9814284,-0.42727184
1,ugur,2018-03-20 20:47:44,83966488121458,2.0726142,-1.3322401,0.038077354
1,ugur,2018-03-20 20:47:44,83966436121145,1.4412858,-2.2019734,0.14473629
1,ugur,2018-03-20 20:47:44,83966382581927,1.0417098,-2.6156247,0.4322567
1,ugur,2018-03-20 20:47:44,83966328939062,0.5553433,-2.6746252,0.58102036
1,ugur,2018-03-20 20:47:44,83966275013385,-0.15792668,-2.8405442,0.7320814
1,ugur,2018-03-20 20:47:44,83966221362760,-0.8389355,-2.7957435,0.8020916
1,ugur,2018-03-20 20:47:44,83966165809531,-1.8284742,-2.9019198,0.3836193
1,ugur,2018-03-20 20:47:44,83966111729895,-2.291338,-2.4856694,0.06500912
1,ugur,2018-03-20 20:47:44,83966058601250,-2.3377573,-1.6061981,-1.6952419
1,ugur,2018-03-20 20:47:44,83966004622604,-2.0200298,-1.3348179,-2.3579302
1,ugur,2018-03-20 20:47:44,83965951051458,-1.2550069,-1.5638604,-0.87642574
1,ugur,2018-03-20 20:47:44,83965897212552,-0.14377731,-1.7897242,2.4513578
1,ugur,2018-03-20 20:47:44,83965843625052,-0.8580046,-1.0044374,1.2046432
1,ugur,2018-03-20 20:47:44,83965790551614,-0.7820138,-1.1515143,4.3562
1,ugur,2018-03-20 20:47:44,83965736700625,-0.5490371,-0.21720862,2.7584229
1,ugur,2018-03-20 20:47:44,83965683890156,-1.0628583,0.98941207,-0.2322855
1,ugur,2018-03-20 20:47:44,83965630846146,-1.1042902,0.13620543,2.1714487
1,ugur,2018-03-20 20:47:44,83965576244843,-0.5851537,1.0355325,-1.6493597
1,ugur,2018-03-20 20:47:44,83965524009948,-0.51051176,0.42389607,-0.6543455
1,ugur,2018-03-20 20:47:44,83965470534010,0.0048308074,0.0387578,-2.1300316
1,ugur,2018-03-20 20:47:44,83965416439531,-0.06251207,-0.032047987,-3.268364
1,ugur,2018-03-20 20:47:44,83965363674531,-0.10854408,-0.53374195,-2.3352518
1,ugur,2018-03-20 20:47:44,83965309179479,-0.06150028,-1.2826774,0.32294655
1,ugur,2018-03-20 20:47:44,83965255403385,-0.061618358,-0.84895587,-0.5112333
1,ugur,2018-03-20 20:47:44,83965202225521,-0.030614257,-0.88896656,-0.47457027
1,ugur,2018-03-20 20:47:44,83965148515469,0.097082496,-0.90237236,0.8052254
1,ugur,2018-03-20 20:47:44,83965094837240,0.05496356,-0.7537309,3.972354
1,ugur,2018-03-20 20:47:44,83965043050521,0.99336386,0.6387032,2.5323143
1,ugur,2018-03-20 20:47:44,83964990869375,0.40256554,0.756475,2.7291136
1,ugur,2018-03-20 20:47:44,83964938507187,0.004390627,1.3190947,0.5125847
1,ugur,2018-03-20 20:47:44,83964885099687,-0.16542685,0.9688107,-0.19173527
1,ugur,2018-03-20 20:47:44,83964831343594,-0.25452787,0.38084173,-1.217226
1,ugur,2018-03-20 20:47:44,83964777527448,-0.24891195,-0.03949356,-1.7910767
1,ugur,2018-03-20 20:47:44,83964723935729,0.04316309,-0.06982064,-2.6848803
