label,user,collection_datetime,device_timestamp,rotvecmag_x,rotvecmag_y,rotvecmag_z
1,ugur,2018-03-20 20:47:44,83981297191140,0.04161602,0.06619648,0.8996829
1,ugur,2018-03-20 20:47:44,83981240934369,0.04348672,0.06651471,0.8979072
1,ugur,2018-03-20 20:47:44,83981187696452,0.0427119,0.06748836,0.89788634
1,ugur,2018-03-20 20:47:44,83981134302650,0.042221416,0.06755858,0.89926034
1,ugur,2018-03-20 20:47:44,83981080326296,0.04090179,0.067237206,0.8970795
1,ugur,2018-03-20 20:47:44,83981026998536,0.04089707,0.06718773,0.8967702
1,ugur,2018-03-20 20:47:44,83980973839161,0.040479865,0.06696786,0.8981804
1,ugur,2018-03-20 20:47:44,83980919910671,0.03932362,0.06697086,0.8974166
1,ugur,2018-03-20 20:47:44,83980865034942,0.03919149,0.06724328,0.8961655
1,ugur,2018-03-20 20:47:44,83980808047963,0.0387254,0.06803745,0.89455634
1,ugur,2018-03-20 20:47:44,83980755969994,0.03861365,0.06843541,0.89479804
1,ugur,2018-03-20 20:47:44,83980702319838,0.038717784,0.06841884,0.89335436
1,ugur,2018-03-20 20:47:44,83980650908223,0.038143463,0.06889307,0.8939737
1,ugur,2018-03-20 20:47:44,83980595849421,0.03809069,0.06992246,0.89552957
1,ugur,2018-03-20 20:47:44,83980542937494,0.038023945,0.07034119,0.89676845
1,ugur,2018-03-20 20:47:44,83980490277182,0.03718678,0.07129301,0.8966971
1,ugur,2018-03-20 20:47:44,83980437200254,0.036564928,0.071660146,0.89661497
1,ugur,2018-03-20 20:47:44,83980381926817,0.037365686,0.072139256,0.894838
1,ugur,2018-03-20 20:47:44,83980327122494,0.037561342,0.07284979,0.89285284
1,ugur,2018-03-20 20:47:44,83980270352911,0.03551752,0.07335858,0.89507544
1,ugur,2018-03-20 20:47:44,83980215723015,0.03598674,0.07367145,0.8921913
1,ugur,2018-03-20 20:47:44,83980161210932,0.03639733,0.07460752,0.8918019
1,ugur,2018-03-20 20:47:44,83980108215411,0.035066556,0.075112276,0.8914322
1,ugur,2018-03-20 20:47:44,83980056435150,0.03394641,0.0753403,0.8918024
1,ugur,2018-03-20 20:47:44,83980002024786,0.033828106,0.07568967,0.89159465
1,ugur,2018-03-20 20:47:44,83979947628067,0.034625992,0.07667775,0.8897915
1,ugur,2018-03-20 20:47:44,83979892847026,0.03441259,0.07705498,0.8896509
1,ugur,2018-03-20 20:47:44,83979839794526,0.034274463,0.07737681,0.8889237
1,ugur,2018-03-20 20:47:44,83979785739578,0.03289,0.07771049,0.8902712
1,ugur,2018-03-20 20:47:44,83979732714474,0.031094478,0.07790152,0.8917485
1,ugur,2018-03-20 20:47:44,83979677981713,0.03209506,0.07826996,0.88923156
1,ugur,2018-03-20 20:47:44,83979625097286,0.03113799,0.07790822,0.88979954
1,ugur,2018-03-20 20:47:44,83979572435411,0.030286504,0.07783337,0.8893501
1,ugur,2018-03-20 20:47:44,83979519031713,0.030536393,0.07879409,0.889118
1,ugur,2018-03-20 20:47:44,83979464616713,0.029560942,0.07860638,0.8892819
1,ugur,2018-03-20 20:47:44,83979412481088,0.029640168,0.07873829,0.888852
1,ugur,2018-03-20 20:47:44,83979357067286,0.030581385,0.07887973,0.8877826
1,ugur,2018-03-20 20:47:44,83979303862547,0.028893014,0.07885835,0.8898915
1,ugur,2018-03-20 20:47:44,83979251711870,0.028042948,0.07933519,0.89240444
1,ugur,2018-03-20 20:47:44,83979198674370,0.029063297,0.07963559,0.8912628
1,ugur,2018-03-20 20:47:44,83979144275984,0.029277481,0.0795525,0.8909472
1,ugur,2018-03-20 20:47:44,83979091980411,0.029605443,0.079480246,0.8906659
1,ugur,2018-03-20 20:47:44,83979038194943,0.029460182,0.079575256,0.89109653
1,ugur,2018-03-20 20:47:44,83978980273640,0.029581621,0.079876125,0.89181805
1,ugur,2018-03-20 20:47:44,83978927480672,0.029908855,0.0800856,0.89217585
1,ugur,2018-03-20 20:47:44,83978872108068,0.03011229,0.08037982,0.8912275
1,ugur,2018-03-20 20:47:44,83978817714422,0.029860038,0.080457635,0.8910538
1,ugur,2018-03-20 20:47:44,83978765556141,0.029992316,0.08076847,0.8890846
1,ugur,2018-03-20 20:47:44,83978713018172,0.030142391,0.08098512,0.8884052
1,ugur,2018-03-20 20:47:44,83978660196922,0.030440185,0.08122864,0.8871177
1,ugur,2018-03-20 20:47:44,83978608323745,0.029106935,0.08206793,0.89004004
1,ugur,2018-03-20 20:47:44,83978555688849,0.028991656,0.08357071,0.88854915
1,ugur,2018-03-20 20:47:44,83978498031922,0.02785979,0.084145024,0.8905736
