label,user,collection_datetime,device_timestamp,linaccel_x,linaccel_y,linaccel_z
1,ugur,2018-03-23 10:46:59,657498537247,-0.014890596,0.068482995,0.07771301
1,ugur,2018-03-23 10:46:59,657446179800,-0.076594725,0.039653063,0.16239548
1,ugur,2018-03-23 10:46:59,657394097300,0.022080705,0.13648176,-0.08001232
1,ugur,2018-03-23 10:46:59,657340110477,0.13117483,0.15041101,-0.18330193
1,ugur,2018-03-23 10:46:59,657289095112,-0.0921195,0.021052778,0.075683594
1,ugur,2018-03-23 10:46:59,657235157768,-0.16377991,0.07016212,-0.18953419
1,ugur,2018-03-23 10:46:59,657181184070,-0.27004308,-0.08768642,0.10202408
1,ugur,2018-03-23 10:46:59,657128047091,-0.07647441,-0.084150195,0.0016469955
1,ugur,2018-03-23 10:46:59,657074288758,-0.039135545,0.03860891,-0.16348743
1,ugur,2018-03-23 10:46:59,657018018966,0.20342904,0.28309107,-0.023042679
1,ugur,2018-03-23 10:46:59,656964523758,-0.12227036,-0.09335309,0.11203766
1,ugur,2018-03-23 10:46:59,656911855946,0.17083523,-0.04925838,0.5359783
1,ugur,2018-03-23 10:46:59,656857914904,0.058862455,0.10504073,0.37685013
1,ugur,2018-03-23 10:46:59,656804315737,-0.4602533,0.15034711,-0.14885616
1,ugur,2018-03-23 10:46:59,656753513498,-0.19900934,0.19318157,0.11641216
1,ugur,2018-03-23 10:46:59,656697268550,-0.17834894,0.31719738,0.20380878
1,ugur,2018-03-23 10:46:59,656643778029,-0.69109786,0.11076248,-0.56339836
1,ugur,2018-03-23 10:46:59,656591379019,-0.08222617,-0.17558897,0.5507393
1,ugur,2018-03-23 10:46:59,656540316779,-0.05816038,-0.17392641,0.12671185
1,ugur,2018-03-23 10:46:59,656486606831,-0.03161596,-0.095694184,-0.08729458
1,ugur,2018-03-23 10:46:59,656433406050,0.24562734,-0.2655651,0.1452837
1,ugur,2018-03-23 10:46:59,656378108758,0.20537479,-0.42662752,-0.44662476
1,ugur,2018-03-23 10:46:59,656324401258,0.5282068,-0.24942636,-0.77197933
1,ugur,2018-03-23 10:46:59,656272898915,0.6324161,0.09237754,-0.42671967
1,ugur,2018-03-23 10:46:59,656219531831,0.56906134,-0.35134864,0.6310215
1,ugur,2018-03-23 10:46:59,656165190529,0.54985577,-0.21950465,0.085742
1,ugur,2018-03-23 10:46:59,656112991206,0.35452884,-0.6107396,-0.12377548
1,ugur,2018-03-23 10:46:59,656062144019,0.33850086,-1.8198946,1.269228
1,ugur,2018-03-23 10:46:59,656009306050,0.21858656,-0.9101587,0.24246597
1,ugur,2018-03-23 10:46:59,655954186206,-0.614509,-1.2097962,0.1726923
1,ugur,2018-03-23 10:46:59,655903093446,-1.0236866,-0.84889376,-0.16292572
1,ugur,2018-03-23 10:46:59,655849178863,-0.67205834,-0.756575,-1.464694
1,ugur,2018-03-23 10:46:59,655797164904,-0.39344692,-1.3213388,-0.8871355
1,ugur,2018-03-23 10:46:59,655744708915,0.1268903,-1.5146433,-1.2809553
1,ugur,2018-03-23 10:46:59,655691170009,0.6271484,-1.600855,-0.4168644
1,ugur,2018-03-23 10:46:59,655638808134,0.59660757,-1.1394982,-0.0035657883
1,ugur,2018-03-23 10:46:59,655587586675,0.06820035,-1.3533837,1.4706554
1,ugur,2018-03-23 10:46:59,655535687300,1.2854713,-1.180726,4.78166
1,ugur,2018-03-23 10:46:59,655480452561,-0.119613886,0.17926836,1.841775
1,ugur,2018-03-23 10:46:59,655428197977,-0.24396515,0.59072137,1.6686296
1,ugur,2018-03-23 10:46:59,655374755790,-0.8823942,0.6143999,-0.75801563
1,ugur,2018-03-23 10:46:59,655322342040,-0.21911001,0.2836461,-0.6017742
1,ugur,2018-03-23 10:46:59,655270225894,-0.59543574,-0.15298319,-1.9295797
1,ugur,2018-03-23 10:46:59,655219019436,-0.48519313,-0.70301056,-2.7151232
1,ugur,2018-03-23 10:46:59,655163352457,-0.7267891,-0.8338456,-3.3166332
1,ugur,2018-03-23 10:46:59,655111241311,-0.34666455,-1.4902208,-1.8629885
1,ugur,2018-03-23 10:46:59,655060538498,-0.40694857,-1.8415256,-0.61408997
1,ugur,2018-03-23 10:46:59,655006288603,-0.19175553,-1.4737935,-0.3009138
1,ugur,2018-03-23 10:46:59,654952447769,-0.277435,-1.0293545,-0.18302727
1,ugur,2018-03-23 10:46:59,654900214592,-0.1313852,-0.74388266,2.683837
1,ugur,2018-03-23 10:46:59,654849212561,1.2448051,-0.14619446,5.9546165
1,ugur,2018-03-23 10:46:59,654794811571,1.7751921,0.9698794,4.462944
1,ugur,2018-03-23 10:46:59,654744162821,0.6515783,1.7997112,0.8248215
1,ugur,2018-03-23 10:46:59,654689539384,0.16511285,1.3021907,-0.5561571
1,ugur,2018-03-23 10:46:59,654635428759,-0.4355247,0.3419577,-0.14155102
1,ugur,2018-03-23 10:46:59,654583140009,-0.73566806,-0.016757727,-1.2453165
1,ugur,2018-03-23 10:46:59,654530162769,-1.1009911,-0.20691597,-2.630105
