label,user,collection_datetime,device_timestamp,rotvecmag_x,rotvecmag_y,rotvecmag_z
1,ugur,2018-03-23 10:46:59,657500578550,0.026119748,0.03132672,0.8695499
1,ugur,2018-03-23 10:46:59,657447415164,0.025593538,0.030358884,0.86955225
1,ugur,2018-03-23 10:46:59,657395430112,0.023721432,0.029640999,0.87211436
1,ugur,2018-03-23 10:46:59,657342436935,0.020566955,0.028787207,0.87370294
1,ugur,2018-03-23 10:46:59,657288429643,0.018831383,0.028238285,0.87611765
1,ugur,2018-03-23 10:46:59,657234815164,0.0188145,0.026815979,0.8767485
1,ugur,2018-03-23 10:46:59,657181758862,0.019742977,0.02647856,0.87667775
1,ugur,2018-03-23 10:46:59,657128354279,0.019559054,0.026992196,0.8750937
1,ugur,2018-03-23 10:46:59,657073941727,0.01917855,0.02738323,0.87640506
1,ugur,2018-03-23 10:46:59,657020701623,0.015869148,0.026699714,0.8787985
1,ugur,2018-03-23 10:46:59,656966877196,0.01646468,0.02768219,0.8782688
1,ugur,2018-03-23 10:46:59,656913046987,0.016852,0.0297084,0.8781149
1,ugur,2018-03-23 10:46:59,656860581362,0.015684266,0.031014763,0.8820225
1,ugur,2018-03-23 10:46:59,656806429748,0.018553274,0.028509267,0.8802492
1,ugur,2018-03-23 10:46:59,656753144800,0.020807102,0.026844526,0.8797431
1,ugur,2018-03-23 10:46:59,656699586779,0.025386205,0.022112088,0.87959737
1,ugur,2018-03-23 10:46:59,656646039487,0.035779137,0.015487187,0.8777039
1,ugur,2018-03-23 10:46:59,656592497144,0.04168449,0.013861037,0.874561
1,ugur,2018-03-23 10:46:59,656539839487,0.046217658,0.012076195,0.87384933
1,ugur,2018-03-23 10:46:59,656487157300,0.05228407,0.0055556344,0.8727911
1,ugur,2018-03-23 10:46:59,656433824487,0.05801567,0.0013951437,0.86987776
1,ugur,2018-03-23 10:46:59,656379223237,0.06176184,-1.4178502e-05,0.8702058
1,ugur,2018-03-23 10:46:59,656327185321,0.06414799,-0.0034996537,0.86745757
1,ugur,2018-03-23 10:46:59,656273293290,0.062477086,-0.0073218886,0.8703695
1,ugur,2018-03-23 10:46:59,656220173915,0.062901266,-0.010441208,0.87374514
1,ugur,2018-03-23 10:46:59,656166499696,0.06274544,-0.01162274,0.874887
1,ugur,2018-03-23 10:46:59,656114312821,0.059035145,-0.013272599,0.8804262
1,ugur,2018-03-23 10:46:59,656062446779,0.059705507,-0.010239583,0.87858325
1,ugur,2018-03-23 10:46:59,656009906623,0.05930426,-0.0061892434,0.87945217
1,ugur,2018-03-23 10:46:59,655956412717,0.061790552,-0.001535068,0.8780724
1,ugur,2018-03-23 10:46:59,655902887456,0.07377792,-0.0026597253,0.8685181
1,ugur,2018-03-23 10:46:59,655850881363,0.07679212,-0.0042851963,0.86904156
1,ugur,2018-03-23 10:46:59,655798398133,0.08222451,-0.0020368022,0.8680718
1,ugur,2018-03-23 10:46:59,655746127040,0.08443995,0.0013039928,0.86433244
1,ugur,2018-03-23 10:46:59,655693614904,0.08199371,0.0127823,0.8597843
1,ugur,2018-03-23 10:46:59,655639930842,0.081748076,0.026260627,0.86025375
1,ugur,2018-03-23 10:46:59,655587886519,0.08779459,0.033922024,0.85599375
1,ugur,2018-03-23 10:46:59,655535305582,0.09584744,0.054610457,0.8441074
1,ugur,2018-03-23 10:46:59,655482231467,0.09725059,0.063577704,0.83908
1,ugur,2018-03-23 10:46:59,655429409279,0.09772926,0.060679264,0.84124166
1,ugur,2018-03-23 10:46:59,655377435998,0.09096271,0.052411664,0.85611075
1,ugur,2018-03-23 10:46:59,655323811675,0.08612056,0.04604878,0.8602997
1,ugur,2018-03-23 10:46:59,655271761571,0.07680017,0.034637302,0.8692335
1,ugur,2018-03-23 10:46:59,655218650582,0.06963771,0.025344653,0.87411267
1,ugur,2018-03-23 10:46:59,655165746363,0.06656921,0.018205848,0.87415487
1,ugur,2018-03-23 10:46:59,655112386571,0.06664486,0.015003335,0.8682288
1,ugur,2018-03-23 10:46:59,655060354332,0.07062197,0.015804475,0.8543279
1,ugur,2018-03-23 10:46:59,655008575425,0.07939383,0.01837691,0.83164704
1,ugur,2018-03-23 10:46:59,654954824853,0.089545466,0.01925384,0.81329775
1,ugur,2018-03-23 10:46:59,654901615790,0.10006994,0.019683788,0.79646015
1,ugur,2018-03-23 10:46:59,654848805842,0.11504994,0.028881248,0.7685099
1,ugur,2018-03-23 10:46:59,654795955321,0.11491503,0.037971985,0.75988656
1,ugur,2018-03-23 10:46:59,654743978707,0.104662,0.041466285,0.7766267
1,ugur,2018-03-23 10:46:59,654691667353,0.09109957,0.037426833,0.809557
1,ugur,2018-03-23 10:46:59,654638106467,0.08858343,0.035305396,0.8212618
1,ugur,2018-03-23 10:46:59,654584399488,0.0912659,0.029625574,0.82838035
1,ugur,2018-03-23 10:46:59,654532201259,0.09296969,0.019903736,0.8374386
1,ugur,2018-03-23 10:46:59,654477768811,0.09524385,0.012620267,0.8408976
1,ugur,2018-03-23 10:46:59,654424627040,0.10017837,0.0035368812,0.84165853
1,ugur,2018-03-23 10:46:59,654372689644,0.09718813,0.006308704,0.83467615
1,ugur,2018-03-23 10:46:59,654318699124,0.08786428,0.013542936,0.83788466
1,ugur,2018-03-23 10:46:59,654265250894,0.09011728,0.025386713,0.82080925
1,ugur,2018-03-23 10:46:59,654212052249,0.09899177,0.03946712,0.79676855
1,ugur,2018-03-23 10:46:59,654160500842,0.094903514,0.04201375,0.8016727
1,ugur,2018-03-23 10:46:59,654107984020,0.09362471,0.04303227,0.7943617
1,ugur,2018-03-23 10:46:59,654054381051,0.09132064,0.04018705,0.79910105
1,ugur,2018-03-23 10:46:59,653999503238,0.0825923,0.035466008,0.8152012
1,ugur,2018-03-23 10:46:59,653946277405,0.075317934,0.033184864,0.8196852
1,ugur,2018-03-23 10:46:59,653893114124,0.06648697,0.026212627,0.8318553
1,ugur,2018-03-23 10:46:59,653839035165,0.06237337,0.020713944,0.83333546
1,ugur,2018-03-23 10:46:59,653785785530,0.06281031,0.020241091,0.8276222
1,ugur,2018-03-23 10:46:59,653733534593,0.06402011,0.021103123,0.8187673
1,ugur,2018-03-23 10:46:59,653679090582,0.06779924,0.02496124,0.80679846
1,ugur,2018-03-23 10:46:59,653625899020,0.07784031,0.02453614,0.79598886
1,ugur,2018-03-23 10:46:59,653573062874,0.08953124,0.02497622,0.77694714
1,ugur,2018-03-23 10:46:59,653520670009,0.08970957,0.033152983,0.7688751
1,ugur,2018-03-23 10:46:59,653465536676,0.09083193,0.033206478,0.7655193
1,ugur,2018-03-23 10:46:59,653412854020,0.09053073,0.032009132,0.77294576
1,ugur,2018-03-23 10:46:59,653359908968,0.08367275,0.027904827,0.79363006
1,ugur,2018-03-23 10:46:59,653307722093,0.07928976,0.022845343,0.8063179
1,ugur,2018-03-23 10:46:59,653253999124,0.07522218,0.01320236,0.8237281
1,ugur,2018-03-23 10:46:59,653200431624,0.07315647,0.0052209566,0.8333971
1,ugur,2018-03-23 10:46:59,653146387249,0.07382638,0.0019121116,0.832677
1,ugur,2018-03-23 10:46:59,653092645687,0.073821515,-0.00017588645,0.83315533
1,ugur,2018-03-23 10:46:59,653038921676,0.06646252,0.010576952,0.8311056
1,ugur,2018-03-23 10:46:59,652983990166,0.057748787,0.01983988,0.83745605
1,ugur,2018-03-23 10:46:59,652931421832,0.065149605,0.035875607,0.8214205
1,ugur,2018-03-23 10:46:59,652878117718,0.06657431,0.05118216,0.8145897
1,ugur,2018-03-23 10:46:59,652824635322,0.0645255,0.04709136,0.8276863
1,ugur,2018-03-23 10:46:59,652771443655,0.06246459,0.04461593,0.83760345
1,ugur,2018-03-23 10:46:59,652716289593,0.061378345,0.03672117,0.84931594
1,ugur,2018-03-23 10:46:59,652663069333,0.058308847,0.030532788,0.85916287
1,ugur,2018-03-23 10:46:59,652609238395,0.052263927,0.02312961,0.87324333
1,ugur,2018-03-23 10:46:59,652557097249,0.049534198,0.014940992,0.8838108
1,ugur,2018-03-23 10:46:59,652504582093,0.048998524,0.0102717895,0.8873313
1,ugur,2018-03-23 10:46:59,652447902301,0.05344027,0.011701153,0.8853127
1,ugur,2018-03-23 10:46:59,652393510843,0.0593161,0.01788851,0.87847686
1,ugur,2018-03-23 10:46:59,652335687822,0.059804082,0.020945469,0.8821711
1,ugur,2018-03-23 10:46:59,652282217249,0.066072606,0.026684176,0.87879723
1,ugur,2018-03-23 10:46:59,652229044697,0.0797736,0.046884164,0.86396587
1,ugur,2018-03-23 10:46:59,652175734541,0.07457323,0.05278064,0.87794125
1,ugur,2018-03-23 10:46:59,652121954645,0.07729545,0.049879767,0.885074
1,ugur,2018-03-23 10:46:59,652069319333,0.076507755,0.042662486,0.9031179
1,ugur,2018-03-23 10:46:59,652016321625,0.07234663,0.031802922,0.92038846
1,ugur,2018-03-23 10:46:59,651960794489,0.072899915,0.026698899,0.9291448
1,ugur,2018-03-23 10:46:59,651907239906,0.07531708,0.0200387,0.9364389
1,ugur,2018-03-23 10:46:59,651851557510,0.077350385,0.015157665,0.94441
1,ugur,2018-03-23 10:46:59,651797488968,0.07924981,0.014134841,0.9478706
1,ugur,2018-03-23 10:46:59,651743125427,0.07798752,0.018547975,0.954948
1,ugur,2018-03-23 10:46:59,651689964802,0.06733275,0.032760207,0.9613619
1,ugur,2018-03-23 10:46:59,651637889125,0.060412,0.042141695,0.9667331
1,ugur,2018-03-23 10:46:59,651584246573,0.062426463,0.059658084,0.9674783
1,ugur,2018-03-23 10:46:59,651532455843,0.061338283,0.07232587,0.96826255
1,ugur,2018-03-23 10:46:59,651479101781,0.061527036,0.06847553,0.9694839
1,ugur,2018-03-23 10:46:59,651425536677,0.062813126,0.06655249,0.9702858
1,ugur,2018-03-23 10:46:59,651372251312,0.064724475,0.061702933,0.9703805
1,ugur,2018-03-23 10:46:59,651317758708,0.065450184,0.053354606,0.9717859
1,ugur,2018-03-23 10:46:59,651263898708,0.06515461,0.04595602,0.970843
1,ugur,2018-03-23 10:46:59,651209920687,0.063404754,0.03819448,0.97131234
1,ugur,2018-03-23 10:46:59,651157621521,0.06380033,0.036327645,0.97066057
1,ugur,2018-03-23 10:46:59,651103899802,0.06647622,0.03937829,0.9658066
1,ugur,2018-03-23 10:46:59,651051333969,0.067320526,0.043248422,0.9619047
1,ugur,2018-03-23 10:46:59,650997848135,0.07713564,0.03844689,0.948625
1,ugur,2018-03-23 10:46:59,650944753292,0.090509824,0.034274545,0.93034226
1,ugur,2018-03-23 10:46:59,650892829021,0.09843706,0.035738043,0.9173722
1,ugur,2018-03-23 10:46:59,650839149646,0.10512357,0.04059114,0.89218825
1,ugur,2018-03-23 10:46:59,650786163969,0.10459178,0.041470777,0.87954676
1,ugur,2018-03-23 10:46:59,650732496833,0.101329476,0.03432083,0.8715252
1,ugur,2018-03-23 10:46:59,650679214490,0.094559155,0.030536534,0.866788
1,ugur,2018-03-23 10:46:59,650625918865,0.091651864,0.026912335,0.8615195
1,ugur,2018-03-23 10:46:59,650573974542,0.090457246,0.018835973,0.8479875
1,ugur,2018-03-23 10:46:59,650521941417,0.089233644,0.009492468,0.83676434
1,ugur,2018-03-23 10:46:59,650468979490,0.08782919,0.0031400472,0.83268815
1,ugur,2018-03-23 10:46:59,650415730948,0.08598846,-0.0036364938,0.8256112
1,ugur,2018-03-23 10:46:59,650361457823,0.082144365,0.0013425493,0.81603235
1,ugur,2018-03-23 10:46:59,650306012458,0.074150555,0.0060087964,0.81772447
