label,user,collection_datetime,device_timestamp,accel_x,accel_y,accel_z
1,ugur,2018-03-23 10:46:59,657553848654,0.33590698,0.99731445,9.432602
1,ugur,2018-03-23 10:46:59,657500960633,0.19345093,0.904541,9.742645
1,ugur,2018-03-23 10:46:59,657446712612,0.14556885,0.8536682,9.816864
1,ugur,2018-03-23 10:46:59,657394620060,0.25032043,0.9230957,9.573853
1,ugur,2018-03-23 10:46:59,657341059435,0.35565186,0.91412354,9.476898
1,ugur,2018-03-23 10:46:59,657287013758,0.073150635,0.7453308,9.8025055
1,ugur,2018-03-23 10:46:59,657233394487,0.044418335,0.7704773,9.483475
1,ugur,2018-03-23 10:46:59,657179823914,-0.050750732,0.57774353,9.783356
1,ugur,2018-03-23 10:46:59,657126200008,0.12402344,0.5328522,9.685181
1,ugur,2018-03-23 10:46:59,657072546414,0.12162781,0.6334076,9.52179
1,ugur,2018-03-23 10:46:59,657018884227,0.3383026,0.84947205,9.666626
1,ugur,2018-03-23 10:46:59,656965457352,-0.075302124,0.3843994,9.807297
1,ugur,2018-03-23 10:46:59,656912304696,0.17370605,0.41732788,10.228073
1,ugur,2018-03-23 10:46:59,656858792716,0.007904053,0.6441803,9.985657
1,ugur,2018-03-23 10:46:59,656805083133,-0.5762787,0.66871643,9.531357
1,ugur,2018-03-23 10:46:59,656752325894,-0.35362244,0.71180725,9.7947235
1,ugur,2018-03-23 10:46:59,656698046779,-0.40150452,0.81596375,9.88092
1,ugur,2018-03-23 10:46:59,656644588133,-0.9587555,0.59568787,9.113571
1,ugur,2018-03-23 10:46:59,656591834800,-0.20936584,0.40715027,10.226273
1,ugur,2018-03-23 10:46:59,656538469227,-0.13395691,0.55918884,9.785141
1,ugur,2018-03-23 10:46:59,656485249071,-0.056747437,0.7088165,9.565475
1,ugur,2018-03-23 10:46:59,656431086154,0.42868042,0.6160431,9.910843
1,ugur,2018-03-23 10:46:59,656378587144,0.4041443,0.57115173,9.187195
1,ugur,2018-03-23 10:46:59,656325565321,0.759079,0.7644806,8.868164
1,ugur,2018-03-23 10:46:59,656272219852,0.95899963,1.0787201,9.221909
1,ugur,2018-03-23 10:46:59,656218155894,1.0805054,0.48316956,10.277161
