label,user,collection_datetime,device_timestamp,mag_x,mag_y,mag_z
1,ugur,2018-03-23 10:46:58,656166133185,11.470032,-10.2127075,-38.66272
1,ugur,2018-03-23 10:46:58,656113985269,13.014221,-12.371826,-37.216187
1,ugur,2018-03-23 10:46:58,656061782665,10.694885,-9.486389,-38.671875
1,ugur,2018-03-23 10:46:58,656008616206,10.697937,-10.203552,-37.953186
1,ugur,2018-03-23 10:46:58,655955774540,11.488342,-11.671448,-38.64746
1,ugur,2018-03-23 10:46:58,655902547977,9.921265,-8.758545,-38.68103
1,ugur,2018-03-23 10:46:58,655850364644,11.479187,-10.942078,-38.65509
1,ugur,2018-03-23 10:46:58,655798246363,9.97467,-12.417603,-39.352417
1,ugur,2018-03-23 10:46:58,655745545790,9.962463,-12.393188,-37.931824
1,ugur,2018-03-23 10:46:58,655692887196,11.485291,-10.954285,-39.36615
1,ugur,2018-03-23 10:46:58,655639588967,11.459351,-9.483337,-38.67035
1,ugur,2018-03-23 10:46:58,655587235425,12.236023,-9.5047,-40.090942
1,ugur,2018-03-23 10:46:58,655534563550,9.959412,-11.676025,-38.648987
1,ugur,2018-03-23 10:46:58,655481974123,9.223938,-13.8671875,-38.627625
1,ugur,2018-03-23 10:46:58,655429017144,10.760498,-15.296936,-37.18872
1,ugur,2018-03-23 10:46:58,655376264279,7.749939,-17.530823,-39.300537
1,ugur,2018-03-23 10:46:58,655323388029,9.255981,-16.77246,-37.88452
1,ugur,2018-03-23 10:46:58,655271138655,9.281921,-18.243408,-38.580322
1,ugur,2018-03-23 10:46:58,655218358082,10.816956,-18.249512,-39.28833
1,ugur,2018-03-23 10:46:58,655164791988,10.014343,-15.335083,-39.320374
1,ugur,2018-03-23 10:46:58,655111977300,10.791016,-16.778564,-38.59253
1,ugur,2018-03-23 10:46:58,655059949957,9.973145,-13.122559,-37.92267
1,ugur,2018-03-23 10:46:58,655008034853,10.7421875,-11.709595,-40.779114
1,ugur,2018-03-23 10:46:58,654953840634,12.255859,-10.96344,-40.074158
1,ugur,2018-03-23 10:46:58,654901286207,10.71167,-10.22644,-39.375305
1,ugur,2018-03-23 10:46:58,654847998342,7.6431274,-9.507751,-39.387512
1,ugur,2018-03-23 10:46:58,654795597821,8.427429,-10.964966,-39.370728
1,ugur,2018-03-23 10:46:58,654743650686,9.187317,-10.244751,-40.08789
1,ugur,2018-03-23 10:46:58,654691368290,9.19342,-10.256958,-40.797424
1,ugur,2018-03-23 10:46:58,654637444749,9.962463,-10.971069,-40.078735
1,ugur,2018-03-23 10:46:58,654584212665,7.662964,-10.966492,-39.372253
1,ugur,2018-03-23 10:46:58,654531761624,5.3726196,-11.69281,-38.656616
1,ugur,2018-03-23 10:46:58,654476687561,8.436584,-11.694336,-39.3631
1,ugur,2018-03-23 10:46:58,654424290634,5.3634644,-10.96344,-38.664246
1,ugur,2018-03-23 10:46:58,654371951624,6.1172485,-10.231018,-38.671875
1,ugur,2018-03-23 10:46:58,654318426728,4.597473,-9.542847,-40.812683
1,ugur,2018-03-23 10:46:58,654264400269,6.100464,-8.067322,-40.115356
1,ugur,2018-03-23 10:46:58,654211714905,6.098938,-8.772278,-38.687134
1,ugur,2018-03-23 10:46:58,654159911467,5.352783,-10.23407,-38.671875
1,ugur,2018-03-23 10:46:58,654106320113,6.895447,-11.6744995,-37.94403
1,ugur,2018-03-23 10:46:58,654054050426,6.869507,-10.205078,-37.249756
1,ugur,2018-03-23 10:46:58,653998880009,6.880188,-10.934448,-37.242126
1,ugur,2018-03-23 10:46:58,653945946988,6.880188,-10.934448,-37.242126
1,ugur,2018-03-23 10:46:58,653892392665,7.6675415,-13.1073,-36.506653
1,ugur,2018-03-23 10:46:58,653838429540,6.880188,-10.934448,-37.242126
1,ugur,2018-03-23 10:46:58,653785455374,6.8862915,-10.945129,-37.95166
1,ugur,2018-03-23 10:46:58,653732705791,10.673523,-8.732605,-37.25891
1,ugur,2018-03-23 10:46:58,653678560113,11.437988,-8.729553,-37.25891
1,ugur,2018-03-23 10:46:58,653625218343,8.375549,-8.023071,-37.98065
1,ugur,2018-03-23 10:46:58,653572733603,10.668945,-8.015442,-37.9776
1,ugur,2018-03-23 10:46:58,653519120114,8.380127,-8.740234,-37.26349
1,ugur,2018-03-23 10:46:58,653464961520,9.124756,-7.2784424,-37.27722
1,ugur,2018-03-23 10:46:58,653412465634,6.8725586,-9.498596,-38.67798
1,ugur,2018-03-23 10:46:58,653359579072,8.380127,-8.740234,-37.26349
1,ugur,2018-03-23 10:46:58,653307105374,9.156799,-8.761597,-38.682556
1,ugur,2018-03-23 10:46:58,653253191520,8.38623,-8.752441,-37.973022
1,ugur,2018-03-23 10:46:58,653199671832,8.410645,-10.223389,-38.667297
1,ugur,2018-03-23 10:46:58,653145410218,6.0928345,-8.760071,-37.976074
1,ugur,2018-03-23 10:46:58,653091935322,7.6141357,-7.319641,-39.4104
1,ugur,2018-03-23 10:46:58,653037424853,8.372498,-7.305908,-38.69934
1,ugur,2018-03-23 10:46:58,652983116260,9.143066,-7.3150635,-39.408875
1,ugur,2018-03-23 10:46:58,652931256207,7.5820923,-4.4143677,-40.153503
1,ugur,2018-03-23 10:46:58,652877459020,8.387756,-8.047485,-39.401245
1,ugur,2018-03-23 10:46:58,652823918760,10.675049,-8.027649,-38.68866
1,ugur,2018-03-23 10:46:58,652769963187,10.694885,-9.486389,-38.671875
1,ugur,2018-03-23 10:46:58,652715677301,9.939575,-10.217285,-38.66577
1,ugur,2018-03-23 10:46:58,652661737093,11.470032,-10.2127075,-38.66272
1,ugur,2018-03-23 10:46:58,652608880895,11.485291,-10.954285,-39.36615
1,ugur,2018-03-23 10:46:58,652556764645,10.73761,-13.121033,-37.92267
1,ugur,2018-03-23 10:46:58,652501238031,14.527893,-11.6241455,-36.51123
1,ugur,2018-03-23 10:46:58,652447472301,11.508179,-13.130188,-38.632202
1,ugur,2018-03-23 10:46:58,652393156520,12.252808,-11.668396,-38.645935
1,ugur,2018-03-23 10:46:58,652335395062,12.989807,-10.900879,-36.52191
1,ugur,2018-03-23 10:46:58,652281877145,12.258911,-11.680603,-39.356995
1,ugur,2018-03-23 10:46:58,652228339281,13.017273,-11.665344,-38.64441
1,ugur,2018-03-23 10:46:58,652174972249,15.309143,-12.364197,-37.213135
1,ugur,2018-03-23 10:46:58,652121713031,13.780212,-12.368774,-37.21466
1,ugur,2018-03-23 10:46:58,652068689854,12.269592,-13.832092,-37.200928
1,ugur,2018-03-23 10:46:58,652015542718,12.290955,-14.585876,-38.61389
1,ugur,2018-03-23 10:46:58,651959897145,10.020447,-15.34729,-40.031433
1,ugur,2018-03-23 10:46:58,651905048135,10.772705,-15.319824,-38.609314
1,ugur,2018-03-23 10:46:58,651850860427,10.02655,-16.781616,-38.594055
1,ugur,2018-03-23 10:46:58,651796732041,11.549377,-16.764832,-37.88147
1,ugur,2018-03-23 10:46:58,651742200531,6.2088013,-17.512512,-37.88147
1,ugur,2018-03-23 10:46:58,651689631833,7.003784,-18.992615,-39.28528
1,ugur,2018-03-23 10:46:58,651637278187,6.2210083,-17.536926,-39.302063
1,ugur,2018-03-23 10:46:58,651583920948,6.25,-19.72351,-39.279175
1,ugur,2018-03-23 10:46:58,651531608864,4.73938,-21.188354,-39.26544
1,ugur,2018-03-23 10:46:58,651478192823,4.73938,-21.188354,-39.26544
1,ugur,2018-03-23 10:46:58,651424876781,3.9840698,-21.920776,-39.25934
1,ugur,2018-03-23 10:46:58,651371177510,3.9779663,-21.90857,-38.54828
1,ugur,2018-03-23 10:46:58,651316485271,1.6967773,-21.940613,-39.971924
1,ugur,2018-03-23 10:46:58,651262995739,1.6937256,-21.221924,-40.690613
1,ugur,2018-03-23 10:46:58,651209747041,1.6906738,-20.50476,-41.4093
1,ugur,2018-03-23 10:46:58,651156620375,1.6906738,-20.50476,-41.4093
1,ugur,2018-03-23 10:46:58,651103508187,0.89416504,-17.60254,-42.152405
1,ugur,2018-03-23 10:46:58,651051189802,-1.3809204,-19.068909,-42.140198
1,ugur,2018-03-23 10:46:58,650997158344,1.6738892,-18.341064,-42.85431
1,ugur,2018-03-23 10:46:58,650944425323,2.4124146,-16.868591,-42.15851
1,ugur,2018-03-23 10:46:58,650892352458,0.90026855,-17.614746,-42.863464
1,ugur,2018-03-23 10:46:58,650838253396,-0.6515503,-16.867065,-41.452026
1,ugur,2018-03-23 10:46:58,650785006937,0.90026855,-17.614746,-42.863464
1,ugur,2018-03-23 10:46:58,650732154281,0.1159668,-16.159058,-42.88025
1,ugur,2018-03-23 10:46:58,650678457563,-0.66833496,-14.701843,-42.897034
1,ugur,2018-03-23 10:46:58,650625331208,-0.66223145,-14.71405,-43.606567
1,ugur,2018-03-23 10:46:58,650573539073,-0.6500244,-14.738464,-45.028687
1,ugur,2018-03-23 10:46:58,650521613604,1.6342163,-14.001465,-45.03174
1,ugur,2018-03-23 10:46:58,650468668240,1.625061,-13.272095,-45.040894
1,ugur,2018-03-23 10:46:58,650414668656,1.5914917,-10.366821,-45.78247
1,ugur,2018-03-23 10:46:58,650360701886,3.8909912,-10.371399,-46.488953
1,ugur,2018-03-23 10:46:58,650305274854,6.163025,-8.18634,-47.21985
1,ugur,2018-03-23 10:46:58,650250505375,6.1584473,-7.4691772,-47.938538
1,ugur,2018-03-23 10:46:58,650197167823,6.9641113,-9.67865,-49.334717
1,ugur,2018-03-23 10:46:58,650143602875,10.809326,-11.842346,-48.594666
1,ugur,2018-03-23 10:46:58,650090337042,11.59668,-12.591553,-50.006104
1,ugur,2018-03-23 10:46:58,650038375740,14.651489,-13.2873535,-48.571777
1,ugur,2018-03-23 10:46:58,649985221625,16.93573,-12.550354,-48.576355
1,ugur,2018-03-23 10:46:58,649932494802,16.96167,-14.021301,-49.27063
1,ugur,2018-03-23 10:46:58,649879417823,19.264221,-14.741516,-49.25995
1,ugur,2018-03-23 10:46:58,649825307615,20.777893,-13.995361,-48.554993
1,ugur,2018-03-23 10:46:58,649771873657,21.54541,-13.2873535,-49.98169
1,ugur,2018-03-23 10:46:58,649718837563,22.322083,-14.730835,-49.25537
1,ugur,2018-03-23 10:46:58,649666008500,23.84491,-14.71405,-48.542786
1,ugur,2018-03-23 10:46:58,649612995740,24.630737,-14.042664,-52.101135
1,ugur,2018-03-23 10:46:58,649560595792,23.838806,-13.279724,-49.978638
1,ugur,2018-03-23 10:46:58,649508487303,23.121643,-15.505981,-52.087402
1,ugur,2018-03-23 10:46:58,649456208865,21.56372,-14.746094,-49.96643
1,ugur,2018-03-23 10:46:58,649401074021,23.867798,-15.467834,-49.95575
1,ugur,2018-03-23 10:46:58,649346866834,20.767212,-13.265991,-48.562622
1,ugur,2018-03-23 10:46:58,649292954490,19.267273,-15.458679,-48.54126
1,ugur,2018-03-23 10:46:58,649240938865,19.226074,-13.247681,-47.14508
1,ugur,2018-03-23 10:46:58,649183838657,16.941833,-12.562561,-49.287415
1,ugur,2018-03-23 10:46:58,649131645480,16.156006,-11.811829,-47.875977
1,ugur,2018-03-23 10:46:58,649078984178,16.174316,-11.846924,-50.006104
1,ugur,2018-03-23 10:46:58,649026176001,16.145325,-9.658813,-50.030518
1,ugur,2018-03-23 10:46:58,648973792980,16.870117,-6.739807,-50.061035
1,ugur,2018-03-23 10:46:58,648919790376,14.5401,-5.252075,-47.94922
1,ugur,2018-03-23 10:46:58,648865774647,14.581299,-7.4645996,-49.345398
1,ugur,2018-03-23 10:46:58,648812841209,11.5234375,-7.475281,-49.349976
1,ugur,2018-03-23 10:46:58,648757465324,11.529541,-8.909607,-47.914124
1,ugur,2018-03-23 10:46:58,648703310428,13.027954,-7.421875,-46.507263
1,ugur,2018-03-23 10:46:58,648649914438,13.787842,-6.70166,-47.224426
1,ugur,2018-03-23 10:46:58,648596354022,13.781738,-6.689453,-46.513367
1,ugur,2018-03-23 10:46:58,648542907407,13.781738,-5.267334,-48.66028
1,ugur,2018-03-23 10:46:58,648488605584,15.263367,-3.038025,-46.549988
1,ugur,2018-03-23 10:46:58,648436231470,15.274048,-5.189514,-44.395447
1,ugur,2018-03-23 10:46:58,648384630011,15.254211,-3.730774,-44.41223
1,ugur,2018-03-23 10:46:58,648332950220,15.211487,-0.09613037,-45.161438
1,ugur,2018-03-23 10:46:58,648280641782,11.398315,-0.8392334,-45.159912
1,ugur,2018-03-23 10:46:58,648228514334,14.476013,-2.2872925,-46.569824
1,ugur,2018-03-23 10:46:58,648176785272,12.931824,-1.5518188,-44.43817
1,ugur,2018-03-23 10:46:58,648122688293,12.1536255,-0.10681152,-45.166016
1,ugur,2018-03-23 10:46:58,648069626939,10.624695,-0.11291504,-45.169067
1,ugur,2018-03-23 10:46:58,648016843605,10.627747,-0.8300781,-44.45038
1,ugur,2018-03-23 10:46:58,647963322459,10.606384,-0.076293945,-43.037415
1,ugur,2018-03-23 10:46:58,647909121157,12.902832,0.6362915,-44.462585
1,ugur,2018-03-23 10:46:58,647855892928,11.392212,-0.82702637,-44.448853
1,ugur,2018-03-23 10:46:58,647801810272,11.361694,0.6561279,-43.043518
1,ugur,2018-03-23 10:46:58,647746826470,11.341858,2.1148682,-43.060303
1,ugur,2018-03-23 10:46:58,647692005324,13.600159,4.321289,-42.36908
1,ugur,2018-03-23 10:46:58,647638073397,11.357117,1.373291,-43.762207
1,ugur,2018-03-23 10:46:58,647583227616,11.364746,-0.062561035,-42.326355
1,ugur,2018-03-23 10:46:58,647529690428,12.132263,0.6454468,-43.75305
1,ugur,2018-03-23 10:46:58,647475515897,14.416504,-0.03967285,-41.610718
1,ugur,2018-03-23 10:46:58,647421621418,14.445496,-2.2277832,-41.586304
1,ugur,2018-03-23 10:46:58,647368335845,15.219116,-2.9541016,-41.578674
1,ugur,2018-03-23 10:46:58,647315501210,13.6779785,-2.935791,-40.159607
1,ugur,2018-03-23 10:46:58,647261986522,15.997314,-2.9754639,-42.99774
1,ugur,2018-03-23 10:46:58,647209163345,16.732788,-2.2079468,-40.87372
1,ugur,2018-03-23 10:46:58,647155037668,16.76178,-4.396057,-40.849304
1,ugur,2018-03-23 10:46:58,647102440376,17.507935,-2.9342651,-40.864563
1,ugur,2018-03-23 10:46:58,647049928866,17.449951,0.018310547,-38.764954
1,ugur,2018-03-23 10:46:58,646997292147,18.284607,-2.9556274,-42.28363
1,ugur,2018-03-23 10:46:58,646939735168,18.266296,-2.9190063,-40.151978
1,ugur,2018-03-23 10:46:58,646886255689,17.536926,-6.5444946,-38.693237
1,ugur,2018-03-23 10:46:58,646833319231,19.075012,-5.845642,-40.829468
1,ugur,2018-03-23 10:46:58,646776819231,17.584229,-8.769226,-40.800476
1,ugur,2018-03-23 10:46:58,646723558502,18.34259,-8.753967,-40.089417
1,ugur,2018-03-23 10:46:58,646671032668,16.825867,-8.782959,-41.511536
1,ugur,2018-03-23 10:46:58,646616675533,15.304565,-10.223389,-40.078735
1,ugur,2018-03-23 10:46:58,646562471054,15.310669,-10.235596,-40.78827
1,ugur,2018-03-23 10:46:58,646508836835,15.351868,-13.870239,-40.039063
1,ugur,2018-03-23 10:46:58,646455909856,14.593506,-13.883972,-40.750122
1,ugur,2018-03-23 10:46:58,646402716002,15.367126,-13.188171,-42.88788
1,ugur,2018-03-23 10:46:58,646348858866,15.339661,-12.423706,-40.76538
1,ugur,2018-03-23 10:46:58,646295214543,15.396118,-15.376282,-42.863464
1,ugur,2018-03-23 10:46:58,646241603241,13.883972,-17.546082,-41.42151
1,ugur,2018-03-23 10:46:58,646188828762,13.883972,-17.546082,-41.42151
1,ugur,2018-03-23 10:46:58,646136092512,13.858032,-16.075134,-40.727234
1,ugur,2018-03-23 10:46:58,646082717981,14.654541,-17.555237,-42.131042
1,ugur,2018-03-23 10:46:58,646031094023,14.639282,-16.81366,-41.42914
1,ugur,2018-03-23 10:46:58,645978953762,14.645386,-16.825867,-42.13867
1,ugur,2018-03-23 10:46:58,645927031835,16.171265,-17.526245,-40.707397
1,ugur,2018-03-23 10:46:58,645874625273,15.409851,-16.822815,-42.155457
1,ugur,2018-03-23 10:46:58,645818864804,14.640808,-16.108704,-42.85736
1,ugur,2018-03-23 10:46:58,645765464491,13.08136,-14.631653,-41.45508
1,ugur,2018-03-23 10:46:58,645709806992,13.853455,-13.935852,-43.592834
1,ugur,2018-03-23 10:46:58,645657438085,15.353394,-11.741638,-43.614197
1,ugur,2018-03-23 10:46:58,645604371002,12.329102,-14.657593,-42.877197
1,ugur,2018-03-23 10:46:58,645551871106,12.31842,-13.928223,-42.884827
1,ugur,2018-03-23 10:46:58,645499455064,13.838196,-13.194275,-42.89093
1,ugur,2018-03-23 10:46:58,645446420065,13.858032,-14.653015,-42.874146
1,ugur,2018-03-23 10:46:58,645391728658,11.57074,-16.09497,-41.441345
1,ugur,2018-03-23 10:46:58,645337771471,11.587524,-16.836548,-42.14325
1,ugur,2018-03-23 10:46:58,645284393762,11.567688,-15.377808,-42.160034
1,ugur,2018-03-23 10:46:58,645230130377,12.347412,-16.116333,-42.860413
1,ugur,2018-03-23 10:46:58,645176956940,10.058594,-16.841125,-42.1463
1,ugur,2018-03-23 10:46:58,645123383033,9.283447,-14.692688,-44.30237
1,ugur,2018-03-23 10:46:58,645070891940,8.486938,-13.212585,-42.89856
1,ugur,2018-03-23 10:46:58,645017506315,9.234619,-11.045837,-44.34204
1,ugur,2018-03-23 10:46:58,644963402721,10.002136,-11.759949,-43.621826
1,ugur,2018-03-23 10:46:58,644909899179,11.509705,-11.001587,-42.207336
1,ugur,2018-03-23 10:46:58,644857953242,10.025024,-13.935852,-42.88788
1,ugur,2018-03-23 10:46:58,644804546315,8.4991455,-13.2369995,-44.319153
1,ugur,2018-03-23 10:46:58,644751241159,8.506775,-14.671326,-42.8833
1,ugur,2018-03-23 10:46:58,644697001054,8.483887,-13.9175415,-41.470337
1,ugur,2018-03-23 10:46:58,644643894127,8.51593,-15.400696,-42.874146
1,ugur,2018-03-23 10:46:58,644592147304,6.996155,-16.134644,-42.869568
1,ugur,2018-03-23 10:46:58,644540075013,6.9839478,-16.11023,-41.448975
1,ugur,2018-03-23 10:46:58,644488034440,7.7575684,-15.414429,-43.58673
1,ugur,2018-03-23 10:46:58,644435136107,7.7331543,-15.367126,-40.745544
1,ugur,2018-03-23 10:46:58,644381742825,9.266663,-13.951111,-43.600464
1,ugur,2018-03-23 10:46:58,644328933138,6.9519043,-13.204956,-42.19055
1,ugur,2018-03-23 10:46:58,644276644961,8.502197,-13.954163,-43.600464
1,ugur,2018-03-23 10:46:58,644224320846,6.944275,-11.77063,-43.626404
1,ugur,2018-03-23 10:46:58,644169758034,6.1935425,-13.220215,-42.90161
1,ugur,2018-03-23 10:46:58,644116357148,9.251404,-13.209534,-42.897034
1,ugur,2018-03-23 10:46:58,644062830013,7.7148438,-11.779785,-44.335938
1,ugur,2018-03-23 10:46:58,644009824440,6.1828613,-11.068726,-45.05768
1,ugur,2018-03-23 10:46:58,643956839492,6.944275,-11.77063,-43.626404
1,ugur,2018-03-23 10:46:58,643903417513,2.3605347,-11.080933,-45.062256
1,ugur,2018-03-23 10:46:58,643848910169,4.685974,-13.978577,-44.317627
1,ugur,2018-03-23 10:46:58,643795756315,3.1448364,-13.960266,-42.89856
1,ugur,2018-03-23 10:46:58,643742380846,3.138733,-13.948059,-42.189026
1,ugur,2018-03-23 10:46:58,643689135794,2.394104,-15.409851,-42.173767
1,ugur,2018-03-23 10:46:58,643635101940,0.8834839,-16.873169,-42.160034
1,ugur,2018-03-23 10:46:58,643581837409,0.13122559,-16.899109,-43.582153
1,ugur,2018-03-23 10:46:58,643529840430,-0.61950684,-19.772339,-40.71045
1,ugur,2018-03-23 10:46:58,643477604180,-2.166748,-18.318176,-40.72876
1,ugur,2018-03-23 10:46:58,643424912774,-2.9190063,-19.767761,-40.003967
1,ugur,2018-03-23 10:46:58,643372593763,-5.986023,-19.049072,-40.016174
1,ugur,2018-03-23 10:46:58,643319281419,-6.741333,-19.781494,-40.01007
1,ugur,2018-03-23 10:46:58,643265714076,-4.4403076,-21.20819,-38.56964
1,ugur,2018-03-23 10:46:58,643212801940,-6.718445,-21.957397,-39.274597
1,ugur,2018-03-23 10:46:58,643159618867,-6.744385,-20.48645,-38.580322
1,ugur,2018-03-23 10:46:58,643106204232,-9.024048,-21.940613,-37.85858
1,ugur,2018-03-23 10:46:58,643051781368,-8.24585,-23.384094,-37.130737
1,ugur,2018-03-23 10:46:58,642997985690,-7.485962,-22.665405,-37.8479
1,ugur,2018-03-23 10:46:58,642945433451,-10.559082,-21.93451,-37.150574
1,ugur,2018-03-23 10:46:58,642891105534,-9.802246,-20.497131,-38.5849
1,ugur,2018-03-23 10:46:58,642838680743,-9.008789,-22.68219,-38.560486
1,ugur,2018-03-23 10:46:58,642785727982,-8.262634,-21.220398,-38.575745
1,ugur,2018-03-23 10:46:58,642730870482,-7.5180054,-19.760132,-38.589478
1,ugur,2018-03-23 10:46:58,642676763816,-8.288574,-19.74945,-37.879944
1,ugur,2018-03-23 10:46:58,642623003920,-9.802246,-20.497131,-38.5849
1,ugur,2018-03-23 10:46:58,642570823920,-10.565186,-21.922302,-36.439514
1,ugur,2018-03-23 10:46:58,642517503816,-11.343384,-20.477295,-37.16736
1,ugur,2018-03-23 10:46:58,642463355743,-11.355591,-20.454407,-35.746765
1,ugur,2018-03-23 10:46:58,642409977878,-10.549927,-21.240234,-39.28833
1,ugur,2018-03-23 10:46:58,642355883712,-12.8463745,-23.376465,-35.716248
1,ugur,2018-03-23 10:46:58,642302586264,-14.38446,-22.653198,-35.72693
1,ugur,2018-03-23 10:46:58,642249063920,-13.652039,-19.744873,-36.468506
1,ugur,2018-03-23 10:46:58,642195142930,-12.878418,-20.471191,-36.45935
1,ugur,2018-03-23 10:46:58,642141157357,-15.213013,-18.267822,-35.064697
1,ugur,2018-03-23 10:46:58,642087441576,-13.6779785,-18.273926,-35.77423
1,ugur,2018-03-23 10:46:58,642033869493,-14.439392,-17.570496,-37.20398
1,ugur,2018-03-23 10:46:58,641977513764,-13.645935,-19.75708,-37.17804
1,ugur,2018-03-23 10:46:58,641923916420,-14.428711,-19.72351,-35.047913
1,ugur,2018-03-23 10:46:58,641870502722,-14.427185,-19.018555,-36.47766
1,ugur,2018-03-23 10:46:58,641816422201,-12.147522,-19.691467,-33.624268
1,ugur,2018-03-23 10:46:58,641762964337,-15.963745,-19.715881,-34.339905
1,ugur,2018-03-23 10:46:58,641709845483,-12.890625,-20.446777,-35.038757
1,ugur,2018-03-23 10:46:58,641656561264,-12.878418,-20.471191,-36.45935
1,ugur,2018-03-23 10:46:58,641603042045,-14.448547,-18.26477,-35.064697
1,ugur,2018-03-23 10:46:58,641550217722,-14.448547,-18.26477,-35.064697
1,ugur,2018-03-23 10:46:58,641495752618,-14.422607,-19.735718,-35.758972
1,ugur,2018-03-23 10:46:58,641440378660,-13.690186,-18.249512,-34.35211
1,ugur,2018-03-23 10:46:58,641388202931,-14.451599,-17.547607,-35.78186
1,ugur,2018-03-23 10:46:58,641331269337,-12.936401,-16.09497,-36.506653
1,ugur,2018-03-23 10:46:58,641277598035,-15.9713745,-18.281555,-35.777283
1,ugur,2018-03-23 10:46:58,641225042462,-15.226746,-16.82129,-35.791016
1,ugur,2018-03-23 10:46:58,641170961941,-15.992737,-17.527771,-34.36432
1,ugur,2018-03-23 10:46:58,641117317618,-17.526245,-16.816711,-35.084534
1,ugur,2018-03-23 10:46:58,641064321941,-16.767883,-16.801453,-34.373474
1,ugur,2018-03-23 10:46:58,641009721472,-18.309021,-16.783142,-32.954407
1,ugur,2018-03-23 10:46:58,640957392670,-17.544556,-16.78009,-32.954407
1,ugur,2018-03-23 10:46:58,640903202306,-15.245056,-16.784668,-33.66089
1,ugur,2018-03-23 10:46:58,640850450170,-16.786194,-16.766357,-32.24182
1,ugur,2018-03-23 10:46:58,640795123295,-19.064331,-17.515564,-32.948303
1,ugur,2018-03-23 10:46:58,640738898556,-16.760254,-18.235779,-32.936096
1,ugur,2018-03-23 10:46:58,640685762410,-17.521667,-17.533875,-34.365845
1,ugur,2018-03-23 10:46:58,640633347306,-19.059753,-18.232727,-32.229614
1,ugur,2018-03-23 10:46:58,640581379806,-15.960693,-20.43457,-33.62274
1,ugur,2018-03-23 10:46:58,640529560379,-16.751099,-18.965149,-32.928467
1,ugur,2018-03-23 10:46:58,640475807618,-15.2282715,-18.948364,-32.21588
1,ugur,2018-03-23 10:46:58,640419565848,-15.208435,-20.407104,-32.200623
1,ugur,2018-03-23 10:46:58,640366255952,-12.924194,-19.670105,-32.2052
1,ugur,2018-03-23 10:46:58,640313776160,-12.910461,-18.988037,-35.054016
1,ugur,2018-03-23 10:46:58,640260503869,-10.626221,-18.251038,-35.058594
1,ugur,2018-03-23 10:46:58,640206886525,-9.838867,-20.425415,-34.32312
1,ugur,2018-03-23 10:46:58,640152812306,-9.062195,-20.446777,-35.742188
1,ugur,2018-03-23 10:46:58,640099687150,-5.239868,-20.433044,-35.736084
1,ugur,2018-03-23 10:46:58,640046930171,-6.045532,-18.223572,-34.34143
1,ugur,2018-03-23 10:46:58,639994201212,-1.4389038,-18.243408,-36.465454
1,ugur,2018-03-23 10:46:58,639941834858,0.84381104,-17.506409,-36.47003
1,ugur,2018-03-23 10:46:58,639888975744,0.82855225,-16.764832,-35.7666
1,ugur,2018-03-23 10:46:58,639834930900,2.3345947,-14.584351,-36.499023
1,ugur,2018-03-23 10:46:58,639781800379,5.3894043,-13.856506,-37.21161
1,ugur,2018-03-23 10:46:58,639727539650,2.34375,-15.313721,-36.491394
1,ugur,2018-03-23 10:46:58,639675607567,6.1401367,-12.406921,-37.937927
