label,user,collection_datetime,device_timestamp,rotvecgyro_x,rotvecgyro_y,rotvecgyro_z
1,ugur,2018-03-23 10:46:59,655955453133,0.045896806,-0.066646986,-0.11374489
1,ugur,2018-03-23 10:46:59,655902374488,0.051215842,-0.0698144,-0.11852317
1,ugur,2018-03-23 10:46:59,655850117248,0.058052327,-0.07534917,-0.12099336
1,ugur,2018-03-23 10:46:59,655797881519,0.061457556,-0.07941506,-0.11983795
1,ugur,2018-03-23 10:46:59,655745321727,0.06798821,-0.087403126,-0.116495565
1,ugur,2018-03-23 10:46:59,655692219019,0.06302969,-0.0802902,-0.11437182
1,ugur,2018-03-23 10:46:59,655639436259,0.05682205,-0.0652753,-0.115199246
1,ugur,2018-03-23 10:46:59,655587009644,0.05738476,-0.06646619,-0.11696491
1,ugur,2018-03-23 10:46:59,655534224748,0.07210729,-0.0812876,-0.109094955
1,ugur,2018-03-23 10:46:59,655481400321,0.093386024,-0.076146275,-0.09509128
1,ugur,2018-03-23 10:46:59,655428828707,0.10284989,-0.08069398,-0.084032334
1,ugur,2018-03-23 10:46:59,655375865894,0.11194888,-0.08109902,-0.07046637
1,ugur,2018-03-23 10:46:59,655323131884,0.11713215,-0.08354851,-0.06087897
1,ugur,2018-03-23 10:46:59,655270962196,0.124348626,-0.0780203,-0.05051406
1,ugur,2018-03-23 10:46:59,655217639488,0.12597567,-0.07198454,-0.044508416
1,ugur,2018-03-23 10:46:59,655164459071,0.12073211,-0.06407585,-0.043624014
1,ugur,2018-03-23 10:46:59,655111812613,0.109609485,-0.061140172,-0.047542002
1,ugur,2018-03-23 10:46:59,655059761571,0.09607481,-0.054467913,-0.052585915
1,ugur,2018-03-23 10:46:59,655007384488,0.08238571,-0.0468577,-0.05802467
1,ugur,2018-03-23 10:46:59,654953478550,0.06731276,-0.041045897,-0.063441925
1,ugur,2018-03-23 10:46:59,654901116884,0.04930324,-0.041536536,-0.06731954
1,ugur,2018-03-23 10:46:59,654847688498,0.04601601,-0.055119816,-0.06524363
1,ugur,2018-03-23 10:46:59,654795432926,0.057069656,-0.057754524,-0.061404962
1,ugur,2018-03-23 10:46:59,654743473134,0.06515635,-0.05433737,-0.064643644
1,ugur,2018-03-23 10:46:59,654690599228,0.06868165,-0.057794794,-0.075539656
1,ugur,2018-03-23 10:46:59,654637126988,0.07208937,-0.06268094,-0.083299175
1,ugur,2018-03-23 10:46:59,654583843446,0.08310153,-0.06904698,-0.085920066
1,ugur,2018-03-23 10:46:59,654531547405,0.09104949,-0.07448238,-0.083046325
1,ugur,2018-03-23 10:46:59,654476382717,0.09160482,-0.07854232,-0.077761956
1,ugur,2018-03-23 10:46:59,654424127144,0.08875159,-0.08608462,-0.06876338
1,ugur,2018-03-23 10:46:59,654371600322,0.08316932,-0.09572576,-0.059214294
1,ugur,2018-03-23 10:46:59,654317738499,0.07151735,-0.09295338,-0.053019803
1,ugur,2018-03-23 10:46:59,654264123447,0.052976493,-0.08734145,-0.059057936
1,ugur,2018-03-23 10:46:59,654211546728,0.053328045,-0.085319154,-0.059942305
1,ugur,2018-03-23 10:46:59,654159734332,0.07111303,-0.08209086,-0.053272706
1,ugur,2018-03-23 10:46:59,654106011051,0.075628415,-0.0769671,-0.04978122
1,ugur,2018-03-23 10:46:59,654053879228,0.081090465,-0.07027548,-0.045006294
1,ugur,2018-03-23 10:46:59,653998452301,0.08615498,-0.06899461,-0.039863285
1,ugur,2018-03-23 10:46:59,653945780530,0.08837371,-0.06435273,-0.03734894
1,ugur,2018-03-23 10:46:59,653891713030,0.08855423,-0.058886632,-0.039331455
1,ugur,2018-03-23 10:46:59,653838119593,0.07907227,-0.05584069,-0.04827568
1,ugur,2018-03-23 10:46:59,653785291363,0.06984741,-0.05647057,-0.059030496
1,ugur,2018-03-23 10:46:59,653732156780,0.065860465,-0.054039925,-0.0698906
1,ugur,2018-03-23 10:46:59,653678271624,0.059957515,-0.046789516,-0.082525544
1,ugur,2018-03-23 10:46:59,653624952822,0.05282009,-0.041005578,-0.09437644
1,ugur,2018-03-23 10:46:59,653572569697,0.04885554,-0.04849152,-0.10140781
1,ugur,2018-03-23 10:46:59,653518797561,0.060812425,-0.053100556,-0.10357742
1,ugur,2018-03-23 10:46:59,653464672509,0.059561245,-0.05648884,-0.11202548
1,ugur,2018-03-23 10:46:59,653412086624,0.059609246,-0.059757166,-0.119486235
1,ugur,2018-03-23 10:46:59,653359414541,0.061364897,-0.062900715,-0.12568346
1,ugur,2018-03-23 10:46:59,653306795687,0.064835414,-0.06368732,-0.12937163
1,ugur,2018-03-23 10:46:59,653252882249,0.06796894,-0.06893136,-0.12777823
1,ugur,2018-03-23 10:46:59,653199338551,0.06396479,-0.07410985,-0.12282719
1,ugur,2018-03-23 10:46:59,653145095009,0.06009769,-0.07995391,-0.11196073
1,ugur,2018-03-23 10:46:59,653091480426,0.05421234,-0.08307181,-0.09932232
1,ugur,2018-03-23 10:46:59,653036170687,0.043561548,-0.08565032,-0.08817877
1,ugur,2018-03-23 10:46:59,652982847822,0.02599345,-0.07308243,-0.089054726
1,ugur,2018-03-23 10:46:59,652930840374,0.018077418,-0.068065405,-0.09280285
1,ugur,2018-03-23 10:46:59,652877151312,0.041838072,-0.063246384,-0.081917815
1,ugur,2018-03-23 10:46:59,652823562510,0.051670033,-0.051946484,-0.07151284
1,ugur,2018-03-23 10:46:59,652769142562,0.053550825,-0.04428498,-0.05975516
1,ugur,2018-03-23 10:46:59,652715368603,0.05667338,-0.03720134,-0.046299618
1,ugur,2018-03-23 10:46:59,652661410322,0.05947718,-0.030407136,-0.029028332
1,ugur,2018-03-23 10:46:59,652608662666,0.06256923,-0.025069859,-0.013521257
1,ugur,2018-03-23 10:46:59,652556587978,0.0637718,-0.018528882,0.00039403504
1,ugur,2018-03-23 10:46:59,652500911260,0.06134507,-0.013936455,0.016621886
1,ugur,2018-03-23 10:46:59,652446993083,0.057196945,-0.014714226,0.029645821
1,ugur,2018-03-23 10:46:59,652390594229,0.053850193,-0.009438261,0.04605927
1,ugur,2018-03-23 10:46:59,652334538760,0.046302244,0.0006195003,0.059473556
1,ugur,2018-03-23 10:46:59,652281702249,0.033104237,-0.00070425955,0.0652963
1,ugur,2018-03-23 10:46:59,652227726677,0.039630614,-0.0013629261,0.07858371
1,ugur,2018-03-23 10:46:59,652174567614,0.05770559,0.010001049,0.09257187
1,ugur,2018-03-23 10:46:59,652121119958,0.056898944,0.0109392945,0.09930946
1,ugur,2018-03-23 10:46:59,652068244177,0.05911789,0.0051306924,0.109284446
1,ugur,2018-03-23 10:46:59,652014678395,0.061848685,9.103986e-05,0.12208649
1,ugur,2018-03-23 10:46:59,651959588395,0.06498155,-0.002858817,0.13653564
1,ugur,2018-03-23 10:46:59,651904724229,0.07011367,-0.0041103465,0.158009
1,ugur,2018-03-23 10:46:59,651850536468,0.07387564,-0.0038381133,0.18426573
1,ugur,2018-03-23 10:46:59,651795951573,0.072600745,-0.005209914,0.20993374
1,ugur,2018-03-23 10:46:59,651741970375,0.07041738,-0.0069882525,0.23984851
1,ugur,2018-03-23 10:46:59,651689428812,0.0679942,-0.012996463,0.26409218
1,ugur,2018-03-23 10:46:59,651636947979,0.05819663,-0.009665147,0.28499582
1,ugur,2018-03-23 10:46:59,651583755739,0.056991275,-0.0077702887,0.3004029
1,ugur,2018-03-23 10:46:59,651531264125,0.07910066,-0.0037679537,0.32340473
1,ugur,2018-03-23 10:46:59,651477818708,0.09137389,0.0089487415,0.3454091
1,ugur,2018-03-23 10:46:59,651424540635,0.09238432,0.010452089,0.36354697
1,ugur,2018-03-23 10:46:59,651370440323,0.09505431,0.013055476,0.3790492
1,ugur,2018-03-23 10:46:59,651316174906,0.096999645,0.013677528,0.3939569
1,ugur,2018-03-23 10:46:59,651262656000,0.097152315,0.014367781,0.40480888
1,ugur,2018-03-23 10:46:59,651209195427,0.09690435,0.013099649,0.41331005
1,ugur,2018-03-23 10:46:59,651156053239,0.09068412,0.008010957,0.4178901
1,ugur,2018-03-23 10:46:59,651103310896,0.09029209,0.001001516,0.4203737
1,ugur,2018-03-23 10:46:59,651050841937,0.08949541,0.0070744236,0.42312196
1,ugur,2018-03-23 10:46:59,650996833292,0.08586851,0.0086718155,0.42249823
1,ugur,2018-03-23 10:46:59,650944045219,0.08212301,-0.00063217845,0.41964024
1,ugur,2018-03-23 10:46:59,650892182979,0.087456696,-0.008846815,0.42005238
1,ugur,2018-03-23 10:46:59,650837892302,0.105719194,-0.015388438,0.41916728
1,ugur,2018-03-23 10:46:59,650784682250,0.110962465,-0.014973432,0.41500887
1,ugur,2018-03-23 10:46:59,650731928188,0.11068029,-0.024260584,0.40615347
1,ugur,2018-03-23 10:46:59,650678129958,0.10991759,-0.034600057,0.3930357
1,ugur,2018-03-23 10:46:59,650625137042,0.11032885,-0.038499136,0.3829575
1,ugur,2018-03-23 10:46:59,650573385479,0.11314732,-0.043483764,0.37301058
1,ugur,2018-03-23 10:46:59,650521431156,0.1129124,-0.050345466,0.36391446
1,ugur,2018-03-23 10:46:59,650467863083,0.10878946,-0.05911764,0.35455704
1,ugur,2018-03-23 10:46:59,650414309281,0.09974278,-0.073701225,0.34372926
1,ugur,2018-03-23 10:46:59,650360355844,0.09052834,-0.08469178,0.33159187
1,ugur,2018-03-23 10:46:59,650304946313,0.07653736,-0.08186259,0.31379288
1,ugur,2018-03-23 10:46:59,650249494334,0.06659802,-0.08647899,0.29192978
1,ugur,2018-03-23 10:46:59,650196517615,0.083848305,-0.081499435,0.281649
1,ugur,2018-03-23 10:46:59,650142809334,0.10246731,-0.07208225,0.2772108
1,ugur,2018-03-23 10:46:59,650089807823,0.10495518,-0.0702653,0.26593238
1,ugur,2018-03-23 10:46:59,650038208500,0.108328566,-0.07000661,0.25261745
1,ugur,2018-03-23 10:46:59,649984909386,0.107384406,-0.07091776,0.23714212
1,ugur,2018-03-23 10:46:59,649932151886,0.10654371,-0.073371686,0.21560797
1,ugur,2018-03-23 10:46:59,649878392354,0.100682706,-0.0746749,0.19067496
1,ugur,2018-03-23 10:46:59,649824989230,0.09509093,-0.07686944,0.15903923
1,ugur,2018-03-23 10:46:59,649770997198,0.08804914,-0.07678314,0.1257746
1,ugur,2018-03-23 10:46:59,649718445948,0.08675171,-0.07160953,0.08616831
1,ugur,2018-03-23 10:46:59,649665297302,0.08474296,-0.06401778,0.048760284
1,ugur,2018-03-23 10:46:59,649612774282,0.07981691,-0.06834546,0.009763485
1,ugur,2018-03-23 10:46:59,649560442042,0.08193002,-0.079364344,-0.017445697
1,ugur,2018-03-23 10:46:59,649508116625,0.09431993,-0.08782978,-0.039726794
1,ugur,2018-03-23 10:46:59,649455449490,0.100435786,-0.08377303,-0.06590994
1,ugur,2018-03-23 10:46:59,649400331261,0.097446926,-0.08629099,-0.095332764
1,ugur,2018-03-23 10:46:59,649346555480,0.09640413,-0.0909996,-0.11949663
1,ugur,2018-03-23 10:46:59,649292749438,0.09538829,-0.09304945,-0.1420899
1,ugur,2018-03-23 10:46:59,649237827823,0.094184175,-0.092621885,-0.15959106
1,ugur,2018-03-23 10:46:59,649183687771,0.08760883,-0.09111746,-0.1736199
1,ugur,2018-03-23 10:46:59,649131454438,0.07733447,-0.0906333,-0.1864177
1,ugur,2018-03-23 10:46:59,649078626001,0.06720839,-0.09188727,-0.19461091
1,ugur,2018-03-23 10:46:59,649026007094,0.061600197,-0.09259118,-0.19933793
1,ugur,2018-03-23 10:46:59,648973420428,0.048604183,-0.081069864,-0.21116187
1,ugur,2018-03-23 10:46:59,648919387719,0.036076292,-0.08955061,-0.22303559
1,ugur,2018-03-23 10:46:59,648865378553,0.058258016,-0.094856456,-0.22144285
1,ugur,2018-03-23 10:46:59,648812029022,0.0652736,-0.09158817,-0.22382186
1,ugur,2018-03-23 10:46:59,648756914855,0.0659742,-0.08721347,-0.2289215
1,ugur,2018-03-23 10:46:59,648703128449,0.06857986,-0.08567925,-0.23329338
1,ugur,2018-03-23 10:46:59,648649582563,0.070465,-0.08258378,-0.24152377
1,ugur,2018-03-23 10:46:59,648595581626,0.07154135,-0.07851981,-0.25216052
1,ugur,2018-03-23 10:46:59,648542242876,0.06645272,-0.07474813,-0.26799938
1,ugur,2018-03-23 10:46:59,648488294438,0.065167055,-0.075236104,-0.28349334
1,ugur,2018-03-23 10:46:59,648436077615,0.068986036,-0.06960266,-0.2957481
1,ugur,2018-03-23 10:46:59,648384410897,0.07169469,-0.068832465,-0.30831885
1,ugur,2018-03-23 10:46:59,648332590063,0.059668254,-0.05958399,-0.32486945
1,ugur,2018-03-23 10:46:59,648280460480,0.054591194,-0.06263008,-0.33885548
1,ugur,2018-03-23 10:46:59,648228326782,0.06219176,-0.0738076,-0.34694892
1,ugur,2018-03-23 10:46:59,648176253397,0.06590693,-0.071696386,-0.35624373
1,ugur,2018-03-23 10:46:59,648122450428,0.06077524,-0.07442312,-0.36616075
1,ugur,2018-03-23 10:46:59,648069140272,0.0584659,-0.08257233,-0.37323326
1,ugur,2018-03-23 10:46:59,648016587876,0.06191633,-0.08802091,-0.376502
1,ugur,2018-03-23 10:46:59,647963122043,0.06373368,-0.09154657,-0.37882397
1,ugur,2018-03-23 10:46:59,647908809126,0.055510543,-0.08962563,-0.38275963
1,ugur,2018-03-23 10:46:59,647855563084,0.051627398,-0.09145799,-0.3829216
1,ugur,2018-03-23 10:46:59,647801111678,0.044031434,-0.089445375,-0.37893406
1,ugur,2018-03-23 10:46:59,647746488293,0.03962243,-0.084352344,-0.37278804
1,ugur,2018-03-23 10:46:59,647691261626,0.02453975,-0.06589779,-0.37769052
1,ugur,2018-03-23 10:46:59,647637742147,0.021653274,-0.06731037,-0.37552267
1,ugur,2018-03-23 10:46:59,647582855168,0.043802496,-0.070835784,-0.36273715
1,ugur,2018-03-23 10:46:59,647529245428,0.048511866,-0.06715882,-0.35337338
1,ugur,2018-03-23 10:46:59,647475113085,0.050546117,-0.061765604,-0.34508535
1,ugur,2018-03-23 10:46:59,647421136730,0.053150453,-0.05523833,-0.33612898
1,ugur,2018-03-23 10:46:59,647368110845,0.055548314,-0.05414054,-0.32844493
1,ugur,2018-03-23 10:46:59,647315158866,0.05695309,-0.049485013,-0.32159162
1,ugur,2018-03-23 10:46:59,647261525168,0.06084062,-0.046397857,-0.31481197
1,ugur,2018-03-23 10:46:59,647208464647,0.05972665,-0.044044744,-0.30985
1,ugur,2018-03-23 10:46:59,647154639803,0.05934006,-0.039217923,-0.3061938
1,ugur,2018-03-23 10:46:59,647102009647,0.058221996,-0.029324394,-0.30396396
1,ugur,2018-03-23 10:46:59,647049755376,0.055262547,-0.019630665,-0.3018135
1,ugur,2018-03-23 10:46:59,646996578189,0.050236154,-0.019663854,-0.29675174
1,ugur,2018-03-23 10:46:59,646939329804,0.06258544,-0.024317702,-0.28433073
1,ugur,2018-03-23 10:46:59,646885364439,0.06970789,-0.022237575,-0.2715643
1,ugur,2018-03-23 10:46:59,646832940845,0.068519495,-0.023570625,-0.26241744
1,ugur,2018-03-23 10:46:59,646776412824,0.063935645,-0.029356105,-0.24995117
1,ugur,2018-03-23 10:46:59,646723391210,0.06786034,-0.03566101,-0.23485184
1,ugur,2018-03-23 10:46:59,646670596522,0.07265755,-0.04075751,-0.21574101
1,ugur,2018-03-23 10:46:59,646616360845,0.0776465,-0.044010606,-0.19697484
1,ugur,2018-03-23 10:46:59,646561782252,0.076388225,-0.04556459,-0.17798787
1,ugur,2018-03-23 10:46:59,646508175637,0.076066785,-0.04898514,-0.1594531
1,ugur,2018-03-23 10:46:59,646455497929,0.07477731,-0.053941283,-0.14206779
1,ugur,2018-03-23 10:46:59,646402357356,0.075458005,-0.051565256,-0.12675497
1,ugur,2018-03-23 10:46:59,646348547304,0.06786217,-0.047186095,-0.11850823
1,ugur,2018-03-23 10:46:59,646294885012,0.07258119,-0.05396201,-0.10671455
1,ugur,2018-03-23 10:46:59,646241288554,0.09106053,-0.051691346,-0.09293765
1,ugur,2018-03-23 10:46:59,646188303762,0.0945417,-0.05112319,-0.08506728
1,ugur,2018-03-23 10:46:59,646135393293,0.093975686,-0.051195808,-0.07879726
1,ugur,2018-03-23 10:46:59,646082565793,0.09705021,-0.05144047,-0.07288224
1,ugur,2018-03-23 10:46:59,646030933710,0.10084819,-0.05220322,-0.065819554
1,ugur,2018-03-23 10:46:59,645978783241,0.09919205,-0.049655523,-0.06288054
1,ugur,2018-03-23 10:46:59,645926829700,0.09725882,-0.04775342,-0.06141686
1,ugur,2018-03-23 10:46:59,645874308450,0.09226928,-0.047437947,-0.06290333
1,ugur,2018-03-23 10:46:59,645818500325,0.09089952,-0.045560673,-0.06414423
1,ugur,2018-03-23 10:46:59,645764812773,0.08634143,-0.038551457,-0.068071775
1,ugur,2018-03-23 10:46:59,645709630429,0.07438099,-0.03355075,-0.074594766
1,ugur,2018-03-23 10:46:59,645656796575,0.05775017,-0.04328389,-0.08082103
1,ugur,2018-03-23 10:46:59,645604166314,0.06429239,-0.05660074,-0.08055041
1,ugur,2018-03-23 10:46:59,645551662669,0.0749813,-0.051120933,-0.07966354
1,ugur,2018-03-23 10:46:59,645499047044,0.07265658,-0.050651513,-0.084895335
1,ugur,2018-03-23 10:46:59,645446110846,0.07467113,-0.056586593,-0.08725619
1,ugur,2018-03-23 10:46:59,645391334179,0.08076526,-0.063785255,-0.08540815
1,ugur,2018-03-23 10:46:59,645337044492,0.08371227,-0.067334235,-0.08109871
1,ugur,2018-03-23 10:46:59,645284085481,0.08673456,-0.07343794,-0.07413409
1,ugur,2018-03-23 10:46:59,645229677721,0.081255175,-0.074157365,-0.06708309
1,ugur,2018-03-23 10:46:59,645176603294,0.07757959,-0.0769516,-0.059729114
1,ugur,2018-03-23 10:46:59,645122951263,0.063152105,-0.07996341,-0.053019088
1,ugur,2018-03-23 10:46:59,645069689908,0.048259392,-0.07743454,-0.047839127
1,ugur,2018-03-23 10:46:59,645017125377,0.030758675,-0.073795445,-0.04679616
1,ugur,2018-03-23 10:46:59,644963080377,0.029644998,-0.064500615,-0.045122217
1,ugur,2018-03-23 10:46:59,644909714336,0.037963487,-0.05883579,-0.03940141
1,ugur,2018-03-23 10:46:59,644857787825,0.04643319,-0.051647242,-0.028790586
1,ugur,2018-03-23 10:46:59,644803754075,0.044245675,-0.04796997,-0.01964312
1,ugur,2018-03-23 10:46:59,644750879752,0.046841703,-0.046899807,-0.007058697
1,ugur,2018-03-23 10:46:59,644696625273,0.05063326,-0.045996662,0.0060850703
1,ugur,2018-03-23 10:46:59,644643592252,0.05815858,-0.047440376,0.01740763
1,ugur,2018-03-23 10:46:59,644591946367,0.058651414,-0.048595607,0.023760067
1,ugur,2018-03-23 10:46:59,644539662304,0.059585866,-0.052168615,0.026266472
1,ugur,2018-03-23 10:46:59,644487817877,0.0608642,-0.058273543,0.026069647
1,ugur,2018-03-23 10:46:59,644434734648,0.06191385,-0.05809307,0.022726413
1,ugur,2018-03-23 10:46:59,644381433294,0.05677482,-0.050931547,0.011967879
1,ugur,2018-03-23 10:46:59,644328741315,0.041976538,-0.050189998,-0.00426705
1,ugur,2018-03-23 10:46:59,644276478867,0.03506465,-0.05413187,-0.018911015
1,ugur,2018-03-23 10:46:59,644223670846,0.029580256,-0.059330333,-0.031111013
1,ugur,2018-03-23 10:46:59,644169019648,0.032029416,-0.06594534,-0.03541023
1,ugur,2018-03-23 10:46:59,644116025065,0.030261207,-0.07212542,-0.037144747
1,ugur,2018-03-23 10:46:59,644062515325,0.02170473,-0.077011906,-0.035214204
1,ugur,2018-03-23 10:46:59,644009596992,0.018832747,-0.085870974,-0.028036637
1,ugur,2018-03-23 10:46:59,643956501419,0.014911922,-0.08663616,-0.017317075
1,ugur,2018-03-23 10:46:59,643902662461,0.0110452315,-0.09130322,0.0006933715
1,ugur,2018-03-23 10:46:59,643848238398,0.016086912,-0.09084983,0.03105375
1,ugur,2018-03-23 10:46:59,643795104284,0.025850305,-0.085801646,0.067771435
1,ugur,2018-03-23 10:46:59,643742083346,0.03608309,-0.07802878,0.10775038
1,ugur,2018-03-23 10:46:59,643688693346,0.04239379,-0.06784639,0.15311651
1,ugur,2018-03-23 10:46:59,643634345221,0.049481936,-0.06182964,0.2009706
1,ugur,2018-03-23 10:46:59,643581671784,0.053080235,-0.056018073,0.24498613
1,ugur,2018-03-23 10:46:59,643529481471,0.059108038,-0.05271827,0.28857863
1,ugur,2018-03-23 10:46:59,643477435065,0.052270386,-0.047565963,0.32770455
1,ugur,2018-03-23 10:46:59,643424573607,0.05257077,-0.04265242,0.36111537
1,ugur,2018-03-23 10:46:59,643372226263,0.059149742,-0.042610865,0.39583954
1,ugur,2018-03-23 10:46:59,643318969024,0.08618,-0.039038777,0.43627718
1,ugur,2018-03-23 10:46:59,643265405899,0.092182085,-0.012436642,0.47716776
1,ugur,2018-03-23 10:46:59,643212636524,0.098603584,-0.0047797747,0.50887835
1,ugur,2018-03-23 10:46:59,643159289701,0.10512441,0.006381329,0.53711784
1,ugur,2018-03-23 10:46:59,643105812617,0.10966084,0.011886654,0.56139755
1,ugur,2018-03-23 10:46:59,643051436628,0.11390135,0.015412949,0.57978386
1,ugur,2018-03-23 10:46:59,642997726836,0.1143998,0.016177477,0.5909727
1,ugur,2018-03-23 10:46:59,642944702930,0.1140354,0.014948918,0.59897935
1,ugur,2018-03-23 10:46:59,642890408555,0.11231506,0.013228108,0.6029247
1,ugur,2018-03-23 10:46:59,642838337097,0.10414805,0.01590757,0.60330933
1,ugur,2018-03-23 10:46:59,642784992930,0.0920571,0.018325591,0.59888905
1,ugur,2018-03-23 10:46:59,642730427149,0.0808308,0.0112007,0.5907525
1,ugur,2018-03-23 10:46:59,642676456211,0.0842694,-0.0027736875,0.587862
1,ugur,2018-03-23 10:46:59,642622631420,0.10402824,-0.0016955348,0.59285635
1,ugur,2018-03-23 10:46:59,642570464389,0.10390758,0.0016937186,0.5935825
1,ugur,2018-03-23 10:46:59,642517185639,0.103040524,-0.0054520927,0.59076893
1,ugur,2018-03-23 10:46:59,642463020951,0.107857704,-0.010244558,0.5895681
1,ugur,2018-03-23 10:46:59,642409640587,0.113970995,-0.005685125,0.592039
1,ugur,2018-03-23 10:46:59,642355553451,0.118473224,-0.002510672,0.5961478
1,ugur,2018-03-23 10:46:59,642302262982,0.11475293,-0.006699084,0.6003194
1,ugur,2018-03-23 10:46:59,642248328659,0.11440567,-0.013490361,0.606602
1,ugur,2018-03-23 10:46:59,642194827253,0.11195359,-0.021122862,0.61830604
1,ugur,2018-03-23 10:46:59,642140780170,0.11573057,-0.025258265,0.6295481
1,ugur,2018-03-23 10:46:59,642086979753,0.09682352,-0.021908915,0.6356416
1,ugur,2018-03-23 10:46:59,642033457149,0.088770896,-0.027053375,0.63657737
1,ugur,2018-03-23 10:46:59,641977198295,0.10193746,-0.0183182,0.6412231
1,ugur,2018-03-23 10:46:59,641923519337,0.1071553,0.0025778664,0.6474561
1,ugur,2018-03-23 10:46:59,641869959337,0.10479717,0.0094529595,0.6493662
1,ugur,2018-03-23 10:46:59,641816113764,0.105354406,0.01692002,0.6511936
1,ugur,2018-03-23 10:46:59,641762647149,0.10842787,0.020476935,0.6530696
1,ugur,2018-03-23 10:46:59,641709497722,0.10884878,0.022089656,0.65404296
1,ugur,2018-03-23 10:46:59,641656216056,0.107534386,0.02039538,0.65421605
1,ugur,2018-03-23 10:46:59,641602732774,0.10348768,0.013001377,0.6534745
1,ugur,2018-03-23 10:46:59,641549716889,0.102510355,0.005212717,0.6528831
1,ugur,2018-03-23 10:46:59,641495420847,0.094202906,0.0049536964,0.6531487
1,ugur,2018-03-23 10:46:59,641440108295,0.08164423,0.0034409564,0.6498445
1,ugur,2018-03-23 10:46:59,641388025951,0.06900556,-0.006889072,0.6450632
1,ugur,2018-03-23 10:46:59,641330901733,0.074374825,-0.021755937,0.6416083
1,ugur,2018-03-23 10:46:59,641277432097,0.08342646,-0.025191795,0.6417026
1,ugur,2018-03-23 10:46:59,641224715743,0.09386499,-0.021713732,0.6427432
1,ugur,2018-03-23 10:46:59,641170630535,0.09662775,-0.02571934,0.6413756
1,ugur,2018-03-23 10:46:59,641116898295,0.09917812,-0.035174537,0.6398965
1,ugur,2018-03-23 10:46:59,641064159285,0.102758534,-0.039659176,0.6395187
1,ugur,2018-03-23 10:46:59,641009342358,0.10360321,-0.041716386,0.6384907
1,ugur,2018-03-23 10:46:59,640956675691,0.10436721,-0.041610494,0.63672245
1,ugur,2018-03-23 10:46:59,640902551316,0.10522301,-0.041846156,0.634781
1,ugur,2018-03-23 10:46:59,640850284129,0.10588897,-0.04283564,0.6320617
1,ugur,2018-03-23 10:46:59,640794501681,0.103596486,-0.04800944,0.6261037
1,ugur,2018-03-23 10:46:59,640738557098,0.10483119,-0.052884117,0.61962944
1,ugur,2018-03-23 10:46:59,640685096889,0.106104605,-0.05454794,0.612827
1,ugur,2018-03-23 10:46:59,640633004025,0.10836131,-0.05326817,0.60502857
1,ugur,2018-03-23 10:46:59,640581215691,0.10873049,-0.049552545,0.5960573
