178535546545,1.0,0.0,0.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0
178607092222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0
178826997847,1.0,0.0,0.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0
178831211336,1.0,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,0.0,0.0
180799259773,1.0,0.0,0.0,0.0,0.0,0.0,-94.0,0.0,0.0,0.0
180805370086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0
181030574617,1.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0
181053172585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0
181141619512,1.0,0.0,0.0,0.0,0.0,0.0,-93.0,0.0,0.0,0.0
181463591387,1.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0
181624132950,1.0,0.0,0.0,0.0,0.0,0.0,-92.0,0.0,0.0,0.0
182475376960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,0.0
182684575501,1.0,0.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,0.0
184131387063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0
184338522480,1.0,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0
184921337063,1.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,0.0,0.0
185248225761,1.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,0.0,0.0
185905781177,1.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0,0.0
186225219094,1.0,0.0,0.0,0.0,0.0,0.0,-93.0,0.0,0.0,0.0
186540221698,1.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0
186554087896,1.0,0.0,0.0,0.0,0.0,0.0,-93.0,0.0,0.0,0.0
186895005448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0
187094257948,1.0,0.0,0.0,-98.0,0.0,0.0,0.0,0.0,0.0,0.0
187103387062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0
187210927271,1.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0,0.0
190952525707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.0
190965586540,1.0,0.0,0.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0
191178602842,1.0,0.0,0.0,0.0,0.0,0.0,-80.0,0.0,0.0,0.0
192980447112,1.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0
195801971590,1.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0
195900707163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.0
195957526017,1.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,0.0,0.0
196294703778,1.0,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,0.0,0.0
196460704611,1.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0
196472450184,1.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0
197010746694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0
197022900027,1.0,0.0,0.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0
197122620131,1.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,0.0,0.0
197578097162,1.0,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0
197625754610,1.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,0.0
201792087786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0
201905275911,1.0,0.0,0.0,0.0,0.0,0.0,-94.0,0.0,0.0,0.0
201989515807,1.0,0.0,0.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0
202239846432,1.0,0.0,0.0,0.0,0.0,0.0,-89.0,0.0,0.0,0.0
202532345025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.0
202539164765,1.0,0.0,0.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0
202562783983,1.0,0.0,0.0,0.0,0.0,0.0,-85.0,0.0,0.0,0.0
