label,user,collection_datetime,device_timestamp,gyro_x,gyro_y,gyro_z
1,ugur,2018-03-23 10:46:59,657552891935,0.03378296,0.03491211,0.013046265
1,ugur,2018-03-23 10:46:59,657499011050,0.031661987,-0.014099121,0.029022217
1,ugur,2018-03-23 10:46:59,657446532352,0.022064209,0.03277588,-0.03276062
1,ugur,2018-03-23 10:46:59,657394391727,0.034851074,-0.0066375732,-0.030639648
1,ugur,2018-03-23 10:46:59,657340731987,0.032714844,-0.0034484863,-0.055130005
1,ugur,2018-03-23 10:46:59,657286475633,0.042312622,-0.039657593,-0.041290283
1,ugur,2018-03-23 10:46:59,657232854018,0.07319641,-0.015167236,-0.07644653
1,ugur,2018-03-23 10:46:59,657179334175,0.070007324,-0.048187256,-0.13929749
1,ugur,2018-03-23 10:46:59,657125710581,0.07533264,-0.059906006,-0.17764282
1,ugur,2018-03-23 10:46:59,657072002456,0.04017639,-0.114227295,-0.2000122
1,ugur,2018-03-23 10:46:59,657018582404,0.06468201,-0.067352295,-0.18722534
1,ugur,2018-03-23 10:46:59,656965135633,0.18078613,-0.21437073,-0.277771
1,ugur,2018-03-23 10:46:59,656912154748,-0.101501465,-0.04286194,-0.32678223
1,ugur,2018-03-23 10:46:59,656858502143,-0.048233032,-0.11210632,-0.23728943
1,ugur,2018-03-23 10:46:59,656804804956,0.011413574,-0.12701416,-0.111587524
1,ugur,2018-03-23 10:46:59,656753657716,-0.023742676,-0.10571289,0.10145569
1,ugur,2018-03-23 10:46:59,656697758914,0.07746887,-0.17282104,0.18881226
1,ugur,2018-03-23 10:46:59,656644263862,-0.08126831,0.18830872,0.26124573
1,ugur,2018-03-23 10:46:59,656591674539,-0.3347931,0.28204346,0.06097412
1,ugur,2018-03-23 10:46:59,656537994800,-0.13665771,-0.029006958,0.052459717
1,ugur,2018-03-23 10:46:59,656484719019,-0.21548462,0.30122375,0.17816162
1,ugur,2018-03-23 10:46:59,656430609123,-0.15689087,0.24156189,0.15579224
1,ugur,2018-03-23 10:46:59,656378436467,-0.08232117,0.06260681,0.17388916
1,ugur,2018-03-23 10:46:59,656325218237,-0.0034942627,0.13290405,0.24313354
1,ugur,2018-03-23 10:46:59,656271892144,0.16906738,0.3438263,0.5009308
1,ugur,2018-03-23 10:46:59,656217666206,-0.045043945,0.37898254,0.55526733
1,ugur,2018-03-23 10:46:59,656165480477,-0.3124237,0.58457947,0.6170502
1,ugur,2018-03-23 10:46:59,656113333029,0.2915802,0.057281494,0.68096924
1,ugur,2018-03-23 10:46:59,656061085269,-0.1078949,0.47592163,0.549942
1,ugur,2018-03-23 10:46:59,656007531727,-0.16221619,-0.051376343,0.4316864
1,ugur,2018-03-23 10:46:59,655954742977,-0.015213013,0.0029449463,0.32835388
1,ugur,2018-03-23 10:46:59,655901931206,-0.3497162,0.16061401,0.11743164
1,ugur,2018-03-23 10:46:59,655849555894,-0.03225708,0.10095215,0.024765015
1,ugur,2018-03-23 10:46:59,655797503186,-0.34544373,0.25967407,-0.10307312
1,ugur,2018-03-23 10:46:59,655745028186,-0.012023926,0.12757874,-0.14141846
1,ugur,2018-03-23 10:46:59,655691654696,0.42474365,-0.6074524,-0.030639648
1,ugur,2018-03-23 10:46:59,655639110842,0.19145203,-0.28147888,0.14086914
1,ugur,2018-03-23 10:46:59,655588073446,-0.26342773,0.47380066,-0.055130005
1,ugur,2018-03-23 10:46:59,655533377509,-0.7907257,-0.038604736,-0.48443604
1,ugur,2018-03-23 10:46:59,655480886988,-0.6660919,-0.22395325,-0.4024048
1,ugur,2018-03-23 10:46:59,655428501207,-0.36994934,0.07751465,-0.4311676
1,ugur,2018-03-23 10:46:59,655375261311,-0.18458557,-0.002380371,-0.36831665
1,ugur,2018-03-23 10:46:59,655322724696,-0.41255188,-0.10357666,-0.38430786
1,ugur,2018-03-23 10:46:59,655270619071,-0.124938965,-0.28466797,-0.24156189
1,ugur,2018-03-23 10:46:59,655216819852,0.070007324,-0.3368683,-0.10307312
1,ugur,2018-03-23 10:46:59,655163858811,0.38212585,-0.13020325,0.10571289
1,ugur,2018-03-23 10:46:59,655111519748,0.5696106,-0.16963196,0.16218567
1,ugur,2018-03-23 10:46:59,655059268498,0.5717468,-0.18240356,0.20585632
1,ugur,2018-03-23 10:46:59,655006784800,0.5994415,-0.31982422,0.18241882
1,ugur,2018-03-23 10:46:59,654952926780,0.7091675,-0.0077056885,0.19413757
1,ugur,2018-03-23 10:46:59,654900526050,0.65164185,0.2692566,0.0002593994
1,ugur,2018-03-23 10:46:59,654846803707,-0.4328003,0.48231506,-0.20852661
1,ugur,2018-03-23 10:46:59,654795096467,-0.37313843,-0.14619446,0.026885986
1,ugur,2018-03-23 10:46:59,654742959384,-0.237854,-0.005569458,0.26550293
1,ugur,2018-03-23 10:46:59,654690246207,-0.113220215,0.27459717,0.39653015
1,ugur,2018-03-23 10:46:59,654636040686,-0.29963684,0.19682312,0.25698853
1,ugur,2018-03-23 10:46:59,654583482561,-0.49565125,0.13717651,-0.03703308
1,ugur,2018-03-23 10:46:59,654531107717,-0.12600708,0.16166687,-0.14994812
