label,user,collection_datetime,device_timestamp,rotvecall_x,rotvecall_y,rotvecall_z
1,ugur,2018-03-23 10:46:59,650892500167,0.059227463,0.064954214,0.97563475
1,ugur,2018-03-23 10:46:59,650838776521,0.07499365,0.07464495,0.9740091
1,ugur,2018-03-23 10:46:59,650785374854,0.07792695,0.08040064,0.9729442
1,ugur,2018-03-23 10:46:59,650732310271,0.08508226,0.07483122,0.97120976
1,ugur,2018-03-23 10:46:59,650678751208,0.09274555,0.06839081,0.9685997
1,ugur,2018-03-23 10:46:59,650625502875,0.095931545,0.06672167,0.966657
1,ugur,2018-03-23 10:46:59,650573672667,0.10153712,0.06620698,0.9639783
1,ugur,2018-03-23 10:46:59,650521759438,0.10686633,0.06215681,0.9617049
1,ugur,2018-03-23 10:46:59,650468268761,0.11143749,0.05396044,0.9597915
1,ugur,2018-03-23 10:46:59,650415076417,0.11795787,0.038294055,0.95717615
1,ugur,2018-03-23 10:46:59,650361094021,0.12139548,0.025484052,0.9548891
1,ugur,2018-03-23 10:46:59,650305648656,0.110982895,0.015564345,0.95187175
1,ugur,2018-03-23 10:46:59,650249818552,0.10903763,0.004970834,0.945849
1,ugur,2018-03-23 10:46:59,650196827979,0.11478495,0.02229603,0.94265825
1,ugur,2018-03-23 10:46:59,650143224698,0.11741038,0.043705896,0.9423139
1,ugur,2018-03-23 10:46:59,650090093084,0.11709665,0.047341086,0.93998206
1,ugur,2018-03-23 10:46:59,650038521104,0.118444555,0.05105772,0.9373395
1,ugur,2018-03-23 10:46:59,649985491834,0.11844231,0.050320555,0.9336117
1,ugur,2018-03-23 10:46:59,649932313865,0.119663194,0.049149647,0.92844576
1,ugur,2018-03-23 10:46:59,649879024490,0.11699711,0.04500029,0.9242326
1,ugur,2018-03-23 10:46:59,649825582355,0.11561284,0.039810408,0.9147644
1,ugur,2018-03-23 10:46:59,649771433657,0.1117081,0.03419944,0.90292025
1,ugur,2018-03-23 10:46:59,649718638813,0.10646973,0.036304004,0.88802266
1,ugur,2018-03-23 10:46:59,649665638969,0.09888956,0.038736288,0.87193793
1,ugur,2018-03-23 10:46:59,649613257094,0.09881454,0.033785835,0.8564401
1,ugur,2018-03-23 10:46:59,649560793709,0.11032901,0.028960932,0.8405832
1,ugur,2018-03-23 10:46:59,649508302980,0.12397034,0.035237454,0.82722497
1,ugur,2018-03-23 10:46:59,649455780167,0.12341353,0.043293986,0.8155796
1,ugur,2018-03-23 10:46:59,649400681157,0.12354347,0.040029988,0.8009843
1,ugur,2018-03-23 10:46:59,649347271261,0.12742805,0.03656197,0.785645
1,ugur,2018-03-23 10:46:59,649293155688,0.12863992,0.034769215,0.77207077
1,ugur,2018-03-23 10:46:59,649240518032,0.12769382,0.034256738,0.7622518
1,ugur,2018-03-23 10:46:59,649183971990,0.12296291,0.029288633,0.7536574
1,ugur,2018-03-23 10:46:59,649131809490,0.11720721,0.019820053,0.74571365
1,ugur,2018-03-23 10:46:59,649079236678,0.113277845,0.01132991,0.74100727
1,ugur,2018-03-23 10:46:59,649026323761,0.11104716,0.00601976,0.73733133
1,ugur,2018-03-23 10:46:59,648973599386,0.094520494,0.00075217296,0.7312195
1,ugur,2018-03-23 10:46:59,648920277303,0.09543848,-0.014570717,0.7211266
1,ugur,2018-03-23 10:46:59,648866149542,0.111307785,0.0015237504,0.719098
1,ugur,2018-03-23 10:46:59,648813049907,0.112072796,0.009419344,0.71849585
1,ugur,2018-03-23 10:46:59,648757212563,0.108656205,0.012353677,0.7158104
1,ugur,2018-03-23 10:46:59,648703473136,0.108629294,0.01561439,0.7141556
1,ugur,2018-03-23 10:46:59,648650356105,0.107155085,0.01876109,0.7111375
1,ugur,2018-03-23 10:46:59,648596012720,0.103851534,0.022324512,0.70438373
1,ugur,2018-03-23 10:46:59,648543272511,0.09800054,0.019978525,0.6944051
1,ugur,2018-03-23 10:46:59,648488879647,0.09777749,0.018621977,0.6828118
1,ugur,2018-03-23 10:46:59,648436368188,0.09482627,0.024730174,0.6734077
1,ugur,2018-03-23 10:46:59,648384778397,0.0954907,0.027560145,0.6642904
1,ugur,2018-03-23 10:46:59,648332753084,0.08142057,0.021937236,0.65386254
1,ugur,2018-03-23 10:46:59,648280796418,0.08152463,0.01601435,0.6426653
1,ugur,2018-03-23 10:46:59,648228723032,0.09501353,0.016964793,0.6345169
1,ugur,2018-03-23 10:46:59,648176479803,0.095033064,0.021279406,0.62709016
1,ugur,2018-03-23 10:46:59,648122877147,0.094793305,0.01570541,0.620827
1,ugur,2018-03-23 10:46:59,648069382043,0.100676246,0.010037277,0.61739874
1,ugur,2018-03-23 10:46:59,648017050741,0.10709228,0.010609254,0.6159176
1,ugur,2018-03-23 10:46:59,647963468918,0.111016,0.010872242,0.6164547
1,ugur,2018-03-23 10:46:59,647909390897,0.105305515,0.00499222,0.616379
1,ugur,2018-03-23 10:46:59,647856165428,0.10501989,0.00087952893,0.6175563
1,ugur,2018-03-23 10:46:59,647801448032,0.099586315,-0.0046700975,0.622401
1,ugur,2018-03-23 10:46:59,647747128293,0.09484663,-0.0064521646,0.6282269
1,ugur,2018-03-23 10:46:59,647691627720,0.07103792,-0.009027161,0.6271841
1,ugur,2018-03-23 10:46:59,647638367772,0.069400966,-0.013529824,0.62802887
1,ugur,2018-03-23 10:46:59,647583578918,0.083174564,0.004284711,0.6388412
1,ugur,2018-03-23 10:46:59,647529992303,0.08218035,0.010492661,0.6493991
1,ugur,2018-03-23 10:46:59,647475903032,0.07834714,0.015219263,0.65976703
1,ugur,2018-03-23 10:46:59,647421961105,0.07373997,0.020944228,0.67049176
1,ugur,2018-03-23 10:46:59,647368522772,0.07381094,0.023848647,0.67912775
1,ugur,2018-03-23 10:46:59,647315750585,0.070407815,0.027182931,0.6866303
1,ugur,2018-03-23 10:46:59,647262280585,0.06923573,0.032569278,0.69408643
1,ugur,2018-03-23 10:46:59,647208824126,0.06657916,0.032778475,0.6991848
1,ugur,2018-03-23 10:46:59,647155272043,0.06211452,0.034656513,0.7021462
1,ugur,2018-03-23 10:46:59,647102187043,0.0528125,0.03821728,0.70423466
1,ugur,2018-03-23 10:46:59,647050207199,0.042850785,0.040039014,0.70608276
1,ugur,2018-03-23 10:46:59,646996898137,0.0405838,0.03554284,0.7097609
1,ugur,2018-03-23 10:46:59,646940198710,0.05121741,0.045530606,0.71828854
1,ugur,2018-03-23 10:46:59,646885720064,0.051778667,0.051697873,0.7275825
1,ugur,2018-03-23 10:46:59,646833138658,0.052281763,0.050170828,0.7359056
1,ugur,2018-03-23 10:46:59,646777175845,0.055212375,0.043602068,0.74651814
1,ugur,2018-03-23 10:46:59,646723709491,0.06253478,0.04434113,0.7574615
1,ugur,2018-03-23 10:46:59,646671334804,0.06869197,0.046141278,0.76975685
1,ugur,2018-03-23 10:46:59,646616945845,0.07420317,0.04959639,0.7837609
1,ugur,2018-03-23 10:46:59,646562097720,0.07494664,0.047898777,0.7965627
1,ugur,2018-03-23 10:46:59,646508473033,0.07781266,0.046242267,0.8071578
1,ugur,2018-03-23 10:46:59,646455708554,0.08170198,0.042732835,0.8177851
1,ugur,2018-03-23 10:46:59,646402989075,0.07992962,0.04431864,0.8259708
1,ugur,2018-03-23 10:46:59,646349190481,0.07262717,0.03946003,0.8310183
1,ugur,2018-03-23 10:46:59,646295526262,0.08087244,0.040491685,0.8359422
1,ugur,2018-03-23 10:46:59,646241879491,0.087150246,0.05804179,0.84230936
1,ugur,2018-03-23 10:46:59,646188507616,0.08810516,0.061556447,0.8471081
1,ugur,2018-03-23 10:46:59,646135735637,0.08780821,0.06117319,0.8513377
1,ugur,2018-03-23 10:46:59,646082881002,0.08932984,0.06391435,0.8546811
1,ugur,2018-03-23 10:46:59,646031276939,0.09158411,0.06714078,0.8588129
1,ugur,2018-03-23 10:46:59,645979115533,0.08836934,0.0670492,0.86201274
1,ugur,2018-03-23 10:46:59,645927189387,0.08572526,0.06626348,0.8636194
1,ugur,2018-03-23 10:46:59,645874960221,0.08314407,0.062358044,0.8637901
1,ugur,2018-03-23 10:46:59,645819140481,0.0809562,0.061519034,0.8628833
1,ugur,2018-03-23 10:46:59,645765076314,0.072658315,0.060513034,0.86152714
1,ugur,2018-03-23 10:46:59,645709975898,0.06292932,0.051943086,0.8589605
1,ugur,2018-03-23 10:46:59,645657101419,0.06433962,0.03269542,0.8562027
1,ugur,2018-03-23 10:46:59,645604535794,0.07756468,0.03182284,0.8547767
1,ugur,2018-03-23 10:46:59,645552298554,0.0789842,0.04468827,0.85539705
1,ugur,2018-03-23 10:46:59,645499642512,0.07741446,0.04302973,0.8543295
1,ugur,2018-03-23 10:46:59,645446690065,0.08348517,0.042521115,0.8544529
1,ugur,2018-03-23 10:46:59,645392031835,0.09248274,0.045150086,0.8561382
1,ugur,2018-03-23 10:46:59,645337430846,0.096858695,0.0464762,0.8589762
1,ugur,2018-03-23 10:46:59,645284702460,0.10357752,0.04677298,0.8628144
1,ugur,2018-03-23 10:46:59,645230484908,0.10156684,0.04210673,0.86703205
1,ugur,2018-03-23 10:46:59,645177280169,0.10274418,0.0371991,0.87127084
1,ugur,2018-03-23 10:46:59,645123771263,0.099551,0.024302533,0.8750236
1,ugur,2018-03-23 10:46:59,645069850690,0.09063663,0.010491716,0.8785871
1,ugur,2018-03-23 10:46:59,645017288606,0.0798573,-0.003830991,0.8795961
1,ugur,2018-03-23 10:46:59,644963681158,0.070981346,-0.00089629716,0.8807195
1,ugur,2018-03-23 10:46:59,644910170742,0.06942685,0.009098865,0.88379323
1,ugur,2018-03-23 10:46:59,644858097929,0.06648063,0.020094901,0.89048994
1,ugur,2018-03-23 10:46:59,644804117565,0.06178501,0.019922523,0.8965115
1,ugur,2018-03-23 10:46:59,644751058867,0.062264074,0.022735905,0.90201974
1,ugur,2018-03-23 10:46:59,644697313502,0.06300203,0.026648903,0.90804607
1,ugur,2018-03-23 10:46:59,644644051731,0.0674059,0.03300689,0.9130408
1,ugur,2018-03-23 10:46:59,644592284440,0.06857521,0.03315059,0.9165263
1,ugur,2018-03-23 10:46:59,644539828763,0.07279856,0.032531776,0.91771495
1,ugur,2018-03-23 10:46:59,644488191471,0.078232355,0.03130425,0.9176521
1,ugur,2018-03-23 10:46:59,644435406419,0.07848892,0.03236693,0.91645575
1,ugur,2018-03-23 10:46:59,644382013919,0.06978021,0.030791642,0.9136419
1,ugur,2018-03-23 10:46:59,644329096367,0.06298971,0.01770204,0.9083322
1,ugur,2018-03-23 10:46:59,644276791627,0.06374747,0.009800442,0.90235347
1,ugur,2018-03-23 10:46:59,644223981575,0.06624119,0.0026803964,0.89705324
1,ugur,2018-03-23 10:46:59,644169400378,0.07327692,0.0022726348,0.89512026
1,ugur,2018-03-23 10:46:59,644116634180,0.07819581,-0.0017977443,0.89440626
1,ugur,2018-03-23 10:46:59,644063101784,0.07916965,-0.011579916,0.89525735
1,ugur,2018-03-23 10:46:59,644009998555,0.08609259,-0.017792216,0.89789444
1,ugur,2018-03-23 10:46:59,643957112617,0.085213445,-0.021606926,0.90286934
1,ugur,2018-03-23 10:46:59,643902974388,0.087881155,-0.027114194,0.90964174
1,ugur,2018-03-23 10:46:59,643848554336,0.089502834,-0.022399163,0.9212332
1,ugur,2018-03-23 10:46:59,643795413971,0.08887369,-0.011472821,0.9345943
1,ugur,2018-03-23 10:46:59,643742538711,0.08596132,0.001064288,0.9480752
1,ugur,2018-03-23 10:46:59,643689527826,0.07923635,0.0110439025,0.96179396
1,ugur,2018-03-23 10:46:59,643634721836,0.07661899,0.020022374,0.973627
1,ugur,2018-03-23 10:46:59,643581983503,0.07273754,0.025783459,0.9827194
1,ugur,2018-03-23 10:46:59,643529647149,0.072073035,0.03283981,0.98954046
1,ugur,2018-03-23 10:46:59,643477753086,0.06447504,0.028942773,0.9946349
1,ugur,2018-03-23 10:46:59,643425225794,0.060011014,0.031330395,0.9969979
1,ugur,2018-03-23 10:46:59,643372401576,-0.06258444,-0.037384033,-0.99733925
1,ugur,2018-03-23 10:46:59,643319619388,-0.06997513,-0.06367497,-0.9944393
1,ugur,2018-03-23 10:46:59,643266004180,-0.047822602,-0.07978223,-0.9912773
1,ugur,2018-03-23 10:46:59,643212963607,-0.04320416,-0.088763244,-0.9864266
1,ugur,2018-03-23 10:46:59,643159905690,-0.035993513,-0.09848223,-0.9806204
1,ugur,2018-03-23 10:46:59,643106556211,-0.03191272,-0.10558586,-0.9743309
1,ugur,2018-03-23 10:46:59,643052069701,-0.030101787,-0.1109277,-0.9686133
1,ugur,2018-03-23 10:46:59,642998217253,-0.0293546,-0.11174672,-0.9648691
1,ugur,2018-03-23 10:46:59,642945113086,-0.030030174,-0.1110213,-0.9618118
1,ugur,2018-03-23 10:46:59,642890640795,-0.030687762,-0.10884814,-0.9601864
1,ugur,2018-03-23 10:46:59,642838500118,-0.024876751,-0.10237684,-0.96051276
1,ugur,2018-03-23 10:46:59,642785351107,-0.01781597,-0.09215709,-0.9626414
1,ugur,2018-03-23 10:46:59,642731160066,-0.020041525,-0.0791038,-0.9660217
1,ugur,2018-03-23 10:46:59,642677034180,-0.034069255,-0.07712529,-0.965965
1,ugur,2018-03-23 10:46:59,642623274753,-0.04019877,-0.095962524,-0.9615967
1,ugur,2018-03-23 10:46:59,642570633034,-0.03675916,-0.09720298,-0.9607267
1,ugur,2018-03-23 10:46:59,642517933711,-0.043013826,-0.093791716,-0.96153307
1,ugur,2018-03-23 10:46:59,642463677618,-0.049215145,-0.09651998,-0.961206
1,ugur,2018-03-23 10:46:59,642410403347,-0.04714764,-0.103917316,-0.95947784
1,ugur,2018-03-23 10:46:59,642356165430,-0.045851793,-0.109269485,-0.95754576
1,ugur,2018-03-23 10:46:59,642302880951,-0.047787342,-0.10499176,-0.9565626
1,ugur,2018-03-23 10:46:59,642248640066,-0.05445607,-0.10151445,-0.9541317
1,ugur,2018-03-23 10:46:59,642195487045,-0.06057024,-0.09649366,-0.94979256
1,ugur,2018-03-23 10:46:59,642141464128,-0.065470584,-0.098717496,-0.9437928
1,ugur,2018-03-23 10:46:59,642087758035,-0.05519786,-0.082510546,-0.94269586
1,ugur,2018-03-23 10:46:59,642033668139,-0.05733251,-0.073157735,-0.94275266
1,ugur,2018-03-23 10:46:59,641977788087,-0.05334974,-0.088772774,-0.93858063
1,ugur,2018-03-23 10:46:59,641924189128,-0.03539701,-0.10117288,-0.9344488
1,ugur,2018-03-23 10:46:59,641870776889,-0.028077342,-0.10140743,-0.93365973
1,ugur,2018-03-23 10:46:59,641816812514,-0.021279685,-0.104561046,-0.93261087
1,ugur,2018-03-23 10:46:59,641763323191,-0.018911976,-0.10871174,-0.9308641
1,ugur,2018-03-23 10:46:59,641709662253,-0.017580902,-0.10966733,-0.93040925
1,ugur,2018-03-23 10:46:59,641656923451,-0.018566368,-0.10786523,-0.93010134
1,ugur,2018-03-23 10:46:59,641603312410,-0.024000084,-0.101502374,-0.93088037
1,ugur,2018-03-23 10:46:59,641549905274,-0.030476352,-0.09828099,-0.9310329
1,ugur,2018-03-23 10:46:59,641496049701,-0.028521461,-0.09100309,-0.93114495
1,ugur,2018-03-23 10:46:59,641440628504,-0.025028342,-0.07778947,-0.93386924
1,ugur,2018-03-23 10:46:59,641388350639,-0.031544447,-0.061383713,-0.9374828
1,ugur,2018-03-23 10:46:59,641332133452,-0.046106976,-0.062282275,-0.9377595
1,ugur,2018-03-23 10:46:59,641277743712,-0.05232632,-0.069689,-0.93609715
1,ugur,2018-03-23 10:46:59,641225370431,-0.052496307,-0.08078527,-0.9339473
1,ugur,2018-03-23 10:46:59,641171249597,-0.05728111,-0.081863336,-0.9345654
1,ugur,2018-03-23 10:46:59,641117726941,-0.067202,-0.080978006,-0.93512666
1,ugur,2018-03-23 10:46:59,641064467983,-0.07271756,-0.082730405,-0.9349342
1,ugur,2018-03-23 10:46:59,641010150483,-0.075001985,-0.082756184,-0.93542993
1,ugur,2018-03-23 10:46:59,640957048295,-0.07525876,-0.083427034,-0.93647856
1,ugur,2018-03-23 10:46:59,640902859754,-0.07578985,-0.08413608,-0.9372489
1,ugur,2018-03-23 10:46:59,640850597514,-0.07688466,-0.08447552,-0.93802804
1,ugur,2018-03-23 10:46:59,640795495066,-0.08044677,-0.080732286,-0.9404439
1,ugur,2018-03-23 10:46:59,640739213608,-0.086023934,-0.07991363,-0.94304574
1,ugur,2018-03-23 10:46:59,640685418712,-0.08800194,-0.08055634,-0.94536704
1,ugur,2018-03-23 10:46:59,640633166212,-0.08756034,-0.0831436,-0.94804204
1,ugur,2018-03-23 10:46:59,640581525223,-0.084262624,-0.08472062,-0.9516969
1,ugur,2018-03-23 10:46:59,640529338921,-0.08301063,-0.086825415,-0.9549198
1,ugur,2018-03-23 10:46:59,640476089129,-0.08269389,-0.085801125,-0.9585692
1,ugur,2018-03-23 10:46:59,640419808296,-0.08171107,-0.08386331,-0.9621687
1,ugur,2018-03-23 10:46:59,640366527931,-0.08058288,-0.07741189,-0.96732986
1,ugur,2018-03-23 10:46:59,640313920066,-0.08207302,-0.07122368,-0.97310996
1,ugur,2018-03-23 10:46:59,640260789754,-0.080124475,-0.0681478,-0.98010033
1,ugur,2018-03-23 10:46:59,640207169702,-0.08109744,-0.061340764,-0.9869544
1,ugur,2018-03-23 10:46:59,640153087671,-0.08162633,-0.05499622,-0.9926169
