180441441284,1.0,0.0,0.0,-47.0,-47.0,-82.0,0.0,-47.0,0.0,0.0,-66.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-46.0,0.0,0.0,-47.0,0.0,0.0,0.0,0.0,-74.0,0.0,-76.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-46.0,0.0,-82.0,0.0,-85.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-66.0,0.0,-76.0,0.0,-75.0
180802331023,1.0,0.0,0.0,-47.0,-47.0,-82.0,0.0,-47.0,0.0,0.0,-66.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-46.0,0.0,0.0,-47.0,0.0,0.0,0.0,0.0,-74.0,0.0,-76.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-46.0,0.0,-82.0,0.0,-85.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-66.0,0.0,-76.0,0.0,-75.0
181298856648,1.0,0.0,0.0,-47.0,-47.0,-82.0,0.0,-47.0,0.0,0.0,-66.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-46.0,0.0,0.0,-47.0,0.0,0.0,0.0,0.0,-74.0,0.0,-76.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-46.0,0.0,-82.0,0.0,-85.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-66.0,0.0,-76.0,0.0,-75.0
181788518939,1.0,0.0,0.0,-47.0,-47.0,-82.0,0.0,-47.0,0.0,0.0,-66.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-45.0,0.0,0.0,-47.0,0.0,0.0,0.0,0.0,-74.0,0.0,-76.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-46.0,0.0,-82.0,0.0,-85.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-66.0,0.0,-76.0,0.0,-75.0
182301966022,1.0,0.0,0.0,-47.0,-47.0,-82.0,0.0,-47.0,0.0,0.0,-66.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-45.0,0.0,0.0,-47.0,0.0,0.0,0.0,0.0,-74.0,0.0,-76.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-46.0,0.0,-82.0,0.0,-85.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-66.0,0.0,-76.0,0.0,-75.0
185580630084,1.0,-81.0,0.0,-49.0,-50.0,-82.0,0.0,-49.0,0.0,0.0,-65.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-46.0,0.0,0.0,-49.0,-74.0,0.0,0.0,0.0,-75.0,0.0,-76.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-45.0,0.0,-82.0,0.0,-88.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-65.0,0.0,-76.0,0.0,-75.0
185809818886,1.0,-81.0,0.0,-49.0,-50.0,-82.0,0.0,-49.0,0.0,0.0,-65.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-44.0,0.0,0.0,-49.0,-74.0,0.0,0.0,0.0,-75.0,0.0,-76.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-45.0,0.0,-82.0,0.0,-88.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-65.0,0.0,-76.0,0.0,-75.0
186310500813,1.0,-81.0,0.0,-49.0,-50.0,-82.0,0.0,-49.0,0.0,0.0,-65.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-45.0,0.0,0.0,-49.0,-74.0,0.0,0.0,0.0,-75.0,0.0,-76.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-45.0,0.0,-82.0,0.0,-88.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-65.0,0.0,-76.0,0.0,-75.0
186798171489,1.0,-81.0,0.0,-49.0,-50.0,-82.0,0.0,-49.0,0.0,0.0,-65.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-45.0,0.0,0.0,-49.0,-74.0,0.0,0.0,0.0,-75.0,0.0,-76.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-45.0,0.0,-82.0,0.0,-88.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-65.0,0.0,-76.0,0.0,-75.0
187300210812,1.0,-81.0,0.0,-49.0,-50.0,-82.0,0.0,-49.0,0.0,0.0,-65.0,-66.0,-79.0,-82.0,-81.0,-79.0,0.0,0.0,0.0,-45.0,0.0,0.0,-49.0,-74.0,0.0,0.0,0.0,-75.0,0.0,-76.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-45.0,0.0,-82.0,0.0,-88.0,0.0,-77.0,0.0,0.0,-45.0,-74.0,-76.0,0.0,-72.0,0.0,0.0,-65.0,0.0,-76.0,0.0,-75.0
