user,label,collection_datetime,device_timestamp,gyro_x,gyro_y,gyro_z
ugur,1,2018-03-29 22:04:55,1711082827627,0.19570923,0.12225342,0.26338196
ugur,1,2018-03-29 22:04:55,1711030304970,0.095565796,0.26713562,0.34114075
ugur,1,2018-03-29 22:04:55,1710978436845,-0.2602234,0.030639648,-0.033828735
ugur,1,2018-03-29 22:04:55,1710925878668,-0.35183716,0.1169281,-0.2596588
ugur,1,2018-03-29 22:04:55,1710873985543,-0.16435242,-0.039657593,-0.38217163
ugur,1,2018-03-29 22:04:55,1710822545595,0.013549805,0.0892334,-0.37364197
ugur,1,2018-03-29 22:04:55,1710770290023,0.2084961,0.14569092,-0.4471588
ugur,1,2018-03-29 22:04:55,1710715889293,0.060424805,0.3395691,-0.5717926
ugur,1,2018-03-29 22:04:55,1710662411845,0.38638306,-0.2601776,-0.35127258
ugur,1,2018-03-29 22:04:55,1710607935387,0.3885193,0.22772217,-0.0423584
ugur,1,2018-03-29 22:04:55,1710554259918,-0.51908875,-0.10997009,-0.33210754
ugur,1,2018-03-29 22:04:55,1710500415596,-0.4061737,-0.20051575,-0.2234497
ugur,1,2018-03-29 22:04:55,1710447112575,-0.17288208,-0.6873474,-0.19682312
ugur,1,2018-03-29 22:04:55,1710394020439,-0.20376587,-0.17707825,-0.16911316
ugur,1,2018-03-29 22:04:55,1710339928981,-0.22506714,-0.21437073,-0.23516846
ugur,1,2018-03-29 22:04:55,1710286350804,-0.06954956,-0.28573608,-0.08921814
ugur,1,2018-03-29 22:04:55,1710233973825,0.12539673,0.05833435,0.16537476
ugur,1,2018-03-29 22:04:55,1710178488252,0.2681427,0.17765808,0.31558228
ugur,1,2018-03-29 22:04:55,1710123916742,0.20954895,-0.31237793,0.32302856
ugur,1,2018-03-29 22:04:55,1710069390752,0.36828613,-0.24845886,0.3720398
ugur,1,2018-03-29 22:04:55,1710015587471,0.60902405,0.25009155,0.41357422
ugur,1,2018-03-29 22:04:55,1709961678929,0.15309143,0.47912598,0.153656
ugur,1,2018-03-29 22:04:55,1709909329085,-0.30923462,-0.031143188,-0.27244568
ugur,1,2018-03-29 22:04:55,1709854713721,0.20742798,-0.040725708,0.16856384
ugur,1,2018-03-29 22:04:55,1709801589242,0.01461792,0.13397217,0.07801819
ugur,1,2018-03-29 22:04:55,1709745266794,-0.11854553,0.015731812,-0.051940918
ugur,1,2018-03-29 22:04:55,1709692213096,-0.31349182,0.07858276,-0.24156189
ugur,1,2018-03-29 22:04:55,1709638345335,0.015670776,0.11053467,-0.26286316
ugur,1,2018-03-29 22:04:55,1709584243148,-0.13879395,0.25967407,-0.41200256
ugur,1,2018-03-29 22:04:55,1709531292992,0.08918762,0.22451782,-0.51000977
ugur,1,2018-03-29 22:04:55,1709478576429,-0.030136108,0.2703247,-0.5291748
ugur,1,2018-03-29 22:04:55,1709426447106,0.44178772,-0.28041077,0.029022217
ugur,1,2018-03-29 22:04:55,1709373742836,-0.0652771,0.1829834,0.034347534
ugur,1,2018-03-29 22:04:55,1709319589138,-0.72787476,-0.2122345,-0.30014038
ugur,1,2018-03-29 22:04:55,1709266251690,-0.36888123,-0.09931946,-0.29588318
ugur,1,2018-03-29 22:04:55,1709213961273,-0.031188965,-0.43806458,-0.17443848
ugur,1,2018-03-29 22:04:55,1709159071846,-0.042907715,-0.12808228,-0.09988403
ugur,1,2018-03-29 22:04:55,1709107580648,-0.08232117,-0.17495728,-0.08921814
ugur,1,2018-03-29 22:04:55,1709055569034,0.015670776,-0.13659668,0.0790863
ugur,1,2018-03-29 22:04:55,1709000570596,0.2489624,0.11053467,0.18348694
ugur,1,2018-03-29 22:04:55,1708947045179,0.08918762,0.051956177,0.18881226
ugur,1,2018-03-29 22:04:55,1708893840023,0.15097046,-0.24739075,0.38375854
ugur,1,2018-03-29 22:04:55,1708839734086,0.25535583,-0.41996765,0.42103577
ugur,1,2018-03-29 22:04:55,1708787246325,0.38426208,0.5717926,0.48921204
ugur,1,2018-03-29 22:04:55,1708735459555,-0.18458557,0.4386444,0.029022217
ugur,1,2018-03-29 22:04:55,1708680211950,-0.41575623,-0.26869202,-0.3054657
ugur,1,2018-03-29 22:04:55,1708626477732,0.37254333,0.19042969,0.37416077
ugur,1,2018-03-29 22:04:55,1708570871013,0.08811951,0.195755,0.29959106
ugur,1,2018-03-29 22:04:55,1708516854971,-0.21762085,0.061538696,0.031158447
ugur,1,2018-03-29 22:04:55,1708464555857,-0.29005432,0.04449463,-0.15634155
ugur,1,2018-03-29 22:04:55,1708409958357,-0.005630493,0.13929749,-0.20747375
ugur,1,2018-03-29 22:04:55,1708356821638,-0.0034942627,0.1211853,-0.3161316
ugur,1,2018-03-29 22:04:55,1708301816482,0.25856018,0.32572937,-0.40560913
ugur,1,2018-03-29 22:04:55,1708246712836,0.15202332,0.1211853,-0.5707245
ugur,1,2018-03-29 22:04:55,1708193219555,0.5610962,0.115859985,0.09933472
ugur,1,2018-03-29 22:04:55,1708139057784,-0.10043335,0.14250183,-0.05833435
ugur,1,2018-03-29 22:04:55,1708085907055,-0.77368164,-0.25590515,-0.46846008
ugur,1,2018-03-29 22:04:55,1708032237784,-0.15583801,0.12013245,-0.17764282
ugur,1,2018-03-29 22:04:55,1707977826690,-0.087646484,-0.571228,-0.13502502
ugur,1,2018-03-29 22:04:55,1707924166065,-0.18565369,-0.15364075,-0.047683716
ugur,1,2018-03-29 22:04:55,1707866487263,-0.04185486,-0.22288513,0.1259613
ugur,1,2018-03-29 22:04:55,1707814136951,0.03591919,-0.22288513,0.33688354
ugur,1,2018-03-29 22:04:55,1707762842159,0.24258423,0.10308838,0.6266327
ugur,1,2018-03-29 22:04:55,1707693780492,0.19250488,-0.25057983,0.6532593
ugur,1,2018-03-29 22:04:55,1707636377784,0.17973328,-0.41783142,0.5765686
ugur,1,2018-03-29 22:04:55,1707580819451,0.287323,0.13717651,0.5946808
ugur,1,2018-03-29 22:04:55,1707527035545,0.12860107,0.45036316,0.24526978
ugur,1,2018-03-29 22:04:55,1707470687159,-0.5372009,0.18830872,-0.24475098
ugur,1,2018-03-29 22:04:55,1707416898774,-0.09403992,-0.13447571,0.09719849
ugur,1,2018-03-29 22:04:55,1707364772784,0.09237671,-0.040725708,0.26124573
ugur,1,2018-03-29 22:04:55,1707312089816,-0.13452148,0.17019653,0.10571289
ugur,1,2018-03-29 22:04:55,1707259988045,-0.3070984,0.04449463,-0.22770691
ugur,1,2018-03-29 22:04:55,1707206998618,-0.1824646,0.055145264,-0.4460907
ugur,1,2018-03-29 22:04:55,1707154844816,0.020996094,0.13078308,-0.4258423
ugur,1,2018-03-29 22:04:55,1707099392107,0.2361908,0.15208435,-0.4492798
ugur,1,2018-03-29 22:04:55,1707044175545,0.023132324,0.54623413,-0.51745605
ugur,1,2018-03-29 22:04:55,1706991508201,0.1978302,-0.40292358,-0.5014801
ugur,1,2018-03-29 22:04:55,1706936350753,0.44604492,0.14569092,0.116378784
ugur,1,2018-03-29 22:04:55,1706882029139,-0.57022095,-0.12487793,-0.16378784
ugur,1,2018-03-29 22:04:55,1706828324920,-0.5318756,-0.32302856,-0.18936157
ugur,1,2018-03-29 22:04:55,1706773929607,-0.3039093,-0.30065918,-0.10733032
ugur,1,2018-03-29 22:04:55,1706722162576,-0.14411926,-0.30171204,-0.04447937
ugur,1,2018-03-29 22:04:55,1706669024243,-0.07273865,-0.079071045,-0.06259155
ugur,1,2018-03-29 22:04:55,1706615243514,0.12113953,-0.12701416,0.14193726
ugur,1,2018-03-29 22:04:55,1706560613149,0.18292236,-0.07695007,0.3443451
ugur,1,2018-03-29 22:04:55,1706506914868,0.25216675,0.22451782,0.50413513
ugur,1,2018-03-29 22:04:55,1706454375857,0.15309143,-0.22821045,0.48388672
ugur,1,2018-03-29 22:04:55,1706399468774,0.1850586,-0.4210205,0.49028015
ugur,1,2018-03-29 22:04:55,1706346016899,0.35017395,0.1126709,0.47109985
ugur,1,2018-03-29 22:04:55,1706292852628,0.20742798,0.43971252,0.3209076
ugur,1,2018-03-29 22:04:55,1706241076795,-0.49032593,0.05088806,-0.19255066
ugur,1,2018-03-29 22:04:55,1706188079191,0.095565796,0.09562683,0.17070007
ugur,1,2018-03-29 22:04:55,1706132161014,0.00076293945,-0.12487793,0.20692444
ugur,1,2018-03-29 22:04:55,1706078056639,-0.07699585,0.12545776,0.118499756
ugur,1,2018-03-29 22:04:55,1706024450701,-0.26661682,0.030639648,-0.12225342
ugur,1,2018-03-29 22:04:55,1705972519868,-0.08232117,0.13504028,-0.28842163
ugur,1,2018-03-29 22:04:55,1705918204087,0.01461792,0.19470215,-0.371521
ugur,1,2018-03-29 22:04:55,1705861376899,0.26281738,0.35235596,-0.35980225
ugur,1,2018-03-29 22:04:55,1705806143983,0.15736389,0.48764038,-0.43544006
ugur,1,2018-03-29 22:04:55,1705753674452,0.29371643,-0.16429138,-0.24581909
ugur,1,2018-03-29 22:04:55,1705698247264,0.2084961,0.13504028,0.092941284
ugur,1,2018-03-29 22:04:55,1705646058045,-0.7822113,-0.41889954,-0.30334473
ugur,1,2018-03-29 22:04:55,1705592832264,-0.237854,-0.05670166,-0.0008087158
ugur,1,2018-03-29 22:04:55,1705540847004,-0.113220215,-0.3603058,-0.08709717
ugur,1,2018-03-29 22:04:55,1705486493202,-0.03225708,-0.24845886,-0.03703308
ugur,1,2018-03-29 22:04:55,1705433578983,-0.08126831,-0.14405823,0.020492554
ugur,1,2018-03-29 22:04:55,1705380108566,0.03591919,-0.18240356,0.15151978
ugur,1,2018-03-29 22:04:55,1705326611327,0.14564514,0.15422058,0.2740326
ugur,1,2018-03-29 22:04:55,1705272376952,0.14776611,0.15527344,0.2697754
ugur,1,2018-03-29 22:04:55,1705220592785,0.020996094,-0.12487793,0.21757507
ugur,1,2018-03-29 22:04:55,1705166613358,0.28411865,-0.33900452,0.3997345
ugur,1,2018-03-29 22:04:55,1705108912368,0.48545837,0.5206604,0.51690674
ugur,1,2018-03-29 22:04:55,1705055628098,-0.2889862,0.45780945,0.15258789
ugur,1,2018-03-29 22:04:55,1705001570754,-0.4328003,-0.23886108,0.050323486
ugur,1,2018-03-29 22:04:55,1704947024608,0.028457642,-0.15258789,0.43595886
ugur,1,2018-03-29 22:04:55,1704895162264,-0.16221619,-0.013031006,0.3209076
ugur,1,2018-03-29 22:04:55,1704841499087,-0.4093628,-0.027938843,0.06097412
ugur,1,2018-03-29 22:04:55,1704785902785,-0.1164093,0.12225342,-0.041290283
ugur,1,2018-03-29 22:04:55,1704732714608,0.17759705,0.17871094,-0.17124939
ugur,1,2018-03-29 22:04:55,1704677541171,0.31394958,0.14889526,-0.29481506
ugur,1,2018-03-29 22:04:55,1704623189608,0.2681427,0.3448944,-0.41944885
ugur,1,2018-03-29 22:04:55,1704570439452,0.22766113,-0.118499756,-0.54089355
ugur,1,2018-03-29 22:04:55,1704516152108,0.75177,-0.015167236,0.3209076
ugur,1,2018-03-29 22:04:55,1704459255233,-0.47434998,0.027450562,-0.24475098
ugur,1,2018-03-29 22:04:55,1704406506848,-0.81629944,-0.40504456,-0.4237213
ugur,1,2018-03-29 22:04:55,1704353721431,0.06254578,-0.20265198,-0.012527466
ugur,1,2018-03-29 22:04:55,1704298021640,-0.1121521,-0.1653595,-0.13716125
ugur,1,2018-03-29 22:04:55,1704241706952,-0.15156555,0.015731812,-0.10839844
ugur,1,2018-03-29 22:04:55,1704188606015,0.025268555,-0.24952698,0.006652832
ugur,1,2018-03-29 22:04:55,1704134032629,0.081726074,0.022125244,0.18560791
ugur,1,2018-03-29 22:04:55,1704079153983,0.25642395,0.06260681,0.247406
ugur,1,2018-03-29 22:04:55,1704024145806,-0.10896301,-0.048187256,0.11956787
ugur,1,2018-03-29 22:04:55,1703971762317,0.1850586,-0.16856384,0.33581543
ugur,1,2018-03-29 22:04:55,1703916965598,0.50782776,-0.083343506,0.39120483
ugur,1,2018-03-29 22:04:55,1703861605546,0.010345459,1.0469055,0.2516632
ugur,1,2018-03-29 22:04:55,1703808548567,-0.50097656,-0.38267517,-0.08816528
ugur,1,2018-03-29 22:04:55,1703753917004,0.09983826,-0.002380371,0.23248291
ugur,1,2018-03-29 22:04:55,1703698556275,0.017807007,0.1446228,0.2314148
ugur,1,2018-03-29 22:04:55,1703643173254,-0.24850464,0.22665405,0.08866882
ugur,1,2018-03-29 22:04:55,1703588158723,-0.19311523,0.1084137,-0.1169281
ugur,1,2018-03-29 22:04:55,1703534458619,-0.033325195,0.10734558,-0.22984314
ugur,1,2018-03-29 22:04:55,1703478600129,0.17973328,0.14889526,-0.26179504
ugur,1,2018-03-29 22:04:55,1703425392265,0.33952332,0.11160278,-0.3012085
ugur,1,2018-03-29 22:04:55,1703369919973,0.2947693,0.19682312,-0.33955383
ugur,1,2018-03-29 22:04:55,1703318279505,0.48332214,-0.2601776,-0.34062195
ugur,1,2018-03-29 22:04:55,1703266557577,0.6463165,-0.06523132,0.081222534
ugur,1,2018-03-29 22:04:55,1703212358150,0.048706055,-0.3922577,0.08654785
ugur,1,2018-03-29 22:04:55,1703158600130,-0.6511841,-0.13659668,-0.3523407
ugur,1,2018-03-29 22:04:55,1703105837734,-0.284729,-0.42315674,-0.277771
ugur,1,2018-03-29 22:04:55,1703052311484,-0.06954956,-0.20051575,-0.13822937
ugur,1,2018-03-29 22:04:55,1702998346119,-0.07594299,-0.15045166,-0.0008087158
ugur,1,2018-03-29 22:04:55,1702944344088,0.0050201416,-0.13980103,0.1802826
ugur,1,2018-03-29 22:04:55,1702892123515,-0.103637695,-0.17282104,0.1962738
ugur,1,2018-03-29 22:04:55,1702839097265,0.08705139,-0.09825134,0.27616882
ugur,1,2018-03-29 22:04:55,1702785661432,0.016738892,0.23197937,0.26657104
ugur,1,2018-03-29 22:04:55,1702732528463,0.16055298,0.010406494,0.3731079
ugur,1,2018-03-29 22:04:55,1702679643776,-0.02267456,-0.47961426,0.53715515
ugur,1,2018-03-29 22:04:55,1702626170546,0.416214,-0.17601013,0.8780365
ugur,1,2018-03-29 22:04:55,1702572993776,0.2084961,0.4429016,0.65753174
ugur,1,2018-03-29 22:04:55,1702518682578,0.015670776,-0.011962891,0.13342285
ugur,1,2018-03-29 22:04:55,1702466500963,0.19250488,0.2383728,0.005584717
ugur,1,2018-03-29 22:04:55,1702413106380,0.012481689,0.09030151,-0.23942566
ugur,1,2018-03-29 22:04:55,1702359751067,0.00289917,0.02319336,-0.3289032
ugur,1,2018-03-29 22:04:55,1702307196588,-0.23252869,0.11906433,-0.5249176
ugur,1,2018-03-29 22:04:55,1702255569088,-0.50416565,-0.5648346,-0.9052124
ugur,1,2018-03-29 22:04:55,1702203039505,-0.54252625,-0.36244202,-1.2141418
ugur,1,2018-03-29 22:04:55,1702151256797,-0.52015686,-0.2899933,-1.6508942
ugur,1,2018-03-29 22:04:55,1702099512422,-0.37634277,0.1169281,-1.8937836
ugur,1,2018-03-29 22:04:55,1702046940651,-0.46688843,0.37153625,-2.1984406
ugur,1,2018-03-29 22:04:55,1701993548880,-0.50097656,-0.3059845,-2.234665
ugur,1,2018-03-29 22:04:55,1701939630911,-0.18032837,-0.40611267,-1.8234711
ugur,1,2018-03-29 22:04:55,1701886979609,-0.16542053,0.008270264,-1.550766
ugur,1,2018-03-29 22:04:55,1701832298880,-0.3113556,0.1680603,-1.4367828
ugur,1,2018-03-29 22:04:55,1701780312370,-0.43493652,0.027450562,-1.3153381
ugur,1,2018-03-29 22:04:55,1701728099713,0.21382141,-0.083343506,-0.8253174
ugur,1,2018-03-29 22:04:55,1701675055234,0.15522766,0.50468445,-0.76885986
ugur,1,2018-03-29 22:04:55,1701622757318,0.25323486,-0.03540039,-0.7422333
ugur,1,2018-03-29 22:04:55,1701566269089,0.49291992,0.2575531,-0.39814758
ugur,1,2018-03-29 22:04:55,1701511970130,0.20317078,0.21812439,-0.49082947
ugur,1,2018-03-29 22:04:55,1701458534714,-0.284729,0.059402466,-0.9563446
ugur,1,2018-03-29 22:04:55,1701403546745,-0.3358612,-0.104644775,-1.1395721
ugur,1,2018-03-29 22:04:55,1701349058568,-0.34332275,-0.17921448,-1.2556915
ugur,1,2018-03-29 22:04:55,1701295288047,-0.3347931,-0.16323853,-1.2823181
ugur,1,2018-03-29 22:04:55,1701242917474,-0.30177307,-0.09931946,-1.3355865
ugur,1,2018-03-29 22:04:55,1701191123307,-0.10575867,-0.29319763,-1.2961731
ugur,1,2018-03-29 22:04:55,1701135997110,0.2127533,0.1638031,-0.8274536
ugur,1,2018-03-29 22:04:55,1701081972057,-0.31774902,0.2937622,-0.99256897
ugur,1,2018-03-29 22:04:55,1701026976276,-0.9377289,-0.37521362,-1.3707428
ugur,1,2018-03-29 22:04:55,1700973242943,-0.589386,-0.4668274,-1.12146
ugur,1,2018-03-29 22:04:55,1700916828985,-0.19630432,-0.19839478,-0.73690796
ugur,1,2018-03-29 22:04:55,1700865377162,-0.33372498,-0.3336792,-0.6516876
ugur,1,2018-03-29 22:04:55,1700810193412,-0.3901825,-0.05883789,-0.4929657
ugur,1,2018-03-29 22:04:55,1700757050756,-0.35609436,-0.06309509,-0.25328064
ugur,1,2018-03-29 22:04:55,1700704487995,-0.1782074,-0.19200134,-0.07963562
ugur,1,2018-03-29 22:04:55,1700650858933,0.15522766,0.4056244,0.3528595
ugur,1,2018-03-29 22:04:55,1700595412995,0.22659302,0.2618103,0.48814392
ugur,1,2018-03-29 22:04:55,1700541996068,0.13179016,-0.3102417,0.5936127
ugur,1,2018-03-29 22:04:55,1700488180235,0.2723999,-0.49879456,0.64260864
ugur,1,2018-03-29 22:04:55,1700434077579,0.46095276,0.47485352,0.66285706
ugur,1,2018-03-29 22:04:55,1700380922891,0.009292603,0.20002747,0.10891724
ugur,1,2018-03-29 22:04:55,1700326665235,-0.30177307,0.1723175,-0.15420532
ugur,1,2018-03-29 22:04:55,1700272368568,0.31608582,0.19470215,0.21543884
ugur,1,2018-03-29 22:04:55,1700219984037,0.20954895,-0.059906006,0.41571045
ugur,1,2018-03-29 22:04:55,1700166477735,-0.07699585,0.26820374,0.34114075
ugur,1,2018-03-29 22:04:55,1700112845704,-0.4338684,0.012542725,-0.0072021484
ugur,1,2018-03-29 22:04:55,1700058987006,-0.3901825,-0.031143188,-0.24049377
ugur,1,2018-03-29 22:04:55,1700006604610,-0.039718628,0.10202026,-0.23516846
ugur,1,2018-03-29 22:04:55,1699951873047,0.091308594,0.0050811768,-0.28416443
ugur,1,2018-03-29 22:04:55,1699898063100,0.09877014,0.29057312,-0.43649292
ugur,1,2018-03-29 22:04:55,1699845691954,0.27134705,-0.4125061,-0.56326294
ugur,1,2018-03-29 22:04:55,1699792098464,0.7709503,0.1318512,-0.05407715
ugur,1,2018-03-29 22:04:55,1699737220339,0.1616211,0.23516846,-0.18615723
ugur,1,2018-03-29 22:04:55,1699682850860,-0.22506714,-0.7043915,-0.30867004
ugur,1,2018-03-29 22:04:55,1699628097006,0.16374207,0.011474609,0.06097412
ugur,1,2018-03-29 22:04:55,1699574775287,-0.1355896,-0.3922577,-0.035964966
ugur,1,2018-03-29 22:04:55,1699520912266,-0.2293396,-0.081207275,-0.0146484375
ugur,1,2018-03-29 22:04:55,1699467147058,-0.37846375,-0.16749573,-0.13502502
ugur,1,2018-03-29 22:04:55,1699413504662,-0.15370178,-0.1611023,0.01411438
ugur,1,2018-03-29 22:04:55,1699360818308,0.07852173,0.029586792,0.1770935
ugur,1,2018-03-29 22:04:55,1699306611537,0.30436707,0.40774536,0.3443451
ugur,1,2018-03-29 22:04:55,1699254004194,0.14350891,-0.07055664,0.329422
ugur,1,2018-03-29 22:04:55,1699199049975,0.15309143,-0.5105133,0.31451416
ugur,1,2018-03-29 22:04:55,1699141786694,0.25430298,-0.027938843,0.36883545
ugur,1,2018-03-29 22:04:55,1699084504298,0.0018310547,0.3438263,0.0790863
ugur,1,2018-03-29 22:04:55,1699031149350,-0.2293396,0.15101624,-0.038085938
ugur,1,2018-03-29 22:04:55,1698977262735,-0.03439331,0.015731812,0.21437073
ugur,1,2018-03-29 22:04:55,1698923352162,0.15736389,-0.021560669,0.3720398
ugur,1,2018-03-29 22:04:55,1698868300860,-0.16116333,-0.0066375732,0.19306946
ugur,1,2018-03-29 22:04:55,1698811742006,-0.29431152,0.012542725,-0.07644653
