user,label,collection_datetime,device_timestamp,rotvecmag_x,rotvecmag_y,rotvecmag_z
ugur,1,2018-03-29 22:04:56,1713212952053,0.053512797,-0.03785925,0.21142639
ugur,1,2018-03-29 22:04:56,1713159470282,0.041409962,-0.041140497,0.23811197
ugur,1,2018-03-29 22:04:56,1713105418563,0.036969475,-0.038733244,0.2441867
ugur,1,2018-03-29 22:04:56,1713052729709,0.034709252,-0.037715115,0.25011083
ugur,1,2018-03-29 22:04:56,1712998413095,0.030818593,-0.045128148,0.27565065
ugur,1,2018-03-29 22:04:56,1712946314553,0.030539967,-0.041441824,0.26388985
ugur,1,2018-03-29 22:04:56,1712892215907,0.029849902,-0.043091223,0.2696249
ugur,1,2018-03-29 22:04:56,1712841058876,0.02760168,-0.044831812,0.254537
ugur,1,2018-03-29 22:04:56,1712788975438,0.023461917,-0.045255523,0.23923826
ugur,1,2018-03-29 22:04:56,1712736437938,0.026316853,-0.045049407,0.2266114
ugur,1,2018-03-29 22:04:56,1712684842886,0.03442628,-0.0401354,0.2002936
ugur,1,2018-03-29 22:04:56,1712630266845,0.03667525,-0.037307084,0.18054466
ugur,1,2018-03-29 22:04:56,1712575475386,0.04025827,-0.044578377,0.18410541
ugur,1,2018-03-29 22:04:56,1712521325543,0.053702865,-0.05350695,0.18462342
ugur,1,2018-03-29 22:04:56,1712470389814,0.063891314,-0.054364197,0.18067795
ugur,1,2018-03-29 22:04:56,1712417475699,0.06625482,-0.051322233,0.16859335
ugur,1,2018-03-29 22:04:56,1712364400907,0.065942734,-0.045388974,0.14514378
ugur,1,2018-03-29 22:04:56,1712309643303,0.060628157,-0.043057892,0.13977806
ugur,1,2018-03-29 22:04:56,1712256833459,0.05590059,-0.043887045,0.14014195
ugur,1,2018-03-29 22:04:56,1712202041480,0.05586714,-0.047828753,0.16003984
ugur,1,2018-03-29 22:04:56,1712150551012,0.054441683,-0.05215353,0.17852159
ugur,1,2018-03-29 22:04:56,1712096691689,0.051712655,-0.059151582,0.21123193
ugur,1,2018-03-29 22:04:56,1712039473720,0.049164727,-0.064319015,0.23091942
ugur,1,2018-03-29 22:04:56,1711988145387,0.05187445,-0.06642107,0.24262464
ugur,1,2018-03-29 22:04:56,1711935539397,0.059548747,-0.057070322,0.22195557
ugur,1,2018-03-29 22:04:56,1711881066741,0.05838569,-0.047293276,0.20512754
ugur,1,2018-03-29 22:04:56,1711826109605,0.066715084,-0.039683342,0.19193073
ugur,1,2018-03-29 22:04:56,1711774063980,0.06934503,-0.032513294,0.19021848
ugur,1,2018-03-29 22:04:56,1711721582887,0.06434467,-0.031150578,0.19014765
ugur,1,2018-03-29 22:04:56,1711668791793,0.06246257,-0.028338587,0.18766975
ugur,1,2018-03-29 22:04:56,1711615081012,0.059400342,-0.033595357,0.21655656
ugur,1,2018-03-29 22:04:56,1711560346220,0.053898223,-0.036039945,0.21812022
ugur,1,2018-03-29 22:04:56,1711508269397,0.04575778,-0.036792975,0.22064131
ugur,1,2018-03-29 22:04:56,1711453525491,0.03610207,-0.037435945,0.21732959
ugur,1,2018-03-29 22:04:56,1711397775491,0.036697775,-0.033367794,0.19301088
ugur,1,2018-03-29 22:04:56,1711346364345,0.044018,-0.032717615,0.1792629
ugur,1,2018-03-29 22:04:56,1711294931637,0.053144522,-0.036934055,0.1839016
ugur,1,2018-03-29 22:04:56,1711241863460,0.059050065,-0.041878402,0.18387981
ugur,1,2018-03-29 22:04:56,1711190354866,0.07374967,-0.045644633,0.1759103
ugur,1,2018-03-29 22:04:56,1711135166845,0.07365611,-0.039199032,0.1454503
ugur,1,2018-03-29 22:04:56,1711083540387,0.06823872,-0.039138637,0.14143312
ugur,1,2018-03-29 22:04:56,1711030990231,0.058834657,-0.04043084,0.15621403
ugur,1,2018-03-29 22:04:56,1710977485752,0.05967146,-0.04611267,0.17783214
ugur,1,2018-03-29 22:04:56,1710926302887,0.05865059,-0.056998678,0.2201916
ugur,1,2018-03-29 22:04:56,1710874583408,0.053750724,-0.0653386,0.26405013
ugur,1,2018-03-29 22:04:56,1710821681741,0.051698636,-0.0680025,0.276206
ugur,1,2018-03-29 22:04:56,1710770745648,0.048988864,-0.07377506,0.30358294
ugur,1,2018-03-29 22:04:56,1710717169606,0.050740115,-0.07448309,0.30097565
ugur,1,2018-03-29 22:04:56,1710663285908,0.052674606,-0.06252251,0.26467085
ugur,1,2018-03-29 22:04:56,1710609109293,0.05036483,-0.0494066,0.22640526
ugur,1,2018-03-29 22:04:56,1710555080648,0.0574675,-0.042503927,0.21151482
ugur,1,2018-03-29 22:04:56,1710499450231,0.06303635,-0.03426165,0.20279309
ugur,1,2018-03-29 22:04:56,1710446190127,0.06097767,-0.02844121,0.19346154
ugur,1,2018-03-29 22:04:56,1710394587106,0.05815079,-0.030556431,0.20023644
ugur,1,2018-03-29 22:04:56,1710340616012,0.052968174,-0.035731364,0.20628667
ugur,1,2018-03-29 22:04:56,1710286623096,0.042251084,-0.036400955,0.20421374
ugur,1,2018-03-29 22:04:56,1710233405231,0.03269239,-0.03716396,0.20137243
ugur,1,2018-03-29 22:04:56,1710179868981,0.02385221,-0.037355725,0.18771634
ugur,1,2018-03-29 22:04:56,1710122677158,0.026497755,-0.03557786,0.16451299
ugur,1,2018-03-29 22:04:56,1710070459346,0.030015677,-0.03998091,0.1572935
ugur,1,2018-03-29 22:04:56,1710014357887,0.03169775,-0.043828864,0.15508114
ugur,1,2018-03-29 22:04:56,1709962694554,0.042403657,-0.050566003,0.15453447
ugur,1,2018-03-29 22:04:56,1709909657731,0.054092918,-0.052766677,0.14832178
ugur,1,2018-03-29 22:04:56,1709855842731,0.05522052,-0.048313797,0.13553047
ugur,1,2018-03-29 22:04:56,1709802402679,0.051527623,-0.053052034,0.1461614
ugur,1,2018-03-29 22:04:56,1709746777783,0.04506276,-0.05770097,0.15897883
ugur,1,2018-03-29 22:04:56,1709693354763,0.04007352,-0.061935302,0.17138048
ugur,1,2018-03-29 22:04:56,1709638962054,0.031115199,-0.06663512,0.18597451
ugur,1,2018-03-29 22:04:56,1709585771742,0.02883259,-0.07176901,0.20255116
ugur,1,2018-03-29 22:04:56,1709529897731,0.028641012,-0.073853694,0.20809877
ugur,1,2018-03-29 22:04:56,1709477924711,0.033494785,-0.06883533,0.19609636
ugur,1,2018-03-29 22:04:56,1709425892263,0.030259835,-0.053200718,0.16304855
ugur,1,2018-03-29 22:04:56,1709374283877,0.03862538,-0.04999906,0.15798259
ugur,1,2018-03-29 22:04:56,1709320269033,0.050131567,-0.04468913,0.15821286
ugur,1,2018-03-29 22:04:56,1709266700596,0.048889805,-0.042011775,0.15489012
ugur,1,2018-03-29 22:04:56,1709215227367,0.046055555,-0.037068143,0.14649549
ugur,1,2018-03-29 22:04:56,1709159558409,0.040577073,-0.041644577,0.16428629
ugur,1,2018-03-29 22:04:56,1709106968409,0.03668302,-0.04267749,0.16713783
ugur,1,2018-03-29 22:04:56,1709054872784,0.028259372,-0.04314877,0.16411829
ugur,1,2018-03-29 22:04:56,1709002667107,0.022944633,-0.04581928,0.16533716
ugur,1,2018-03-29 22:04:56,1708947359190,0.023643106,-0.044878416,0.16135974
ugur,1,2018-03-29 22:04:56,1708893063929,0.02591948,-0.04240088,0.1422369
ugur,1,2018-03-29 22:04:56,1708838855544,0.027939094,-0.04799501,0.14498676
ugur,1,2018-03-29 22:04:56,1708787680180,0.030350303,-0.05274281,0.1484961
ugur,1,2018-03-29 22:04:56,1708735774711,0.04903795,-0.059303824,0.1575645
ugur,1,2018-03-29 22:04:56,1708683390805,0.058523763,-0.057763528,0.15177186
ugur,1,2018-03-29 22:04:56,1708627020075,0.049570337,-0.052667804,0.14512746
ugur,1,2018-03-29 22:04:56,1708574119711,0.04250549,-0.05512709,0.15053646
ugur,1,2018-03-29 22:04:56,1708517850023,0.040207263,-0.061406832,0.17231719
ugur,1,2018-03-29 22:04:56,1708465011794,0.03766666,-0.06689474,0.19132507
ugur,1,2018-03-29 22:04:56,1708411017159,0.033877797,-0.07443273,0.21522094
ugur,1,2018-03-29 22:04:56,1708357721273,0.031592194,-0.080550365,0.2377395
ugur,1,2018-03-29 22:04:56,1708302696430,0.031593487,-0.08243067,0.24356654
ugur,1,2018-03-29 22:04:56,1708249151430,0.03512312,-0.08231908,0.2462292
ugur,1,2018-03-29 22:04:56,1708194962784,0.028306544,-0.06624417,0.21978162
ugur,1,2018-03-29 22:04:56,1708140958357,0.030949416,-0.061052207,0.21439494
ugur,1,2018-03-29 22:04:56,1708086830805,0.045649927,-0.053891815,0.21264258
ugur,1,2018-03-29 22:04:56,1708030738409,0.04494338,-0.04874591,0.21150368
ugur,1,2018-03-29 22:04:56,1707979077576,0.043623555,-0.042763993,0.20731683
ugur,1,2018-03-29 22:04:56,1707921548930,0.038678158,-0.041357826,0.20527096
ugur,1,2018-03-29 22:04:56,1707868732107,0.030097459,-0.038592696,0.2016616
ugur,1,2018-03-29 22:04:56,1707814428669,0.023694906,-0.035466522,0.19425583
ugur,1,2018-03-29 22:04:56,1707761882836,0.013914092,-0.031971347,0.17573877
ugur,1,2018-03-29 22:04:56,1707707787420,0.015167711,-0.029718542,0.1685081
ugur,1,2018-03-29 22:04:56,1707637195857,0.024633322,-0.030814212,0.16472164
ugur,1,2018-03-29 22:04:56,1707583761847,0.029721439,-0.041631136,0.17947108
ugur,1,2018-03-29 22:04:56,1707528463149,0.040707476,-0.05164502,0.19066992
ugur,1,2018-03-29 22:04:56,1707471856951,0.061740305,-0.053157087,0.18968861
ugur,1,2018-03-29 22:04:56,1707417925388,0.06309467,-0.045987163,0.18104094
ugur,1,2018-03-29 22:04:56,1707363930388,0.059225425,-0.04582962,0.18594253
ugur,1,2018-03-29 22:04:56,1707311439607,0.057340693,-0.04882672,0.19720286
ugur,1,2018-03-29 22:04:56,1707260395336,0.05692724,-0.058037955,0.22736457
ugur,1,2018-03-29 22:04:56,1707206488045,0.05486169,-0.06866272,0.25666845
ugur,1,2018-03-29 22:04:56,1707152475024,0.049479023,-0.073544614,0.2702577
ugur,1,2018-03-29 22:04:56,1707099554243,0.044073503,-0.078130655,0.28498888
ugur,1,2018-03-29 22:04:56,1707045681274,0.04823496,-0.07852233,0.2890611
ugur,1,2018-03-29 22:04:56,1706988767524,0.045676526,-0.061959982,0.26536608
ugur,1,2018-03-29 22:04:56,1706936914451,0.042715743,-0.05372926,0.2535633
ugur,1,2018-03-29 22:04:56,1706882851482,0.05339663,-0.04504694,0.24187148
ugur,1,2018-03-29 22:04:56,1706829344816,0.05347001,-0.036227364,0.23508458
ugur,1,2018-03-29 22:04:56,1706774784816,0.05283862,-0.031288084,0.22713457
ugur,1,2018-03-29 22:04:56,1706722487628,0.04747626,-0.030525908,0.22486721
ugur,1,2018-03-29 22:04:56,1706669842212,0.043067258,-0.032695986,0.22836946
ugur,1,2018-03-29 22:04:56,1706614011951,0.03269023,-0.031723067,0.22297569
ugur,1,2018-03-29 22:04:56,1706561509035,0.023883343,-0.031196596,0.21509631
ugur,1,2018-03-29 22:04:56,1706505995180,0.02168693,-0.031152682,0.20842184
ugur,1,2018-03-29 22:04:56,1706454973305,0.02702252,-0.028532177,0.19342496
ugur,1,2018-03-29 22:04:56,1706400969295,0.034347568,-0.03294535,0.20030767
ugur,1,2018-03-29 22:04:56,1706346500701,0.040887766,-0.041932445,0.2031613
ugur,1,2018-03-29 22:04:56,1706293121014,0.049537532,-0.046217386,0.20883043
ugur,1,2018-03-29 22:04:56,1706241407212,0.06478088,-0.046483897,0.20428011
ugur,1,2018-03-29 22:04:56,1706188380181,0.06326546,-0.041740004,0.20429276
ugur,1,2018-03-29 22:04:56,1706130976222,0.059262738,-0.042194065,0.20987949
ugur,1,2018-03-29 22:04:56,1706078660285,0.05326897,-0.047115542,0.22108455
ugur,1,2018-03-29 22:04:56,1706025044868,0.05080388,-0.05299887,0.23135413
ugur,1,2018-03-29 22:04:56,1705972663879,0.04624817,-0.062129557,0.25126368
ugur,1,2018-03-29 22:04:56,1705918816431,0.0392719,-0.06716038,0.26098737
ugur,1,2018-03-29 22:04:56,1705859629399,0.03674183,-0.06858392,0.26475832
ugur,1,2018-03-29 22:04:56,1705806857629,0.040812645,-0.06489834,0.26025975
ugur,1,2018-03-29 22:04:56,1705752878462,0.04176059,-0.04988355,0.24820949
ugur,1,2018-03-29 22:04:56,1705699508774,0.051553026,-0.041828703,0.24230985
ugur,1,2018-03-29 22:04:56,1705646555545,0.056575667,-0.039605487,0.24440998
ugur,1,2018-03-29 22:04:56,1705593988410,0.054166675,-0.036852546,0.24320169
ugur,1,2018-03-29 22:04:56,1705541149764,0.052476116,-0.0347312,0.24087676
ugur,1,2018-03-29 22:04:56,1705487603097,0.0487613,-0.031304106,0.2356074
ugur,1,2018-03-29 22:04:56,1705433955806,0.04376053,-0.03175174,0.2292054
ugur,1,2018-03-29 22:04:56,1705379508879,0.039601777,-0.03178957,0.22221185
ugur,1,2018-03-29 22:04:56,1705324746066,0.03326735,-0.03400278,0.21531352
ugur,1,2018-03-29 22:04:56,1705271725754,0.034427058,-0.034955543,0.20811768
ugur,1,2018-03-29 22:04:56,1705220926327,0.038505875,-0.03449174,0.20185106
ugur,1,2018-03-29 22:04:56,1705167473150,0.040762775,-0.03717082,0.18519227
ugur,1,2018-03-29 22:04:56,1705109532681,0.040264253,-0.044624493,0.17832038
ugur,1,2018-03-29 22:04:56,1705054478983,0.053834353,-0.049326994,0.16393062
ugur,1,2018-03-29 22:04:56,1705002844087,0.05974059,-0.046166457,0.13915092
ugur,1,2018-03-29 22:04:56,1704947899764,0.05711467,-0.03996397,0.11032047
ugur,1,2018-03-29 22:04:56,1704894045962,0.05466433,-0.042486396,0.11033638
ugur,1,2018-03-29 22:04:56,1704839416691,0.051416844,-0.045660943,0.12213706
ugur,1,2018-03-29 22:04:56,1704787000546,0.041227948,-0.052939605,0.13807355
ugur,1,2018-03-29 22:04:56,1704733621796,0.035474457,-0.05784723,0.14329027
ugur,1,2018-03-29 22:04:56,1704678457473,0.031420477,-0.06350503,0.16526453
ugur,1,2018-03-29 22:04:56,1704624042473,0.033755016,-0.069354646,0.18185122
ugur,1,2018-03-29 22:04:56,1704569315233,0.03414547,-0.060757812,0.1681191
ugur,1,2018-03-29 22:04:56,1704516773254,0.028421557,-0.04825483,0.1448255
ugur,1,2018-03-29 22:04:56,1704460263515,0.044002518,-0.04449916,0.13499574
ugur,1,2018-03-29 22:04:56,1704405289712,0.052030306,-0.040166132,0.12988666
ugur,1,2018-03-29 22:04:56,1704352517265,0.049832776,-0.03835183,0.11586017
ugur,1,2018-03-29 22:04:56,1704296705129,0.051754914,-0.04206075,0.11122726
ugur,1,2018-03-29 22:04:56,1704244570233,0.045317017,-0.046733774,0.105646476
ugur,1,2018-03-29 22:04:56,1704189187994,0.0369864,-0.04662388,0.09117081
ugur,1,2018-03-29 22:04:56,1704135095025,0.031625606,-0.047902245,0.081598006
ugur,1,2018-03-29 22:04:56,1704081220650,0.028351186,-0.04942982,0.0641484
ugur,1,2018-03-29 22:04:56,1704025343983,0.03382016,-0.04910922,0.04254882
ugur,1,2018-03-29 22:04:56,1703972077733,0.036319308,-0.048302054,0.031019928
ugur,1,2018-03-29 22:04:56,1703916496640,0.039164066,-0.052112866,0.017058881
ugur,1,2018-03-29 22:04:56,1703862418463,0.051058926,-0.060170047,0.016777832
ugur,1,2018-03-29 22:04:56,1703808134869,0.060667213,-0.055987947,0.008171652
ugur,1,2018-03-29 22:04:56,1703754980598,0.056977767,-0.053967148,-0.0048843343
ugur,1,2018-03-29 22:04:56,1703699772681,0.045952875,-0.05628631,-0.0067449575
ugur,1,2018-03-29 22:04:56,1703643882994,0.03728702,-0.060536247,-0.0007386323
ugur,1,2018-03-29 22:04:56,1703589654713,0.02962502,-0.06471534,0.006289977
ugur,1,2018-03-29 22:04:56,1703535790338,0.025512308,-0.0652792,0.009306334
ugur,1,2018-03-29 22:04:56,1703481163463,0.02103143,-0.06363114,0.010000932
ugur,1,2018-03-29 22:04:56,1703425981432,0.020759124,-0.062257703,0.009334975
ugur,1,2018-03-29 22:04:56,1703370781380,0.028277053,-0.060125846,0.016410585
ugur,1,2018-03-29 22:04:56,1703318578932,0.035827737,-0.05338858,0.011229963
ugur,1,2018-03-29 22:04:56,1703265144088,0.038042627,-0.04634334,0.0062834905
ugur,1,2018-03-29 22:04:56,1703212923202,0.051174216,-0.04167973,0.0085244365
ugur,1,2018-03-29 22:04:56,1703159442005,0.06820235,-0.037555024,0.012090966
ugur,1,2018-03-29 22:04:56,1703106124244,0.07108457,-0.034022335,0.014012175
ugur,1,2018-03-29 22:04:56,1703053268671,0.071325704,-0.028917016,0.010876278
ugur,1,2018-03-29 22:04:56,1702997144400,0.06582339,-0.024233105,0.006146756
ugur,1,2018-03-29 22:04:56,1702943459505,0.059141688,-0.020910654,0.0030432462
ugur,1,2018-03-29 22:04:56,1702892613307,0.05355413,-0.018324794,-0.0023843574
ugur,1,2018-03-29 22:04:56,1702839784609,0.04520449,-0.01638025,-0.0031053803
ugur,1,2018-03-29 22:04:56,1702786457161,0.04032596,-0.016805066,-0.0050718035
ugur,1,2018-03-29 22:04:56,1702732847578,0.036943108,-0.012615001,-0.008261884
ugur,1,2018-03-29 22:04:56,1702679448411,0.037035666,-0.0070754727,-0.014006569
ugur,1,2018-03-29 22:04:56,1702627389088,0.026955862,-0.0020458673,-0.020567767
ugur,1,2018-03-29 22:04:56,1702573529505,0.021981683,-0.007916663,-0.0042507136
ugur,1,2018-03-29 22:04:56,1702519518203,0.024494557,-0.0092676245,0.013042294
ugur,1,2018-03-29 22:04:56,1702467120547,0.022370491,-0.011845395,0.03552755
ugur,1,2018-03-29 22:04:56,1702412255390,0.02164174,-0.0134258885,0.06679808
ugur,1,2018-03-29 22:04:56,1702360219974,0.017139543,-0.0154984435,0.0945613
ugur,1,2018-03-29 22:04:56,1702308139869,0.012189341,-0.020294303,0.15688248
ugur,1,2018-03-29 22:04:56,1702254957526,0.014722893,-0.023926845,0.21840112
ugur,1,2018-03-29 22:04:56,1702203576536,0.015663994,-0.03263636,0.278068
ugur,1,2018-03-29 22:04:56,1702151721745,0.01924192,-0.04889729,0.36536813
ugur,1,2018-03-29 22:04:56,1702098491849,0.02179079,-0.05840993,0.41373327
ugur,1,2018-03-29 22:04:56,1702047360338,0.034403227,-0.06589962,0.46756187
ugur,1,2018-03-29 22:04:56,1701994466484,0.041690882,-0.06442174,0.4880365
ugur,1,2018-03-29 22:04:56,1701938752943,0.042196527,-0.064128764,0.51907337
ugur,1,2018-03-29 22:04:56,1701887393776,0.040964823,-0.06939152,0.55226356
ugur,1,2018-03-29 22:04:56,1701833110599,0.04422638,-0.071665555,0.5693006
ugur,1,2018-03-29 22:04:56,1701780815182,0.048339933,-0.07249004,0.5843124
ugur,1,2018-03-29 22:04:56,1701727496745,0.046573848,-0.07620205,0.6022912
ugur,1,2018-03-29 22:04:56,1701675680599,0.05167909,-0.0800802,0.6140519
ugur,1,2018-03-29 22:04:56,1701623086641,0.05211232,-0.076156415,0.62638456
ugur,1,2018-03-29 22:04:56,1701566880495,0.047012016,-0.07252972,0.6457124
ugur,1,2018-03-29 22:04:56,1701512244557,0.048261676,-0.07227828,0.6599501
ugur,1,2018-03-29 22:04:56,1701459200078,0.058413878,-0.07662318,0.6835281
ugur,1,2018-03-29 22:04:56,1701404504557,0.06613262,-0.08202193,0.711952
ugur,1,2018-03-29 22:04:56,1701349674714,0.07220512,-0.085863724,0.7317681
ugur,1,2018-03-29 22:04:56,1701294481797,0.077145986,-0.08399634,0.73980296
ugur,1,2018-03-29 22:04:56,1701243479401,0.08437417,-0.07209193,0.74641657
ugur,1,2018-03-29 22:04:56,1701191432682,0.08424593,-0.05815571,0.7478663
ugur,1,2018-03-29 22:04:56,1701137589297,0.07965791,-0.03758743,0.75739276
ugur,1,2018-03-29 22:04:56,1701081144141,0.087949716,-0.01992542,0.76081043
ugur,1,2018-03-29 22:04:56,1701027882682,0.10209785,-0.0008484102,0.7460084
ugur,1,2018-03-29 22:04:56,1700971698620,0.101141974,0.0027838785,0.7513606
ugur,1,2018-03-29 22:04:56,1700918871485,0.09752711,0.00527405,0.7637579
ugur,1,2018-03-29 22:04:56,1700865817735,0.09453155,0.0041572177,0.7734563
ugur,1,2018-03-29 22:04:56,1700812549245,0.09105486,0.002580312,0.77967876
ugur,1,2018-03-29 22:04:56,1700755899453,0.081430405,0.0009857011,0.78941834
ugur,1,2018-03-29 22:04:56,1700704918620,0.06654704,-0.0008805413,0.7979243
ugur,1,2018-03-29 22:04:56,1700651719610,0.059752386,-0.0024729744,0.8001009
ugur,1,2018-03-29 22:04:56,1700593825495,0.055917904,0.003647097,0.790343
ugur,1,2018-03-29 22:04:56,1700541315079,0.0634428,0.012195875,0.7672138
ugur,1,2018-03-29 22:04:56,1700489553360,0.0668145,0.012364435,0.7581729
ugur,1,2018-03-29 22:04:56,1700433051485,0.07665378,0.0062815254,0.7473222
ugur,1,2018-03-29 22:04:56,1700381829089,0.09385767,0.007046096,0.7280473
ugur,1,2018-03-29 22:04:56,1700328056849,0.101231165,0.008520167,0.7189573
ugur,1,2018-03-29 22:04:56,1700273760027,0.091746844,0.01271638,0.7240985
ugur,1,2018-03-29 22:04:56,1700220586485,0.08007289,0.014623772,0.73695034
ugur,1,2018-03-29 22:04:56,1700167678724,0.075716026,0.010735692,0.74913394
ugur,1,2018-03-29 22:04:56,1700113760339,0.079001576,0.004701003,0.7595874
ugur,1,2018-03-29 22:04:56,1700059978777,0.08244693,-0.006130196,0.7661117
ugur,1,2018-03-29 22:04:56,1700004998985,0.081366956,-0.01472119,0.77554476
ugur,1,2018-03-29 22:04:56,1699953477162,0.081450865,-0.02475735,0.78053063
ugur,1,2018-03-29 22:04:56,1699898933568,0.08872426,-0.027297696,0.7733847
ugur,1,2018-03-29 22:04:56,1699846178516,0.08884748,-0.019636482,0.76335084
ugur,1,2018-03-29 22:04:56,1699790912110,0.078392915,-0.008976915,0.75946003
ugur,1,2018-03-29 22:04:56,1699738409662,0.07827873,0.003236119,0.7492029
ugur,1,2018-03-29 22:04:56,1699685183412,0.075463265,0.014246723,0.7443941
ugur,1,2018-03-29 22:04:56,1699629014662,0.064502284,0.015310926,0.75451773
ugur,1,2018-03-29 22:04:56,1699576031329,0.060231816,0.015599249,0.759945
ugur,1,2018-03-29 22:04:56,1699521187006,0.058520935,0.009488962,0.768075
ugur,1,2018-03-29 22:04:56,1699467624454,0.058890056,0.0022831678,0.7752667
ugur,1,2018-03-29 22:04:56,1699413991954,0.053234998,-0.0036953788,0.78187275
ugur,1,2018-03-29 22:04:56,1699361300860,0.048695046,-0.008255781,0.78597707
ugur,1,2018-03-29 22:04:56,1699307474298,0.04594041,-0.011066398,0.7863542
ugur,1,2018-03-29 22:04:56,1699254477683,0.04760332,-0.006755364,0.77619785
ugur,1,2018-03-29 22:04:56,1699200250339,0.056315064,-0.0010609938,0.75703245
ugur,1,2018-03-29 22:04:56,1699145758725,0.065865815,-0.0048711556,0.7475731
ugur,1,2018-03-29 22:04:56,1699087697267,0.07648348,-0.0046347105,0.7370156
ugur,1,2018-03-29 22:04:56,1699030498725,0.079403654,0.003395302,0.7290691
ugur,1,2018-03-29 22:04:56,1698978421381,0.075485244,0.008584678,0.726221
ugur,1,2018-03-29 22:04:56,1698924260287,0.07045228,0.007825271,0.7336733
ugur,1,2018-03-29 22:04:56,1698868949402,0.0702838,0.001572847,0.745892
ugur,1,2018-03-29 22:04:56,1698813199975,0.073406994,-0.0050226687,0.7536418
ugur,1,2018-03-29 22:04:56,1698757542892,0.07584932,-0.017612338,0.76356465
ugur,1,2018-03-29 22:04:56,1698703459298,0.07778388,-0.027170274,0.77288204
ugur,1,2018-03-29 22:04:56,1698648679506,0.08049754,-0.031041007,0.76979315
