user,label,collection_datetime,device_timestamp,rotvecgyro_x,rotvecgyro_y,rotvecgyro_z
ugur,1,2018-03-29 22:04:56,1715579081531,0.107079245,0.015413111,-0.7546464
ugur,1,2018-03-29 22:04:56,1715526868667,0.10975204,0.0184555,-0.7541216
ugur,1,2018-03-29 22:04:56,1715472700750,0.10802087,0.009523181,-0.75354004
ugur,1,2018-03-29 22:04:56,1715417206062,0.104586706,0.007935306,-0.75404155
ugur,1,2018-03-29 22:04:56,1715363841062,0.100745134,0.0062054237,-0.7552833
ugur,1,2018-03-29 22:04:56,1715310231479,0.0975645,0.005034072,-0.75632024
ugur,1,2018-03-29 22:04:56,1715256490177,0.095211335,0.0047311233,-0.7569494
ugur,1,2018-03-29 22:04:56,1715204086740,0.09447008,0.0070185396,-0.75723237
ugur,1,2018-03-29 22:04:56,1715150755073,0.093108095,0.00719458,-0.7582652
ugur,1,2018-03-29 22:04:56,1715097619656,0.09160647,0.0058579007,-0.7591427
ugur,1,2018-03-29 22:04:56,1715042257104,0.089708954,0.0033346838,-0.7597042
ugur,1,2018-03-29 22:04:56,1714988467625,0.08683903,0.00061191054,-0.76066536
ugur,1,2018-03-29 22:04:56,1714934925021,0.08401977,0.00094392686,-0.76195395
ugur,1,2018-03-29 22:04:56,1714882123042,0.07896376,0.0023840081,-0.7647541
ugur,1,2018-03-29 22:04:56,1714826571583,0.07878967,0.004315253,-0.7649271
ugur,1,2018-03-29 22:04:56,1714768519240,0.07929336,0.012123387,-0.76714516
ugur,1,2018-03-29 22:04:56,1714716339500,0.08069253,0.016191928,-0.76709205
ugur,1,2018-03-29 22:04:56,1714662720959,0.08013572,0.017452307,-0.7686006
ugur,1,2018-03-29 22:04:56,1714606214552,0.078509025,0.017507287,-0.7705182
ugur,1,2018-03-29 22:04:56,1714553103042,0.07519539,0.01600808,-0.77204317
ugur,1,2018-03-29 22:04:56,1714500597938,0.06911922,0.011915852,-0.7729854
ugur,1,2018-03-29 22:04:56,1714446826792,0.061828315,0.0014800463,-0.77458614
ugur,1,2018-03-29 22:04:56,1714393747573,0.05132105,-0.002438391,-0.77690804
ugur,1,2018-03-29 22:04:56,1714340324344,0.05029391,-0.006818259,-0.77934706
ugur,1,2018-03-29 22:04:56,1714284546896,0.047239427,-0.011440916,-0.78173846
ugur,1,2018-03-29 22:04:56,1714227987052,0.04567489,-0.0118167065,-0.78377056
ugur,1,2018-03-29 22:04:56,1714172735282,0.044096023,-0.01666863,-0.7849655
ugur,1,2018-03-29 22:04:56,1714117880646,0.04639634,-0.020962225,-0.7850171
ugur,1,2018-03-29 22:04:56,1714064825230,0.045647968,-0.02835874,-0.78481895
ugur,1,2018-03-29 22:04:56,1714011228771,0.04174605,-0.033121396,-0.78267586
ugur,1,2018-03-29 22:04:56,1713959401271,0.03515149,-0.038401768,-0.78268534
ugur,1,2018-03-29 22:04:56,1713905700490,0.031885684,-0.04432631,-0.78313595
ugur,1,2018-03-29 22:04:56,1713852890438,0.030239051,-0.04783011,-0.78491634
ugur,1,2018-03-29 22:04:56,1713798714136,0.032009598,-0.051056426,-0.7872502
ugur,1,2018-03-29 22:04:56,1713745894605,0.033231962,-0.04885826,-0.78878796
ugur,1,2018-03-29 22:04:56,1713692795178,0.030601244,-0.04115857,-0.79068625
ugur,1,2018-03-29 22:04:56,1713640740230,0.028149031,-0.037567776,-0.7914077
ugur,1,2018-03-29 22:04:56,1713588265282,0.024929212,-0.03647045,-0.7926583
ugur,1,2018-03-29 22:04:56,1713533796271,0.02501247,-0.035985883,-0.7916791
ugur,1,2018-03-29 22:04:56,1713480793042,0.02300128,-0.036673106,-0.7885745
ugur,1,2018-03-29 22:04:56,1713426980594,0.02245152,-0.03861662,-0.7904751
ugur,1,2018-03-29 22:04:56,1713372656167,0.020794911,-0.050167114,-0.79004735
ugur,1,2018-03-29 22:04:56,1713320703199,0.01774057,-0.058748234,-0.78967196
ugur,1,2018-03-29 22:04:56,1713267187261,0.017275557,-0.060763862,-0.789168
ugur,1,2018-03-29 22:04:56,1713214321897,0.01923546,-0.07658376,-0.7877174
ugur,1,2018-03-29 22:04:56,1713160608303,0.013114959,-0.09910626,-0.7883807
ugur,1,2018-03-29 22:04:56,1713106856220,0.0057511795,-0.090370215,-0.7861854
ugur,1,2018-03-29 22:04:56,1713053064761,0.011965185,-0.06648695,-0.7713417
ugur,1,2018-03-29 22:04:56,1712999828147,0.0029709898,-0.06856065,-0.75416034
ugur,1,2018-03-29 22:04:56,1712947564761,0.009863851,-0.071963176,-0.74355245
ugur,1,2018-03-29 22:04:56,1712893251688,0.016877817,-0.07566564,-0.73981446
ugur,1,2018-03-29 22:04:56,1712841655959,0.018945605,-0.07731298,-0.73578674
ugur,1,2018-03-29 22:04:56,1712788634918,0.01696539,-0.07793674,-0.7339429
ugur,1,2018-03-29 22:04:56,1712736950959,0.008244563,-0.08419327,-0.73491025
ugur,1,2018-03-29 22:04:56,1712684532574,0.0075532272,-0.08609377,-0.73536056
ugur,1,2018-03-29 22:04:56,1712630991272,0.014803759,-0.073111966,-0.7419728
ugur,1,2018-03-29 22:04:56,1712575154605,0.012895226,-0.0569791,-0.7550673
ugur,1,2018-03-29 22:04:56,1712522624866,-0.0034315486,-0.06242724,-0.7665104
ugur,1,2018-03-29 22:04:56,1712469926584,-0.0022512001,-0.07053387,-0.7666707
ugur,1,2018-03-29 22:04:56,1712418011793,-0.0024663995,-0.07729642,-0.76880336
ugur,1,2018-03-29 22:04:56,1712363715022,-0.0037144131,-0.075322784,-0.7749223
ugur,1,2018-03-29 22:04:56,1712309993512,-0.0063503347,-0.07381822,-0.78251314
ugur,1,2018-03-29 22:04:56,1712257401220,-0.014525676,-0.075927384,-0.79153115
ugur,1,2018-03-29 22:04:56,1712203521480,-0.01679487,-0.08153288,-0.79598665
ugur,1,2018-03-29 22:04:56,1712149689970,-0.018335402,-0.087027654,-0.7969713
ugur,1,2018-03-29 22:04:56,1712097403355,-0.018821705,-0.087965064,-0.79667217
ugur,1,2018-03-29 22:04:56,1712042117835,-0.019776741,-0.08721996,-0.7955371
ugur,1,2018-03-29 22:04:56,1711988650387,-0.024643883,-0.08668318,-0.7932834
ugur,1,2018-03-29 22:04:56,1711936186793,-0.026402114,-0.08721417,-0.7876114
ugur,1,2018-03-29 22:04:56,1711882663824,-0.02527046,-0.07944178,-0.78421134
ugur,1,2018-03-29 22:04:56,1711825805543,-0.030047564,-0.084866226,-0.78172815
ugur,1,2018-03-29 22:04:56,1711773701897,-0.015902337,-0.091964126,-0.77470136
ugur,1,2018-03-29 22:04:56,1711722109241,-0.013626222,-0.0938139,-0.7719785
ugur,1,2018-03-29 22:04:56,1711669790231,-0.009456255,-0.08746561,-0.77149874
ugur,1,2018-03-29 22:04:56,1711616110647,-0.0032851556,-0.08584895,-0.7703579
ugur,1,2018-03-29 22:04:56,1711562751272,0.0035194461,-0.08639567,-0.76822937
ugur,1,2018-03-29 22:04:56,1711509217262,0.0104407715,-0.084374174,-0.7674344
ugur,1,2018-03-29 22:04:56,1711454922574,0.009402216,-0.08011452,-0.7713538
ugur,1,2018-03-29 22:04:56,1711399245231,0.002335068,-0.079231285,-0.77843434
ugur,1,2018-03-29 22:04:56,1711346871064,0.0023338902,-0.07474581,-0.7857065
ugur,1,2018-03-29 22:04:56,1711294622731,0.010378514,-0.066171095,-0.7914847
ugur,1,2018-03-29 22:04:56,1711243292366,0.0048775133,-0.059612725,-0.7980199
ugur,1,2018-03-29 22:04:56,1711189862679,-0.008384593,-0.060945373,-0.80144036
ugur,1,2018-03-29 22:04:56,1711136598304,-0.0088713085,-0.06878111,-0.79934406
ugur,1,2018-03-29 22:04:56,1711083182679,-0.009733985,-0.06540823,-0.80213857
ugur,1,2018-03-29 22:04:56,1711031566116,-0.015357394,-0.064237595,-0.8066038
ugur,1,2018-03-29 22:04:56,1710979232522,-0.02012777,-0.067957565,-0.8097397
ugur,1,2018-03-29 22:04:56,1710926869085,-0.015228986,-0.0766686,-0.80649626
ugur,1,2018-03-29 22:04:56,1710874291429,-0.013684606,-0.083049044,-0.8009023
ugur,1,2018-03-29 22:04:56,1710822975335,-0.01380584,-0.08403189,-0.794409
ugur,1,2018-03-29 22:04:56,1710770582991,-0.018965866,-0.08437554,-0.78857815
ugur,1,2018-03-29 22:04:56,1710716825283,-0.028947309,-0.085117556,-0.7817084
ugur,1,2018-03-29 22:04:56,1710664243773,-0.031189052,-0.08107715,-0.772001
ugur,1,2018-03-29 22:04:56,1710608538668,-0.040909223,-0.07142194,-0.7707643
ugur,1,2018-03-29 22:04:56,1710556092835,-0.043174338,-0.07304164,-0.7685729
ugur,1,2018-03-29 22:04:56,1710502847887,-0.027686222,-0.08036341,-0.7606853
ugur,1,2018-03-29 22:04:56,1710448530596,-0.018629234,-0.0802939,-0.7570714
ugur,1,2018-03-29 22:04:56,1710395176846,-0.003677165,-0.073175006,-0.7537364
ugur,1,2018-03-29 22:04:56,1710342061273,0.002407284,-0.076154046,-0.7490362
ugur,1,2018-03-29 22:04:56,1710287621273,0.009418392,-0.07500295,-0.74565893
ugur,1,2018-03-29 22:04:56,1710234632314,0.0122563895,-0.07152565,-0.74577844
ugur,1,2018-03-29 22:04:56,1710181935335,0.0055937283,-0.07003762,-0.75016767
ugur,1,2018-03-29 22:04:56,1710127587054,0.0026619623,-0.0641629,-0.7569712
ugur,1,2018-03-29 22:04:56,1710069955648,0.0077960547,-0.05224958,-0.7639516
ugur,1,2018-03-29 22:04:56,1710017502887,0.0008864003,-0.04357205,-0.7707596
ugur,1,2018-03-29 22:04:56,1709962081325,-0.0155016575,-0.038014974,-0.7767752
ugur,1,2018-03-29 22:04:56,1709910278356,-0.022330912,-0.0492707,-0.7754784
ugur,1,2018-03-29 22:04:56,1709858073356,-0.016117316,-0.045870762,-0.7745495
ugur,1,2018-03-29 22:04:56,1709801863252,-0.020089226,-0.043954853,-0.77698565
ugur,1,2018-03-29 22:04:56,1709745948617,-0.023484878,-0.045798328,-0.77770245
ugur,1,2018-03-29 22:04:56,1709693983721,-0.019906376,-0.049767207,-0.774778
ugur,1,2018-03-29 22:04:56,1709638657471,-0.021188948,-0.05537692,-0.7703977
ugur,1,2018-03-29 22:04:56,1709586768877,-0.024562292,-0.058423195,-0.7647804
ugur,1,2018-03-29 22:04:56,1709532511065,-0.02887425,-0.062619954,-0.75599635
ugur,1,2018-03-29 22:04:56,1709479197158,-0.03819945,-0.06930991,-0.74774516
ugur,1,2018-03-29 22:04:56,1709426743148,-0.0366092,-0.06109961,-0.7419558
ugur,1,2018-03-29 22:04:56,1709374767731,-0.04775334,-0.05768092,-0.74606794
ugur,1,2018-03-29 22:04:56,1709321365700,-0.037509486,-0.063856676,-0.74243253
ugur,1,2018-03-29 22:04:56,1709267237575,-0.024167804,-0.074774,-0.7348219
ugur,1,2018-03-29 22:04:56,1709214917471,-0.019294871,-0.075130574,-0.73139834
ugur,1,2018-03-29 22:04:56,1709161111690,-0.010774971,-0.06726888,-0.7288112
ugur,1,2018-03-29 22:04:56,1709107867367,-0.008244814,-0.067775056,-0.7270192
ugur,1,2018-03-29 22:04:56,1709056414346,-0.0040385188,-0.06483191,-0.7265397
ugur,1,2018-03-29 22:04:56,1709001248721,-0.0063873413,-0.06058479,-0.7294673
ugur,1,2018-03-29 22:04:56,1708948576794,-0.013612973,-0.06185809,-0.7332555
ugur,1,2018-03-29 22:04:56,1708894718773,-0.0115832295,-0.057269294,-0.7379105
ugur,1,2018-03-29 22:04:56,1708842191273,-0.0069707036,-0.04632296,-0.74594355
ugur,1,2018-03-29 22:04:56,1708788204555,-0.012723809,-0.042418793,-0.75421435
ugur,1,2018-03-29 22:04:56,1708736372471,-0.026544092,-0.046521876,-0.7595454
ugur,1,2018-03-29 22:04:56,1708681882575,-0.025626622,-0.06184438,-0.75557613
ugur,1,2018-03-29 22:04:56,1708628280753,-0.02084018,-0.057862166,-0.7563322
ugur,1,2018-03-29 22:04:56,1708573805805,-0.029020913,-0.056034893,-0.7621468
ugur,1,2018-03-29 22:04:56,1708519740492,-0.03315549,-0.0588581,-0.7656506
ugur,1,2018-03-29 22:04:56,1708464702211,-0.029559344,-0.06600885,-0.7643344
ugur,1,2018-03-29 22:04:56,1708412897471,-0.029235585,-0.070313245,-0.76127464
ugur,1,2018-03-29 22:04:56,1708358382159,-0.032504946,-0.07255386,-0.756183
ugur,1,2018-03-29 22:04:56,1708303719346,-0.039608717,-0.0726309,-0.74963117
ugur,1,2018-03-29 22:04:56,1708250330857,-0.05182446,-0.07679143,-0.74212444
ugur,1,2018-03-29 22:04:56,1708194407159,-0.054385398,-0.06586882,-0.7362916
ugur,1,2018-03-29 22:04:56,1708140333409,-0.06665141,-0.06406533,-0.7382662
ugur,1,2018-03-29 22:04:56,1708088244711,-0.056388184,-0.070389606,-0.73372656
ugur,1,2018-03-29 22:04:56,1708033733461,-0.040672585,-0.078366436,-0.7250669
ugur,1,2018-03-29 22:04:56,1707979726482,-0.03560193,-0.0772367,-0.72152513
ugur,1,2018-03-29 22:04:56,1707925064399,-0.02610341,-0.07148965,-0.7202105
ugur,1,2018-03-29 22:04:56,1707869845753,-0.018938817,-0.07161501,-0.7203656
ugur,1,2018-03-29 22:04:56,1707814979294,-0.013906615,-0.06699225,-0.724136
ugur,1,2018-03-29 22:04:56,1707762986013,-0.013762232,-0.06257368,-0.7324917
ugur,1,2018-03-29 22:04:56,1707711066013,-0.021294001,-0.062150292,-0.7449746
ugur,1,2018-03-29 22:04:56,1707638490545,-0.017512241,-0.052644152,-0.7607487
ugur,1,2018-03-29 22:04:56,1707583276013,-0.012559177,-0.043211877,-0.7704656
ugur,1,2018-03-29 22:04:56,1707529880857,-0.02715087,-0.04405695,-0.7785619
ugur,1,2018-03-29 22:04:56,1707475070649,-0.03526639,-0.05653275,-0.77961
ugur,1,2018-03-29 22:04:56,1707418956118,-0.02385839,-0.06451627,-0.7755816
ugur,1,2018-03-29 22:04:56,1707365538045,-0.024892505,-0.06228755,-0.7800031
ugur,1,2018-03-29 22:04:56,1707312695909,-0.025447065,-0.06301455,-0.78313154
ugur,1,2018-03-29 22:04:56,1707260905857,-0.024746703,-0.06991035,-0.78175884
ugur,1,2018-03-29 22:04:56,1707208760805,-0.022024427,-0.07615061,-0.7764493
ugur,1,2018-03-29 22:04:56,1707155408878,-0.022257445,-0.07825358,-0.7680959
ugur,1,2018-03-29 22:04:56,1707101206951,-0.03001697,-0.07946305,-0.7604865
ugur,1,2018-03-29 22:04:56,1707047847107,-0.04009691,-0.07930836,-0.75320625
ugur,1,2018-03-29 22:04:56,1706992564503,-0.04373818,-0.08159543,-0.74196815
ugur,1,2018-03-29 22:04:56,1706937498774,-0.047265295,-0.07012673,-0.7406267
ugur,1,2018-03-29 22:04:56,1706884841691,-0.050675627,-0.06935543,-0.7417359
ugur,1,2018-03-29 22:04:56,1706830311430,-0.030044395,-0.07883002,-0.7349826
ugur,1,2018-03-29 22:04:56,1706775777003,-0.022547696,-0.08269792,-0.7327243
ugur,1,2018-03-29 22:04:56,1706722323409,-0.010997985,-0.08098194,-0.73048645
ugur,1,2018-03-29 22:04:56,1706669513305,-0.0073036146,-0.0796003,-0.72941124
ugur,1,2018-03-29 22:04:56,1706616527993,-0.0058800704,-0.07872597,-0.7300325
ugur,1,2018-03-29 22:04:56,1706562506378,-0.0058312654,-0.072224304,-0.73452395
ugur,1,2018-03-29 22:04:56,1706508583670,-0.011104982,-0.06921589,-0.74294496
ugur,1,2018-03-29 22:04:56,1706454667628,-0.014695775,-0.06659749,-0.75149274
ugur,1,2018-03-29 22:04:56,1706402573097,-0.009528492,-0.05914462,-0.75990283
ugur,1,2018-03-29 22:04:56,1706347409139,-0.009722272,-0.050556157,-0.7701371
ugur,1,2018-03-29 22:04:56,1706293462003,-0.019125717,-0.04829108,-0.7769568
ugur,1,2018-03-29 22:04:56,1706241232680,-0.022917515,-0.05928064,-0.7776265
ugur,1,2018-03-29 22:04:56,1706189356535,-0.015810274,-0.0623086,-0.77616733
ugur,1,2018-03-29 22:04:56,1706133736222,-0.0152651835,-0.05946737,-0.779343
ugur,1,2018-03-29 22:04:56,1706079687785,-0.015788943,-0.060579117,-0.78268635
ugur,1,2018-03-29 22:04:56,1706025486483,-0.014323118,-0.064776145,-0.7826621
ugur,1,2018-03-29 22:04:56,1705973025181,-0.013609724,-0.07016405,-0.7789143
ugur,1,2018-03-29 22:04:56,1705920715441,-0.017031943,-0.07337544,-0.7725499
ugur,1,2018-03-29 22:04:56,1705861988879,-0.02623341,-0.07451788,-0.76622564
ugur,1,2018-03-29 22:04:56,1705807845389,-0.039963897,-0.07679674,-0.7595638
ugur,1,2018-03-29 22:04:56,1705754359608,-0.04552967,-0.07621459,-0.75271344
ugur,1,2018-03-29 22:04:56,1705701480077,-0.050252896,-0.06783356,-0.75282705
ugur,1,2018-03-29 22:04:56,1705646228722,-0.042128682,-0.07186178,-0.75076634
ugur,1,2018-03-29 22:04:56,1705593810910,-0.025850143,-0.07681174,-0.7459732
