user,label,collection_datetime,device_timestamp,accel_x,accel_y,accel_z
ugur,1,2018-03-29 22:04:55,1711773176376,1.6150055,1.6838531,11.043304
ugur,1,2018-03-29 22:04:55,1711720706480,1.2666473,1.6742859,10.830811
ugur,1,2018-03-29 22:04:55,1711667193616,0.72436523,1.493515,10.237045
ugur,1,2018-03-29 22:04:55,1711613774918,0.2993927,1.3845825,8.95076
ugur,1,2018-03-29 22:04:55,1711560961428,0.73513794,1.35466,8.018219
ugur,1,2018-03-29 22:04:55,1711506253043,0.7902069,1.7724457,6.524246
ugur,1,2018-03-29 22:04:55,1711451565491,0.8153534,1.0655518,6.8803864
ugur,1,2018-03-29 22:04:55,1711398395804,1.3001709,0.15756226,9.062103
ugur,1,2018-03-29 22:04:55,1711345609918,0.7255707,-0.53497314,10.548889
ugur,1,2018-03-29 22:04:55,1711294293564,0.046203613,-0.012435913,8.869965
ugur,1,2018-03-29 22:04:55,1711242421012,0.104263306,0.092315674,10.003616
ugur,1,2018-03-29 22:04:55,1711189025647,0.9284668,0.08332825,13.325577
ugur,1,2018-03-29 22:04:55,1711135718877,2.5876465,1.4971161,12.475632
ugur,1,2018-03-29 22:04:55,1711082665699,1.193039,2.18544,10.957703
ugur,1,2018-03-29 22:04:55,1711029835700,1.0571594,2.2267456,9.928192
ugur,1,2018-03-29 22:04:55,1710978017835,0.21081543,1.2648773,10.313065
ugur,1,2018-03-29 22:04:55,1710925605752,-0.13934326,1.27565,7.8584137
ugur,1,2018-03-29 22:04:55,1710873718147,0.25271606,1.4306641,6.9725647
ugur,1,2018-03-29 22:04:55,1710822241325,0.33232117,1.3534546,6.3033752
ugur,1,2018-03-29 22:04:55,1710769692523,0.7483063,0.6298065,6.89415
ugur,1,2018-03-29 22:04:55,1710715078200,1.9250641,-0.62654114,9.547516
ugur,1,2018-03-29 22:04:55,1710661937366,3.4872742,0.5328522,8.9531555
ugur,1,2018-03-29 22:04:55,1710607456012,2.644516,0.14318848,11.56044
ugur,1,2018-03-29 22:04:55,1710553725908,2.0339966,-0.27519226,14.808182
ugur,1,2018-03-29 22:04:55,1710500077627,1.952591,1.5832977,11.244415
ugur,1,2018-03-29 22:04:55,1710446794085,1.5509644,1.1140442,11.7274475
ugur,1,2018-03-29 22:04:55,1710393666168,0.034835815,1.3977509,8.469528
ugur,1,2018-03-29 22:04:55,1710339064971,0.838089,1.378006,8.192398
ugur,1,2018-03-29 22:04:55,1710285272731,0.8057709,1.6210175,6.8582306
ugur,1,2018-03-29 22:04:55,1710233113044,0.6806793,1.5150604,6.2124023
ugur,1,2018-03-29 22:04:55,1710179006533,1.0242462,0.5549927,8.352814
ugur,1,2018-03-29 22:04:55,1710123639971,0.7183838,-0.30451965,9.810287
ugur,1,2018-03-29 22:04:55,1710068603408,-0.044174194,0.07675171,8.015839
ugur,1,2018-03-29 22:04:55,1710014930596,0.20422363,0.06716919,8.895706
ugur,1,2018-03-29 22:04:55,1709960928512,0.43466187,-0.5810547,12.658783
ugur,1,2018-03-29 22:04:55,1709908889919,1.9496002,-0.09623718,14.91951
ugur,1,2018-03-29 22:04:55,1709854211429,0.94104004,1.5222473,12.061432
ugur,1,2018-03-29 22:04:55,1709800337992,1.0122681,1.5360107,10.290924
ugur,1,2018-03-29 22:04:55,1709744744867,0.7979889,1.2840271,9.592407
ugur,1,2018-03-29 22:04:55,1709690440075,0.6453552,1.5324249,7.377182
ugur,1,2018-03-29 22:04:55,1709638054971,0.6064453,1.006897,7.1844482
ugur,1,2018-03-29 22:04:55,1709583549710,0.73454285,0.6369934,7.5579376
ugur,1,2018-03-29 22:04:55,1709531001690,0.97335815,0.30300903,7.5058594
ugur,1,2018-03-29 22:04:55,1709478282940,2.2829895,-0.7468567,9.864746
ugur,1,2018-03-29 22:04:55,1709426276742,2.997055,0.42451477,8.45816
ugur,1,2018-03-29 22:04:55,1709373537575,1.7299347,-1.1245422,13.126251
ugur,1,2018-03-29 22:04:55,1709318911898,1.4923096,0.24732971,12.511536
ugur,1,2018-03-29 22:04:55,1709265929606,1.8783722,1.2475128,11.216278
ugur,1,2018-03-29 22:04:55,1709213213044,1.3672028,0.912323,11.3958435
ugur,1,2018-03-29 22:04:55,1709160522054,0.20721436,1.2876129,8.665253
ugur,1,2018-03-29 22:04:55,1709107290231,0.78541565,1.0134888,8.091843
ugur,1,2018-03-29 22:04:55,1709055303200,0.7572937,1.0918884,7.033615
ugur,1,2018-03-29 22:04:55,1709000212784,0.5082855,0.78723145,7.0006866
ugur,1,2018-03-29 22:04:55,1708945770909,1.193634,0.0552063,9.480484
ugur,1,2018-03-29 22:04:55,1708893535804,1.1026459,-0.008834839,9.4583435
ugur,1,2018-03-29 22:04:55,1708839397575,0.18806458,0.26649475,8.693985
ugur,1,2018-03-29 22:04:55,1708786962055,0.15693665,0.09649658,8.650894
ugur,1,2018-03-29 22:04:55,1708735007315,0.612442,-1.1430969,13.381241
ugur,1,2018-03-29 22:04:55,1708679647627,2.5200195,0.46520996,13.4075775
ugur,1,2018-03-29 22:04:55,1708625641690,1.2492981,1.9178925,10.830215
ugur,1,2018-03-29 22:04:55,1708571930805,1.2451019,1.461792,10.472885
ugur,1,2018-03-29 22:04:55,1708516361221,0.72317505,0.9871521,9.908447
ugur,1,2018-03-29 22:04:55,1708464090440,0.3682251,1.0188751,7.7428894
ugur,1,2018-03-29 22:04:55,1708409479138,0.3682251,0.7375488,6.813339
ugur,1,2018-03-29 22:04:55,1708355785284,0.6848602,0.7776489,6.8109436
ugur,1,2018-03-29 22:04:55,1708301343201,0.74412537,0.37542725,7.030014
ugur,1,2018-03-29 22:04:55,1708246287784,2.5403748,-0.4134674,9.627136
ugur,1,2018-03-29 22:04:55,1708192747159,2.7618256,0.3808136,8.757431
ugur,1,2018-03-29 22:04:55,1708139544815,2.5684967,-1.0706635,13.584747
ugur,1,2018-03-29 22:04:55,1708085323044,1.6353607,-0.39849854,13.14241
ugur,1,2018-03-29 22:04:55,1708031625180,1.7682343,0.98594666,10.5937805
ugur,1,2018-03-29 22:04:55,1707977478305,1.9035034,0.90515137,11.015167
ugur,1,2018-03-29 22:04:55,1707923491899,0.8482666,1.0655518,8.761032
ugur,1,2018-03-29 22:04:55,1707867642732,1.3145447,1.0374298,7.5968475
ugur,1,2018-03-29 22:04:55,1707813695492,1.0374146,0.98236084,6.655319
ugur,1,2018-03-29 22:04:55,1707762393201,0.80278015,0.68188477,6.507477
ugur,1,2018-03-29 22:04:55,1707690365909,0.8877716,-0.5589142,9.739655
ugur,1,2018-03-29 22:04:55,1707635937315,-0.36499023,-0.6738281,9.866547
ugur,1,2018-03-29 22:04:55,1707581899607,-0.64572144,0.4568329,7.5525513
ugur,1,2018-03-29 22:04:55,1707526281847,0.25271606,-0.68281555,12.009354
ugur,1,2018-03-29 22:04:55,1707470194868,1.7448883,-0.8282623,15.429474
ugur,1,2018-03-29 22:04:55,1707416385232,2.2668304,1.5210571,11.61731
ugur,1,2018-03-29 22:04:55,1707364432940,1.0026855,1.3935547,11.171387
ugur,1,2018-03-29 22:04:55,1707311943826,0.42868042,1.2576904,9.402679
ugur,1,2018-03-29 22:04:55,1707259355649,0.32154846,1.2223816,8.344437
ugur,1,2018-03-29 22:04:55,1707206832263,0.061172485,1.0841064,6.978546
ugur,1,2018-03-29 22:04:55,1707154150128,0.60105896,1.3193359,6.072342
ugur,1,2018-03-29 22:04:55,1707098760649,0.9661865,0.8788147,6.875595
ugur,1,2018-03-29 22:04:55,1707043498514,1.5587463,-0.38352966,9.432007
ugur,1,2018-03-29 22:04:55,1706989358878,3.979889,0.52326965,9.633118
ugur,1,2018-03-29 22:04:55,1706936028201,2.6002197,0.49095154,10.444153
ugur,1,2018-03-29 22:04:55,1706881542107,2.135147,-0.60739136,14.353882
ugur,1,2018-03-29 22:04:55,1706827722472,2.0980377,1.1367798,10.762573
ugur,1,2018-03-29 22:04:55,1706773472159,1.703598,0.7555084,11.435944
ugur,1,2018-03-29 22:04:55,1706721516743,0.6860657,1.4252777,8.749054
ugur,1,2018-03-29 22:04:55,1706667791118,0.88597107,1.2977905,7.9039
ugur,1,2018-03-29 22:04:55,1706614650545,0.82373047,1.1685028,7.3358765
ugur,1,2018-03-29 22:04:55,1706560125962,0.6782837,1.0673523,6.910309
ugur,1,2018-03-29 22:04:55,1706506619503,0.6058502,0.23536682,7.8656006
ugur,1,2018-03-29 22:04:55,1706454089712,0.89375305,-0.40447998,10.132309
ugur,1,2018-03-29 22:04:55,1706398422733,-0.06690979,-0.031585693,9.225494
ugur,1,2018-03-29 22:04:55,1706345266170,-0.26203918,0.07974243,9.123749
ugur,1,2018-03-29 22:04:55,1706292579139,0.30178833,-0.35180664,11.5784
ugur,1,2018-03-29 22:04:55,1706240477889,1.2313385,-0.2871704,14.134811
ugur,1,2018-03-29 22:04:55,1706186051795,1.8472443,1.4342651,11.822617
ugur,1,2018-03-29 22:04:55,1706131580806,1.067337,1.5384064,10.588394
ugur,1,2018-03-29 22:04:55,1706077149920,0.69384766,1.4516144,9.262619
ugur,1,2018-03-29 22:04:55,1706024253514,0.1904602,1.1864624,7.974533
ugur,1,2018-03-29 22:04:55,1705972081379,0.25749207,1.140976,6.9049225
ugur,1,2018-03-29 22:04:55,1705917804191,0.8015747,1.1846619,6.670883
ugur,1,2018-03-29 22:04:55,1705860951795,0.9392395,0.5585785,7.061737
ugur,1,2018-03-29 22:04:55,1705805284764,1.8280945,-0.55711365,9.52597
ugur,1,2018-03-29 22:04:55,1705753198931,3.0617065,0.1174469,9.913834
ugur,1,2018-03-29 22:04:55,1705697742108,1.8041534,-0.5511322,12.879059
ugur,1,2018-03-29 22:04:55,1705645289347,1.4611816,0.002532959,13.204666
ugur,1,2018-03-29 22:04:55,1705593309920,1.1906433,1.6024628,10.380112
ugur,1,2018-03-29 22:04:55,1705539464816,1.7640533,0.82673645,11.44014
ugur,1,2018-03-29 22:04:55,1705486204816,0.59628296,1.1032715,8.690399
ugur,1,2018-03-29 22:04:55,1705432686900,0.8877716,1.0296478,7.958969
ugur,1,2018-03-29 22:04:55,1705379876222,0.6052551,1.0092926,7.0401917
ugur,1,2018-03-29 22:04:55,1705325305650,0.5621643,0.8117676,7.0036774
ugur,1,2018-03-29 22:04:55,1705272138462,0.50289917,-0.08784485,8.591034
ugur,1,2018-03-29 22:04:55,1705220139712,0.8512573,0.15455627,9.188995
ugur,1,2018-03-29 22:04:55,1705165872837,0.19824219,0.58132935,8.683212
ugur,1,2018-03-29 22:04:55,1705108139139,0.44963074,0.4502411,9.7552185
ugur,1,2018-03-29 22:04:55,1705055042733,0.8099518,-0.70495605,14.107285
ugur,1,2018-03-29 22:04:55,1705000880702,2.8234863,0.96380615,13.599701
ugur,1,2018-03-29 22:04:55,1704946544191,1.4091034,1.4198914,11.884262
ugur,1,2018-03-29 22:04:55,1704894518983,0.6561279,1.2307587,10.006607
ugur,1,2018-03-29 22:04:55,1704840267577,0.31915283,1.3648376,8.07988
ugur,1,2018-03-29 22:04:55,1704785430494,0.21141052,1.6533356,6.1429596
ugur,1,2018-03-29 22:04:55,1704729892994,0.30776978,1.0404205,6.732544
ugur,1,2018-03-29 22:04:55,1704677222056,0.43226624,0.8027954,7.073715
ugur,1,2018-03-29 22:04:55,1704622825910,0.5226593,-0.019012451,8.4192505
ugur,1,2018-03-29 22:04:55,1704570212785,2.9312286,0.24134827,9.5026245
ugur,1,2018-03-29 22:04:55,1704515402369,2.7049713,0.42990112,9.528366
ugur,1,2018-03-29 22:04:55,1704458456900,1.0493774,-1.43219,15.568344
ugur,1,2018-03-29 22:04:55,1704405785754,1.7772217,1.3444824,11.985413
ugur,1,2018-03-29 22:04:55,1704353288723,1.2594757,1.1439667,11.95369
ugur,1,2018-03-29 22:04:55,1704297451640,0.3209381,0.78004456,10.022171
ugur,1,2018-03-29 22:04:55,1704242796900,0.7004242,1.4294739,7.9637604
ugur,1,2018-03-29 22:04:55,1704187490025,0.9787445,1.1828766,7.6716614
ugur,1,2018-03-29 22:04:55,1704133373931,0.5130768,0.95721436,6.8372803
ugur,1,2018-03-29 22:04:55,1704078527056,0.75190735,0.2946167,8.098434
ugur,1,2018-03-29 22:04:55,1704023679088,1.0739136,-0.03578186,9.1662445
ugur,1,2018-03-29 22:04:55,1703969189088,1.0050812,0.27427673,8.682022
ugur,1,2018-03-29 22:04:55,1703916817629,0.4262848,0.3448944,9.18779
ugur,1,2018-03-29 22:04:55,1703861128827,0.3347168,-0.44638062,12.325989
ugur,1,2018-03-29 22:04:55,1703807661536,2.747467,0.841095,14.346695
ugur,1,2018-03-29 22:04:55,1703753302317,1.1230011,1.9532013,11.564636
ugur,1,2018-03-29 22:04:55,1703698004973,1.0032959,2.0058746,9.552902
ugur,1,2018-03-29 22:04:55,1703642242786,0.5956726,1.3684235,9.172226
ugur,1,2018-03-29 22:04:55,1703587668775,0.4005432,1.1289978,7.322708
ugur,1,2018-03-29 22:04:55,1703533811900,0.7680664,0.85606384,6.967163
ugur,1,2018-03-29 22:04:55,1703478097942,1.1152191,0.63101196,6.8169403
ugur,1,2018-03-29 22:04:55,1703424532369,1.1738739,0.22518921,7.4663544
ugur,1,2018-03-29 22:04:55,1703369635234,1.224762,-0.5984192,9.038757
ugur,1,2018-03-29 22:04:55,1703317928775,1.8191223,-0.10461426,8.818481
ugur,1,2018-03-29 22:04:55,1703266006692,2.1441345,0.38320923,10.013794
ugur,1,2018-03-29 22:04:55,1703211407473,1.1768646,-0.46792603,12.240997
ugur,1,2018-03-29 22:04:55,1703158317005,1.5623322,-0.17105103,13.525482
ugur,1,2018-03-29 22:04:55,1703105379973,1.4336548,1.4761658,11.511963
ugur,1,2018-03-29 22:04:55,1703051242525,1.0421906,1.5354156,10.619522
ugur,1,2018-03-29 22:04:55,1702997722369,0.99790955,2.137558,9.092621
ugur,1,2018-03-29 22:04:55,1702943998046,0.79260254,1.8275146,9.155472
ugur,1,2018-03-29 22:04:55,1702891798463,0.493927,1.4025421,9.2686
ugur,1,2018-03-29 22:04:55,1702838774505,0.37600708,1.683258,7.911087
ugur,1,2018-03-29 22:04:55,1702784688880,0.39396667,1.291214,8.597031
ugur,1,2018-03-29 22:04:55,1702732002005,0.7692566,0.66752625,10.584213
ugur,1,2018-03-29 22:04:55,1702679167005,1.1158142,1.1864624,10.193954
ugur,1,2018-03-29 22:04:55,1702625651901,-0.2901764,1.5922852,8.028992
ugur,1,2018-03-29 22:04:55,1702572177526,-0.41827393,0.37243652,9.531952
ugur,1,2018-03-29 22:04:55,1702518206536,0.05758667,0.5041199,10.125717
ugur,1,2018-03-29 22:04:55,1702466352109,-0.033996582,0.6699066,9.958725
ugur,1,2018-03-29 22:04:55,1702412824140,0.101867676,0.6986389,10.548889
ugur,1,2018-03-29 22:04:55,1702359200755,-0.18363953,1.2014313,9.786346
ugur,1,2018-03-29 22:04:55,1702306808984,0.2078247,0.55978394,11.405426
ugur,1,2018-03-29 22:04:55,1702255256276,0.04560852,0.18928528,11.8064575
ugur,1,2018-03-29 22:04:55,1702202776432,-0.7738037,0.7429352,9.24585
ugur,1,2018-03-29 22:04:55,1702151108411,-0.66007996,0.520874,8.778976
ugur,1,2018-03-29 22:04:55,1702099256380,-0.4882965,0.520874,7.2646484
ugur,1,2018-03-29 22:04:55,1702046382734,0.3167572,-1.0497284,10.023376
ugur,1,2018-03-29 22:04:55,1701992286536,1.6263885,-0.33325195,10.702118
ugur,1,2018-03-29 22:04:55,1701939294974,1.1786652,0.65016174,9.138718
ugur,1,2018-03-29 22:04:55,1701886602422,1.1349792,0.6052704,8.690399
ugur,1,2018-03-29 22:04:55,1701831869609,1.0152588,-0.42663574,10.235855
ugur,1,2018-03-29 22:04:55,1701779772786,1.771225,0.015106201,9.832428
ugur,1,2018-03-29 22:04:55,1701727871641,0.8195343,0.3634491,8.115784
ugur,1,2018-03-29 22:04:55,1701674755755,0.87879944,-0.5020447,9.12973
ugur,1,2018-03-29 22:04:55,1701619681432,2.6403198,0.24913025,9.10939
ugur,1,2018-03-29 22:04:55,1701564984661,2.3530273,0.13002014,9.94136
ugur,1,2018-03-29 22:04:55,1701510815651,1.4695587,-0.35360718,10.957108
ugur,1,2018-03-29 22:04:55,1701457957891,0.95121765,-0.22851563,10.429184
ugur,1,2018-03-29 22:04:55,1701402660078,1.1200104,0.13122559,9.109985
ugur,1,2018-03-29 22:04:55,1701348199609,1.2899933,-0.054336548,8.37915
ugur,1,2018-03-29 22:04:55,1701294900234,1.6730652,-0.8372345,8.788559
ugur,1,2018-03-29 22:04:55,1701242747057,2.3865356,-1.3154755,8.551529
ugur,1,2018-03-29 22:04:55,1701190594141,3.4962463,-1.2646027,8.4114685
ugur,1,2018-03-29 22:04:55,1701136478360,2.8725586,-0.83065796,8.087662
ugur,1,2018-03-29 22:04:55,1701081691485,2.359604,-1.167038,11.8663025
ugur,1,2018-03-29 22:04:55,1701026185703,2.652893,-0.9928589,14.737549
ugur,1,2018-03-29 22:04:55,1700972482422,1.8574219,1.667099,9.90007
ugur,1,2018-03-29 22:04:55,1700917485912,2.0764923,1.45401,10.872116
ugur,1,2018-03-29 22:04:55,1700865193880,1.4629822,1.6138306,9.634903
ugur,1,2018-03-29 22:04:55,1700809541068,1.5354004,1.6605225,8.954361
ugur,1,2018-03-29 22:04:55,1700756500078,1.6395569,1.6455536,8.266022
ugur,1,2018-03-29 22:04:55,1700704339089,1.9106903,1.8005829,7.1221924
ugur,1,2018-03-29 22:04:55,1700650372162,1.2367249,1.1631165,6.4697723
ugur,1,2018-03-29 22:04:55,1700594553776,1.6078339,0.080337524,9.348801
ugur,1,2018-03-29 22:04:55,1700541681276,0.8590393,-0.46253967,10.329834
ugur,1,2018-03-29 22:04:55,1700487067683,-0.022018433,0.32455444,8.6957855
ugur,1,2018-03-29 22:04:55,1700433830495,-0.21835327,0.45503235,8.680817
ugur,1,2018-03-29 22:04:55,1700380583308,0.565155,-0.07647705,12.5420685
ugur,1,2018-03-29 22:04:55,1700326368881,2.0274048,1.7030182,12.318207
ugur,1,2018-03-29 22:04:55,1700271864037,2.52182,2.2411041,11.856735
ugur,1,2018-03-29 22:04:55,1700219691849,1.5862732,2.2764282,10.5890045
ugur,1,2018-03-29 22:04:55,1700165988777,0.5023041,1.6958313,9.864151
ugur,1,2018-03-29 22:04:55,1700112371329,0.32933044,1.343277,9.218918
ugur,1,2018-03-29 22:04:55,1700058483100,0.046813965,1.5180664,7.4136963
ugur,1,2018-03-29 22:04:55,1700005920183,0.2191925,1.5755157,6.4584045
ugur,1,2018-03-29 22:04:55,1699951156589,0.44125366,0.9230957,7.2006073
ugur,1,2018-03-29 22:04:55,1699897583412,0.667511,-0.15010071,8.150497
ugur,1,2018-03-29 22:04:55,1699845179037,3.123352,0.012710571,8.928024
ugur,1,2018-03-29 22:04:55,1699791495235,2.316513,0.5962982,8.269623
ugur,1,2018-03-29 22:04:55,1699736742995,2.5876465,0.004928589,13.6176605
ugur,1,2018-03-29 22:04:55,1699682306745,2.972519,1.4600067,13.2968445
ugur,1,2018-03-29 22:04:55,1699627529923,1.2540894,1.7185669,11.28511
ugur,1,2018-03-29 22:04:55,1699574370027,0.9254761,1.5060883,11.266556
ugur,1,2018-03-29 22:04:55,1699519593829,0.25630188,1.7053986,9.215332
ugur,1,2018-03-29 22:04:55,1699466294818,0.501709,1.0787201,8.6562805
ugur,1,2018-03-29 22:04:55,1699412820964,0.699234,1.2481079,7.041397
ugur,1,2018-03-29 22:04:55,1699360296798,0.61183167,1.2104034,6.152542
ugur,1,2018-03-29 22:04:55,1699306109454,0.76626587,0.3119812,7.6375427
ugur,1,2018-03-29 22:04:55,1699253517214,1.2439117,-0.4074707,10.397461
ugur,1,2018-03-29 22:04:55,1699198631069,0.33232117,-0.36497498,10.300491
ugur,1,2018-03-29 22:04:55,1699142486069,-0.08547974,0.51968384,8.570084
ugur,1,2018-03-29 22:04:55,1699083518881,0.99131775,0.022888184,12.023727
ugur,1,2018-03-29 22:04:55,1699030821225,2.0417786,0.59150696,13.53746
ugur,1,2018-03-29 22:04:55,1698976780600,1.9555817,1.4833374,12.207474
ugur,1,2018-03-29 22:04:55,1698920945340,0.9673767,1.5180664,10.641678
ugur,1,2018-03-29 22:04:55,1698868019662,0.4586029,1.4869385,9.664246
ugur,1,2018-03-29 22:04:55,1698809619610,-0.18722534,1.1236115,8.049942
ugur,1,2018-03-29 22:04:55,1698755953985,0.10247803,1.4510193,6.2124023
ugur,1,2018-03-29 22:04:55,1698701492840,0.30358887,0.98236084,6.9216766
ugur,1,2018-03-29 22:04:55,1698647034298,0.89256287,0.5083008,7.512451
ugur,1,2018-03-29 22:04:55,1698592779038,2.1297607,-0.27220154,9.888702
ugur,1,2018-03-29 22:04:55,1698537117319,3.3059082,0.647171,9.174622
ugur,1,2018-03-29 22:04:55,1698483910861,2.332672,0.19047546,11.289902
ugur,1,2018-03-29 22:04:55,1698430325496,1.7137756,0.07077026,13.800217
ugur,1,2018-03-29 22:04:55,1698377931746,1.4049225,1.4719696,11.037918
ugur,1,2018-03-29 22:04:55,1698324144975,1.2337341,0.6190338,12.162582
ugur,1,2018-03-29 22:04:55,1698272280600,0.20004272,1.4468384,8.729904
ugur,1,2018-03-29 22:04:55,1698218532215,0.97994995,1.3331146,8.295959
ugur,1,2018-03-29 22:04:55,1698163162527,0.9679718,1.5515747,6.764267
ugur,1,2018-03-29 22:04:55,1698108288829,0.52085876,1.2636719,6.191452
ugur,1,2018-03-29 22:04:55,1698054700757,0.9284668,0.16174316,8.95137
ugur,1,2018-03-29 22:04:55,1698001078986,0.8057709,-0.21235657,9.862366
