1000241974252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,0.0
1001232800189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0
1001338586804,1.0,0.0,0.0,-94.0,0.0,0.0,0.0,0.0,0.0
1001790285918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,0.0
1001894346283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.0,0.0
1004088907532,1.0,0.0,0.0,-84.0,0.0,0.0,0.0,0.0,0.0
1004204082584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0
1004614315240,1.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0
1004640542844,1.0,0.0,0.0,-87.0,0.0,0.0,0.0,0.0,0.0
1004705661334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0
1005644824771,1.0,0.0,-95.0,0.0,0.0,0.0,0.0,0.0,0.0
1005746462635,1.0,0.0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0
1006533997479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,0.0
1006736568885,1.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0
1006843554614,1.0,0.0,0.0,-94.0,0.0,0.0,0.0,0.0,0.0
1009010189092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0
1009517136540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0
1009597126175,1.0,0.0,0.0,-93.0,0.0,0.0,0.0,0.0,0.0
1010138056436,1.0,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0
1010156914665,1.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0
1010178131904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,0.0
1010678323467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0
1010692498675,1.0,0.0,0.0,0.0,-67.0,0.0,0.0,0.0,0.0
1010704984873,1.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0
1011805048466,1.0,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0
1011830583414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0
1012820219820,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,0.0
1012914906382,1.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0
1013487427268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,0.0
1013821026018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0
1014018999195,1.0,0.0,0.0,-92.0,0.0,0.0,0.0,0.0,0.0
1014144537997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,0.0
1014460892580,1.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0
1014562119559,1.0,0.0,0.0,0.0,-76.0,0.0,0.0,0.0,0.0
1014567090601,1.0,0.0,0.0,-95.0,0.0,0.0,0.0,0.0,0.0
1014642942528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,0.0
1014965587423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0
1015012985496,1.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0
1015129912580,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.0,0.0
1015295858882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0
1015655840809,1.0,0.0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0
1018757022370,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0
1019247842422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.0,0.0
1019409808568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0
