237952639910299,1.0,0.0,0.0,-45.0,-68.0,0.0,0.0,-72.0,0.0,0.0,0.0,0.0,-46.0,-71.0,0.0,0.0,0.0,-78.0,0.0,-51.0,-51.0,0.0,0.0,-52.0,0.0,0.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,0.0,-68.0,-71.0,0.0,-68.0,0.0,-72.0,0.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,-68.0,0.0,0.0
237957784079256,1.0,0.0,0.0,-44.0,-66.0,0.0,0.0,-69.0,0.0,-72.0,0.0,0.0,-44.0,-71.0,0.0,0.0,0.0,-78.0,0.0,-51.0,-51.0,-77.0,-72.0,-52.0,-77.0,0.0,-69.0,0.0,0.0,0.0,-78.0,0.0,0.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,-72.0,0.0,-66.0,-69.0,0.0,-68.0,0.0,-70.0,0.0,-43.0,0.0,0.0,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,-69.0,-66.0,0.0,0.0
237962796557868,1.0,0.0,0.0,-47.0,-74.0,0.0,0.0,-74.0,0.0,-72.0,0.0,0.0,-46.0,-71.0,-83.0,0.0,0.0,-73.0,0.0,-59.0,-59.0,-74.0,-72.0,-60.0,-73.0,0.0,-73.0,0.0,0.0,0.0,-74.0,0.0,0.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,-71.0,0.0,-73.0,-73.0,0.0,-73.0,0.0,-71.0,0.0,-46.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,-79.0,0.0,-74.0,-73.0,0.0,0.0
237967856901249,1.0,-83.0,0.0,-61.0,-74.0,0.0,0.0,-54.0,0.0,-83.0,0.0,0.0,-60.0,-71.0,-73.0,-74.0,0.0,-62.0,-78.0,-59.0,-67.0,-62.0,0.0,-60.0,-63.0,-79.0,-53.0,0.0,0.0,-79.0,-62.0,0.0,-79.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-71.0,-78.0,-73.0,-54.0,-77.0,-73.0,0.0,-71.0,0.0,-60.0,0.0,0.0,-78.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,-75.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,-83.0,-54.0,-73.0,0.0,0.0
237972869929438,1.0,-83.0,-83.0,-66.0,0.0,0.0,-76.0,-54.0,-66.0,-83.0,0.0,-73.0,-62.0,0.0,-80.0,-74.0,-77.0,-49.0,-70.0,0.0,-71.0,-50.0,0.0,0.0,-50.0,-73.0,-53.0,0.0,0.0,-71.0,-62.0,0.0,-71.0,0.0,0.0,-81.0,0.0,0.0,-83.0,-68.0,0.0,-75.0,0.0,-79.0,0.0,-54.0,-67.0,0.0,0.0,0.0,0.0,-63.0,-83.0,0.0,-83.0,-75.0,-84.0,-78.0,0.0,0.0,0.0,-85.0,0.0,-77.0,-75.0,-78.0,-76.0,-81.0,0.0,0.0,-82.0,-81.0,-82.0,0.0,-83.0,-54.0,0.0,-67.0,0.0
237977993180742,1.0,0.0,-77.0,-66.0,0.0,0.0,-73.0,-62.0,-74.0,0.0,0.0,-73.0,-66.0,0.0,-80.0,-74.0,-73.0,-65.0,-70.0,-75.0,-75.0,-63.0,0.0,0.0,-50.0,-73.0,-62.0,-66.0,0.0,-71.0,-70.0,0.0,-71.0,0.0,0.0,-81.0,-86.0,0.0,-77.0,-68.0,0.0,-75.0,0.0,-79.0,0.0,-62.0,-75.0,0.0,0.0,0.0,0.0,-65.0,-83.0,0.0,-75.0,0.0,-77.0,-70.0,0.0,-67.0,-68.0,-85.0,0.0,-77.0,0.0,-70.0,-73.0,-81.0,0.0,0.0,-82.0,-81.0,-82.0,0.0,0.0,-62.0,0.0,-67.0,0.0
237982996875969,1.0,0.0,-77.0,-58.0,-79.0,0.0,-73.0,-78.0,-74.0,0.0,0.0,0.0,-58.0,0.0,0.0,0.0,-73.0,-65.0,0.0,-67.0,-67.0,-63.0,0.0,-65.0,0.0,0.0,-78.0,-66.0,0.0,0.0,-70.0,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,-77.0,0.0,0.0,0.0,0.0,0.0,-79.0,-77.0,-75.0,-77.0,0.0,0.0,0.0,-57.0,-83.0,0.0,-75.0,0.0,-77.0,-79.0,0.0,-78.0,-68.0,0.0,0.0,0.0,0.0,-78.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.0,-78.0,0.0,0.0
237987953992966,1.0,0.0,0.0,-52.0,-69.0,0.0,-82.0,-82.0,0.0,0.0,0.0,0.0,-52.0,-74.0,0.0,0.0,0.0,-83.0,0.0,-59.0,-59.0,0.0,0.0,-58.0,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,0.0,-70.0,-81.0,0.0,-67.0,0.0,-73.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,-82.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0,0.0
237992985771770,1.0,0.0,0.0,-47.0,-76.0,0.0,-82.0,-81.0,0.0,-77.0,0.0,-53.0,-47.0,-69.0,0.0,0.0,0.0,-83.0,0.0,-54.0,-55.0,0.0,0.0,-54.0,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0,-77.0,-80.0,0.0,-71.0,0.0,-68.0,0.0,-46.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,-82.0,-83.0,0.0,0.0,-77.0,0.0,0.0,0.0,-79.0,0.0,0.0,-76.0,0.0,0.0
238009709616604,1.0,0.0,0.0,-47.0,-72.0,0.0,0.0,-73.0,0.0,-73.0,-81.0,0.0,-46.0,-64.0,-86.0,0.0,0.0,-76.0,0.0,-54.0,-55.0,0.0,-67.0,-54.0,0.0,0.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-66.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0,-64.0,0.0,-73.0,-73.0,0.0,-72.0,0.0,-64.0,-78.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-73.0,0.0,0.0
238014716240062,1.0,0.0,0.0,-47.0,-69.0,0.0,0.0,-72.0,0.0,-76.0,-78.0,-52.0,-47.0,-66.0,-84.0,0.0,0.0,-78.0,0.0,-53.0,-53.0,0.0,-78.0,-53.0,0.0,0.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0,-68.0,0.0,-69.0,-72.0,0.0,-72.0,0.0,-67.0,-78.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-69.0,0.0,0.0
238019741017674,1.0,0.0,0.0,-48.0,-78.0,0.0,0.0,-68.0,0.0,-76.0,-81.0,-56.0,-47.0,-71.0,-81.0,0.0,0.0,-78.0,0.0,-56.0,-57.0,0.0,-78.0,-57.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0,-65.0,0.0,-77.0,-68.0,0.0,-77.0,0.0,-65.0,0.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,-79.0,0.0,0.0
238024781137247,1.0,-82.0,-82.0,-61.0,-78.0,0.0,0.0,-52.0,-75.0,-81.0,-81.0,-56.0,-60.0,-71.0,-70.0,-70.0,0.0,-62.0,-75.0,-67.0,-67.0,-61.0,-83.0,-67.0,-61.0,-73.0,-57.0,0.0,0.0,-73.0,0.0,-79.0,-73.0,-66.0,0.0,0.0,0.0,-78.0,0.0,-75.0,0.0,-70.0,-65.0,-77.0,-77.0,-52.0,-75.0,-77.0,-80.0,-65.0,0.0,-61.0,0.0,-81.0,-79.0,-80.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-78.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,-82.0,-68.0,-79.0,-75.0,-78.0
238029793786590,1.0,-82.0,-85.0,-64.0,0.0,0.0,0.0,-55.0,-65.0,-81.0,0.0,0.0,-63.0,0.0,-80.0,-67.0,-76.0,-54.0,-75.0,-67.0,-73.0,-53.0,-83.0,-67.0,-53.0,-74.0,-56.0,0.0,0.0,-75.0,0.0,-79.0,-74.0,0.0,0.0,0.0,0.0,-78.0,-85.0,-66.0,0.0,-68.0,0.0,-69.0,0.0,-54.0,-65.0,0.0,-80.0,0.0,0.0,-63.0,-81.0,-81.0,-74.0,-80.0,-83.0,0.0,0.0,-77.0,-76.0,-82.0,0.0,-67.0,-78.0,-76.0,-76.0,0.0,-62.0,0.0,0.0,0.0,0.0,0.0,-82.0,-55.0,0.0,-65.0,-78.0
238034788575509,1.0,0.0,-85.0,-64.0,-79.0,-86.0,-76.0,-56.0,-65.0,0.0,0.0,-78.0,-63.0,0.0,-86.0,-74.0,-75.0,-60.0,-77.0,0.0,-78.0,-60.0,0.0,0.0,-60.0,-74.0,-56.0,0.0,-86.0,-78.0,0.0,0.0,-77.0,0.0,0.0,0.0,0.0,0.0,-85.0,-74.0,0.0,-76.0,0.0,-75.0,-79.0,-56.0,-73.0,0.0,0.0,0.0,0.0,-63.0,-80.0,0.0,-74.0,0.0,0.0,-67.0,0.0,-68.0,-68.0,-88.0,0.0,-74.0,-79.0,-68.0,-75.0,0.0,-63.0,0.0,0.0,0.0,-80.0,0.0,-80.0,-56.0,-81.0,-65.0,0.0
238039807887544,1.0,0.0,0.0,-60.0,-79.0,-86.0,-76.0,-75.0,0.0,0.0,0.0,-72.0,-59.0,0.0,-86.0,-74.0,-75.0,-71.0,-77.0,-70.0,-70.0,-71.0,0.0,-70.0,-71.0,0.0,-75.0,0.0,-86.0,-78.0,0.0,0.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,0.0,-76.0,0.0,-75.0,-80.0,-75.0,-73.0,-80.0,0.0,0.0,0.0,-60.0,-80.0,0.0,0.0,0.0,0.0,-81.0,0.0,-82.0,-81.0,-88.0,0.0,-74.0,-79.0,-82.0,-75.0,0.0,-63.0,0.0,0.0,0.0,-80.0,0.0,-80.0,-56.0,-79.0,0.0,0.0
238044789521117,1.0,0.0,0.0,-52.0,-72.0,0.0,0.0,-81.0,0.0,0.0,0.0,-62.0,-52.0,-78.0,0.0,0.0,0.0,-71.0,0.0,-63.0,-62.0,-71.0,0.0,-63.0,-71.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0,-76.0,-82.0,0.0,-72.0,0.0,-79.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,-82.0,-81.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.0,0.0,0.0
