user,label,collection_datetime,device_timestamp,gyro_x,gyro_y,gyro_z
ugur,1,2018-03-23 10:34:21,238250907588701,-0.28710666,0.0983493,0.06169739
ugur,1,2018-03-23 10:34:21,238250853586316,-0.049480084,-0.01160644,-0.01160644
ugur,1,2018-03-23 10:34:21,238250796851201,-0.16249016,0.16126843,-0.009162978
ugur,1,2018-03-23 10:34:21,238250737662470,0.0012217305,0.022602014,-0.015271631
ugur,1,2018-03-23 10:34:21,238250678464432,-0.0018325958,0.02076942,-0.015271631
ugur,1,2018-03-23 10:34:21,238250621163816,0.0061086523,0.03481932,-0.020158553
ugur,1,2018-03-23 10:34:21,238250563749778,-0.029932396,-0.0018325958,-0.009773844
ugur,1,2018-03-23 10:34:21,238250504226547,-0.023823744,0.028710667,0.0036651916
ugur,1,2018-03-23 10:34:21,238250444890855,0.03970624,0.01160644,-0.026267206
ugur,1,2018-03-23 10:34:21,238250385104893,-0.005497787,0.022602014,-0.01038471
ugur,1,2018-03-23 10:34:21,238250325497316,-0.022602014,0.021991149,-0.025045475
ugur,1,2018-03-23 10:34:21,238250265270509,0.018325957,-0.0012217305,-0.02565634
ugur,1,2018-03-23 10:34:21,238250207794124,0.03848451,0.00061086525,0.0061086523
ugur,1,2018-03-23 10:34:21,238250150202932,-0.019547688,0.012217305,-0.0067195175
ugur,1,2018-03-23 10:34:21,238250090772278,-0.03848451,0.004886922,0.015271631
ugur,1,2018-03-23 10:34:21,238250031018317,-0.040927973,0.019547688,0.013439035
ugur,1,2018-03-23 10:34:21,238249971461894,0.030543262,-0.022602014,0.028099801
ugur,1,2018-03-23 10:34:21,238249912006855,0.03176499,-0.01160644,0.030543262
ugur,1,2018-03-23 10:34:21,238249852654663,-0.034208454,0.03176499,0.017104227
ugur,1,2018-03-23 10:34:21,238249793594778,0.04153884,0.0067195175,0.009773844
ugur,1,2018-03-23 10:34:21,238249734083663,-0.049480084,-0.007330383,-0.015271631
ugur,1,2018-03-23 10:34:21,238249674494317,0.008552114,-0.004276057,-0.010995574
ugur,1,2018-03-23 10:34:21,238249614237971,0.047036625,0.03726278,0.012217305
ugur,1,2018-03-23 10:34:21,238249554555625,0.002443461,0.03359759,-0.009773844
ugur,1,2018-03-23 10:34:21,238249494504509,0.095294975,0.004276057,-0.0036651916
ugur,1,2018-03-23 10:34:21,238249434411702,0.007330383,0.047036625,-0.055588737
ugur,1,2018-03-23 10:34:21,238249375010933,0.05009095,0.03176499,0.0
ugur,1,2018-03-23 10:34:21,238249314848471,0.004886922,-0.021380283,0.008552114
ugur,1,2018-03-23 10:34:21,238249253587086,0.0012217305,-0.03970624,0.007330383
ugur,1,2018-03-23 10:34:21,238249193458856,-0.017104227,0.0030543262,-0.008552114
ugur,1,2018-03-23 10:34:21,238249134115471,-0.017104227,0.05497787,0.031154128
ugur,1,2018-03-23 10:34:21,238249074941279,0.054367006,-0.047647487,0.048258353
ugur,1,2018-03-23 10:34:21,238249015665433,0.095294975,0.04642576,0.023823744
ugur,1,2018-03-23 10:34:21,238248956618471,0.040927973,0.06169739,0.017715093
