user,label,collection_datetime,device_timestamp,rotvecall_x,rotvecall_y,rotvecall_z
ugur,1,2018-03-23 10:34:21,238250905816662,0.032696523,0.106686115,0.85065556
ugur,1,2018-03-23 10:34:21,238250851838931,0.033019837,0.107539065,0.850761
ugur,1,2018-03-23 10:34:21,238250792727239,0.037527245,0.10981323,0.8500603
ugur,1,2018-03-23 10:34:21,238250733636239,0.039103836,0.1084093,0.84974957
ugur,1,2018-03-23 10:34:21,238250674404855,0.040039536,0.10789663,0.8519088
ugur,1,2018-03-23 10:34:21,238250618561278,0.040844686,0.10729178,0.85336757
ugur,1,2018-03-23 10:34:21,238250559461086,0.041585617,0.10740876,0.85138905
ugur,1,2018-03-23 10:34:21,238250499984086,0.041729566,0.107303634,0.85116804
ugur,1,2018-03-23 10:34:21,238250440597816,0.042933952,0.10702343,0.85139567
ugur,1,2018-03-23 10:34:21,238250380717932,0.043673825,0.10583621,0.8517574
ugur,1,2018-03-23 10:34:21,238250320547663,0.04375263,0.105647765,0.85204273
ugur,1,2018-03-23 10:34:21,238250260973586,0.043981336,0.10502643,0.8496883
ugur,1,2018-03-23 10:34:21,238250205207778,0.043737963,0.10441965,0.850244
ugur,1,2018-03-23 10:34:21,238250145917432,0.044617184,0.104488045,0.8520585
ugur,1,2018-03-23 10:34:21,238250086150547,0.04465862,0.104548536,0.8512565
ugur,1,2018-03-23 10:34:21,238250026603663,0.04549275,0.105355375,0.85062224
ugur,1,2018-03-23 10:34:21,238249967113586,0.044603147,0.10512543,0.85134757
ugur,1,2018-03-23 10:34:21,238249907837124,0.044769734,0.10479215,0.8504274
ugur,1,2018-03-23 10:34:21,238249848538509,0.044608627,0.10409756,0.8499163
ugur,1,2018-03-23 10:34:21,238249789250163,0.04506118,0.10428189,0.8496525
ugur,1,2018-03-23 10:34:21,238249729505663,0.046061046,0.10360541,0.84990346
ugur,1,2018-03-23 10:34:21,238249669462855,0.04577589,0.10381467,0.84869826
ugur,1,2018-03-23 10:34:21,238249609629932,0.04646794,0.10266923,0.84720564
ugur,1,2018-03-23 10:34:21,238249549695125,0.047043577,0.10165186,0.8468791
ugur,1,2018-03-23 10:34:21,238249489518202,0.04668792,0.09969537,0.8473065
ugur,1,2018-03-23 10:34:21,238249429986279,0.046963263,0.09798737,0.84726685
ugur,1,2018-03-23 10:34:21,238249370724125,0.045877215,0.09643238,0.8509535
ugur,1,2018-03-23 10:34:21,238249309605086,0.045074806,0.09625696,0.8514955
ugur,1,2018-03-23 10:34:21,238249248705356,0.044523865,0.09641599,0.85057807
ugur,1,2018-03-23 10:34:21,238249189043894,0.044851772,0.09752762,0.85103595
ugur,1,2018-03-23 10:34:21,238249129883394,0.04474011,0.09685916,0.8510091
ugur,1,2018-03-23 10:34:21,238249070786856,0.044718295,0.096835785,0.8503949
ugur,1,2018-03-23 10:34:21,238249011546356,0.043631416,0.094508365,0.8501756
ugur,1,2018-03-23 10:34:21,238248952515971,0.04251278,0.092484504,0.8511522
ugur,1,2018-03-23 10:34:21,238248892582664,0.042671166,0.09035681,0.8514134
ugur,1,2018-03-23 10:34:21,238248832696894,0.044959348,0.08763423,0.851026
ugur,1,2018-03-23 10:34:21,238248772804318,0.048103925,0.085905716,0.8511831
ugur,1,2018-03-23 10:34:21,238248713023125,0.04762516,0.082383245,0.85148335
ugur,1,2018-03-23 10:34:21,238248654528587,0.04784948,0.08326436,0.85215163
ugur,1,2018-03-23 10:34:21,238248601074241,0.047199167,0.08249806,0.8524648
ugur,1,2018-03-23 10:34:21,238248546543856,0.048108358,0.08350792,0.85267276
ugur,1,2018-03-23 10:34:21,238248491418049,0.048220266,0.08285379,0.85062146
ugur,1,2018-03-23 10:34:21,238248431264433,0.047920547,0.08261551,0.85195875
ugur,1,2018-03-23 10:34:21,238248371374702,0.047933076,0.08161808,0.8494927
ugur,1,2018-03-23 10:34:21,238248311381318,0.047388636,0.08145874,0.8533104
ugur,1,2018-03-23 10:34:21,238248251837895,0.04760996,0.081397176,0.8523945
ugur,1,2018-03-23 10:34:21,238248192332203,0.0477228,0.08143076,0.8521701
ugur,1,2018-03-23 10:34:21,238248133079049,0.04794558,0.08216886,0.851167
ugur,1,2018-03-23 10:34:21,238248073975780,0.04826171,0.08231578,0.851849
ugur,1,2018-03-23 10:34:21,238248014828126,0.04776847,0.08301879,0.85411495
ugur,1,2018-03-23 10:34:21,238247955150703,0.047419187,0.08259928,0.85379493
ugur,1,2018-03-23 10:34:21,238247895436434,0.047972955,0.08364699,0.85307425
ugur,1,2018-03-23 10:34:21,238247836105626,0.046813846,0.08270934,0.8532377
ugur,1,2018-03-23 10:34:21,238247776393818,0.046120834,0.08269403,0.8524439
ugur,1,2018-03-23 10:34:21,238247717171703,0.04521478,0.08276566,0.85503376
ugur,1,2018-03-23 10:34:21,238247657873972,0.04538196,0.08341279,0.85559946
ugur,1,2018-03-23 10:34:21,238247598153318,0.04524103,0.08395037,0.85633206
ugur,1,2018-03-23 10:34:21,238247537829588,0.044969402,0.08433717,0.8574031
ugur,1,2018-03-23 10:34:21,238247478135780,0.045642987,0.084916264,0.8580668
ugur,1,2018-03-23 10:34:21,238247422205126,0.046285655,0.084211566,0.8535236
ugur,1,2018-03-23 10:34:21,238247362096665,0.045822352,0.08421932,0.8508924
ugur,1,2018-03-23 10:34:21,238247308392934,0.045481257,0.08403817,0.8498484
ugur,1,2018-03-23 10:34:21,238247254190934,0.044793837,0.084749386,0.85231316
ugur,1,2018-03-23 10:34:21,238247198300665,0.04453775,0.08396698,0.85335296
ugur,1,2018-03-23 10:34:21,238247138765280,0.044452664,0.08444642,0.85508716
ugur,1,2018-03-23 10:34:21,238247078818396,0.04489959,0.08357002,0.8532907
ugur,1,2018-03-23 10:34:21,238247018529203,0.04522548,0.08251705,0.852408
ugur,1,2018-03-23 10:34:21,238246958807280,0.046217486,0.08210603,0.85295403
ugur,1,2018-03-23 10:34:21,238246898906434,0.046784848,0.08078614,0.8493802
ugur,1,2018-03-23 10:34:21,238246838420281,0.047153093,0.08045823,0.85230815
ugur,1,2018-03-23 10:34:21,238246778855819,0.04647508,0.07985405,0.8549834
ugur,1,2018-03-23 10:34:21,238246719137011,0.04625209,0.07944009,0.855067
ugur,1,2018-03-23 10:34:21,238246659655434,0.046511527,0.07853463,0.85503036
ugur,1,2018-03-23 10:34:21,238246598747973,0.04785983,0.078065716,0.8550063
ugur,1,2018-03-23 10:34:21,238246537031704,0.049514167,0.07598068,0.85535645
ugur,1,2018-03-23 10:34:21,238246477147435,0.049761202,0.074736096,0.8552078
ugur,1,2018-03-23 10:34:21,238246417552512,0.05141279,0.07266242,0.85606897
ugur,1,2018-03-23 10:34:21,238246357902781,0.052190404,0.07181149,0.85664076
ugur,1,2018-03-23 10:34:21,238246298117358,0.053090166,0.07264952,0.8577956
ugur,1,2018-03-23 10:34:21,238246238146973,0.052676447,0.073193036,0.85931814
ugur,1,2018-03-23 10:34:21,238246178129666,0.052119534,0.07188176,0.8584278
ugur,1,2018-03-23 10:34:21,238246118052319,0.052068263,0.07022541,0.8654055
ugur,1,2018-03-23 10:34:21,238246058424012,0.052379414,0.067920946,0.8660801
ugur,1,2018-03-23 10:34:21,238245998859589,0.054056656,0.0668519,0.8678523
ugur,1,2018-03-23 10:34:21,238245939296358,0.055140223,0.06648089,0.8695293
ugur,1,2018-03-23 10:34:21,238245879451550,0.056072187,0.064471096,0.87016475
ugur,1,2018-03-23 10:34:21,238245819644935,0.055285893,0.06283205,0.87124467
ugur,1,2018-03-23 10:34:21,238245760270743,0.053334333,0.05847827,0.8717731
ugur,1,2018-03-23 10:34:21,238245699932589,0.049736902,0.05399693,0.87171936
ugur,1,2018-03-23 10:34:21,238245640353820,0.04629126,0.050831806,0.8716666
ugur,1,2018-03-23 10:34:21,238245580698397,0.04108571,0.04734507,0.87021416
ugur,1,2018-03-23 10:34:21,238245521380743,0.037606575,0.045447707,0.86662877
ugur,1,2018-03-23 10:34:21,238245461849897,0.03422521,0.042101793,0.86142117
ugur,1,2018-03-23 10:34:21,238245402246166,0.031705502,0.03874579,0.85747945
ugur,1,2018-03-23 10:34:21,238245342266859,0.025598511,0.034603115,0.8562769
ugur,1,2018-03-23 10:34:21,238245282010166,0.023146328,0.029178847,0.85539234
ugur,1,2018-03-23 10:34:21,238245222000782,0.034570713,0.025080826,0.85345834
ugur,1,2018-03-23 10:34:21,238245162061551,0.04105379,0.021349547,0.8538579
ugur,1,2018-03-23 10:34:21,238245102712205,0.04451352,0.019848231,0.856486
ugur,1,2018-03-23 10:34:21,238245040711243,0.040129766,0.02119141,0.85928494
ugur,1,2018-03-23 10:34:21,238244984114051,0.03914216,0.02583692,0.8634962
ugur,1,2018-03-23 10:34:21,238244925682859,0.049225584,0.02795938,0.8685232
ugur,1,2018-03-23 10:34:21,238244863770936,0.044195198,0.02807126,0.87458026
ugur,1,2018-03-23 10:34:21,238244803814244,0.030421957,0.03212549,0.8771646
ugur,1,2018-03-23 10:34:21,238244744678436,0.03224245,0.04584958,0.877325
ugur,1,2018-03-23 10:34:21,238244685499936,0.041571703,0.06208502,0.8747102
ugur,1,2018-03-23 10:34:21,238244626456744,0.045001797,0.06444512,0.87214434
ugur,1,2018-03-23 10:34:21,238244567344859,0.048239768,0.06606719,0.8670027
ugur,1,2018-03-23 10:34:21,238244507744898,0.053722333,0.06055195,0.86054593
ugur,1,2018-03-23 10:34:21,238244448170205,0.05114584,0.053463005,0.8511403
ugur,1,2018-03-23 10:34:21,238244388660051,0.053711526,0.052258912,0.84134173
ugur,1,2018-03-23 10:34:21,238244329564667,0.058459874,0.06523182,0.83343744
ugur,1,2018-03-23 10:34:21,238244270324782,0.06329538,0.06366793,0.82183874
ugur,1,2018-03-23 10:34:21,238244211202321,0.06697447,0.05696839,0.80859125
ugur,1,2018-03-23 10:34:21,238244151279013,0.07530015,0.052722313,0.79514015
ugur,1,2018-03-23 10:34:21,238244091894552,0.08448738,0.053641625,0.7862534
ugur,1,2018-03-23 10:34:21,238244032683129,0.09501846,0.055422075,0.783575
ugur,1,2018-03-23 10:34:21,238243973396552,0.10063723,0.05346159,0.7852374
ugur,1,2018-03-23 10:34:21,238243914132206,0.1045869,0.04942853,0.7891761
ugur,1,2018-03-23 10:34:21,238243854888090,0.10444415,0.046984192,0.79338235
ugur,1,2018-03-23 10:34:21,238243795687321,0.0952813,0.047828782,0.7957953
ugur,1,2018-03-23 10:34:21,238243736448629,0.085593544,0.03647793,0.79198575
ugur,1,2018-03-23 10:34:21,238243678184629,0.09090514,0.043247268,0.7934769
ugur,1,2018-03-23 10:34:21,238243622121321,0.09013892,0.055525642,0.7971684
ugur,1,2018-03-23 10:34:21,238243565124706,0.0867487,0.058333606,0.7989305
ugur,1,2018-03-23 10:34:21,238243504731821,0.0843154,0.061698124,0.80163693
ugur,1,2018-03-23 10:34:21,238243445159937,0.08294308,0.06560659,0.8040769
ugur,1,2018-03-23 10:34:21,238243385783091,0.07715459,0.06739511,0.8027897
ugur,1,2018-03-23 10:34:21,238243325683629,0.072284944,0.063973345,0.7969596
ugur,1,2018-03-23 10:34:21,238243266463975,0.07343617,0.05811343,0.7885594
ugur,1,2018-03-23 10:34:21,238243207369091,0.0739729,0.06476089,0.7814451
ugur,1,2018-03-23 10:34:21,238243147229591,0.072531946,0.06854227,0.77621526
ugur,1,2018-03-23 10:34:21,238243087473860,0.07185177,0.064564295,0.77216214
ugur,1,2018-03-23 10:34:21,238243027520091,0.07689404,0.068910845,0.7726976
ugur,1,2018-03-23 10:34:21,238242969529860,0.07836205,0.07043567,0.76997155
ugur,1,2018-03-23 10:34:21,238242912179322,0.077327095,0.0668765,0.76449084
ugur,1,2018-03-23 10:34:21,238242851884976,0.081482604,0.06342766,0.75802255
ugur,1,2018-03-23 10:34:21,238242792718322,0.08964402,0.0629509,0.755019
ugur,1,2018-03-23 10:34:21,238242733235591,0.09799034,0.059729986,0.75472844
ugur,1,2018-03-23 10:34:21,238242673772053,0.100108646,0.05580203,0.75612646
ugur,1,2018-03-23 10:34:21,238242614610207,0.10375811,0.050679944,0.7608654
ugur,1,2018-03-23 10:34:21,238242555446091,0.1025217,0.047415253,0.7675372
