user,label,collection_datetime,device_timestamp,orient_x,orient_y,orient_z
ugur,1,2018-03-23 10:34:21,238249136349471,242.42395,-12.173146,-1.3752824
ugur,1,2018-03-23 10:34:21,238249077112702,242.56287,-12.167881,-1.3908386
ugur,1,2018-03-23 10:34:21,238249017891240,242.65776,-11.93062,-1.3880517
ugur,1,2018-03-23 10:34:21,238248958852087,242.48279,-11.637862,-1.3732306
ugur,1,2018-03-23 10:34:21,238248899573817,242.45215,-11.455152,-1.224986
ugur,1,2018-03-23 10:34:21,238248839620010,242.50089,-11.263294,-0.85997814
ugur,1,2018-03-23 10:34:21,238248779643202,242.4483,-11.326287,-0.44809255
ugur,1,2018-03-23 10:34:21,238248719905625,242.45593,-10.936139,-0.25257745
ugur,1,2018-03-23 10:34:21,238248659705164,242.28247,-11.029462,-0.23604582
ugur,1,2018-03-23 10:34:21,238248603364702,242.207,-10.904988,-0.25374085
ugur,1,2018-03-23 10:34:21,238248549286779,242.1202,-11.037986,-0.19860552
ugur,1,2018-03-23 10:34:21,238248494858164,242.59811,-11.000108,-0.21191819
ugur,1,2018-03-23 10:34:21,238248437960049,242.26187,-10.971037,-0.21157856
ugur,1,2018-03-23 10:34:21,238248378406702,242.84726,-10.882486,-0.18784305
ugur,1,2018-03-23 10:34:21,238248318393510,242.1745,-10.826676,-0.14715748
ugur,1,2018-03-23 10:34:21,238248258463279,242.20343,-10.818189,-0.15006174
ugur,1,2018-03-23 10:34:21,238248198795818,242.29024,-10.830885,-0.12871817
ugur,1,2018-03-23 10:34:21,238248139402126,242.36911,-10.915141,-0.1792016
ugur,1,2018-03-23 10:34:21,238248080301857,242.50201,-10.930655,-0.16625898
ugur,1,2018-03-23 10:34:21,238248021276703,241.79669,-10.988435,-0.19668221
ugur,1,2018-03-23 10:34:21,238247962045934,241.88464,-10.920321,-0.20940897
ugur,1,2018-03-23 10:34:21,238247902336895,241.92761,-11.081466,-0.20145206
ugur,1,2018-03-23 10:34:21,238247842569703,242.03783,-10.903345,-0.28814778
ugur,1,2018-03-23 10:34:21,238247782854703,242.2292,-10.860139,-0.3738082
ugur,1,2018-03-23 10:34:21,238247723658818,241.65994,-10.815504,-0.41346824
ugur,1,2018-03-23 10:34:21,238247664374280,241.52182,-10.889849,-0.4219848
ugur,1,2018-03-23 10:34:21,238247604946165,241.352,-10.935419,-0.4513468
ugur,1,2018-03-23 10:34:21,238247545349742,241.10829,-10.958813,-0.47759885
ugur,1,2018-03-23 10:34:21,238247484839742,240.93782,-11.056273,-0.4282399
ugur,1,2018-03-23 10:34:21,238247426374165,241.61691,-10.999244,-0.43174252
ugur,1,2018-03-23 10:34:21,238247369355242,242.53064,-11.009637,-0.50502324
ugur,1,2018-03-23 10:34:21,238247310798742,242.80832,-10.951884,-0.57241064
ugur,1,2018-03-23 10:34:21,238247257174357,242.2604,-10.971768,-0.6202588
ugur,1,2018-03-23 10:34:21,238247202525703,242.03958,-10.892488,-0.5875312
ugur,1,2018-03-23 10:34:21,238247145755396,241.64381,-10.936829,-0.572698
ugur,1,2018-03-23 10:34:21,238247086068434,242.05133,-10.874712,-0.5602734
ugur,1,2018-03-23 10:34:21,238247025791627,242.25497,-10.789366,-0.45501828
ugur,1,2018-03-23 10:34:21,238246965918165,242.11865,-10.808241,-0.34275088
ugur,1,2018-03-23 10:34:21,238246906020088,242.92145,-10.710225,-0.26918682
ugur,1,2018-03-23 10:34:21,238246846265242,242.42163,-10.709501,-0.1574164
ugur,1,2018-03-23 10:34:21,238246785616511,241.67863,-10.602007,-0.11877918
ugur,1,2018-03-23 10:34:21,238246726252973,241.66788,-10.573109,-0.09323738
ugur,1,2018-03-23 10:34:21,238246666460742,241.68063,-10.445857,-0.09868706
ugur,1,2018-03-23 10:34:21,238246606984935,241.66852,-10.543398,0.11054978
ugur,1,2018-03-23 10:34:21,238246546092858,241.57718,-10.398274,0.41931617
ugur,1,2018-03-23 10:34:21,238246483788050,241.6185,-10.290023,0.51329225
ugur,1,2018-03-23 10:34:21,238246424225319,241.41241,-10.181132,0.8170506
ugur,1,2018-03-23 10:34:21,238246364670512,241.27599,-10.141605,0.9560647
ugur,1,2018-03-23 10:34:21,238246304887973,240.98715,-10.274822,1.0220939
ugur,1,2018-03-23 10:34:21,238246245168627,240.64145,-10.301611,0.98052514
ugur,1,2018-03-23 10:34:21,238246185155550,240.86942,-10.141006,0.9810151
ugur,1,2018-03-23 10:34:21,238246125206819,239.27388,-9.958016,1.2114508
ugur,1,2018-03-23 10:34:21,238246065091858,239.13367,-9.7438,1.3853893
ugur,1,2018-03-23 10:34:21,238246005817358,238.6946,-9.726075,1.6512424
ugur,1,2018-03-23 10:34:21,238245946213320,238.27957,-9.778706,1.7981448
ugur,1,2018-03-23 10:34:21,238245886559204,238.1305,-9.5857,1.9852737
ugur,1,2018-03-23 10:34:21,238245826773589,237.91647,-9.464931,2.0600564
ugur,1,2018-03-23 10:34:21,238245767013474,237.84265,-8.904117,2.103348
ugur,1,2018-03-23 10:34:21,238245707245781,237.98782,-8.182864,1.9912394
ugur,1,2018-03-23 10:34:21,238245647242320,238.04837,-7.735535,1.8320633
ugur,1,2018-03-23 10:34:21,238245587668397,238.44623,-7.172435,1.5085934
ugur,1,2018-03-23 10:34:21,238245527993858,239.00468,-6.67972,1.1915962
ugur,1,2018-03-23 10:34:21,238245468499243,240.56653,-6.304082,0.9780766
ugur,1,2018-03-23 10:34:21,238245408881705,241.54556,-5.7124577,0.80972147
ugur,1,2018-03-23 10:34:21,238245349254282,241.8958,-5.1106486,0.6853074
ugur,1,2018-03-23 10:34:21,238245289241359,242.16147,-4.284876,0.319796
ugur,1,2018-03-23 10:34:21,238245228837282,242.59665,-4.4022202,1.5939142
ugur,1,2018-03-23 10:34:21,238245168844897,242.47142,-4.588508,2.6088905
ugur,1,2018-03-23 10:34:21,238245109056705,241.92416,-4.5447965,3.223685
ugur,1,2018-03-23 10:34:21,238245049621359,241.30775,-4.438326,2.8094552
ugur,1,2018-03-23 10:34:21,238244988625936,240.45471,-4.7510533,2.4126115
ugur,1,2018-03-23 10:34:21,238244931782897,238.99248,-5.3993244,2.9956803
ugur,1,2018-03-23 10:34:21,238244872433051,237.71994,-5.3831043,3.1429157
ugur,1,2018-03-23 10:34:21,238244810912667,237.1792,-4.8825626,1.5079874
ugur,1,2018-03-23 10:34:21,238244750972320,236.98154,-5.994436,0.8337084
ugur,1,2018-03-23 10:34:21,238244691856244,237.25525,-8.379931,0.6819746
ugur,1,2018-03-23 10:34:21,238244632865128,237.87282,-8.967433,0.94296026
ugur,1,2018-03-23 10:34:21,238244573672782,239.01508,-9.322114,1.0857371
ugur,1,2018-03-23 10:34:21,238244514673051,240.46082,-9.105299,1.8315233
ugur,1,2018-03-23 10:34:21,238244455038398,242.6857,-8.289208,1.8239089
ugur,1,2018-03-23 10:34:21,238244395281513,244.78781,-8.362584,1.9944623
ugur,1,2018-03-23 10:34:21,238244335976013,246.29364,-9.934832,1.5277157
ugur,1,2018-03-23 10:34:21,238244276897321,248.20071,-10.174201,1.8504225
ugur,1,2018-03-23 10:34:21,238244217577975,250.81628,-9.832479,2.2990756
ugur,1,2018-03-23 10:34:21,238244158442975,253.38281,-9.908531,3.1667507
ugur,1,2018-03-23 10:34:21,238244098480552,255.0713,-10.669033,3.8155293
ugur,1,2018-03-23 10:34:21,238244039060359,255.49048,-11.60493,4.6195617
ugur,1,2018-03-23 10:34:21,238243979697283,255.10461,-11.920693,5.35367
ugur,1,2018-03-23 10:34:21,238243920578129,254.33353,-11.834877,6.0411067
ugur,1,2018-03-23 10:34:21,238243861215860,253.366,-11.5184355,6.4467397
ugur,1,2018-03-23 10:34:21,238243802085244,253.15732,-10.936419,5.530583
ugur,1,2018-03-23 10:34:21,238243742891937,254.18436,-9.269342,5.322805
ugur,1,2018-03-23 10:34:21,238243683680667,253.74023,-10.2391405,5.38463
ugur,1,2018-03-23 10:34:21,238243626198206,253.02216,-11.305413,4.557056
ugur,1,2018-03-23 10:34:21,238243569897167,252.71127,-11.301164,4.065022
ugur,1,2018-03-23 10:34:21,238243512090244,252.22217,-11.4303665,3.6587586
ugur,1,2018-03-23 10:34:21,238243451961052,251.7511,-11.68648,3.314592
ugur,1,2018-03-23 10:34:21,238243392375975,252.13121,-11.469647,2.6143677
ugur,1,2018-03-23 10:34:21,238243332865706,253.3968,-10.846066,2.271432
ugur,1,2018-03-23 10:34:21,238243272934591,255.01306,-10.423281,2.6327782
ugur,1,2018-03-23 10:34:21,238243213801245,256.31558,-11.091442,2.0908587
ugur,1,2018-03-23 10:34:21,238243154674860,257.3055,-11.344766,1.5933864
ugur,1,2018-03-23 10:34:21,238243094487245,258.08435,-10.950438,1.7431116
ugur,1,2018-03-23 10:34:21,238243034773629,257.86542,-11.701626,1.9026369
ugur,1,2018-03-23 10:34:21,238242975069706,258.33063,-11.952245,1.8756077
ugur,1,2018-03-23 10:34:21,238242917392399,259.18896,-11.643885,1.8926506
ugur,1,2018-03-23 10:34:21,238242859287706,260.3215,-11.52898,2.3483274
ugur,1,2018-03-23 10:34:21,238242798991476,260.8009,-12.108302,3.0224226
ugur,1,2018-03-23 10:34:21,238242739435591,260.6927,-12.47443,4.0667205
ugur,1,2018-03-23 10:34:21,238242680362168,260.4686,-12.38719,4.5928235
ugur,1,2018-03-23 10:34:21,238242621022245,259.6787,-12.176768,5.3537135
ugur,1,2018-03-23 10:34:21,238242561887130,258.28076,-11.663473,5.716103
ugur,1,2018-03-23 10:34:21,238242502650014,257.8843,-10.791745,4.827733
ugur,1,2018-03-23 10:34:21,238242443947014,258.8546,-9.3329,4.908945
ugur,1,2018-03-23 10:34:21,238242385962207,258.32666,-10.819234,4.6774645
ugur,1,2018-03-23 10:34:21,238242326535476,257.5299,-12.203393,3.7724693
ugur,1,2018-03-23 10:34:21,238242267019515,257.39377,-12.332502,3.3205981
ugur,1,2018-03-23 10:34:21,238242207516284,257.20496,-11.663888,3.6003418
ugur,1,2018-03-23 10:34:21,238242148301707,257.18463,-11.163182,3.3653944
ugur,1,2018-03-23 10:34:21,238242089023284,257.62897,-10.907044,2.8337293
ugur,1,2018-03-23 10:34:21,238242029175745,258.407,-10.710762,2.5425072
ugur,1,2018-03-23 10:34:21,238241971774476,259.43118,-10.797281,2.767158
ugur,1,2018-03-23 10:34:21,238241912617130,260.4461,-11.034894,2.4044821
ugur,1,2018-03-23 10:34:21,238241852907323,262.14655,-10.489015,1.7877897
ugur,1,2018-03-23 10:34:21,238241793468361,263.94043,-9.568035,2.266606
ugur,1,2018-03-23 10:34:21,238241733877976,264.55234,-10.714459,2.7079146
ugur,1,2018-03-23 10:34:21,238241674886823,265.0179,-11.774115,2.6146886
ugur,1,2018-03-23 10:34:21,238241615375400,265.73877,-10.688509,3.2922537
ugur,1,2018-03-23 10:34:21,238241555678900,266.14374,-10.569999,3.697824
ugur,1,2018-03-23 10:34:21,238241496181784,265.7813,-10.728657,4.140111
ugur,1,2018-03-23 10:34:21,238241436455207,264.92374,-10.448655,4.172903
ugur,1,2018-03-23 10:34:21,238241376596861,263.61905,-10.157466,4.3259087
ugur,1,2018-03-23 10:34:21,238241316897861,261.75067,-10.041265,4.336721
ugur,1,2018-03-23 10:34:21,238241258214208,259.50537,-9.990764,4.1392856
ugur,1,2018-03-23 10:34:21,238241202285785,257.8189,-9.263397,3.4641519
ugur,1,2018-03-23 10:34:21,238241144945362,257.11752,-8.119235,3.3333955
ugur,1,2018-03-23 10:34:21,238241084971900,254.97021,-8.381246,3.2151895
ugur,1,2018-03-23 10:34:21,238241023784400,251.86345,-8.819978,1.415098
ugur,1,2018-03-23 10:34:21,238240963564939,249.1608,-8.638538,0.7903694
ugur,1,2018-03-23 10:34:21,238240903500900,246.16661,-8.815099,-0.16296524
ugur,1,2018-03-23 10:34:21,238240843966477,243.01466,-9.470019,-0.7723064
ugur,1,2018-03-23 10:34:21,238240784146554,239.93576,-9.694048,-1.1026573
ugur,1,2018-03-23 10:34:21,238240724586516,236.95007,-10.284138,-1.5095943
ugur,1,2018-03-23 10:34:21,238240665413746,234.913,-10.171544,-1.563012
ugur,1,2018-03-23 10:34:21,238240605688554,232.74066,-10.314272,-1.8318157
ugur,1,2018-03-23 10:34:21,238240546437016,230.98396,-10.204236,-2.3378074
ugur,1,2018-03-23 10:34:21,238240486813439,229.58325,-9.723927,-2.4431443
ugur,1,2018-03-23 10:34:21,238240426568131,228.17078,-10.152703,-1.7713404
ugur,1,2018-03-23 10:34:21,238240368183977,226.74799,-12.17569,-2.6803482
ugur,1,2018-03-23 10:34:21,238240310512401,226.69551,-11.737532,-2.2635698
ugur,1,2018-03-23 10:34:21,238240249101593,226.23253,-11.048107,-1.3369795
ugur,1,2018-03-23 10:34:21,238240188596439,225.15462,-10.9499,-0.3966146
ugur,1,2018-03-23 10:34:21,238240128472131,223.36116,-11.074705,0.15413229
ugur,1,2018-03-23 10:34:21,238240068543555,221.47636,-10.608668,0.9393278
ugur,1,2018-03-23 10:34:21,238240008273708,219.42105,-10.3510065,1.5410074
ugur,1,2018-03-23 10:34:21,238239948278247,217.70647,-10.192136,1.9246242
ugur,1,2018-03-23 10:34:21,238239888475362,217.08083,-10.03941,1.4000552
ugur,1,2018-03-23 10:34:21,238239828240439,217.69057,-9.110303,1.6710467
ugur,1,2018-03-23 10:34:21,238239768263055,216.72629,-10.370306,2.0993593
ugur,1,2018-03-23 10:34:21,238239708362324,215.76166,-11.655691,1.9566594
ugur,1,2018-03-23 10:34:21,238239647979824,215.6591,-11.700581,1.3601747
ugur,1,2018-03-23 10:34:21,238239587464824,216.08159,-11.560727,1.2704664
ugur,1,2018-03-23 10:34:21,238239527307209,216.82921,-11.859715,1.207418
ugur,1,2018-03-23 10:34:21,238239467705440,218.17792,-11.720913,1.1816099
ugur,1,2018-03-23 10:34:21,238239407498940,220.50563,-11.10222,1.1651642
ugur,1,2018-03-23 10:34:21,238239347362247,222.99982,-10.994068,0.71689683
ugur,1,2018-03-23 10:34:21,238239287903824,225.82704,-10.909983,-0.11921615
ugur,1,2018-03-23 10:34:21,238239228625401,227.95146,-11.175381,0.18765041
ugur,1,2018-03-23 10:34:21,238239169203248,229.03389,-11.529448,2.1620357
ugur,1,2018-03-23 10:34:21,238239109881594,229.4719,-12.7873535,2.9592352
ugur,1,2018-03-23 10:34:21,238239051570594,230.906,-12.706214,2.5789819
ugur,1,2018-03-23 10:34:21,238238995151363,232.64508,-12.281322,2.5545123
ugur,1,2018-03-23 10:34:21,238238935738594,235.09198,-12.463352,2.9310472
ugur,1,2018-03-23 10:34:21,238238876521709,237.27986,-13.064117,3.093718
ugur,1,2018-03-23 10:34:21,238238817268863,239.17851,-13.438406,3.745226
ugur,1,2018-03-23 10:34:21,238238757637594,240.91455,-13.263625,5.036151
ugur,1,2018-03-23 10:34:21,238238697824940,241.80103,-13.156188,6.3786945
ugur,1,2018-03-23 10:34:21,238238638886825,242.93726,-12.5232115,6.4739575
ugur,1,2018-03-23 10:34:21,238238582979902,245.02783,-10.903248,5.4608727
ugur,1,2018-03-23 10:34:21,238238527465363,246.50706,-11.084376,6.289333
ugur,1,2018-03-23 10:34:21,238238467044056,245.84312,-12.759956,5.9309516
ugur,1,2018-03-23 10:34:21,238238405586056,244.89717,-14.232846,4.5822816
ugur,1,2018-03-23 10:34:21,238238346336940,244.53171,-14.189251,3.7354898
ugur,1,2018-03-23 10:34:21,238238286809440,244.33221,-14.090085,2.9354978
ugur,1,2018-03-23 10:34:21,238238226486556,244.43759,-14.257694,2.0487936
ugur,1,2018-03-23 10:34:21,238238166455056,245.09247,-13.982604,1.44537
ugur,1,2018-03-23 10:34:21,238238108105671,246.05933,-13.37726,1.8216527
ugur,1,2018-03-23 10:34:21,238238054285287,246.7869,-13.342591,2.2765245
ugur,1,2018-03-23 10:34:21,238237997312095,247.85724,-13.591083,1.5213825
ugur,1,2018-03-23 10:34:21,238237942040287,249.16232,-13.512768,0.5159677
ugur,1,2018-03-23 10:34:21,238237885992979,250.93857,-12.972913,0.30197302
ugur,1,2018-03-23 10:34:21,238237832509402,250.89053,-14.021825,0.94114393
ugur,1,2018-03-23 10:34:21,238237778545402,251.0564,-14.702229,1.194916
ugur,1,2018-03-23 10:34:21,238237722973749,251.24466,-15.190206,1.4409556
ugur,1,2018-03-23 10:34:21,238237666622095,251.30746,-14.974901,2.1000857
ugur,1,2018-03-23 10:34:21,238237613481441,251.08011,-14.425461,2.7659845
ugur,1,2018-03-23 10:34:21,238237560148172,250.3034,-13.606379,3.5384169
ugur,1,2018-03-23 10:34:21,238237506666441,249.3535,-12.183026,3.7338903
ugur,1,2018-03-23 10:34:21,238237453352287,248.73578,-9.936063,3.8286102
ugur,1,2018-03-23 10:34:21,238237400107633,248.3406,-7.8457503,3.9153132
ugur,1,2018-03-23 10:34:21,238237346024710,247.39636,-7.387225,3.7816093
ugur,1,2018-03-23 10:34:21,238237292405710,246.40686,-7.4550433,3.7902248
ugur,1,2018-03-23 10:34:21,238237239031595,245.38669,-7.428026,3.3273501
ugur,1,2018-03-23 10:34:21,238237185626595,244.39943,-7.3348727,2.7985423
ugur,1,2018-03-23 10:34:21,238237131172826,243.99385,-7.3059683,1.7597768
ugur,1,2018-03-23 10:34:21,238237073583518,244.32812,-6.9941874,0.76714367
ugur,1,2018-03-23 10:34:21,238237017278326,244.97792,-7.2374725,-0.07672783
ugur,1,2018-03-23 10:34:21,238236960726326,246.24265,-7.0211864,-0.6815837
ugur,1,2018-03-23 10:34:21,238236903417403,250.35538,-6.9032555,-1.3536155
ugur,1,2018-03-23 10:34:21,238236842642403,251.44522,-6.847749,-1.3560708
ugur,1,2018-03-23 10:34:21,238236782792903,255.45819,-6.63214,-1.1970233
ugur,1,2018-03-23 10:34:21,238236722669057,260.52322,-6.2400737,-0.96556675
ugur,1,2018-03-23 10:34:21,238236662932057,266.882,-6.141722,-0.65939146
ugur,1,2018-03-23 10:34:21,238236602518019,274.3974,-6.009811,-0.85912466
ugur,1,2018-03-23 10:34:21,238236541759711,284.34714,-6.243599,-0.80404073
ugur,1,2018-03-23 10:34:21,238236479812365,291.38495,-6.4848976,-0.50408334
ugur,1,2018-03-23 10:34:21,238236423827480,299.49225,-7.376324,-0.04037764
ugur,1,2018-03-23 10:34:21,238236367721096,307.4516,-7.657819,0.4171403
ugur,1,2018-03-23 10:34:21,238236301214865,314.5347,-8.466547,1.8563904
ugur,1,2018-03-23 10:34:21,238236238975327,320.08887,-9.412792,3.3351417
ugur,1,2018-03-23 10:34:21,238236179083019,324.029,-10.408005,4.354699
ugur,1,2018-03-23 10:34:21,238236119536788,326.65887,-11.26078,5.236252
ugur,1,2018-03-23 10:34:21,238236060281288,328.22174,-11.569648,5.3825145
ugur,1,2018-03-23 10:34:21,238236000627404,329.83795,-11.104336,4.9654555
ugur,1,2018-03-23 10:34:21,238235942592904,331.5837,-11.07449,4.6998067
ugur,1,2018-03-23 10:34:21,238235889141019,332.11853,-11.799189,4.7816215
ugur,1,2018-03-23 10:34:21,238235834449711,331.39676,-13.341608,4.22147
ugur,1,2018-03-23 10:34:21,238235775645442,331.19943,-12.657285,3.4534092
ugur,1,2018-03-23 10:34:21,238235716208558,330.57843,-12.268602,2.7169378
ugur,1,2018-03-23 10:34:21,238235656855865,329.99393,-12.104118,2.4393313
ugur,1,2018-03-23 10:34:21,238235597952096,329.82678,-12.383063,2.0691311
ugur,1,2018-03-23 10:34:21,238235539383442,330.14313,-12.602074,1.3231763
ugur,1,2018-03-23 10:34:21,238235479580404,331.08224,-12.326126,1.0149142
ugur,1,2018-03-23 10:34:21,238235420246289,331.99072,-12.623035,0.81752783
ugur,1,2018-03-23 10:34:21,238235360695789,332.88852,-12.82376,0.32093534
ugur,1,2018-03-23 10:34:21,238235301430673,333.90482,-12.390602,-0.37051302
ugur,1,2018-03-23 10:34:21,238235241127558,334.45395,-11.529721,-0.05719303
ugur,1,2018-03-23 10:34:21,238235181583250,334.1705,-12.6951885,0.546757
ugur,1,2018-03-23 10:34:21,238235122182366,334.79688,-12.757627,0.74717945
ugur,1,2018-03-23 10:34:21,238235065208212,335.77844,-12.302784,1.4636171
ugur,1,2018-03-23 10:34:21,238234998027866,336.28763,-12.318314,2.3802707
ugur,1,2018-03-23 10:34:21,238234937915481,336.2058,-12.361433,3.199673
ugur,1,2018-03-23 10:34:21,238234878304558,335.6784,-12.054912,4.161449
ugur,1,2018-03-23 10:34:21,238234818921289,334.4049,-11.298594,5.3924026
ugur,1,2018-03-23 10:34:21,238234759378135,332.50623,-11.18862,6.095921
ugur,1,2018-03-23 10:34:21,238234700360174,331.82407,-9.958966,5.3620915
ugur,1,2018-03-23 10:34:21,238234640945982,332.69034,-7.933741,5.481249
ugur,1,2018-03-23 10:34:21,238234582469674,332.14014,-8.399494,5.3888764
ugur,1,2018-03-23 10:34:21,238234525416751,330.93076,-9.639908,4.638907
ugur,1,2018-03-23 10:34:21,238234467477636,330.5902,-9.662748,4.1337557
ugur,1,2018-03-23 10:34:21,238234407454559,329.72604,-10.129971,3.492492
ugur,1,2018-03-23 10:34:21,238234347979597,329.092,-10.258382,2.9161224
ugur,1,2018-03-23 10:34:21,238234288515213,328.98535,-10.196406,2.2905223
ugur,1,2018-03-23 10:34:21,238234228770674,329.63864,-9.895125,1.7785634
ugur,1,2018-03-23 10:34:21,238234168810636,330.7749,-9.780669,1.2317468
ugur,1,2018-03-23 10:34:21,238234109193520,331.99875,-9.528273,0.7856347
ugur,1,2018-03-23 10:34:21,238234049697213,333.052,-9.1073675,0.6110989
ugur,1,2018-03-23 10:34:21,238233988509905,333.32523,-8.999904,0.9936097
ugur,1,2018-03-23 10:34:21,238233930287713,332.89114,-10.23279,1.178345
ugur,1,2018-03-23 10:34:21,238233873874097,333.528,-9.8697605,1.5558952
ugur,1,2018-03-23 10:34:21,238233814386059,333.7005,-9.746318,2.0647695
ugur,1,2018-03-23 10:34:21,238233753956905,332.95065,-10.352056,2.857672
ugur,1,2018-03-23 10:34:21,238233694263367,331.77112,-10.424629,3.5862157
ugur,1,2018-03-23 10:34:21,238233636620098,330.74332,-10.126845,4.1270285
ugur,1,2018-03-23 10:34:21,238233583218405,329.38394,-9.565513,4.939666
ugur,1,2018-03-23 10:34:21,238233528598444,327.68076,-9.237659,4.7053275
ugur,1,2018-03-23 10:34:21,238233469875405,327.59952,-8.967721,4.2730074
ugur,1,2018-03-23 10:34:21,238233412424752,327.73755,-7.8886056,3.8859043
ugur,1,2018-03-23 10:34:21,238233354870098,326.57004,-8.980526,3.5604894
ugur,1,2018-03-23 10:34:21,238233297158444,325.30463,-9.994545,3.2011604
ugur,1,2018-03-23 10:34:21,238233238879329,324.07773,-10.482147,2.653575
ugur,1,2018-03-23 10:34:21,238233179773713,322.88846,-10.643511,2.1524816
ugur,1,2018-03-23 10:34:21,238233120688329,322.04596,-10.747686,1.5016472
ugur,1,2018-03-23 10:34:21,238233061189021,321.8207,-10.28233,1.0185789
ugur,1,2018-03-23 10:34:21,238233001364021,322.20062,-9.343468,1.5732133
ugur,1,2018-03-23 10:34:21,238232941252829,322.65204,-9.200043,1.9208665
ugur,1,2018-03-23 10:34:21,238232881162790,323.24084,-9.2904415,2.0361075
ugur,1,2018-03-23 10:34:21,238232821490944,323.96402,-9.293148,1.8644891
ugur,1,2018-03-23 10:34:21,238232761356944,324.30008,-9.189935,2.5292575
ugur,1,2018-03-23 10:34:21,238232699946752,323.86044,-10.776068,2.0205028
ugur,1,2018-03-23 10:34:21,238232643400983,324.1689,-10.947256,1.6542339
ugur,1,2018-03-23 10:34:21,238232584533945,324.34464,-11.151465,1.5768636
ugur,1,2018-03-23 10:34:21,238232526210445,323.93372,-10.553098,1.5633663
ugur,1,2018-03-23 10:34:21,238232466770829,323.77646,-10.186709,2.045079
ugur,1,2018-03-23 10:34:21,238232407469329,323.3585,-9.23936,2.7365158
ugur,1,2018-03-23 10:34:21,238232347715983,322.2137,-8.930735,3.5858698
ugur,1,2018-03-23 10:34:21,238232288388060,321.33838,-8.010585,4.1542587
ugur,1,2018-03-23 10:34:21,238232228555368,321.8832,-6.161363,4.402314
ugur,1,2018-03-23 10:34:21,238232169227022,321.90686,-5.7001925,5.1127295
ugur,1,2018-03-23 10:34:21,238232109561368,319.6398,-8.7352705,4.2355323
ugur,1,2018-03-23 10:34:21,238232051733983,318.722,-9.494104,2.9963152
ugur,1,2018-03-23 10:34:21,238231991444907,318.37613,-9.467192,2.469424
ugur,1,2018-03-23 10:34:21,238231931943483,318.471,-8.575783,1.9478904
ugur,1,2018-03-23 10:34:21,238231872743599,319.29395,-8.584924,1.357307
ugur,1,2018-03-23 10:34:21,238231813581791,320.4575,-8.395903,0.9093572
ugur,1,2018-03-23 10:34:21,238231754323253,321.65793,-8.615482,1.0933155
ugur,1,2018-03-23 10:34:21,238231695183984,322.48462,-9.824098,1.4434423
ugur,1,2018-03-23 10:34:21,238231635748022,322.98438,-10.484014,1.4096582
ugur,1,2018-03-23 10:34:21,238231576994791,323.59988,-10.13056,1.8448497
ugur,1,2018-03-23 10:34:21,238231519163945,323.24936,-11.9500065,2.026643
